,index,rent_address,stop_name,min_distance,min_duration,postcode
247,1234,10-illawara-drive-mickleham-vic-3064-16087933,Melton Railway Station (Melton South),7782.34,733.5,3064
248,208,107-176-argyle-street-fitzroy-vic-3065-16080545,Melton Railway Station (Melton South),5103.62,660.91,3065
249,72,349-fitzroy-street-fitzroy-vic-3065-16084496,Melton Railway Station (Melton South),4996.41,595.88,3065
250,1253,703-75-wellington-st-collingwood-vic-3066-16054467,Melton Railway Station (Melton South),4676.15,559.74,3066
251,1144,503-75-wellington-street-collingwood-vic-3066-16089857,Melton Railway Station (Melton South),4676.15,559.74,3066
252,526,103-107-cambridge-street-collingwood-vic-3066-16070749,Melton Railway Station (Melton South),4796.33,598.83,3066
253,1149,605-70-stanley-street-collingwood-vic-3066-16089493,Melton Railway Station (Melton South),5034.83,619.33,3066
254,495,105-88-cambridge-street-collingwood-vic-3066-15175620,Melton Railway Station (Melton South),4612.31,565.7,3066
255,1107,204-107-cambridge-street-collingwood-vic-3066-16085513,Melton Railway Station (Melton South),4796.33,598.83,3066
256,704,73-easey-street-collingwood-vic-3066-16027969,Melton Railway Station (Melton South),5711.2,684.86,3066
257,598,2-61-little-oxford-street-collingwood-vic-3066-16061683,Melton Railway Station (Melton South),5247.11,676.39,3066
258,549,311-75-wellington-st-collingwood-vic-3066-16068804,Melton Railway Station (Melton South),4676.15,559.74,3066
259,728,8-375-hoddle-street-collingwood-vic-3066-16057038,Melton Railway Station (Melton South),6257.57,749.16,3066
260,1230,108-3-11-hoddle-street-collingwood-vic-3066-16088068,Melton Railway Station (Melton South),5372.21,638.78,3066
261,201,1304e-9-robert-street-collingwood-vic-3066-16080814,Melton Railway Station (Melton South),5042.4,638.33,3066
262,660,206-75-wellington-street-collingwood-vic-3066-16059668,Melton Railway Station (Melton South),4676.15,559.74,3066
263,852,98-johnston-st-collingwood-vic-3066-16067212,Melton Railway Station (Melton South),5557.12,650.25,3066
264,575,97-stafford-street-abbotsford-vic-3067-16066490,Melton Railway Station (Melton South),6373.12,746.39,3067
265,1008,703-6-acacia-place-abbotsford-vic-3067-16087573,Melton Railway Station (Melton South),6863.99,815.17,3067
266,55,eg07-11-flockhart-street-abbotsford-vic-3067-16084992,Melton Railway Station (Melton South),6324.51,770.01,3067
267,141,11-turner-street-abbotsford-vic-3067-16082069,Melton Railway Station (Melton South),6267.6,755.1,3067
268,859,408d-615-victoria-street-abbotsford-vic-3067-16066835,Melton Railway Station (Melton South),6325.42,744.45,3067
269,1098,713-251-johnston-street-abbotsford-vic-3067-16085958,Melton Railway Station (Melton South),6140.19,737.02,3067
270,422,5-16-princes-street-abbotsford-vic-3067-11131595,Melton Railway Station (Melton South),5753.21,709.06,3067
271,827,48-yarra-street-abbotsford-vic-3067-16069226,Melton Railway Station (Melton South),5982.01,750.97,3067
272,1002,1002-1-acacia-place-abbotsford-vic-3067-16087823,Melton Railway Station (Melton South),6845.38,810.7,3067
273,207,9-328-johnston-street-abbotsford-vic-3067-16080546,Melton Railway Station (Melton South),6278.9,754.29,3067
274,742,215-56-nicholson-street-abbotsford-vic-3067-13682400,Melton Railway Station (Melton South),5586.14,660.38,3067
275,358,64-little-charles-street-abbotsford-vic-3067-16077006,Melton Railway Station (Melton South),5907.46,722.85,3067
276,1184,106-119-turner-street-abbotsford-vic-3067-16088557,Melton Railway Station (Melton South),6757.39,782.62,3067
277,1281,270-langridge-street-abbotsford-vic-3067-15242733,Melton Railway Station (Melton South),5516.19,655.17,3067
278,650,532-631-victoria-street-abbotsford-vic-3067-16061939,Melton Railway Station (Melton South),6584.36,776.05,3067
279,85,12-park-street-abbotsford-vic-3067-16083814,Melton Railway Station (Melton South),5181.29,646.45,3067
280,106,902-627-victoria-street-abbotsford-vic-3067-16083095,Melton Railway Station (Melton South),6684.22,800.94,3067
281,89,714-20-shamrock-street-abbotsford-vic-3067-16083651,Melton Railway Station (Melton South),6430.9,783.99,3067
282,1275,220-631-victoria-street-abbotsford-vic-3067-16054340,Melton Railway Station (Melton South),6584.36,776.05,3067
283,1240,4-82-trenerry-crescent-abbotsford-vic-3067-16057111,Melton Railway Station (Melton South),6956.97,800.55,3067
284,110,514-6-acacia-place-abbotsford-vic-3067-16082921,Melton Railway Station (Melton South),6863.99,815.17,3067
285,117,509a-1-acacia-place-abbotsford-vic-3067-16082671,Melton Railway Station (Melton South),6845.38,810.7,3067
286,1261,2s-378-390-st-georges-road-fitzroy-north-vic-3068-16055926,Melton Railway Station (Melton South),7529.6,739.14,3068
287,556,8-182-barkly-street-fitzroy-north-vic-3068-16068469,Melton Railway Station (Melton South),7611.69,747.62,3068
288,1229,2-12-brennand-street-fitzroy-north-vic-3068-14628144,Melton Railway Station (Melton South),8113.73,880.36,3068
289,253,173-spensley-street-clifton-hill-vic-3068-16078951,Melton Railway Station (Melton South),7954.77,950.71,3068
290,1143,113-392-st-georges-road-fitzroy-north-vic-3068-16089889,Melton Railway Station (Melton South),7556.9,742.04,3068
291,680,g09-22-nicholson-street-fitzroy-north-vic-3068-16052600,Melton Railway Station (Melton South),7411.68,795.1,3068
292,277,105-field-street-clifton-hill-vic-3068-16078319,Melton Railway Station (Melton South),8186.47,967.67,3068
293,278,5-55-may-street-fitzroy-north-vic-3068-16078317,Melton Railway Station (Melton South),7920.59,793.74,3068
294,1283,2s-378-390-st-georges-road-fitzroy-north-vic-3068-16055926,Melton Railway Station (Melton South),7529.6,739.14,3068
295,107,133-ramsden-street-clifton-hill-vic-3068-16083078,Melton Railway Station (Melton South),8156.57,952.22,3068
296,1036,93-rowe-street-fitzroy-north-vic-3068-15629627,Melton Railway Station (Melton South),7552.89,782.32,3068
297,1117,188-park-street-fitzroy-north-vic-3068-16090583,Melton Railway Station (Melton South),7235.32,758.71,3068
298,727,111-378-390-saint-georges-road-fitzroy-north-vic-3068-16057525,Melton Railway Station (Melton South),7529.6,739.14,3068
299,1274,108-best-street-fitzroy-north-vic-3068-16054451,Melton Railway Station (Melton South),7127.63,748.06,3068
300,992,37-taylor-street-fitzroy-north-vic-3068-16061269,Melton Railway Station (Melton South),7586.78,821.49,3068
301,62,204-378-390-st-george-road-fitzroy-north-vic-3068-16084845,Melton Railway Station (Melton South),7529.6,739.14,3068
302,130,204-378-390-st-george-road-fitzroy-north-vic-3068-16084845,Melton Railway Station (Melton South),7529.6,739.14,3068
303,124,14-park-street-fitzroy-north-vic-3068-16082451,Melton Railway Station (Melton South),7688.94,765.93,3068
304,125,204-378-390-st-george-road-fitzroy-north-vic-3068-16084845,Melton Railway Station (Melton South),7529.6,739.14,3068
305,590,62-clauscen-street-fitzroy-north-vic-3068-16065136,Melton Railway Station (Melton South),7285.33,787.98,3068
306,111,4-165-clarke-street-northcote-vic-3070-16082860,Melton Railway Station (Melton South),8393.97,880.98,3070
307,271,57-bent-street-northcote-vic-3070-16078474,Melton Railway Station (Melton South),9153.05,883.6,3070
308,663,94-helen-street-northcote-vic-3070-16059106,Melton Railway Station (Melton South),9362.47,932.15,3070
309,275,2-3-jessie-street-northcote-vic-3070-16078331,Melton Railway Station (Melton South),9365.87,956.17,3070
310,732,13-bird-avenue-northcote-vic-3070-16053046,Melton Railway Station (Melton South),9897.93,929.67,3070
311,191,10-2-johnson-street-northcote-vic-3070-16081202,Melton Railway Station (Melton South),9946.3,994.59,3070
312,1022,121-5-beavers-road-northcote-vic-3070-16087294,Melton Railway Station (Melton South),9547.95,960.73,3070
313,898,8-4-mccracken-avenue-northcote-vic-3070-16064578,Melton Railway Station (Melton South),8661.21,845.94,3070
314,1241,27-hawthorn-road-northcote-vic-3070-16051293,Melton Railway Station (Melton South),8655.18,858.57,3070
315,889,23-clyde-street-thornbury-vic-3071-16065124,Melton Railway Station (Melton South),11083.56,1108.29,3071
316,1120,12-45-collins-street-thornbury-vic-3071-16090482,Melton Railway Station (Melton South),11301.74,1077.18,3071
317,1132,1-53-woolton-avenue-thornbury-vic-3071-16090180,Melton Railway Station (Melton South),9714.82,934.95,3071
318,369,9-harold-street-thornbury-vic-3071-16076652,Melton Railway Station (Melton South),10798.65,1017.96,3071
319,403,86-hutton-street-thornbury-vic-3071-16075459,Melton Railway Station (Melton South),10547.14,1003.25,3071
320,1147,8-2-murray-street-thornbury-vic-3071-16089692,Melton Railway Station (Melton South),10430.35,985.15,3071
321,219,146-raleigh-street-thornbury-vic-3071-16080236,Melton Railway Station (Melton South),11676.58,1123.61,3071
322,1168,115b-collins-street-thornbury-vic-3071-16089002,Melton Railway Station (Melton South),12133.33,1155.37,3071
323,1181,11-52-pender-street-thornbury-vic-3071-16088581,Melton Railway Station (Melton South),12082.74,1143.13,3071
324,564,20-12-dundas-street-thornbury-vic-3071-15981310,Melton Railway Station (Melton South),11271.09,1059.98,3071
325,874,2-9-rennie-street-thornbury-vic-3071-16065901,Melton Railway Station (Melton South),10600.26,980.96,3071
326,553,11-326-plenty-road-preston-vic-3072-16068669,Melton Railway Station (Melton South),12416.68,1145.95,3072
327,84,3-492-plenty-road-preston-vic-3072-16083908,Melton Railway Station (Melton South),13087.68,1205.1,3072
328,112,47-gilbert-road-preston-vic-3072-16082846,Melton Railway Station (Melton South),11435.95,1066.44,3072
329,640,3-72-leamington-street-reservoir-vic-3073-16055115,,,,3073
330,7,2-24-o-connor-street-reservoir-vic-3073-16084487,,,,3073
331,819,704-111-parkview-road-alphington-vic-3078-16069779,Melton Railway Station (Melton South),11500.73,1168.88,3078
332,341,12-1-rex-avenue-alphington-vic-3078-16077577,Melton Railway Station (Melton South),11139.61,1127.92,3078
333,850,28-gillies-street-fairfield-vic-3078-16067381,Melton Railway Station (Melton South),9442.05,1113.32,3078
334,243,565-heidelberg-road-alphington-vic-3078-16079269,Melton Railway Station (Melton South),9663.38,1170.67,3078
335,1251,38-262-heidelberg-road-fairfield-vic-3078-16056607,Melton Railway Station (Melton South),8503.71,1013.34,3078
336,332,108-56-myrtle-street-ivanhoe-vic-3079-16074928,,,,3079
337,516,89-marshall-street-ivanhoe-vic-3079-16071672,Melton Railway Station (Melton South),16074.21,1349.6,3079
338,1290,4-45-st-elmo-road-ivanhoe-vic-3079-16052693,Melton Railway Station (Melton South),14693.51,1429.87,3079
339,368,562-waterdale-rd-heidelberg-heights-vic-3081-16076688,Melton Railway Station (Melton South),16876.26,1555.92,3081
340,614,502-21-plenty-road-bundoora-vic-3083-16055079,,,,3083
341,450,67-weir-loop-bundoora-vic-3083-16073139,,,,3083
342,1201,106-34-princeton-terrace-bundoora-vic-3083-16088123,,,,3083
343,11,30-80-enterprise-dr-bundoora-vic-3083-16083831,,,,3083
344,928,10-brooke-street-eaglemont-vic-3084-16087413,,,,3084
345,1,2-14-binns-street-montmorency-vic-3094-16085351,,,,3094
346,791,23-frank-street-eltham-vic-3095-16065746,,,,3095
347,1093,6-11-davis-street-kew-vic-3101-16020234,Melton Railway Station (Melton South),10307.12,1137.16,3101
348,1231,605-369-high-street-kew-vic-3101-16088032,Melton Railway Station (Melton South),9627.08,1074.2,3101
349,1276,7-8-10-james-avenue-kew-vic-3101-16054256,Melton Railway Station (Melton South),11531.08,1140.13,3101
350,400,3-17-pakington-street-kew-vic-3101-16075619,Melton Railway Station (Melton South),9415.67,1084.77,3101
351,217,5-200-cotham-road-kew-vic-3101-16080273,Melton Railway Station (Melton South),10066.65,1119.04,3101
352,1094,98-edgevale-road-kew-vic-3101-16086114,Melton Railway Station (Melton South),9974.41,1136.16,3101
353,892,3-8-10-james-avenue-kew-vic-3101-16064942,Melton Railway Station (Melton South),11531.08,1140.13,3101
354,234,14-58-62-mary-street-kew-vic-3101-16079756,Melton Railway Station (Melton South),9660.93,1074.26,3101
355,427,6-103-walpole-street-kew-vic-3101-16074115,Melton Railway Station (Melton South),10555.48,1006.59,3101
356,259,90-edgevale-road-kew-vic-3101-16078740,Melton Railway Station (Melton South),9932.22,1128.56,3101
357,453,1-1-namur-street-kew-east-vic-3102-16072307,,,,3102
358,644,19-parkdale-avenue-balwyn-vic-3103-16041468,,,,3103
359,772,3-1-birtles-st-balwyn-vic-3103-16067443,,,,3103
360,615,1-18-raynes-street-balwyn-vic-3103-16054448,,,,3103
361,16,1-salford-avenue-balwyn-vic-3103-16083324,,,,3103
362,765,1-910-burke-road-deepdene-vic-3103-16069623,,,,3103
363,303,5-whitehorse-road-deepdene-vic-3103-16077539,,,,3103
364,636,12-2a-brenbeal-street-balwyn-vic-3103-16061618,,,,3103
365,1089,2-15-parring-road-balwyn-vic-3103-16088426,,,,3103
366,459,37-kireep-road-balwyn-vic-3103-16071098,,,,3103
367,337,4-48-weir-street-balwyn-vic-3103-16073644,,,,3103
368,181,5-19-kireep-road-balwyn-vic-3103-16078337,,,,3103
369,36,4-84-rochester-rd-balwyn-vic-3103-16081633,,,,3103
370,1218,15-31-barnsbury-road-deepdene-vic-3103-16051009,,,,3103
371,1206,10-3-boston-road-balwyn-vic-3103-16055201,,,,3103
372,625,2-14-hatfield-street-balwyn-north-vic-3104-16039515,,,,3104
373,937,6-46a-corhampton-road-balwyn-north-vic-3104-16086851,,,,3104
374,945,5-citron-avenue-balwyn-north-vic-3104-16086189,,,,3104
375,1073,3-84-winfield-road-balwyn-north-vic-3104-16089860,,,,3104
376,635,3-12-thea-avenue-balwyn-north-vic-3104-16062335,,,,3104
377,642,1-1062-burke-rd-balwyn-north-vic-3104-16053394,,,,3104
378,150,127-willow-bend-bulleen-vic-3105-16081615,,,,3105
379,927,1a-chivers-road-templestowe-vic-3106-16087683,,,,3106
380,182,2-11-firth-street-doncaster-vic-3108-16078255,,,,3108
381,942,20a-belvoir-street-doncaster-vic-3108-16086525,,,,3108
382,933,103-88-tram-road-doncaster-vic-3108-14872098,,,,3108
383,781,2-3-ada-street-doncaster-vic-3108-16066714,,,,3108
384,477,104-88-tram-road-doncaster-vic-3108-14825508,,,,3108
385,327,3-17-firth-street-doncaster-vic-3108-15138255,,,,3108
386,790,1-11-churchill-street-doncaster-east-vic-3109-15856463,,,,3109
387,1053,g10-1-red-hill-terrace-doncaster-east-vic-3109-16085903,,,,3109
388,1059,130-corriedale-crescent-park-orchards-vic-3114-16040346,,,,3114
389,1026,12-cameron-street-richmond-vic-3121-14219096,Melton Railway Station (Melton South),5233.88,654.67,3121
390,1040,3-36-egan-street-richmond-vic-3121-16086330,Melton Railway Station (Melton South),5178.95,638.13,3121
391,566,25-hull-street-richmond-vic-3121-16067586,Melton Railway Station (Melton South),5338.71,650.98,3121
392,537,5-47-mary-street-richmond-vic-3121-16069592,Melton Railway Station (Melton South),6105.63,721.97,3121
393,563,3-34-leslie-street-richmond-vic-3121-16067868,Melton Railway Station (Melton South),6444.1,784.04,3121
394,560,25-chestnut-street-richmond-vic-3121-16068056,Melton Railway Station (Melton South),6449.07,787.64,3121
395,559,46-loyola-grove-richmond-vic-3121-16068071,Melton Railway Station (Melton South),7749.23,673.91,3121
396,1172,108-10-bromham-place-richmond-vic-3121-16088846,Melton Railway Station (Melton South),5670.02,696.92,3121
397,1233,38-highett-street-richmond-vic-3121-16087992,Melton Railway Station (Melton South),5102.25,637.16,3121
398,1148,51-duke-street-richmond-vic-3121-16089558,Melton Railway Station (Melton South),6768.66,784.12,3121
399,246,616-14-david-street-richmond-vic-3121-16079171,Melton Railway Station (Melton South),7002.06,812.09,3121
400,80,104-somerset-street-richmond-vic-3121-16083987,Melton Railway Station (Melton South),6342.09,747.13,3121
401,52,17-king-street-richmond-vic-3121-16085050,Melton Railway Station (Melton South),5359.6,648.61,3121
402,511,45-69-palmer-street-richmond-vic-3121-16072067,Melton Railway Station (Melton South),6520.56,747.81,3121
403,875,6-fordham-court-richmond-vic-3121-16065885,Melton Railway Station (Melton South),5306.66,645.85,3121
404,722,24-343-church-street-richmond-vic-3121-16061297,Melton Railway Station (Melton South),5847.59,697.97,3121
405,525,15-2-the-vaucluse-richmond-vic-3121-15094456,Melton Railway Station (Melton South),5427.64,659.59,3121
406,1162,108-14-david-street-richmond-vic-3121-16089176,Melton Railway Station (Melton South),7002.06,812.09,3121
407,897,121-lord-street-richmond-vic-3121-16064776,Melton Railway Station (Melton South),6416.88,752.91,3121
408,707,4-wells-street-richmond-vic-3121-16069616,Melton Railway Station (Melton South),5891.1,751.4,3121
409,92,1-36-burnley-street-richmond-vic-3121-16083578,Melton Railway Station (Melton South),6531.52,746.05,3121
410,984,105-39-appleton-street-richmond-vic-3121-16061881,Melton Railway Station (Melton South),6916.06,797.98,3121
411,95,19-baker-street-richmond-vic-3121-16083535,Melton Railway Station (Melton South),5673.41,721.61,3121
412,484,5-26-union-street-richmond-vic-3121-16073238,Melton Railway Station (Melton South),5008.68,616.39,3121
413,189,1-118-brighton-street-richmond-vic-3121-16081521,Melton Railway Station (Melton South),6430.28,776.45,3121
414,1006,60-neptune-street-richmond-vic-3121-16087614,Melton Railway Station (Melton South),6311.86,745.24,3121
415,974,94-coppin-street-richmond-vic-3121-16062861,Melton Railway Station (Melton South),5993.98,684.48,3121
416,133,3-4-stillman-street-richmond-vic-3121-16082280,Melton Railway Station (Melton South),6585.85,755.06,3121
417,231,24-wertheim-street-richmond-vic-3121-16079802,Melton Railway Station (Melton South),9083.77,826.62,3121
418,260,2-94-buckingham-street-richmond-vic-3121-14830817,Melton Railway Station (Melton South),6317.12,773.68,3121
419,851,2-appleton-street-richmond-vic-3121-16067294,Melton Railway Station (Melton South),6680.53,778.6,3121
420,213,126-243-249a-bridge-road-richmond-vic-3121-16080478,Melton Railway Station (Melton South),5239.54,621.9,3121
421,664,20-lord-street-richmond-vic-3121-16059083,Melton Railway Station (Melton South),6039.1,706.01,3121
422,104,612-30-burnley-street-richmond-vic-3121-16083288,Melton Railway Station (Melton South),6660.07,773.22,3121
423,211,17-81-edinburgh-street-richmond-vic-3121-16080509,Melton Railway Station (Melton South),8408.88,762.91,3121
424,846,5-69-river-street-richmond-vic-3121-16067702,Melton Railway Station (Melton South),6811.56,782.83,3121
425,666,2-neptune-street-richmond-vic-3121-16058275,Melton Railway Station (Melton South),6135.55,701.79,3121
426,225,6-137-coppin-street-richmond-vic-3121-16080016,Melton Railway Station (Melton South),6223.45,702.64,3121
427,50,4-52-lyndhurst-street-richmond-vic-3121-16085100,Melton Railway Station (Melton South),5708.66,697.65,3121
428,411,13-160-coppin-street-richmond-vic-3121-16075196,Melton Railway Station (Melton South),6264.26,705.9,3121
429,47,609-14-david-street-richmond-vic-3121-16085191,Melton Railway Station (Melton South),7002.06,812.09,3121
430,947,283a-burnley-street-richmond-vic-3121-16064303,Melton Railway Station (Melton South),6561.1,742.56,3121
431,655,11-bennett-street-richmond-vic-3121-16061186,Melton Railway Station (Melton South),6294.33,760.58,3121
432,803,1-8-murphy-street-richmond-vic-3121-14865370,Melton Railway Station (Melton South),6252.91,745.61,3121
433,648,57-baker-street-richmond-vic-3121-16062642,Melton Railway Station (Melton South),5820.54,736.74,3121
434,387,511-2-mcgoun-street-richmond-vic-3121-14233176,Melton Railway Station (Melton South),5154.77,637.61,3121
435,1166,1-263-lennox-street-richmond-vic-3121-16089089,Melton Railway Station (Melton South),5462.83,652.64,3121
436,423,11-corsair-street-richmond-vic-3121-16074197,Melton Railway Station (Melton South),6386.75,733.32,3121
437,842,405-14-david-street-richmond-vic-3121-16068009,Melton Railway Station (Melton South),7002.06,812.09,3121
438,204,209-8-garfield-street-richmond-vic-3121-16080755,Melton Railway Station (Melton South),5131.28,656.56,3121
439,362,89-elizabeth-street-richmond-vic-3121-16076960,Melton Railway Station (Melton South),5135.88,654.85,3121
440,376,604-8-burnley-street-richmond-vic-3121-16076303,Melton Railway Station (Melton South),6540.0,765.29,3121
441,195,2-2-smith-street-richmond-vic-3121-16081068,Melton Railway Station (Melton South),5112.57,657.83,3121
442,351,3-74-cutter-street-richmond-vic-3121-16077345,Melton Railway Station (Melton South),8720.37,807.48,3121
443,1221,68-yarra-boulevard-richmond-vic-3121-12659355,Melton Railway Station (Melton South),6967.2,788.4,3121
444,342,6-146-riversdale-road-hawthorn-vic-3122-16077570,Melton Railway Station (Melton South),10317.32,973.7,3122
445,61,303-81-riversdale-road-hawthorn-vic-3122-16084849,Melton Railway Station (Melton South),9786.23,935.23,3122
446,266,11-64-auburn-rd-hawthorn-vic-3122-16076131,Melton Railway Station (Melton South),9820.18,1055.15,3122
447,709,26-219-227-auburn-road-hawthorn-vic-3122-16068411,Melton Railway Station (Melton South),10921.77,1026.26,3122
448,986,2-474-glenferrie-road-hawthorn-vic-3122-16061541,Melton Railway Station (Melton South),10486.23,992.35,3122
449,1244,1-42a-hawthorn-grove-hawthorn-vic-3122-16057366,Melton Railway Station (Melton South),8883.06,1016.85,3122
450,402,8-5-glenroy-road-hawthorn-vic-3122-16075466,Melton Railway Station (Melton South),9856.05,958.3,3122
451,669,2a-garden-street-hawthorn-vic-3122-16056125,Melton Railway Station (Melton South),6342.22,743.3,3122
452,1104,9-566-glenferrie-road-hawthorn-vic-3122-16085611,Melton Railway Station (Melton South),10041.33,953.6,3122
453,67,3-23-auburn-grove-hawthorn-vic-3122-16084647,Melton Railway Station (Melton South),9863.17,1072.15,3122
454,808,g01-39-riversdale-road-hawthorn-vic-3122-15235034,Melton Railway Station (Melton South),9419.85,908.86,3122
455,349,101-567-glenferrie-road-hawthorn-vic-3122-16077459,Melton Railway Station (Melton South),10084.73,956.72,3122
456,1131,3-bell-street-hawthorn-vic-3122-16090187,Melton Railway Station (Melton South),9788.41,1091.87,3122
457,571,102-21-riversdale-road-hawthorn-vic-3122-16066891,Melton Railway Station (Melton South),9259.04,897.28,3122
458,76,6-566-glenferrie-road-hawthorn-vic-3122-16084160,Melton Railway Station (Melton South),10041.33,953.6,3122
459,237,g-04-567-glenferrie-road-hawthorn-vic-3122-16079647,Melton Railway Station (Melton South),10084.73,956.72,3122
460,46,15-64-auburn-rd-hawthorn-vic-3122-16085195,Melton Railway Station (Melton South),9820.18,1055.15,3122
461,404,309-17-lynch-street-hawthorn-vic-3122-16075457,Melton Railway Station (Melton South),8404.99,951.65,3122
462,1170,18-570-glenferrie-road-hawthorn-vic-3122-16088949,Melton Railway Station (Melton South),10075.05,956.03,3122
463,701,9-488-glenferrie-road-hawthorn-vic-3122-16040221,Melton Railway Station (Melton South),10266.46,969.81,3122
464,1169,41-haines-street-hawthorn-vic-3122-16089000,Melton Railway Station (Melton South),9708.28,1079.56,3122
465,963,2-16-liddiard-street-hawthorn-vic-3122-16063478,Melton Railway Station (Melton South),9146.29,1027.89,3122
466,965,29-70-church-street-hawthorn-vic-3122-16063437,Melton Railway Station (Melton South),7559.24,857.52,3122
467,578,ug05-708-burwood-road-hawthorn-east-vic-3123-16065863,Melton Railway Station (Melton South),9940.96,1065.56,3123
468,938,19-154-164-rathmines-road-hawthorn-east-vic-3123-16086655,,,,3123
469,726,3-24-auburn-grove-hawthorn-east-vic-3123-16058606,Melton Railway Station (Melton South),9900.25,1084.62,3123
470,763,3-11-stewart-street-hawthorn-east-vic-3123-16069694,,,,3123
471,779,516-480-riversdale-road-hawthorn-east-vic-3123-16067030,,,,3123
472,324,3-866-toorak-road-hawthorn-east-vic-3123-16075614,,,,3123
473,1267,2-airedale-avenue-hawthorn-east-vic-3123-16029073,Melton Railway Station (Melton South),11888.76,994.51,3123
474,730,4-2-clifton-road-hawthorn-east-vic-3123-16053841,Melton Railway Station (Melton South),12365.67,1065.15,3123
475,323,7-50-leura-grove-hawthorn-east-vic-3123-16075652,,,,3123
476,1023,1-831-toorak-road-hawthorn-east-vic-3123-16087198,Melton Railway Station (Melton South),11929.21,1019.52,3123
477,854,26-victoria-grove-hawthorn-east-vic-3123-16067087,Melton Railway Station (Melton South),9993.57,1086.21,3123
478,1208,7-161-victoria-road-hawthorn-east-vic-3123-16054548,,,,3123
479,996,107-795-toorak-road-hawthorn-east-vic-3123-16060859,Melton Railway Station (Melton South),11430.4,976.54,3123
480,435,2-841-toorak-road-hawthorn-east-vic-3123-16073848,Melton Railway Station (Melton South),12246.12,1045.52,3123
481,768,1-26-redfern-road-hawthorn-east-vic-3123-16068361,,,,3123
482,475,15-40-harold-street-hawthorn-east-vic-3123-16066989,,,,3123
483,1260,9-26-auburn-grove-hawthorn-east-vic-3123-16056022,Melton Railway Station (Melton South),9916.57,1087.56,3123
484,773,2-1266-toorak-road-camberwell-vic-3124-16067345,,,,3124
485,762,113-436-burke-road-camberwell-vic-3124-16069716,,,,3124
486,15,13-warburton-road-camberwell-vic-3124-16083344,,,,3124
487,932,2-10-allambee-avenue-camberwell-vic-3124-16087120,,,,3124
488,1075,24-spencer-rd-camberwell-vic-3124-16089697,,,,3124
489,784,g43-347-camberwell-road-camberwell-vic-3124-16066506,,,,3124
490,633,3-6-gilmour-rd-camberwell-vic-3124-16066736,,,,3124
491,335,27-donna-buang-street-camberwell-vic-3124-15704271,,,,3124
492,3,203-highfield-road-camberwell-vic-3124-16085093,,,,3124
493,308,2-45-cornell-street-camberwell-vic-3124-16077007,,,,3124
494,34,108-326-328-burwood-highway-burwood-vic-3125-16081726,,,,3125
495,793,222-burwood-highway-burwood-vic-3125-16065529,,,,3125
496,1065,23-parer-street-burwood-vic-3125-16090404,,,,3125
497,632,14-avenue-athol-canterbury-vic-3126-16070437,,,,3126
498,186,31-bryson-street-canterbury-vic-3126-16077796,,,,3126
499,1061,2-rubens-grove-canterbury-vic-3126-16090938,,,,3126
500,626,1-51-rochester-road-canterbury-vic-3126-16038373,,,,3126
501,785,205-85-maling-road-canterbury-vic-3126-16066413,,,,3126
502,637,30-high-street-mont-albert-vic-3127-16060025,,,,3127
503,751,7-agnes-street-mont-albert-vic-3127-16014765,,,,3127
504,758,65-broughton-road-surrey-hills-vic-3127-16070938,,,,3127
505,643,5-972-riversdale-road-surrey-hills-vic-3127-16042769,,,,3127
506,771,2-6-scheele-street-surrey-hills-vic-3127-16067630,,,,3127
507,1216,1-803-whitehorse-road-mont-albert-vic-3127-16051285,,,,3127
508,469,107-801-whitehorse-road-mont-albert-vic-3127-16069503,,,,3127
509,936,4-11-louise-avenue-mont-albert-vic-3127-16086905,,,,3127
510,456,408-2-elland-avenue-box-hill-vic-3128-11439410,,,,3128
511,935,434-elgar-road-box-hill-vic-3128-16087001,,,,3128
512,325,19-16-18-poplar-street-box-hill-vic-3128-16059601,,,,3128
513,761,14-98-100-carrington-road-box-hill-vic-3128-16070220,,,,3128
514,333,204-2-4-kent-road-box-hill-vic-3128-16074780,,,,3128
515,317,43-neville-street-box-hill-south-vic-3128-16076023,,,,3128
516,152,3-1-john-street-box-hill-vic-3128-16081572,,,,3128
517,309,2-12-oxford-street-box-hill-vic-3128-16076810,,,,3128
518,12,4-melrose-street-mont-albert-north-vic-3129-16083561,,,,3129
519,172,75a-watts-street-box-hill-north-vic-3129-16079176,,,,3129
520,1080,6-jaques-grove-forest-hill-vic-3131-16089098,,,,3131
521,619,5-5-luckie-street-nunawading-vic-3131-16050936,,,,3131
522,792,16-lilian-parade-ringwood-vic-3134-16065729,,,,3134
523,22,410-92-maroondah-highway-ringwood-vic-3134-16082788,,,,3134
524,1145,1701-18-claremont-street-south-yarra-vic-3141-16089739,Melton Railway Station (Melton South),6232.67,781.88,3141
525,230,19-tivoli-road-south-yarra-vic-3141-16079814,Melton Railway Station (Melton South),6234.14,739.05,3141
526,693,7-13-hawksburn-road-south-yarra-vic-3141-16046810,Melton Railway Station (Melton South),6781.09,833.8,3141
527,1096,205-10-claremont-street-south-yarra-vic-3141-15150687,Melton Railway Station (Melton South),6299.46,793.9,3141
528,441,2c-381-toorak-road-south-yarra-vic-3141-16073632,Melton Railway Station (Melton South),6409.54,752.03,3141
529,960,511-8-garden-street-south-yarra-vic-3141-16063607,Melton Railway Station (Melton South),6347.71,744.62,3141
