,rent_address,stop_name,min_distance,min_duration,postcode,price
107,1-82-ashley-street-west-footscray-vic-3012-16073237,Ardeer Railway Station (Ardeer),6427.37,697.76,3012,395.0
108,313-110-roberts-street-west-footscray-vic-3012-16070615,Southern Cross Railway Station (Melbourne City),8097.93,813.22,3012,550.0
109,38-urwin-street-yarraville-vic-3013-16068181,Ardeer Railway Station (Ardeer),8967.84,838.79,3013,490.0
110,2-248-francis-street-yarraville-vic-3013-16063967,Southern Cross Railway Station (Melbourne City),8404.69,723.19,3013,550.0
111,65-francis-street-yarraville-vic-3013-16065715,Southern Cross Railway Station (Melbourne City),7041.93,690.15,3013,550.0
112,1-16-vernon-street-south-kingsville-vic-3015-16075648,Southern Cross Railway Station (Melbourne City),9498.14,931.95,3015,475.0
113,7-11-15-basil-street-newport-vic-3015-16061402,Southern Cross Railway Station (Melbourne City),11571.77,1050.56,3015,600.0
114,10-gellibrand-street-williamstown-vic-3016-16061167,Southern Cross Railway Station (Melbourne City),12886.61,1172.18,3016,530.0
115,27-anzac-crescent-williamstown-vic-3016-16066020,Southern Cross Railway Station (Melbourne City),12598.49,1155.69,3016,1350.0
116,10-3-robin-street-altona-vic-3018-16073665,Ardeer Railway Station (Ardeer),13248.24,1129.12,3018,280.0
117,1-27-mcbain-st-altona-vic-3018-16090275,Ardeer Railway Station (Ardeer),13894.9,1153.68,3018,500.0
118,390-duke-street-sunshine-north-vic-3020-15333130,Ardeer Railway Station (Ardeer),6927.35,700.83,3020,650.0
119,rear-25-alfreida-st-st-albans-vic-3021-16048249,Deer Park Railway Station (Deer Park),6601.04,639.03,3021,250.0
120,403-118-cairnlea-drive-cairnlea-vic-3023-16061980,Deer Park Railway Station (Deer Park),4283.65,405.12,3023,390.0
121,16-macedon-close-caroline-springs-vic-3023-16072871,Caroline Springs Railway Station (Ravenhall),3236.76,431.48,3023,450.0
122,61a-fifth-avenue-altona-north-vic-3025-16086328,Ardeer Railway Station (Ardeer),12105.62,853.02,3025,570.0
123,80c-first-ave-altona-north-vic-3025-16056452,Ardeer Railway Station (Ardeer),11734.85,817.3,3025,725.0
124,13-draconis-lane-williams-landing-vic-3027-16073635,Tarneit Railway Station (Tarneit),7663.72,561.44,3027,380.0
125,37-hoddle-way-altona-meadows-vic-3028-16090729,Tarneit Railway Station (Tarneit),14592.57,1082.03,3028,400.0
126,35-stratus-street-tarneit-vic-3029-16073803,Tarneit Railway Station (Tarneit),7301.81,673.55,3029,360.0
127,35-stratus-street-tarneit-vic-3029-16073803,Tarneit Railway Station (Tarneit),7301.81,673.55,3029,360.0
128,37-award-crescent-truganina-vic-3029-16058731,Tarneit Railway Station (Tarneit),3894.95,410.91,3029,410.0
129,35-hoffman-cr-truganina-vic-3029-16066267,Tarneit Railway Station (Tarneit),3435.51,347.81,3029,500.0
130,9-garland-terrace-point-cook-vic-3030-15364222,Tarneit Railway Station (Tarneit),11455.8,969.95,3030,420.0
131,25-living-cres-point-cook-vic-3030-16054167,Tarneit Railway Station (Tarneit),14814.45,1196.48,3030,420.0
132,4-121-wellington-st-flemington-vic-3031-16065041,Southern Cross Railway Station (Melbourne City),5538.71,540.08,3031,415.0
133,25-wolseley-parade-kensington-vic-3031-16065752,Southern Cross Railway Station (Melbourne City),4257.5,535.26,3031,995.0
134,1-28-ormond-road-ascot-vale-vic-3032-16052047,Southern Cross Railway Station (Melbourne City),7036.1,671.95,3032,300.0
135,16f-54-la-scala-avenue-maribyrnong-vic-3032-14989099,Southern Cross Railway Station (Melbourne City),8392.82,889.99,3032,410.0
136,21-330-sydenham-road-sydenham-vic-3037-16086162,Deer Park Railway Station (Deer Park),8930.79,845.79,3037,390.0
137,5-141-park-street-moonee-ponds-vic-3039-16080239,Southern Cross Railway Station (Melbourne City),9431.9,905.03,3039,800.0
138,12-108-maribyrnong-road-moonee-ponds-vic-3039-16015441,Southern Cross Railway Station (Melbourne City),7708.98,711.81,3039,400.0
139,12-vine-street-moonee-ponds-vic-3039-16079832,Southern Cross Railway Station (Melbourne City),7439.54,724.97,3039,650.0
140,80a-waverley-street-moonee-ponds-vic-3039-16085329,Southern Cross Railway Station (Melbourne City),9074.84,858.9,3039,750.0
141,105-333-ascot-vale-rd-moonee-ponds-vic-3039-16083963,Southern Cross Railway Station (Melbourne City),7534.96,731.57,3039,480.0
142,2-32-caroline-street-aberfeldie-vic-3040-16067388,Southern Cross Railway Station (Melbourne City),10878.43,1093.16,3040,520.0
143,6-8-10-lincoln-road-essendon-vic-3040-16087456,Southern Cross Railway Station (Melbourne City),9980.81,935.17,3040,850.0
144,35-clifton-street-aberfeldie-vic-3040-16090841,Southern Cross Railway Station (Melbourne City),10633.59,1038.0,3040,750.0
145,1a-ogilvie-st-essendon-vic-3040-16082587,Southern Cross Railway Station (Melbourne City),11196.67,1014.98,3040,560.0
146,8-10-lincoln-road-essendon-vic-3040-16080138,Southern Cross Railway Station (Melbourne City),9980.81,935.17,3040,550.0
147,2-16-lyon-street-essendon-vic-3040-16065350,Southern Cross Railway Station (Melbourne City),10428.36,1020.5,3040,320.0
148,4-4-essex-street-pascoe-vale-vic-3044-16056699,Southern Cross Railway Station (Melbourne City),12618.25,1065.27,3044,400.0
149,2-21-23-westgate-street-pascoe-vale-south-vic-3044-16060501,Southern Cross Railway Station (Melbourne City),10360.38,893.32,3044,420.0
150,4-7-vale-street-pascoe-vale-vic-3044-16079115,Southern Cross Railway Station (Melbourne City),11999.18,1040.05,3044,375.0
151,543-pascoe-vale-road-pascoe-vale-vic-3044-16056030,Southern Cross Railway Station (Melbourne City),11740.91,955.95,3044,410.0
152,9-139-melbourne-avenue-glenroy-vic-3046-16069112,Southern Cross Railway Station (Melbourne City),15055.68,1278.15,3046,300.0
153,2-24-barunah-street-hadfield-vic-3046-16073906,Southern Cross Railway Station (Melbourne City),14905.98,1262.93,3046,440.0
154,4-48-william-street-glenroy-vic-3046-16077047,Southern Cross Railway Station (Melbourne City),14490.7,1224.51,3046,380.0
155,14-forbes-grove-oak-park-vic-3046-16079887,Southern Cross Railway Station (Melbourne City),12846.58,1154.41,3046,500.0
156,2-62-chapman-avenue-glenroy-vic-3046-16085659,Southern Cross Railway Station (Melbourne City),14049.68,1166.5,3046,400.0
157,1-59-chapman-street-north-melbourne-vic-3051-16089219,Southern Cross Railway Station (Melbourne City),3196.54,384.29,3051,475.0
158,202-9-13-o-connell-street-north-melbourne-vic-3051-16066203,Southern Cross Railway Station (Melbourne City),2621.21,342.16,3051,395.0
159,202-9-13-o-connell-street-north-melbourne-vic-3051-16066203,Southern Cross Railway Station (Melbourne City),2621.21,342.16,3051,395.0
160,315-188-peel-street-north-melbourne-vic-3051-16076223,Southern Cross Railway Station (Melbourne City),2473.46,318.8,3051,310.0
161,207-720-queensberry-street-north-melbourne-vic-3051-16052939,Southern Cross Railway Station (Melbourne City),2381.32,317.79,3051,565.0
162,310-350-victoria-street-north-melbourne-vic-3051-16078102,Southern Cross Railway Station (Melbourne City),2303.55,300.95,3051,445.0
163,2-39-morrah-st-parkville-vic-3052-15056186,Southern Cross Railway Station (Melbourne City),3619.82,450.47,3052,480.0
164,12-yates-lane-parkville-vic-3052-15148071,Southern Cross Railway Station (Melbourne City),4858.26,460.67,3052,780.0
165,909-528-swanston-street-carlton-vic-3053-16061810,Southern Cross Railway Station (Melbourne City),3089.77,380.04,3053,345.0
166,219-528-swanston-street-carlton-vic-3053-16089175,Southern Cross Railway Station (Melbourne City),3089.77,380.04,3053,350.0
167,880-swanston-street-carlton-vic-3053-16081935,Southern Cross Railway Station (Melbourne City),4045.39,487.24,3053,1200.0
168,87-canning-street-carlton-vic-3053-12678308,Southern Cross Railway Station (Melbourne City),4791.51,560.46,3053,1100.0
169,915-528-swanston-street-carlton-vic-3053-16056312,Southern Cross Railway Station (Melbourne City),3089.77,380.04,3053,350.0
170,27-elgin-street-carlton-vic-3053-16069803,Southern Cross Railway Station (Melbourne City),4707.27,538.42,3053,585.0
171,421-528-swanston-street-carlton-vic-3053-16066152,Southern Cross Railway Station (Melbourne City),3089.77,380.04,3053,350.0
172,g06-81-cemetery-road-carlton-vic-3053-16084878,Southern Cross Railway Station (Melbourne City),4353.67,526.68,3053,375.0
