,price,state,propertyType,bathrooms,bedrooms,carspaces,region,suburb,postcode,dateListed,listingSlug,latitude,longitude
145,900.0,VIC,ApartmentUnitFlat,2,2,1,Melbourne Region,SOUTH YARRA,3141,2022-09-26T09:14:40,22-399-toorak-rd-south-yarra-vic-3141-16103168,-37.84005,145.003922
146,575.0,VIC,ApartmentUnitFlat,1,2,1,Melbourne Region,MELBOURNE,3004,2022-09-21T10:04:02,507-23-queens-road-melbourne-vic-3004-16098966,-37.8411331,144.97551
147,480.0,VIC,House,1,3,2,Melbourne Region,PASCOE VALE,3044,2022-09-21T16:35:01,20a-park-street-pascoe-vale-vic-3044-16100660,-37.72788,144.925415
148,615.0,VIC,ApartmentUnitFlat,2,2,1,Eastern Suburbs,HAWTHORN EAST,3123,2022-08-31T12:18:46,ug05c-55-camberwell-road-hawthorn-east-vic-3123-16065863,-37.82587,145.050644
149,400.0,VIC,ApartmentUnitFlat,1,1,1,Melbourne Region,ELWOOD,3184,2022-09-19T13:38:17,1-151-glen-huntly-rd-elwood-vic-3184-16095357,-37.88296,144.992126
150,400.0,VIC,ApartmentUnitFlat,1,1,0,Melbourne Region,WEST MELBOURNE,3003,2022-09-19T15:22:58,214-15-31-batman-street-west-melbourne-vic-3003-14585741,-37.8107567,144.95224
151,550.0,VIC,Townhouse,1,2,1,Eastern Suburbs,KEW EAST,3102,2022-09-26T11:46:32,4-15-munro-st-kew-east-vic-3102-16103832,-37.7916,145.062057
152,420.0,VIC,House,1,3,1,Melbourne Region,MALVERN EAST,3145,2022-09-27T10:50:37,27-clynden-avenue-malvern-east-vic-3145-16105966,-37.869072,145.06218
153,510.0,VIC,ApartmentUnitFlat,1,2,1,Melbourne Region,BRIGHTON,3186,2022-09-28T15:24:44,3-21-brickwood-st-brighton-vic-3186-16109290,-37.8953171,144.997177
154,1200.0,VIC,ApartmentUnitFlat,2,2,2,Melbourne Region,SOUTHBANK,3006,2022-09-29T11:05:04,106-8-wells-st-southbank-vic-3006-16110505,-37.8261642,144.9688
155,400.0,VIC,ApartmentUnitFlat,1,1,0,Melbourne Region,MELBOURNE,3000,2022-09-19T15:46:38,29-400-little-collins-street-melbourne-vic-3000-16022489,-37.8157959,144.961349
156,420.0,VIC,ApartmentUnitFlat,1,1,1,Melbourne Region,RICHMOND,3121,2022-09-19T10:47:04,16-2a-brougham-street-richmond-vic-3121-16094696,-37.8218765,144.9996
157,345.0,VIC,ApartmentUnitFlat,1,2,1,Melbourne Region,ST KILDA,3182,2022-09-29T17:03:50,05-07-lambeth-place-st-kilda-vic-3182-16111844,-37.86184,144.987518
158,890.0,VIC,House,2,3,2,Melbourne Region,FAIRFIELD,3078,2022-09-21T12:05:03,23-palm-street-fairfield-vic-3078-16099457,-37.77151,145.0235
159,445.0,VIC,ApartmentUnitFlat,1,2,1,Melbourne Region,ST KILDA EAST,3183,2022-09-26T13:32:54,7-15-hotham-st-st-kilda-east-vic-3183-16104219,-37.860775,145.000473
160,550.0,VIC,ApartmentUnitFlat,3,3,0,Melbourne Region,TOORAK,3142,2022-09-26T10:17:55,2-424-toorak-road-toorak-vic-3142-16103422,-37.84113,145.00795
161,320.0,VIC,ApartmentUnitFlat,1,1,0,Melbourne Region,HAMPTON EAST,3188,2022-09-16T13:18:59,207-2-willis-lane-hampton-east-vic-3188-16093050,-37.9375725,145.001663
162,450.0,VIC,ApartmentUnitFlat,2,2,1,Melbourne Region,COBURG,3058,2022-09-20T11:55:10,714-11-urquhart-street-coburg-vic-3058-16097143,-37.7398872,144.968155
163,550.0,VIC,ApartmentUnitFlat,2,2,1,Melbourne Region,WEST MELBOURNE,3003,2022-09-30T16:25:57,409-41-dryburgh-street-west-melbourne-vic-3003-16113705,-37.80606,144.942673
164,400.0,VIC,ApartmentUnitFlat,1,1,1,Melbourne Region,ST KILDA,3182,2022-09-20T15:31:00,9-39-eildon-rd-st-kilda-vic-3182-14637707,-37.8612328,144.97818
165,330.0,VIC,ApartmentUnitFlat,1,1,1,Eastern Suburbs,MITCHAM,3132,2022-09-27T14:44:49,229b-1-19-colombo-street-mitcham-vic-3132-16106908,-37.8175278,145.191864
166,950.0,VIC,Townhouse,3,3,1,Melbourne Region,WEST MELBOURNE,3003,2022-09-26T09:28:42,260-adderley-street-west-melbourne-vic-3003-16103206,-37.80769,144.944016
167,370.0,VIC,ApartmentUnitFlat,1,1,1,Melbourne Region,PARKVILLE,3052,2022-09-27T09:28:22,210-445-royal-parade-parkville-vic-3052-16105650,-37.78251,144.958908
168,430.0,VIC,House,1,2,1,Melbourne Region,COBURG,3058,2022-09-26T17:27:39,1-flinders-street-coburg-vic-3058-15138487,-37.73762,144.953
169,495.0,VIC,Townhouse,1,2,1,Melbourne Region,MOONEE PONDS,3039,2022-09-25T21:24:14,3-fortelny-way-moonee-ponds-vic-3039-16103083,-37.7660828,144.909546
170,630.0,VIC,Townhouse,3,3,2,Melbourne Region,OAKLEIGH,3166,2022-09-19T14:51:50,1-2-mill-road-oakleigh-vic-3166-15374846,-37.9013557,145.088
171,950.0,VIC,ApartmentUnitFlat,2,2,1,Melbourne Region,SOUTH YARRA,3141,2022-09-27T14:51:04,2-1-alexandra-avenue-south-yarra-vic-3141-16106940,-37.8286743,144.985168
172,300.0,VIC,Studio,1,1,0,Melbourne Region,ST KILDA,3182,2022-09-15T15:24:48,5-16-blessington-court-st-kilda-vic-3182-16091470,-37.87193,144.977509
173,450.0,VIC,ApartmentUnitFlat,1,1,1,Melbourne Region,RICHMOND,3121,2022-09-28T17:05:24,4-82-buckingham-street-richmond-vic-3121-16109770,-37.8142471,145.003967
174,700.0,VIC,House,1,3,3,Melbourne Region,CARNEGIE,3163,2022-09-19T17:28:52,28-lyons-street-carnegie-vic-3163-16096310,-37.895237,145.0488
175,1800.0,VIC,House,3,5,5,Melbourne Region,TOORAK,3142,2022-09-29T15:41:55,685-orrong-rd-toorak-vic-3142-16111493,-37.8431931,145.013229
176,370.0,VIC,ApartmentUnitFlat,1,2,1,Melbourne Region,MORDIALLOC,3195,2022-09-29T14:58:46,3-119-mcdonald-st-mordialloc-vic-3195-16111302,-38.0008469,145.098145
177,450.0,VIC,House,1,2,0,Melbourne Region,SOUTH YARRA,3141,2022-09-21T11:21:15,21-palermo-street-south-yarra-vic-3141-16099286,-37.8416862,144.9967
178,550.0,VIC,Townhouse,1,2,1,Melbourne Region,BRUNSWICK,3056,2022-09-16T10:44:36,2-53-evans-street-brunswick-vic-3056-16092503,-37.77011,144.96875
179,540.0,VIC,Townhouse,1,2,1,Melbourne Region,RICHMOND,3121,2022-09-20T09:49:08,2-7-jika-place-richmond-vic-3121-16096685,-37.8147659,144.9913
180,400.0,VIC,ApartmentUnitFlat,1,1,1,Melbourne Region,PORT MELBOURNE,3207,2022-09-28T12:36:14,1-08-91-dow-street-port-melbourne-vic-3207-16108681,-37.8420639,144.940659
181,280.0,VIC,ApartmentUnitFlat,1,1,1,Melbourne Region,FOOTSCRAY,3011,2022-09-26T18:26:48,15-99-109-creswick-street-footscray-vic-3011-16105427,-37.79782,144.891159
182,410.0,VIC,ApartmentUnitFlat,1,1,1,Melbourne Region,COLLINGWOOD,3066,2022-09-28T13:38:31,207g-31-napoleon-street-collingwood-vic-3066-16108865,-37.8016472,144.985977
183,1150.0,VIC,House,2,4,5,Melbourne Region,BRIGHTON,3186,2022-09-29T10:07:55,1-huntley-street-brighton-vic-3186-16110309,-37.8865051,144.997528
184,670.0,VIC,House,1,3,1,Eastern Suburbs,GLEN IRIS,3146,2022-09-16T12:30:18,144-high-st-glen-iris-vic-3146-16092883,-37.8630257,145.074951
185,470.0,VIC,House,1,1,0,Melbourne Region,ALBERT PARK,3206,2022-09-28T16:31:23,43-bevan-street-albert-park-vic-3206-16109623,-37.8400841,144.955978
186,375.0,VIC,ApartmentUnitFlat,1,1,0,Melbourne Region,SOUTH YARRA,3141,2022-09-29T14:15:00,4-26-davis-avenue-south-yarra-vic-3141-16111137,-37.8409,144.990555
187,550.0,VIC,Townhouse,3,4,2,Melbourne Region,NOBLE PARK,3174,2022-09-26T15:27:35,3-15-leman-crescent-noble-park-vic-3174-16104774,-37.9685745,145.182877
188,1200.0,VIC,House,2,4,2,Melbourne Region,SOUTH YARRA,3141,2022-09-28T15:35:17,62-hawksburn-road-south-yarra-vic-3141-16109344,-37.8414345,145.002121
189,460.0,VIC,ApartmentUnitFlat,1,2,1,Melbourne Region,MENTONE,3194,2022-09-27T14:02:56,1-26-patty-street-mentone-vic-3194-16106737,-37.9774246,145.057465
190,650.0,VIC,Townhouse,2,3,2,Melbourne Region,OAKLEIGH EAST,3166,2022-09-21T13:25:14,3-60-patrick-street-oakleigh-east-vic-3166-16099764,-37.90643,145.12114
191,850.0,VIC,Townhouse,2,3,2,Melbourne Region,OAKLEIGH EAST,3166,2022-09-16T12:07:13,2-1845-dandenong-road-oakleigh-east-vic-3166-16092807,-37.9080544,145.117859
192,500.0,VIC,ApartmentUnitFlat,1,2,1,Melbourne Region,PRAHRAN,3181,2022-09-30T10:25:16,2-22-ellesmere-road-prahran-vic-3181-16112401,-37.85777,145.0008
193,375.0,VIC,ApartmentUnitFlat,1,1,1,Melbourne Region,KENSINGTON,3031,2022-09-29T14:36:42,104-71-89-hobsons-road-kensington-vic-3031-16111222,-37.7962036,144.916809
194,370.0,VIC,ApartmentUnitFlat,1,1,1,Melbourne Region,MOUNT WAVERLEY,3149,2022-09-26T17:21:52,111-436-442-huntingdale-road-mount-waverley-vic-3149-16105315,-37.883297,145.109055
195,595.0,VIC,ApartmentUnitFlat,2,2,1,Eastern Suburbs,KEW,3101,2022-09-29T11:45:00,9-39-studley-park-rd-kew-vic-3101-16110655,-37.8071365,145.023972
196,490.0,VIC,Townhouse,2,2,1,Melbourne Region,RESERVOIR,3073,2022-09-19T14:09:31,10-949-high-street-reservoir-vic-3073-15297144,-37.7104,145.008331
197,500.0,VIC,ApartmentUnitFlat,1,2,2,Melbourne Region,SANDRINGHAM,3191,2022-09-23T17:16:58,201-26-30-waltham-street-sandringham-vic-3191-16102732,-37.94975,145.0036
198,550.0,VIC,ApartmentUnitFlat,1,2,1,Melbourne Region,NORTH MELBOURNE,3051,2022-09-28T11:59:01,109-380-queensberry-street-north-melbourne-vic-3051-14961044,-37.8034744,144.955338
199,495.0,VIC,House,1,2,1,Melbourne Region,HIGHETT,3190,2022-09-29T13:53:11,49-spring-road-highett-vic-3190-16111073,-37.94444,145.0324
200,450.0,VIC,ApartmentUnitFlat,1,1,0,Melbourne Region,ABBOTSFORD,3067,2022-09-29T19:54:30,608-627-victoria-street-abbotsford-vic-3067-16112055,-37.81068,145.008652
201,450.0,VIC,ApartmentUnitFlat,1,1,1,Melbourne Region,NORTH MELBOURNE,3051,2022-09-30T10:18:41,17-352-victoria-street-north-melbourne-vic-3051-16112376,-37.8055878,144.954422
202,730.0,VIC,House,1,3,2,Melbourne Region,ELSTERNWICK,3185,2022-09-16T10:39:04,78-allison-road-elsternwick-vic-3185-16092486,-37.8824654,145.013062
203,900.0,VIC,Townhouse,3,4,2,Melbourne Region,BENTLEIGH EAST,3165,2022-09-16T12:01:34,9a-9b-ludwell-crescent-bentleigh-east-vic-3165-16092784,-37.92544,145.073914
204,650.0,VIC,House,1,2,1,Melbourne Region,RICHMOND,3121,2022-09-29T09:29:22,75-neptune-street-richmond-vic-3121-16110194,-37.82211,145.0069
205,400.0,VIC,Villa,1,2,1,Melbourne Region,BELMONT,3216,2022-09-15T13:37:04,4-17-colac-gr-belmont-vic-3216-15755710,-38.1871376,144.327484
206,400.0,VIC,ApartmentUnitFlat,1,2,1,Melbourne Region,BENTLEIGH EAST,3165,2022-09-15T16:45:16,3-54-hill-street-bentleigh-east-vic-3165-16091798,-37.92235,145.061188
207,530.0,VIC,ApartmentUnitFlat,1,2,1,Melbourne Region,SOUTHBANK,3006,2022-09-19T09:21:58,3511-151-city-road-southbank-vic-3006-16094411,-37.8236656,144.963165
208,465.0,VIC,ApartmentUnitFlat,1,2,1,Eastern Suburbs,CAMBERWELL,3124,2022-09-15T14:08:49,3-4-spencer-road-camberwell-vic-3124-16091161,-37.8317223,145.07077
209,620.0,VIC,Townhouse,1,2,1,Melbourne Region,ESSENDON,3040,2022-09-20T21:36:49,4-8-10-lincoln-road-essendon-vic-3040-16098657,-37.7549973,144.908524
210,800.0,VIC,ApartmentUnitFlat,2,2,2,Melbourne Region,MALVERN,3144,2022-09-28T16:38:06,g03-1271-1273-high-street-malvern-vic-3144-16109656,-37.8569336,145.0337
211,470.0,VIC,ApartmentUnitFlat,2,2,1,Melbourne Region,MARIBYRNONG,3032,2022-09-27T17:00:42,307-55-cumberland-drive-maribyrnong-vic-3032-16107543,-37.7864952,144.900848
212,595.0,VIC,ApartmentUnitFlat,2,2,1,Eastern Suburbs,KEW,3101,2022-09-29T11:45:00,202-39-studley-park-rd-kew-vic-3101-16110655,-37.8071365,145.023972
213,495.0,VIC,ApartmentUnitFlat,1,2,1,Melbourne Region,CAULFIELD SOUTH,3162,2022-09-27T12:51:11,3-1-frederick-street-caulfield-south-vic-3162-16106461,-37.90236,145.032364
214,1500.0,VIC,House,2,5,2,Eastern Suburbs,SURREY HILLS,3127,2022-09-30T12:02:39,12-kennealy-st-surrey-hills-vic-3127-16112779,-37.8264771,145.088516
215,1699.0,VIC,NewHouseLand,3,3,2,Melbourne Region,BRIGHTON EAST,3187,2022-09-29T09:37:09,238a-were-street-brighton-east-vic-3187-16110215,-37.9276047,145.014572
216,300.0,VIC,ApartmentUnitFlat,1,1,1,Melbourne Region,ST KILDA,3182,2022-09-27T11:23:44,4-22-crimea-street-st-kilda-vic-3182-15808911,-37.8591423,144.9884
217,310.0,VIC,ApartmentUnitFlat,1,1,1,Melbourne Region,FLEMINGTON,3031,2022-09-26T11:24:03,5-48-farnham-street-flemington-vic-3031-16103716,-37.78277,144.93071
218,420.0,VIC,ApartmentUnitFlat,1,2,1,Melbourne Region,FLEMINGTON,3031,2022-09-29T12:04:56,913-1-ascot-vale-road-flemington-vic-3031-14811213,-37.7867355,144.921188
219,650.0,VIC,Townhouse,2,3,2,Melbourne Region,BENTLEIGH EAST,3165,2022-09-19T12:06:43,1-45-neville-st-bentleigh-east-vic-3165-16095004,-37.9235725,145.055038
220,310.0,VIC,ApartmentUnitFlat,1,1,1,Melbourne Region,ST KILDA WEST,3182,2022-09-28T10:38:14,30-233-235-canterbury-road-st-kilda-west-vic-3182-16108250,-37.85915,144.9762
221,520.0,VIC,ApartmentUnitFlat,2,2,1,Melbourne Region,FOOTSCRAY,3011,2022-09-28T20:41:08,1605-6-joseph-road-footscray-vic-3011-16109994,-37.799263,144.909683
222,380.0,VIC,ApartmentUnitFlat,1,2,0,Melbourne Region,RIPPONLEA,3185,2022-09-21T14:24:26,2-9-oak-grove-ripponlea-vic-3185-16100046,-37.8760948,144.997025
223,750.0,VIC,ApartmentUnitFlat,2,2,2,Melbourne Region,EAST MELBOURNE,3002,2022-09-20T09:54:27,29-8-wellington-crescent-east-melbourne-vic-3002-16096702,-37.8172226,144.977676
224,290.0,VIC,ApartmentUnitFlat,1,1,1,Melbourne Region,MURRUMBEENA,3163,2022-09-29T20:09:53,6-18-bute-st-murrumbeena-vic-3163-16112065,-37.8937149,145.070374
225,995.0,VIC,Townhouse,2,3,2,Melbourne Region,ST KILDA,3182,2022-09-26T11:15:34,2b-waterloo-crescent-st-kilda-vic-3182-16103682,-37.86142,144.982986
226,525.0,VIC,ApartmentUnitFlat,1,2,1,Melbourne Region,CARLTON,3053,2022-09-29T13:41:05,10-21-university-street-carlton-vic-3053-10308643,-37.79962,144.969284
227,520.0,VIC,ApartmentUnitFlat,2,2,1,Melbourne Region,CAULFIELD NORTH,3161,2022-09-30T15:42:18,108-67-77-hawthorn-road-caulfield-north-vic-3161-16113540,-37.87331,145.0249
228,650.0,VIC,Townhouse,2,4,1,Melbourne Region,CLAYTON,3168,2022-09-21T13:43:01,2-1-manatunga-street-clayton-vic-3168-16099845,-37.9159737,145.125168
229,650.0,VIC,House,1,2,1,Melbourne Region,NORTHCOTE,3070,2022-09-16T11:39:13,67-clarke-street-northcote-vic-3070-16092703,-37.7756271,144.991623
230,460.0,VIC,ApartmentUnitFlat,2,2,1,Melbourne Region,BRUNSWICK WEST,3055,2022-09-19T19:48:26,804-1-olive-york-way-brunswick-west-vic-3055-15357145,-37.7580757,144.938766
231,420.0,VIC,House,2,3,1,Northern Victoria,WODONGA,3690,2022-09-28T15:04:45,10-arnold-place-wodonga-vic-3690-16109206,-36.1368256,146.86763
232,530.0,VIC,ApartmentUnitFlat,1,2,2,Melbourne Region,ARMADALE,3143,2022-09-20T22:45:18,8-18-mercer-road-armadale-vic-3143-16098674,-37.8541527,145.027
233,495.0,VIC,Townhouse,2,3,1,Melbourne Region,SPRINGVALE,3171,2022-09-26T10:52:41,2-9-virginia-street-springvale-vic-3171-16103573,-37.9470749,145.154724
234,1200.0,VIC,House,2,5,2,Melbourne Region,CAULFIELD SOUTH,3162,2022-09-16T17:38:54,43-bent-st-caulfield-south-vic-3162-16093981,-37.8934326,145.032608
235,600.0,VIC,ApartmentUnitFlat,2,3,2,Melbourne Region,BRIGHTON,3186,2022-09-26T10:31:28,107-7-9-cowra-street-brighton-vic-3186-16103475,-37.9049377,145.007141
236,895.0,VIC,House,2,3,0,Eastern Suburbs,HAWTHORN,3122,2022-09-30T11:08:49,7-connell-street-hawthorn-vic-3122-16112571,-37.8181458,145.02301
237,365.0,VIC,ApartmentUnitFlat,1,1,1,Eastern Suburbs,DONCASTER EAST,3109,2022-09-16T16:02:18,21-872-874-doncaster-road-doncaster-east-vic-3109-16093627,-37.7874451,145.145615
238,395.0,VIC,ApartmentUnitFlat,1,1,1,Melbourne Region,SOUTH YARRA,3141,2022-09-26T17:06:43,24-43-caroline-street-south-yarra-vic-3141-16105251,-37.8377876,144.987564
239,250.0,VIC,Studio,1,1,1,Melbourne Region,ST KILDA,3182,2022-09-30T08:09:16,16-42-waterloo-crescent-st-kilda-vic-3182-16112116,-37.86259,144.983414
240,325.0,VIC,ApartmentUnitFlat,1,2,1,Melbourne Region,RICHMOND,3121,2022-09-21T16:45:22,17-6-adam-street-richmond-vic-3121-16100713,-37.8284,145.007813
241,585.0,VIC,ApartmentUnitFlat,1,1,0,Melbourne Region,MELBOURNE,3000,2022-09-01T16:59:38,701-101-therry-st-melbourne-vic-3000-16069017,-37.807415,144.959122
242,395.0,VIC,ApartmentUnitFlat,1,1,1,Melbourne Region,SOUTH YARRA,3141,2022-09-16T14:31:15,510-77-river-street-south-yarra-vic-3141-16093296,-37.8368378,144.997452
243,495.0,VIC,ApartmentUnitFlat,1,2,1,Melbourne Region,BALACLAVA,3183,2022-09-20T10:24:53,1-107-grosvenor-street-balaclava-vic-3183-16096804,-37.8737564,144.9976
244,430.0,VIC,ApartmentUnitFlat,1,2,1,Melbourne Region,ARMADALE,3143,2022-09-30T14:06:03,13-7-sutherland-road-armadale-vic-3143-16113177,-37.8599,145.0164
245,1200.0,VIC,Townhouse,2,3,2,Melbourne Region,CAULFIELD NORTH,3161,2022-09-21T12:29:39,2-27-leaburn-avenue-caulfield-north-vic-3161-16099564,-37.8711243,145.016479
246,450.0,VIC,House,2,3,2,Northern Victoria,WODONGA,3690,2022-09-21T15:15:12,11-macquarie-road-wodonga-vic-3690-16100280,-36.1133728,146.844666
247,1090.0,VIC,House,2,3,1,Melbourne Region,BRIGHTON EAST,3187,2022-09-26T09:44:40,2-mayrose-crescent-brighton-east-vic-3187-16103263,-37.9244728,145.005661
248,540.0,VIC,Townhouse,2,2,1,Melbourne Region,COBURG,3058,2022-09-16T11:17:15,4-18-loch-street-coburg-vic-3058-16092618,-37.7474976,144.962326
249,360.0,VIC,ApartmentUnitFlat,1,2,1,Eastern Suburbs,MITCHAM,3132,2022-09-30T16:21:06,2-8-rupert-street-mitcham-vic-3132-16113687,-37.82128,145.199265
250,425.0,VIC,Townhouse,1,2,1,Melbourne Region,RESERVOIR,3073,2022-09-28T17:19:04,1-24-charlton-cres-reservoir-vic-3073-16109817,-37.7181931,145.023911
251,730.0,VIC,Townhouse,3,4,2,Melbourne Region,BURWOOD,3125,2022-09-20T14:23:46,1a-monica-street-burwood-vic-3125-16097697,-37.84591,145.107224
252,650.0,VIC,Townhouse,1,2,1,Melbourne Region,CLIFTON HILL,3068,2022-09-16T10:03:35,48-clifton-avenue-clifton-hill-vic-3068-16092358,-37.7908058,144.997482
253,595.0,VIC,House,2,2,1,Melbourne Region,BRUNSWICK WEST,3055,2022-09-26T12:07:59,2-28-millward-street-brunswick-west-vic-3055-16103927,-37.77536,144.949417
254,265.0,VIC,ApartmentUnitFlat,1,1,0,Melbourne Region,GLEN HUNTLY,3163,2022-09-15T15:28:20,2-109-grange-road-glen-huntly-vic-3163-16091489,-37.8890533,145.044922
255,435.0,VIC,House,1,1,1,Melbourne Region,TOORAK,3142,2022-09-21T10:04:21,5-256-williams-road-toorak-vic-3142-16098967,-37.8426476,145.004684
256,500.0,VIC,ApartmentUnitFlat,1,2,0,Melbourne Region,CARLTON,3053,2022-09-28T09:32:09,706-111-leicester-street-carlton-vic-3053-16108027,-37.8035,144.96022
257,475.0,VIC,ApartmentUnitFlat,1,2,1,Eastern Suburbs,KEW EAST,3102,2022-09-26T15:57:15,105-18-cadow-street-kew-east-vic-3102-16104932,-37.7963371,145.05423
258,780.0,VIC,ApartmentUnitFlat,2,3,1,Melbourne Region,MELBOURNE,3000,2022-09-18T13:59:24,232-538-little-lonsdale-street-melbourne-vic-3000-16094294,-37.8136978,144.9532
259,380.0,VIC,House,2,4,1,Melbourne Region,WERRIBEE,3030,2022-09-19T15:38:14,1-3-weebill-court-werribee-vic-3030-14233278,-37.8792877,144.672455
260,430.0,VIC,ApartmentUnitFlat,1,1,1,Melbourne Region,PRAHRAN,3181,2022-09-20T09:30:57,4-2-4-jessamine-avenue-prahran-vic-3181-16096629,-37.8583069,145.003265
261,430.0,VIC,ApartmentUnitFlat,1,1,1,Melbourne Region,MELBOURNE,3000,2022-09-20T16:50:50,320-68-la-trobe-street-melbourne-vic-3000-16098385,-37.8083649,144.9668
262,380.0,VIC,ApartmentUnitFlat,1,1,1,Melbourne Region,PRAHRAN,3181,2022-09-28T10:25:19,502-201-high-street-prahran-vic-3181-16108215,-37.85185,144.994827
263,690.0,VIC,ApartmentUnitFlat,1,3,1,Melbourne Region,SOUTH YARRA,3141,2022-09-16T13:16:50,2-64-park-street-south-yarra-vic-3141-16093045,-37.8361549,144.982376
264,400.0,VIC,ApartmentUnitFlat,1,1,1,Melbourne Region,FOOTSCRAY,3011,2022-09-27T11:08:34,1412-4-joseph-road-footscray-vic-3011-16106028,-37.7996826,144.909714
265,620.0,VIC,ApartmentUnitFlat,1,3,2,Melbourne Region,BRIGHTON EAST,3187,2022-09-19T10:41:39,2-10-alford-street-brighton-east-vic-3187-16094684,-37.9119148,145.008743
266,500.0,VIC,ApartmentUnitFlat,1,2,1,Melbourne Region,MELBOURNE,3000,2022-09-30T18:48:35,1202-620-collins-street-melbourne-vic-3000-16114058,-37.81866,144.954346
267,500.0,VIC,House,2,2,1,Melbourne Region,FOOTSCRAY,3011,2022-09-26T12:37:43,1107-6-joseph-road-footscray-vic-3011-16104041,-37.799263,144.909683
268,400.0,VIC,ApartmentUnitFlat,1,1,0,Melbourne Region,SOUTH MELBOURNE,3205,2022-09-21T11:09:07,209-97-palmerston-crescent-south-melbourne-vic-3205-16099232,-37.8361359,144.967529
269,360.0,VIC,ApartmentUnitFlat,1,1,1,Melbourne Region,MARIBYRNONG,3032,2022-09-16T14:56:58,712-68-wests-road-maribyrnong-vic-3032-16093377,-37.770092,144.8825
270,710.0,VIC,House,1,3,2,Melbourne Region,MALVERN EAST,3145,2022-09-16T09:45:48,726-warrigal-road-malvern-east-vic-3145-16092294,-37.8852119,145.089432
271,680.0,VIC,Townhouse,3,3,3,Melbourne Region,NORTHCOTE,3070,2022-09-21T13:04:30,6-22-french-avenue-northcote-vic-3070-16099680,-37.7712364,145.014038
272,910.0,VIC,Townhouse,2,4,2,Melbourne Region,CAULFIELD,3162,2022-09-26T11:42:59,1a-marriott-street-caulfield-vic-3162-16103818,-37.8821,145.029449
273,1500.0,VIC,House,2,4,3,Melbourne Region,ORMOND,3204,2022-09-29T15:58:29,8-bevan-street-ormond-vic-3204-16111581,-37.9054031,145.026459
274,400.0,VIC,ApartmentUnitFlat,1,1,0,Melbourne Region,MELBOURNE,3000,2022-09-27T16:39:45,309-501-little-collins-street-melbourne-vic-3000-16107439,-37.8169441,144.9581
275,450.0,VIC,ApartmentUnitFlat,2,2,1,Melbourne Region,HEIDELBERG,3084,2022-09-30T15:40:23,4-74-darebin-st-heidelberg-vic-3084-16113528,-37.7533264,145.061874
276,630.0,VIC,ApartmentUnitFlat,2,2,1,Melbourne Region,SOUTH YARRA,3141,2022-09-16T10:39:56,1008-2-claremont-street-south-yarra-vic-3141-14225672,-37.8387833,144.993729
277,495.0,VIC,ApartmentUnitFlat,1,2,1,Melbourne Region,ST KILDA WEST,3182,2022-09-28T11:47:40,9-26-loch-street-st-kilda-west-vic-3182-16108504,-37.85791,144.973816
278,480.0,VIC,ApartmentUnitFlat,2,2,1,Melbourne Region,HUGHESDALE,3166,2022-09-30T09:06:29,203-59-63-warrigal-road-hughesdale-vic-3166-13009899,-37.89888,145.086884
279,600.0,VIC,Townhouse,2,3,1,Melbourne Region,COBURG,3058,2022-09-21T11:58:12,177-urquhart-street-coburg-vic-3058-16099429,-37.7409973,144.975784
280,600.0,VIC,ApartmentUnitFlat,1,2,1,Melbourne Region,EAST MELBOURNE,3002,2022-09-19T16:35:44,811v-162-albert-street-east-melbourne-vic-3002-16096094,-37.8100433,144.985535
281,575.0,VIC,ApartmentUnitFlat,2,2,1,Melbourne Region,BRUNSWICK EAST,3057,2022-09-19T15:25:07,106-273-lygon-street-brunswick-east-vic-3057-16095784,-37.770443,144.97171
282,650.0,VIC,ApartmentUnitFlat,1,2,0,Melbourne Region,MELBOURNE,3000,2022-09-26T15:02:19,101-108-flinders-street-melbourne-vic-3000-16104629,-37.8161926,144.971191
283,595.0,VIC,House,1,2,0,Melbourne Region,WILLIAMSTOWN,3016,2022-09-26T16:11:45,20-illawarra-street-williamstown-vic-3016-16104991,-37.869442,144.900589
284,350.0,VIC,ApartmentUnitFlat,1,1,0,Melbourne Region,BRUNSWICK,3056,2022-09-30T15:21:26,116-288-albert-street-brunswick-vic-3056-16113457,-37.7690353,144.960632
285,450.0,VIC,ApartmentUnitFlat,1,1,1,Melbourne Region,SOUTHBANK,3006,2022-09-29T14:44:17,1005-285-city-road-southbank-vic-3006-16111246,-37.82742,144.9588
286,780.0,VIC,Townhouse,2,3,1,Melbourne Region,CARLTON,3053,2022-09-27T15:59:24,11-406-cardigan-street-carlton-vic-3053-16107251,-37.79469,144.967728
287,850.0,VIC,House,2,4,2,Melbourne Region,KEYSBOROUGH,3173,2022-09-29T11:38:43,20-greenside-cres-keysborough-vic-3173-16110634,-38.0061646,145.1516
288,245.0,VIC,ApartmentUnitFlat,1,1,0,Melbourne Region,GARDENVALE,3185,2022-09-28T20:01:18,4-22-magnolia-road-gardenvale-vic-3185-16109985,-37.89919,145.010223
289,550.0,VIC,House,2,2,1,Melbourne Region,CLAYTON,3168,2022-09-29T11:24:02,2-40-glenbrook-avenue-clayton-vic-3168-16110582,-37.909893,145.123947
290,770.0,VIC,Townhouse,2,3,1,Melbourne Region,ELWOOD,3184,2022-09-29T10:20:54,6-59-61-ormond-esplanade-elwood-vic-3184-16110347,-37.886795,144.983826
