rent_address,stop_name,min_distance,min_duration
111-8-lygon-street-brunswick-east-vic-3057-16068888,Southern Cross Railway Station (Melbourne City),6222.84,679.07
4-mcpherson-street-brunswick-vic-3056-16068777,Southern Cross Railway Station (Melbourne City),8743.01,927.6
11-90-hambleton-street-middle-park-vic-3206-16068766,Southern Cross Railway Station (Melbourne City),4170.25,452.59
13-martin-street-south-melbourne-vic-3205-16068578,Southern Cross Railway Station (Melbourne City),3054.79,357.02
301-18-etna-street-glen-huntly-vic-3163-16068553,Southern Cross Railway Station (Melbourne City),14245.21,1240.59
2-16-green-street-prahran-vic-3181-16068447,Southern Cross Railway Station (Melbourne City),7744.6,814.7
10-86-park-street-st-kilda-west-vic-3182-16068440,Southern Cross Railway Station (Melbourne City),5691.98,563.73
1-lillian-street-glen-iris-vic-3146-16068377,Southern Cross Railway Station (Melbourne City),16246.55,1479.46
1-26-redfern-road-hawthorn-east-vic-3123-16068361,Southern Cross Railway Station (Melbourne City),11576.56,1068.29
1-106-alexandra-street-st-st-kilda-east-vic-3183-16068309,Southern Cross Railway Station (Melbourne City),8687.89,855.1
8-16-chapel-street-st-kilda-vic-3182-16068250,Southern Cross Railway Station (Melbourne City),7698.57,759.76
5-hillcrest-road-beveridge-vic-3753-16068159,Wallan Railway Station (Wallan),12106.16,1007.11
7-gillyweed-avenue-clyde-north-vic-3978-14601307,Nar Nar Goon Railway Station (Nar Nar Goon),30032.06,1964.98
102-729-sydney-road-coburg-vic-3058-16068134,Southern Cross Railway Station (Melbourne City),13051.39,1117.7
10-wenden-grove-st-kilda-east-vic-3183-16068114,Southern Cross Railway Station (Melbourne City),9293.96,898.52
405-14-david-street-richmond-vic-3121-16068009,Southern Cross Railway Station (Melbourne City),7002.06,812.09
2-52-william-street-oakleigh-vic-3166-16067917,Southern Cross Railway Station (Melbourne City),21249.2,1589.55
3-34-mathoura-road-toorak-vic-3142-16067906,Southern Cross Railway Station (Melbourne City),8115.12,872.81
4-317-dandenong-road-prahran-vic-3181-16067845,Southern Cross Railway Station (Melbourne City),9707.82,946.67
43-philipson-street-albert-park-vic-3206-16067830,Southern Cross Railway Station (Melbourne City),4558.75,475.95
5-69-river-street-richmond-vic-3121-16067702,Southern Cross Railway Station (Melbourne City),6811.56,782.83
805-81-queens-road-melbourne-vic-3004-16067649,Southern Cross Railway Station (Melbourne City),6417.12,745.84
2-6-scheele-street-surrey-hills-vic-3127-16067630,Southern Cross Railway Station (Melbourne City),20548.47,1518.17
10-urandaline-grove-caulfield-vic-3162-16067602,Southern Cross Railway Station (Melbourne City),12546.17,1098.57
3-1-birtles-st-balwyn-vic-3103-16067443,Southern Cross Railway Station (Melbourne City),15233.64,1278.34
7-alexandra-street-st-kilda-east-vic-3183-16067396,Southern Cross Railway Station (Melbourne City),8748.87,833.53
28-gillies-street-fairfield-vic-3078-16067381,Southern Cross Railway Station (Melbourne City),9442.05,1113.32
2-1266-toorak-road-camberwell-vic-3124-16067345,Southern Cross Railway Station (Melbourne City),14919.25,1329.15
2-26-patricia-street-bentleigh-east-vic-3165-16067339,Southern Cross Railway Station (Melbourne City),21108.99,1784.55
47-somerset-road-glen-iris-vic-3146-16067326,Southern Cross Railway Station (Melbourne City),15052.76,1288.45
2-appleton-street-richmond-vic-3121-16067294,Southern Cross Railway Station (Melbourne City),6680.53,778.6
12-30-swanston-street-mentone-vic-3194-16067279,Southern Cross Railway Station (Melbourne City),24897.58,2283.49
98-johnston-st-collingwood-vic-3066-16067212,Southern Cross Railway Station (Melbourne City),5557.12,650.25
1652-dandenong-road-oakleigh-east-vic-3166-16067192,Southern Cross Railway Station (Melbourne City),21631.38,1612.17
26-55-alexandra-st-st-kilda-east-vic-3183-16067159,Southern Cross Railway Station (Melbourne City),8757.52,834.23
