rent_address,stop_name,min_distance,min_duration
4-lucerne-avenue-mornington-vic-3931-16060040,NULL,NULL,NULL
4-25-cardigan-street-st-kilda-east-vic-3183-16064463,Southern Cross Railway Station (Melbourne City),8579.07,827.24
1b-castles-road-bentleigh-vic-3204-16064447,Southern Cross Railway Station (Melbourne City),19280.87,1623.5
872-centre-road-bentleigh-east-vic-3165-16064305,Southern Cross Railway Station (Melbourne City),20775.3,1754.77
283a-burnley-street-richmond-vic-3121-16064303,Southern Cross Railway Station (Melbourne City),6561.1,742.56
2a-granter-street-brighton-east-vic-3187-16064222,Southern Cross Railway Station (Melbourne City),15040.73,1278.51
3-56-larnook-street-prahran-vic-3181-16064188,Southern Cross Railway Station (Melbourne City),9844.43,959.62
33-barkly-ave-armadale-vic-3143-16064100,Southern Cross Railway Station (Melbourne City),11594.1,1165.29
2-248-francis-street-yarraville-vic-3013-16063967,Southern Cross Railway Station (Melbourne City),8404.69,723.19
62-sims-street-sandringham-vic-3191-16063950,Southern Cross Railway Station (Melbourne City),18526.43,1759.91
33-landcox-street-brighton-east-vic-3187-15885544,Southern Cross Railway Station (Melbourne City),14116.98,1264.22
24-orrong-crescent-caulfield-north-vic-3161-16063914,Southern Cross Railway Station (Melbourne City),9926.75,962.08
1-51-browns-rd-bentleigh-east-vic-3165-16063888,Southern Cross Railway Station (Melbourne City),19188.91,1610.83
2-47-briggs-street-mount-waverley-vic-3149-16063868,Southern Cross Railway Station (Melbourne City),23607.94,1608.41
1-453-kooyong-rd-elsternwick-vic-3185-16063736,Southern Cross Railway Station (Melbourne City),12825.36,1117.79
904-50-claremont-street-south-yarra-vic-3141-16063745,Southern Cross Railway Station (Melbourne City),6095.0,757.09
15-21-irving-avenue-prahran-vic-3181-15635697,Southern Cross Railway Station (Melbourne City),8954.23,964.49
113-350-st-kilda-road-melbourne-vic-3004-16063679,Southern Cross Railway Station (Melbourne City),4053.24,444.08
4-29-marine-parade-st-kilda-vic-3182-16063644,Southern Cross Railway Station (Melbourne City),7821.02,784.01
2-4-ralston-street-south-yarra-vic-3141-16063618,Southern Cross Railway Station (Melbourne City),5375.23,642.06
511-8-garden-street-south-yarra-vic-3141-16063607,Southern Cross Railway Station (Melbourne City),6347.71,744.62
6-28-ardyne-street-murrumbeena-vic-3163-16063604,Southern Cross Railway Station (Melbourne City),16404.83,1443.69
11-plym-street-bentleigh-vic-3204-16063582,Southern Cross Railway Station (Melbourne City),19883.52,1735.77
4-67-walsh-street-south-yarra-vic-3141-16063567,Southern Cross Railway Station (Melbourne City),5126.97,622.56
24-montalto-avenue-toorak-vic-3142-16063542,Southern Cross Railway Station (Melbourne City),9586.85,894.93
3-ajana-street-balwyn-north-vic-3104-16063499,Southern Cross Railway Station (Melbourne City),18906.67,1381.44
2-16-liddiard-street-hawthorn-vic-3122-16063478,Southern Cross Railway Station (Melbourne City),9146.29,1027.89
10-18-gerald-street-murrumbeena-vic-3163-16063451,Southern Cross Railway Station (Melbourne City),16587.92,1480.87
10-k7-high-street-windsor-vic-3181-16063444,Southern Cross Railway Station (Melbourne City),5900.05,697.72
29-70-church-street-hawthorn-vic-3122-16063437,Southern Cross Railway Station (Melbourne City),7559.24,857.52
503-9-dryburgh-street-west-melbourne-vic-3003-16063432,Southern Cross Railway Station (Melbourne City),2030.49,278.94
3-79-barkly-street-st-kilda-vic-3182-16063362,Southern Cross Railway Station (Melbourne City),6811.05,655.07
105-801-centre-road-bentleigh-east-vic-3165-16063308,Southern Cross Railway Station (Melbourne City),19416.59,1627.73
9-106-addison-street-elwood-vic-3184-16063225,Southern Cross Railway Station (Melbourne City),8650.46,843.99
4-2-selwyn-avenue-elwood-vic-3184-16063201,Southern Cross Railway Station (Melbourne City),9390.8,919.96
3-4-orrong-road-elsternwick-vic-3185-16063179,Southern Cross Railway Station (Melbourne City),10686.98,1055.82
4-867-883-drummond-street-carlton-north-vic-3054-16063178,Southern Cross Railway Station (Melbourne City),5774.86,663.59
614-5-olive-york-way-brunswick-west-vic-3055-15426148,Southern Cross Railway Station (Melbourne City),9791.59,825.72
53-duke-street-windsor-vic-3181-16063116,Southern Cross Railway Station (Melbourne City),7335.44,870.97
94-coppin-street-richmond-vic-3121-16062861,Southern Cross Railway Station (Melbourne City),5993.98,684.48
27-16-20-milton-street-elwood-vic-3184-15503430,Southern Cross Railway Station (Melbourne City),8344.48,837.13
508-7-balcombe-rd-mentone-vic-3194-16062820,Southern Cross Railway Station (Melbourne City),25721.51,2313.9
1-42-grandview-grove-prahran-vic-3181-16062555,Southern Cross Railway Station (Melbourne City),8886.08,1006.0
4-nareeb-court-toorak-vic-3142-16044504,Southern Cross Railway Station (Melbourne City),10604.58,963.95
1411-120-a-beckett-st-melbourne-vic-3000-16062428,Southern Cross Railway Station (Melbourne City),2459.93,290.64
748-warrigal-road-malvern-east-vic-3145-14989490,Southern Cross Railway Station (Melbourne City),18111.39,1289.71
107-358-moreland-road-brunswick-west-vic-3055-16062260,Southern Cross Railway Station (Melbourne City),9582.21,765.88
2-74-hawthorn-rd-caulfield-north-vic-3161-16062077,Southern Cross Railway Station (Melbourne City),10637.91,990.01
29-loudon-road-burwood-vic-3125-16062062,Southern Cross Railway Station (Melbourne City),16443.67,1469.36
34-97-brickworks-drive-brunswick-vic-3056-16062022,Southern Cross Railway Station (Melbourne City),7685.45,707.78
808-2-claremont-street-south-yarra-vic-3141-16061993,Southern Cross Railway Station (Melbourne City),5769.13,704.58
403-118-cairnlea-drive-cairnlea-vic-3023-16061980,Deer Park Railway Station (Deer Park),4283.65,405.12
105-39-appleton-street-richmond-vic-3121-16061881,Southern Cross Railway Station (Melbourne City),6916.06,797.98
5-419-waverley-road-malvern-east-vic-3145-16061833,Southern Cross Railway Station (Melbourne City),15662.3,1347.17
909-528-swanston-street-carlton-vic-3053-16061810,Southern Cross Railway Station (Melbourne City),3089.77,380.04
31a-tweed-st-highett-vic-3190-16061681,Southern Cross Railway Station (Melbourne City),19396.41,1771.2
39-belmont-avenue-upwey-vic-3158-16061627,Nar Nar Goon Railway Station (Nar Nar Goon),46259.52,3129.57
g04-12-major-street-highett-vic-3190-15263650,Southern Cross Railway Station (Melbourne City),20737.94,1862.87
