rent_address,stop_name,min_distance,min_duration
1-27-mcbain-st-altona-vic-3018-16090275,Ardeer Railway Station (Ardeer),13894.9,1153.68
18-bell-street-seddon-vic-3011-16090272,Southern Cross Railway Station (Melbourne City),5813.55,615.18
110-clark-street-port-melbourne-vic-3207-16090219,Southern Cross Railway Station (Melbourne City),4036.91,489.95
1-12-avoca-ave-elwood-vic-3184-16090201,Southern Cross Railway Station (Melbourne City),8035.37,876.38
8-7-cardigan-street-st-kilda-east-vic-3183-16090197,Southern Cross Railway Station (Melbourne City),8416.94,815.12
8-mary-moodie-way-brunswick-east-vic-3057-16090196,Southern Cross Railway Station (Melbourne City),6953.76,793.36
3-bell-street-hawthorn-vic-3122-16090187,Southern Cross Railway Station (Melbourne City),9788.41,1091.87
9-hillcrest-avenue-chadstone-vic-3148-16090183,Southern Cross Railway Station (Melbourne City),20621.26,1546.72
1-53-woolton-avenue-thornbury-vic-3071-16090180,Southern Cross Railway Station (Melbourne City),9714.82,934.95
26b-raymond-street-ashwood-vic-3147-16090168,Southern Cross Railway Station (Melbourne City),18185.78,1605.59
203-152-peel-street-windsor-vic-3181-16090148,Southern Cross Railway Station (Melbourne City),7824.21,836.54
401-52-nott-street-port-melbourne-vic-3207-16090119,Southern Cross Railway Station (Melbourne City),4441.25,523.06
903-93-dow-street-port-melbourne-vic-3207-16090117,Southern Cross Railway Station (Melbourne City),4276.45,487.65
26-yolanda-street-bonshaw-vic-3352-15313845,Ballarat Railway Station (Ballarat Central),7043.27,655.05
15-foundry-circuit-beveridge-vic-3753-14484858,Wallan Railway Station (Wallan),11158.38,792.76
1413-610-st-kilda-rd-melbourne-vic-3004-16090064,Southern Cross Railway Station (Melbourne City),5738.93,688.38
5-masefield-avenue-sandringham-vic-3191-16090053,Southern Cross Railway Station (Melbourne City),18537.13,1757.48
202a-441-lonsdale-street-melbourne-vic-3000-16090002,Southern Cross Railway Station (Melbourne City),2207.78,258.22
3-51-james-street-prahran-vic-3181-16090001,Southern Cross Railway Station (Melbourne City),7522.41,879.44
1510-1-freshwater-place-southbank-vic-3006-16089972,Southern Cross Railway Station (Melbourne City),2392.94,349.46
4-21-rosebank-avenue-ringwood-north-vic-3134-16089933,Southern Cross Railway Station (Melbourne City),31149.21,2013.04
304-2-6-duckett-street-brunswick-vic-3056-16089922,Southern Cross Railway Station (Melbourne City),7278.2,818.6
4-21-rosebank-avenue-ringwood-north-vic-3134-16089933,Southern Cross Railway Station (Melbourne City),31149.21,2013.04
4-21-rosebank-avenue-ringwood-north-vic-3134-16089933,Southern Cross Railway Station (Melbourne City),31149.21,2013.04
113-392-st-georges-road-fitzroy-north-vic-3068-16089889,Southern Cross Railway Station (Melbourne City),7556.9,742.04
3-84-winfield-road-balwyn-north-vic-3104-16089860,Southern Cross Railway Station (Melbourne City),18204.98,1336.07
503-75-wellington-street-collingwood-vic-3066-16089857,Southern Cross Railway Station (Melbourne City),4676.15,559.74
4-21-rosebank-avenue-ringwood-north-vic-3134-16089933,Southern Cross Railway Station (Melbourne City),31149.21,2013.04
1701-18-claremont-street-south-yarra-vic-3141-16089739,Southern Cross Railway Station (Melbourne City),6232.67,781.88
205-16-18-grey-street-st-kilda-vic-3182-16089700,Southern Cross Railway Station (Melbourne City),6089.56,581.36
24-spencer-rd-camberwell-vic-3124-16089697,Southern Cross Railway Station (Melbourne City),13421.75,1254.51
73a-castlewood-street-bentleigh-east-vic-3165-16089696,Southern Cross Railway Station (Melbourne City),19747.26,1725.47
8-2-murray-street-thornbury-vic-3071-16089692,Southern Cross Railway Station (Melbourne City),10430.35,985.15
1-47-oakwood-avenue-dandenong-north-vic-3175-16089665,Southern Cross Railway Station (Melbourne City),34800.32,2013.49
7-11-truganini-road-carnegie-vic-3163-16089644,Southern Cross Railway Station (Melbourne City),14924.4,1305.96
