rent_address,stop_name,min_distance,min_duration
37-kireep-road-balwyn-vic-3103-16071098,Southern Cross Railway Station (Melbourne City),14573.48,1481.55
9-20-kooyong-road-caulfield-north-vic-3161-16071029,Southern Cross Railway Station (Melbourne City),10050.06,959.11
15-2-the-vaucluse-richmond-vic-3121-15094456,Southern Cross Railway Station (Melbourne City),5427.64,659.59
103-107-cambridge-street-collingwood-vic-3066-16070749,Southern Cross Railway Station (Melbourne City),4796.33,598.83
17-3-seisman-place-port-melbourne-vic-3207-16070746,Southern Cross Railway Station (Melbourne City),4059.93,463.2
10-39-41-abbott-street-sandringham-vic-3191-16070656,Southern Cross Railway Station (Melbourne City),17598.17,1671.07
2-23-jean-street-cheltenham-vic-3192-16070584,Southern Cross Railway Station (Melbourne City),22903.1,2172.98
9-96-oban-road-ringwood-north-vic-3134-16070551,Southern Cross Railway Station (Melbourne City),31966.28,2098.46
1-307-309-bay-road-cheltenham-vic-3192-16070516,Southern Cross Railway Station (Melbourne City),21305.46,1899.56
1008-80-clarendon-street-southbank-vic-3006-16070358,Southern Cross Railway Station (Melbourne City),1573.0,204.97
30-8-graham-street-port-melbourne-vic-3207-16070356,Southern Cross Railway Station (Melbourne City),4282.87,486.55
345-station-street-carlton-north-vic-3054-16070322,Southern Cross Railway Station (Melbourne City),5845.0,666.22
22-whites-rd-mount-duneed-vic-3217-16070194,Marshall Railway Station (Marshall),5779.32,519.37
6-2-vine-street-blackburn-vic-3130-16070145,Southern Cross Railway Station (Melbourne City),23992.44,1653.98
538-22-barkly-street-brunswick-east-vic-3057-16070143,Southern Cross Railway Station (Melbourne City),6882.76,769.01
234-tucker-road-mckinnon-vic-3204-16070139,Southern Cross Railway Station (Melbourne City),17867.79,1532.58
1-235-burwood-highway-burwood-east-vic-3151-15110932,Southern Cross Railway Station (Melbourne City),21869.2,1950.07
205-20-garden-street-south-yarra-vic-3141-16069955,Southern Cross Railway Station (Melbourne City),6408.02,759.1
7-50-carlisle-street-st-kilda-vic-3182-15751006,Southern Cross Railway Station (Melbourne City),7173.27,699.93
3-27-royal-avenue-springvale-vic-3171-16069826,Southern Cross Railway Station (Melbourne City),29955.68,2179.25
1006-1-clara-street-south-yarra-vic-3141-16069801,Southern Cross Railway Station (Melbourne City),6322.15,761.65
118-clark-street-port-melbourne-vic-3207-14198116,Southern Cross Railway Station (Melbourne City),4040.43,490.8
55-great-valley-road-glen-iris-vic-3146-16069673,Southern Cross Railway Station (Melbourne City),13794.48,1171.7
5-47-mary-street-richmond-vic-3121-16069592,Southern Cross Railway Station (Melbourne City),6105.63,721.97
105-10-porter-street-prahran-vic-3181-16069578,Southern Cross Railway Station (Melbourne City),6657.71,787.47
