rent_address,stop_name,min_distance,min_duration
2-1-baden-powell-place-mount-eliza-vic-3930-16079935,NULL,NULL,NULL
4-15-howe-street-murrumbeena-vic-3163-16079909,Southern Cross Railway Station (Melbourne City),17372.86,1566.53
806-18-mccombie-st-elsternwick-vic-3185-16073253,Southern Cross Railway Station (Melbourne City),9611.61,948.11
14-forbes-grove-oak-park-vic-3046-16079887,Southern Cross Railway Station (Melbourne City),12846.58,1154.41
12-vine-street-moonee-ponds-vic-3039-16079832,Southern Cross Railway Station (Melbourne City),7439.54,724.97
1-buckland-court-wodonga-vic-3690-16079819,Wodonga Railway Station (Wodonga),3168.24,411.57
19-tivoli-road-south-yarra-vic-3141-16079814,Southern Cross Railway Station (Melbourne City),6234.14,739.05
109-6-dalgety-street-oakleigh-vic-3166-16079810,Southern Cross Railway Station (Melbourne City),19051.11,1389.14
24-wertheim-street-richmond-vic-3121-16079802,Southern Cross Railway Station (Melbourne City),9083.77,826.62
1a-clarendon-avenue-wodonga-vic-3690-16079795,Wodonga Railway Station (Wodonga),5996.21,704.37
612-408-lonsdale-street-melbourne-vic-3000-16079773,Southern Cross Railway Station (Melbourne City),2347.06,262.68
14-58-62-mary-street-kew-vic-3101-16079756,Southern Cross Railway Station (Melbourne City),9660.93,1074.26
6-19-sydney-street-murrumbeena-vic-3163-16079700,Southern Cross Railway Station (Melbourne City),15617.78,1384.73
203-333-ferrars-street-south-melbourne-vic-3205-16079686,Southern Cross Railway Station (Melbourne City),3094.37,329.14
103-5-7-nepean-highway-elsternwick-vic-3185-16079664,Southern Cross Railway Station (Melbourne City),9722.6,971.67
g-04-567-glenferrie-road-hawthorn-vic-3122-16079647,Southern Cross Railway Station (Melbourne City),10084.73,956.72
72-oban-street-south-yarra-vic-3141-16079620,Southern Cross Railway Station (Melbourne City),7268.57,863.32
8-49-patterson-street-middle-park-vic-3206-16079493,Southern Cross Railway Station (Melbourne City),5245.73,535.99
701-57-bay-street-port-melbourne-vic-3207-16079490,Southern Cross Railway Station (Melbourne City),4188.65,471.65
4-132-mitcham-road-donvale-vic-3111-16079428,Southern Cross Railway Station (Melbourne City),25324.79,1696.4
310-22-chatham-street-prahran-vic-3181-16079412,Southern Cross Railway Station (Melbourne City),6906.68,783.97
11-evans-street-chadstone-vic-3148-16079398,Southern Cross Railway Station (Melbourne City),18841.36,1383.15
286a-balcombe-rd-beaumaris-vic-3193-16079394,Southern Cross Railway Station (Melbourne City),23700.36,2182.25
3-25-barkly-street-mordialloc-vic-3195-16079387,Southern Cross Railway Station (Melbourne City),28412.83,2564.25
7a-los-angeles-court-ripponlea-vic-3185-16079275,Southern Cross Railway Station (Melbourne City),8867.03,892.8
565-heidelberg-road-alphington-vic-3078-16079269,Southern Cross Railway Station (Melbourne City),9663.38,1170.67
2-anchor-place-prahran-vic-3181-16079263,Southern Cross Railway Station (Melbourne City),7443.11,851.7
3-2a-vautier-street-elwood-vic-3184-16079224,Southern Cross Railway Station (Melbourne City),9572.21,950.21
11-binalong-ave-chadstone-vic-3148-16079197,Southern Cross Railway Station (Melbourne City),20629.34,1551.72
75a-watts-street-box-hill-north-vic-3129-16079176,Southern Cross Railway Station (Melbourne City),21269.06,1519.06
