rent_address,stop_name,min_distance,min_duration
2-62-scoresby-road-bayswater-vic-3153-16075654,NULL,NULL,NULL
2-227-chapel-street-prahran-vic-3181-16077707,Southern Cross Railway Station (Melbourne City),7160.07,794.42
1-thurso-st-malvern-east-vic-3145-16077651,Southern Cross Railway Station (Melbourne City),19975.59,1560.54
5-20-anzac-street-carnegie-vic-3163-16077592,Southern Cross Railway Station (Melbourne City),15034.16,1360.12
12-1-rex-avenue-alphington-vic-3078-16077577,Southern Cross Railway Station (Melbourne City),11139.61,1127.92
6-146-riversdale-road-hawthorn-vic-3122-16077570,Southern Cross Railway Station (Melbourne City),10317.32,973.7
805-288-albert-street-brunswick-vic-3056-16077559,Southern Cross Railway Station (Melbourne City),6608.28,737.86
3-9-eddy-street-camberwell-vic-3124-13411639,Southern Cross Railway Station (Melbourne City),13912.38,1186.33
402-49-beach-street-port-melbourne-vic-3207-16077546,Southern Cross Railway Station (Melbourne City),4536.67,548.93
5-whitehorse-road-deepdene-vic-3103-16077539,Southern Cross Railway Station (Melbourne City),11650.73,1238.11
222-138-glen-eira-road-elsternwick-vic-3185-16077536,Southern Cross Railway Station (Melbourne City),9468.52,903.56
716-15-clifton-street-prahran-vic-3181-16077503,Southern Cross Railway Station (Melbourne City),7361.66,832.15
7-38a-kensington-road-south-yarra-vic-3141-16077489,Southern Cross Railway Station (Melbourne City),6790.85,850.44
7-717-toorak-road-kooyong-vic-3144-16077474,Southern Cross Railway Station (Melbourne City),11253.65,916.14
101-567-glenferrie-road-hawthorn-vic-3122-16077459,Southern Cross Railway Station (Melbourne City),10084.73,956.72
3-16-oakleigh-road-carnegie-vic-3163-16077422,Southern Cross Railway Station (Melbourne City),15571.29,1343.08
3-74-cutter-street-richmond-vic-3121-16077345,Southern Cross Railway Station (Melbourne City),8720.37,807.48
353-neerim-rd-carnegie-vic-3163-16077333,Southern Cross Railway Station (Melbourne City),15254.91,1346.52
17-charles-street-st-kilda-vic-3182-14025729,Southern Cross Railway Station (Melbourne City),7303.88,738.08
6-emerald-street-south-melbourne-vic-3205-16077214,Southern Cross Railway Station (Melbourne City),2692.13,311.3
401-269-stewart-street-brunswick-east-vic-3057-16077186,Southern Cross Railway Station (Melbourne City),8712.64,918.29
2003-7-yarra-street-south-yarra-vic-3141-16077173,Southern Cross Railway Station (Melbourne City),5757.34,696.32
2-52-alma-road-st-kilda-vic-3182-16077137,Southern Cross Railway Station (Melbourne City),7085.21,719.68
4-48-william-street-glenroy-vic-3046-16077047,Southern Cross Railway Station (Melbourne City),14490.7,1224.51
6-batt-avenue-wodonga-vic-3690-16077045,Wodonga Railway Station (Wodonga),4184.89,419.96
18-viewpoint-road-balwyn-north-vic-3104-16077031,Southern Cross Railway Station (Melbourne City),15403.47,1257.97
2-48-station-street-burwood-vic-3125-16077011,Southern Cross Railway Station (Melbourne City),17617.64,1633.86
2-45-cornell-street-camberwell-vic-3124-16077007,Southern Cross Railway Station (Melbourne City),15667.81,1435.54
64-little-charles-street-abbotsford-vic-3067-16077006,Southern Cross Railway Station (Melbourne City),5907.46,722.85
19-balmoral-place-south-yarra-vic-3141-16077000,Southern Cross Railway Station (Melbourne City),6563.47,772.59
1811-8-marmion-pl-docklands-vic-3008-16076987,Southern Cross Railway Station (Melbourne City),1527.09,196.78
8-66-bent-street-mckinnon-vic-3204-16076976,Southern Cross Railway Station (Melbourne City),16825.91,1450.43
89-elizabeth-street-richmond-vic-3121-16076960,Southern Cross Railway Station (Melbourne City),5135.88,654.85
