rent_address,stop_name,min_distance,min_duration
11-hansens-lane-balnarring-beach-vic-3926-16017546,NULL,NULL,NULL
119-8-lygon-street-brunswick-east-vic-3057-16066944,Southern Cross Railway Station (Melbourne City),6222.84,679.07
3-6-gilmour-rd-camberwell-vic-3124-16066736,Southern Cross Railway Station (Melbourne City),16189.77,1440.12
5-2-park-avenue-glen-huntly-vic-3163-16066311,Southern Cross Railway Station (Melbourne City),15056.54,1300.52
202-9-13-o-connell-street-north-melbourne-vic-3051-16066203,Southern Cross Railway Station (Melbourne City),2621.21,342.16
8-237-dandenong-road-windsor-vic-3181-16066062,Southern Cross Railway Station (Melbourne City),8831.87,888.73
354b-clarendon-street-south-melbourne-vic-3205-16065911,Southern Cross Railway Station (Melbourne City),2536.54,308.69
31-foster-ave-glen-huntly-vic-3163-16064783,Southern Cross Railway Station (Melbourne City),14762.45,1281.68
4-129-131-kambrook-road-caulfield-north-vic-3161-16064416,Southern Cross Railway Station (Melbourne City),12592.71,1112.79
105-20-station-street-highett-vic-3190-16063906,Southern Cross Railway Station (Melbourne City),21091.0,1926.4
16f-54-la-scala-avenue-maribyrnong-vic-3032-14989099,Southern Cross Railway Station (Melbourne City),8392.82,889.99
1-29-the-avenue-windsor-vic-3181-16063438,Southern Cross Railway Station (Melbourne City),7621.12,867.23
3-12-thea-avenue-balwyn-north-vic-3104-16062335,Southern Cross Railway Station (Melbourne City),18364.33,1367.48
12-2a-brenbeal-street-balwyn-vic-3103-16061618,Southern Cross Railway Station (Melbourne City),13921.62,1451.55
24-343-church-street-richmond-vic-3121-16061297,Southern Cross Railway Station (Melbourne City),5847.59,697.97
30-high-street-mont-albert-vic-3127-16060025,Southern Cross Railway Station (Melbourne City),21812.41,1576.23
16-homewood-lane-highton-vic-3216-16059490,Waurn Ponds Railway Station (Waurn Ponds),4090.55,338.09
37-award-crescent-truganina-vic-3029-16058731,Tarneit Railway Station (Tarneit),3894.95,410.91
