rent_address,stop_name,min_distance,min_duration
6-naila-court-cranbourne-north-vic-3977-16042045,NULL,NULL,NULL
11-kawana-mews-cranbourne-vic-3977-16037155,NULL,NULL,NULL
5-kawana-mews-cranbourne-vic-3977-16026932,NULL,NULL,NULL
6-rolls-street-coburg-vic-3058-16063327,Southern Cross Railway Station (Melbourne City),12048.81,1000.82
1206-118-russell-street-melbourne-vic-3000-16062720,Southern Cross Railway Station (Melbourne City),2618.15,319.7
57-baker-street-richmond-vic-3121-16062642,Southern Cross Railway Station (Melbourne City),5820.54,736.74
647-hawthorn-road-brighton-east-vic-3187-15563252,Southern Cross Railway Station (Melbourne City),14394.5,1228.91
532-631-victoria-street-abbotsford-vic-3067-16061939,Southern Cross Railway Station (Melbourne City),6584.36,776.05
73-the-crescent-port-melbourne-vic-3207-16061763,Southern Cross Railway Station (Melbourne City),4824.0,595.63
4-allaware-avenue-croydon-vic-3136-15141770,Nar Nar Goon Railway Station (Nar Nar Goon),63103.11,3410.17
38-kauri-grove-glen-waverley-vic-3150-15889540,Southern Cross Railway Station (Melbourne City),25668.33,1820.11
14-13-churchill-avenue-chadstone-vic-3148-16061665,Southern Cross Railway Station (Melbourne City),20345.42,1524.65
175-richardson-street-middle-park-vic-3206-16061617,Southern Cross Railway Station (Melbourne City),4377.48,465.79
52-54-tinning-street-brunswick-vic-3056-16061469,Southern Cross Railway Station (Melbourne City),11004.38,895.6
7-11-15-basil-street-newport-vic-3015-16061402,Southern Cross Railway Station (Melbourne City),11571.77,1050.56
26-austin-street-hughesdale-vic-3166-13441918,Southern Cross Railway Station (Melbourne City),21053.48,1620.01
16-neville-street-bentleigh-east-vic-3165-16061303,Southern Cross Railway Station (Melbourne City),19510.56,1677.53
11-bennett-street-richmond-vic-3121-16061186,Southern Cross Railway Station (Melbourne City),6294.33,760.58
7-126-wellington-parade-east-melbourne-vic-3002-16061003,Southern Cross Railway Station (Melbourne City),4205.37,509.41
5-bemboka-avenue-clayton-south-vic-3169-16060995,Southern Cross Railway Station (Melbourne City),27213.42,2192.51
210-79-81-asling-street-brighton-vic-3186-16060948,Southern Cross Railway Station (Melbourne City),11174.72,1150.9
2-21-23-westgate-street-pascoe-vale-south-vic-3044-16060501,Southern Cross Railway Station (Melbourne City),10360.38,893.32
2-67-euston-road-hughesdale-vic-3166-16060352,Southern Cross Railway Station (Melbourne City),19058.08,1389.87
2-30-clarendon-avenue-oakleigh-south-vic-3167-16060050,Southern Cross Railway Station (Melbourne City),22189.19,1695.32
5-158-kangaroo-road-hughesdale-vic-3166-16059918,Southern Cross Railway Station (Melbourne City),20142.75,1503.24
22-union-street-windsor-vic-3181-16059839,Southern Cross Railway Station (Melbourne City),7102.53,720.82
206-75-wellington-street-collingwood-vic-3066-16059668,Southern Cross Railway Station (Melbourne City),4676.15,559.74
54-o-grady-street-albert-park-vic-3206-16059651,Southern Cross Railway Station (Melbourne City),3888.39,429.93
4-16-manor-street-brighton-vic-3186-16059609,Southern Cross Railway Station (Melbourne City),13649.26,1365.31
94-helen-street-northcote-vic-3070-16059106,Southern Cross Railway Station (Melbourne City),9362.47,932.15
20-lord-street-richmond-vic-3121-16059083,Southern Cross Railway Station (Melbourne City),6039.1,706.01
level-35-3501-7-riverside-quay-southbank-vic-3006-16059042,Southern Cross Railway Station (Melbourne City),2535.29,363.79
1-12-toward-street-murrumbeena-vic-3163-16058355,Southern Cross Railway Station (Melbourne City),16148.98,1472.05
2-neptune-street-richmond-vic-3121-16058275,Southern Cross Railway Station (Melbourne City),6135.55,701.79
705-89-gladstone-street-south-melbourne-vic-3205-16058273,Southern Cross Railway Station (Melbourne City),2478.73,292.67
4-main-road-clayton-south-vic-3169-16057923,Southern Cross Railway Station (Melbourne City),26466.25,1926.77
49-savoy-grove-cranbourne-north-vic-3977-15751808,Nar Nar Goon Railway Station (Nar Nar Goon),32022.35,2208.42
25-spicer-street-beaumaris-vic-3193-16057734,Southern Cross Railway Station (Melbourne City),23591.4,2189.71
13-9-fitzroy-street-st-kilda-vic-3182-16057589,Southern Cross Railway Station (Melbourne City),6879.23,693.89
2a-garden-street-hawthorn-vic-3122-16056125,Southern Cross Railway Station (Melbourne City),6342.22,743.3
7-nevada-street-balwyn-north-vic-3104-16055843,Southern Cross Railway Station (Melbourne City),16041.31,1397.3
439-111-punt-road-windsor-vic-3181-16055654,Southern Cross Railway Station (Melbourne City),6122.34,715.06
502-21-plenty-road-bundoora-vic-3083-16055079,Southern Cross Railway Station (Melbourne City),19629.65,1808.86
1-18-raynes-street-balwyn-vic-3103-16054448,Southern Cross Railway Station (Melbourne City),19736.24,1474.81
