rent_address,min_distance,min_duration
2-parkview-avenue-brunswick-east-vic-3057-16108388,11440.83,1199.65
31-rubens-grove-canterbury-vic-3126-16112358,14888.6,1382.68
201a-8-grosvenor-street-abbotsford-vic-3067-16093576,8625.54,983.29
202-555-burke-road-camberwell-vic-3124-16109562,13302.39,1134.74
159-richardson-street-carlton-north-vic-3054-16096889,8369.1,924.29
g02-236-jasper-road-mckinnon-vic-3204-16111151,15400.05,1290.82
10-113-eskdale-road-caulfield-north-vic-3161-16112117,10571.25,936.8
5-48-spray-street-elwood-vic-3184-16092133,7395.43,781.32
1011-77-queens-road-melbourne-vic-3004-16109866,5522.48,603.74
7-55-pleasant-street-pascoe-vale-vic-3044-15507181,16167.59,1494.31
504-415-glen-huntly-road-elsternwick-vic-3185-16107407,8491.99,836.39
23-bolinda-road-balwyn-north-vic-3104-16098242,18281.89,1599.56
71-84-trenerry-crescent-abbotsford-vic-3067-16110976,9327.93,1039.53
3-24-26-burns-street-elwood-vic-3184-16092084,7594.57,734.92
23-102-jolimont-road-east-melbourne-vic-3002-16110025,5611.6,649.12
2-11-barrina-street-blackburn-south-vic-3130-16107646,21561.36,2015.39
6-1204-glen-huntly-road-glen-huntly-vic-3163-16110831,12681.56,1076.32
8-1b-kinkora-road-hawthorn-vic-3122-16104258,11164.79,1081.57
3-198-bluff-road-sandringham-vic-3191-16100496,17403.13,1674.18
40-kokoda-place-mordialloc-vic-3195-16096229,27305.68,2469.89
17a-clendon-road-toorak-vic-3142-16105569,8851.64,868.24
1001b-2-wests-road-maribyrnong-vic-3032-16110067,14430.59,1423.01
102-190-alma-rd-st-kilda-east-vic-3183-16098637,7055.85,693.41
1205-77-river-street-south-yarra-vic-3141-14520896,5807.29,692.72
24-kleine-street-noble-park-vic-3174-16102906,37233.34,2257.75
14-65-george-street-fitzroy-vic-3065-16109661,6576.13,789.06
3-20-tintern-avenue-toorak-vic-3142-16096159,6477.5,788.69
1-210-tucker-road-bentleigh-vic-3204-16103255,16400.14,1377.26
209-8-montrose-street-hawthorn-east-vic-3123-16109618,12377.31,1138.24
14-116-albert-street-brunswick-vic-3056-16099340,9924.65,1047.77
11-8-tattenham-street-caulfield-vic-3162-16110783,12086.27,1063.3
17-fourth-street-black-rock-vic-3193-16108263,19196.85,1821.6
7-burnie-street-toorak-vic-3142-16105562,7477.92,938.24
3-483-st-kilda-street-elwood-vic-3184-16094510,7988.6,805.98
2-123-cheddar-road-reservoir-vic-3073-16106073,18990.38,1782.35
69-chapel-street-st-kilda-vic-3182-16107526,5880.6,579.09
2-31-33-caroline-street-hawthorn-east-vic-3123-16109612,11910.0,1119.44
22b-park-ave-glen-huntly-vic-3163-16094731,13504.37,1147.49
40-wellington-street-richmond-vic-3121-16094652,6057.84,781.42
1-bethwyn-street-bentleigh-east-vic-3165-16103205,16608.83,1409.31
5-56-58-burwood-road-hawthorn-vic-3122-16096828,10677.57,1024.24
26-clarence-street-elsternwick-vic-3185-12646931,9468.4,940.25
13-47-brighton-road-elwood-vic-3184-16099504,6051.79,598.73
1-80-mitchell-street-brunswick-vic-3056-16104131,11288.53,1160.14
3-31-wanda-road-caulfield-north-vic-3161-15230423,8592.09,833.24
205-6-dart-street-highett-vic-3190-16096414,18539.47,1689.1
402-77-abinger-street-richmond-vic-3121-16110511,10157.63,905.12
10-8-eddy-strret-moonee-ponds-vic-3039-16096123,11874.2,1202.88
425-greenhalghs-road-delacombe-vic-3356-16104213,120643.34,5615.01
3-92-brougham-street-kew-vic-3101-16092388,13149.83,1254.96
7-2-heather-street-south-melbourne-vic-3205-16094728,2427.6,293.85
3505-14-16-the-esplanadr-st-kilda-vic-3182-16106828,4593.39,482.38
3-60-serrell-st-malvern-east-vic-3145-16107329,12909.64,1190.58
10-sutton-street-carlton-north-vic-3054-16097594,8164.81,895.15
2-16-vale-st-st-kilda-vic-3182-16108973,5717.11,559.13
16-spring-street-prahran-vic-3181-16109263,8327.25,836.03
283-mitta-north-road-eskdale-vic-3701-16100349,387064.97,16011.03
4-16-wills-street-glen-iris-vic-3146-16111457,13613.69,1106.93
202-2-separation-street-northcote-vic-3070-16099480,11726.5,1199.32
2-14-rowell-avenue-camberwell-vic-3124-16097609,14558.37,1228.61
4-1458-high-street-glen-iris-vic-3146-16103489,11092.1,1042.18
12-8-10-lincoln-road-essendon-vic-3040-16091133,13749.5,1335.13
313-1-brunswick-road-brunswick-east-vic-3057-16099118,9282.21,1018.97
100-settlement-road-belmont-vic-3216-16094466,87355.91,4101.29
301-2a-nelson-street-balaclava-vic-3183-16104630,6626.95,689.3
118-864-blackburn-road-clayton-vic-3168-16103508,26569.42,1778.26
16-silvan-street-oakleigh-south-vic-3167-15400067,21593.86,1891.47
1-255-derby-street-pascoe-vale-vic-3044-15378014,17306.81,1582.29
803-222-bay-road-sandringham-vic-3191-16103691,18114.16,1660.65
