rent_address,min_distance,min_duration
4-30-mitford-street-st-kilda-vic-3182-16099536,5918.52,616.83
15-39-41-wellington-street-st-kilda-vic-3182-16110681,5124.33,502.73
158-burnley-street-richmond-vic-3121-13706826,10396.03,965.16
1-296-inkerman-st-st-kilda-east-vic-3183-16106154,6606.05,632.0
5-297-st-kilda-street-brighton-vic-3186-16092184,9486.62,989.48
21-dover-street-richmond-vic-3121-16103850,6308.63,812.57
16a-plunket-street-brighton-east-vic-3187-16099058,14886.03,1292.96
17-1-acland-street-st-kilda-vic-3182-16108171,4134.2,420.89
2-abeckett-street-prahran-vic-3181-16095838,8400.27,825.93
101-1443-dandenong-road-malvern-east-vic-3145-16113756,16067.39,1416.11
6-18-ireland-street-west-melbourne-vic-3003-16093709,5073.89,591.69
1204-33-clarke-street-southbank-vic-3006-16093367,2339.17,304.49
57-lord-st-richmond-vic-3121-16112934,10318.51,943.73
2-274-st-georges-road-northcote-vic-3070-16113021,11687.67,1161.59
17-228-the-avenue-parkville-vic-3052-16104553,8349.0,920.09
89b-ruskin-street-elwood-vic-3184-16092997,6822.41,713.11
404-70-batesford-road-chadstone-vic-3148-16094741,15417.75,1393.67
45-victoria-street-brunswick-east-vic-3057-16105604,10500.67,1160.33
36a-featherby-way-altona-meadows-vic-3028-16110093,24435.21,1611.08
16-174-toorak-road-west-south-yarra-vic-3141-16097614,4514.15,552.41
level-2-5-9-martin-street-heidelberg-vic-3084-16103734,19769.8,1746.39
73-fraser-street-richmond-vic-3121-16091575,9688.81,886.31
57-lincoln-street-richmond-vic-3121-16092170,8208.41,965.82
45-mckean-street-fitzroy-north-vic-3068-16092855,8756.36,1059.82
4-264-bluff-road-sandringham-vic-3191-16092529,17969.64,1637.92
7-walters-street-brunswick-vic-3056-16101017,11367.59,1227.13
20-flourish-walk-doreen-vic-3754-16109319,38566.16,3278.73
217-222-bay-road-sandringham-vic-3191-16103690,18114.16,1660.65
4010-639-lonsdale-street-melbourne-vic-3000-16091026,3972.13,434.88
6-374-dandenong-road-caulfield-north-vic-3161-16111921,7795.59,755.55
4-492-plenty-road-preston-vic-3072-16103925,15376.77,1474.11
76-allison-road-elsternwick-vic-3185-16105190,9991.67,882.26
3-29-mernda-ave-carnegie-vic-3163-16103178,13458.78,1184.74
2-bennett-street-deepdene-vic-3103-16104504,15688.24,1442.07
1b-laura-grove-mount-waverley-vic-3149-16096160,27238.42,1964.49
10-208-210-high-street-templestowe-lower-vic-3107-16091613,20544.85,1693.03
33-nimmo-street-middle-park-vic-3206-16111553,1998.44,260.72
11-ridder-court-dingley-village-vic-3172-16104299,28170.2,2438.08
1-3-guthrie-street-brunswick-west-vic-3055-16103784,10365.64,1016.97
47-speight-street-thornbury-vic-3071-16094346,13487.55,1362.04
4-14-enfield-road-brighton-vic-3186-16106550,10728.02,1131.89
18-11-17-park-street-st-kilda-west-vic-3182-16099197,4505.44,436.25
6-518-bluff-rd-hampton-vic-3188-16103170,15679.93,1478.02
17-watson-street-glen-iris-vic-3146-16104587,15833.34,1309.53
203-1298-glen-huntly-road-carnegie-vic-3163-16106830,13329.09,1137.34
6-241-nicholson-street-abbotsford-vic-3067-11018248,8708.18,976.86
5-23-camira-street-malvern-east-vic-3145-15363345,19497.28,1408.43
1411-250-elizabeth-street-melbourne-vic-3000-16092022,4764.33,524.1
3-16-eildon-road-st-kilda-vic-3182-16110741,4409.2,477.43
2-876-hampton-street-brighton-vic-3186-16109894,13084.12,1165.97
7-562-little-bourke-street-melbourne-vic-3000-16094300,4045.99,453.52
g04-652-high-street-prahran-vic-3181-16111416,7859.74,829.16
2-309-hawthorn-road-caulfield-north-vic-3161-16110754,10234.23,880.51
717-101-tram-road-doncaster-vic-3108-16103524,22366.57,1662.19
2-70-power-street-hawthorn-vic-3122-16075968,10859.11,1051.78
2-12-sylvester-street-oak-park-vic-3046-16105234,16780.66,1594.06
207-79-merton-street-altona-meadows-vic-3028-16107073,22174.99,1382.18
6-11-kooyong-road-caulfield-north-vic-3161-16035335,8209.32,775.59
201-6-station-st-caulfield-north-vic-3161-16108638,10503.26,915.52
5-111-ruskin-street-elwood-vic-3184-16104155,7023.1,711.04
4-19-chapman-street-north-melbourne-vic-3051-16112887,6669.79,760.03
1-969-riversdale-road-surrey-hills-vic-3127-16099850,16259.1,1470.63
6-45-coorigil-road-carnegie-vic-3163-16091052,14148.98,1231.74
8-27-oxford-street-box-hill-vic-3128-16098733,19827.28,1774.96
601-8-exploration-lane-melbourne-vic-3000-16081723,5707.46,652.38
494-abbotsford-street-north-melbourne-vic-3051-16093609,6736.83,733.23
33-carramar-street-chadstone-vic-3148-16096061,20096.36,1519.51
6-1403-dandenong-road-malvern-east-vic-3145-16094655,15467.01,1423.47
4-24-lascelles-avenue-toorak-vic-3142-16111381,7174.95,848.05
13-343-beaconsfield-parade-st-kilda-west-vic-3182-16108716,4269.19,425.22
35-233-canterbury-road-st-kilda-west-vic-3182-16109040,4153.27,383.23
17-wandoo-avenue-clarinda-vic-3169-16108397,22220.36,1894.92
6-25-dickens-street-elwood-vic-3184-16099687,6468.88,690.54
107-15-bond-street-caulfield-vic-3162-15367271,10469.96,914.34
10-216-station-street-edithvale-vic-3196-14486078,30773.88,2791.69
7-54-tennyson-street-elwood-vic-3184-16106407,6764.32,706.38
814-4-acacia-place-abbotsford-vic-3067-16097710,11104.7,1027.79
610-2-6-railway-road-cheltenham-vic-3192-16092472,22206.65,2012.07
1107-6-joseph-road-footscray-vic-3011-16104041,8669.32,977.56
311-7-nepean-highway-elsternwick-vic-3185-16099376,8036.67,815.54
27-rocco-avenue-donnybrook-vic-3064-16098102,44991.43,3006.36
15-4-wills-street-glen-iris-vic-3146-16098084,13709.1,1124.11
2-119-victoria-road-hawthorn-east-vic-3123-16091571,13226.72,1218.28
5-31-33-o-connor-street-brunswick-east-vic-3057-16109350,9790.11,1045.96
13-2a-robe-street-st-kilda-vic-3182-16113609,4746.84,494.93
808-250-city-road-southbank-vic-3006-16103830,3030.24,332.41
7a-fraser-street-bentleigh-east-vic-3165-16104506,17530.69,1561.02
4008-45-clarke-street-southbank-vic-3006-16098289,2308.11,300.34
8-yuille-street-brighton-vic-3186-16105002,12680.7,1279.84
1-339-brunswick-road-brunswick-vic-3056-16096511,9350.11,987.26
