,rent_address,min_distance,min_duration,postcode,price
38,1-62-simpson-st-east-melbourne-vic-3002-16099921,6974.32,817.03,3002,395.0
39,unit-101m-201-powlett-street-east-melbourne-vic-3002-16109142,6691.48,755.73,3002,490.0
40,p18w-189-powlett-street-east-melbourne-vic-3002-16107539,6846.18,784.7,3002,495.0
41,214-15-31-batman-street-west-melbourne-vic-3003-14585741,4524.73,507.44,3003,400.0
42,5-61-stanley-street-west-melbourne-vic-3003-16105408,4717.77,541.13,3003,395.0
43,2613-65-dudley-street-west-melbourne-vic-3003-16108153,4478.06,507.12,3003,520.0
44,409-41-dryburgh-street-west-melbourne-vic-3003-16113705,5397.33,639.21,3003,550.0
45,260-adderley-street-west-melbourne-vic-3003-16103206,5138.72,597.92,3003,950.0
46,102-9-dryburgh-street-west-melbourne-vic-3003-15235467,5490.36,659.78,3003,550.0
47,407-386-spencer-street-west-melbourne-vic-3003-16106534,4331.06,481.22,3003,450.0
48,6-18-ireland-street-west-melbourne-vic-3003-16093709,5073.89,591.69,3003,750.0
49,19-32-queens-road-melbourne-vic-3004-16099040,4012.94,521.48,3004,525.0
50,1310-450-st-kilda-road-melbourne-vic-3004-16099990,3567.69,497.63,3004,620.0
51,507-23-queens-road-melbourne-vic-3004-16098966,3847.79,514.51,3004,575.0
52,32-632-st-kilda-road-melbourne-vic-3004-16091641,5539.74,606.23,3004,700.0
53,1402-82-queens-rd-melbourne-vic-3004-16099647,5482.5,597.98,3004,520.0
54,906-14-queens-road-melbourne-vic-3004-16104224,3569.69,497.92,3004,500.0
55,1011-77-queens-road-melbourne-vic-3004-16109866,5522.48,603.74,3004,590.0
56,702-74-queens-road-melbourne-vic-3004-16113717,5785.15,607.65,3004,530.0
57,3201-245-city-road-southbank-vic-3006-16094069,2277.29,293.11,3006,575.0
58,3511-151-city-road-southbank-vic-3006-16094411,2729.46,359.03,3006,530.0
59,56-28-southgate-avenue-southbank-vic-3006-16107621,3456.9,485.57,3006,550.0
60,2902-250-city-road-southbank-vic-3006-16111286,3030.24,332.41,3006,450.0
61,106-8-wells-st-southbank-vic-3006-16110505,3084.6,465.93,3006,1200.0
62,1204-33-clarke-street-southbank-vic-3006-16093367,2339.17,304.49,3006,350.0
63,3-100-coventry-street-southbank-vic-3006-16111756,2570.67,355.17,3006,520.0
64,808-250-city-road-southbank-vic-3006-16103830,3030.24,332.41,3006,575.0
65,2512-70-southbank-boulevard-southbank-vic-3006-16097066,2978.8,398.43,3006,600.0
66,1005-285-city-road-southbank-vic-3006-16111246,2162.03,274.79,3006,450.0
67,3104-45-clarke-street-southbank-vic-3006-14397368,2308.11,300.34,3006,590.0
68,4008-45-clarke-street-southbank-vic-3006-16098289,2308.11,300.34,3006,650.0
69,1108-81-south-wharf-drive-docklands-vic-3008-16107733,3033.1,345.61,3008,520.0
70,312-57-spencer-street-docklands-vic-3008-16108605,3566.02,396.96,3008,600.0
71,801-8-joseph-road-footscray-vic-3011-16109999,8677.85,978.58,3011,475.0
72,808-2-joseph-road-footscray-vic-3011-15874277,8551.68,963.44,3011,390.0
73,1109-2-joseph-road-footscray-vic-3011-15421439,8551.68,963.44,3011,530.0
74,9-67-ballarat-rd-footscray-vic-3011-16098677,10214.7,1141.38,3011,370.0
75,801-8-joseph-road-footscray-vic-3011-16109999,8677.85,978.58,3011,475.0
76,1605-6-joseph-road-footscray-vic-3011-16109994,8669.32,977.56,3011,520.0
77,6-217-buckley-street-seddon-vic-3011-16104892,11160.82,1014.8,3011,370.0
78,1412-4-joseph-road-footscray-vic-3011-16106028,8623.64,972.08,3011,400.0
79,1806-8-joseph-road-footscray-vic-3011-16109988,8677.85,978.58,3011,690.0
80,512-4-joseph-rd-footscray-vic-3011-15583218,8623.64,972.08,3011,520.0
81,1404-4-joseph-road-footscray-vic-3011-15362715,8623.64,972.08,3011,410.0
82,1108-2-joseph-road-footscray-vic-3011-16113701,8551.68,963.44,3011,405.0
83,1508-6-joseph-road-footscray-vic-3011-16091829,8669.32,977.56,3011,400.0
84,15-99-109-creswick-street-footscray-vic-3011-16105427,12135.18,1100.6,3011,280.0
85,1107-6-joseph-road-footscray-vic-3011-16104041,8669.32,977.56,3011,500.0
86,210-12-napier-street-footscray-vic-3011-16100855,8221.3,894.18,3011,630.0
87,1107-6-joseph-road-footscray-vic-3011-16104041,8669.32,977.56,3011,500.0
88,7-regent-street-yarraville-vic-3013-16096035,10259.25,920.87,3013,600.0
89,20-illawarra-street-williamstown-vic-3016-16104991,14049.46,1300.19,3016,595.0
90,3-107-park-crescent-williamstown-north-vic-3016-16108944,12464.71,1169.87,3016,500.0
91,51-spearmint-boulevard-manor-lakes-vic-3024-13582212,38742.54,2565.23,3024,400.0
92,74-myers-parade-altona-meadows-vic-3028-16094320,23030.47,1490.28,3028,440.0
93,30-390-queen-street-altona-meadows-vic-3028-16110953,22190.67,1378.01,3028,380.0
94,36a-featherby-way-altona-meadows-vic-3028-16110093,24435.21,1611.08,3028,395.0
95,207-79-merton-street-altona-meadows-vic-3028-16107073,22174.99,1382.18,3028,350.0
96,10-talliver-terrace-truganina-vic-3029-16111383,24795.47,1631.52,3029,370.0
97,106-stratus-street-tarneit-vic-3029-16100986,32312.6,2172.07,3029,480.0
98,1-3-weebill-court-werribee-vic-3030-14233278,30029.14,1796.12,3030,380.0
99,5-48-farnham-street-flemington-vic-3031-16103716,9490.33,972.0,3031,310.0
100,913-1-ascot-vale-road-flemington-vic-3031-14811213,9670.7,959.97,3031,420.0
101,104-71-89-hobsons-road-kensington-vic-3031-16111222,8975.62,998.73,3031,375.0
102,1001b-2-wests-road-maribyrnong-vic-3032-16110067,14430.59,1423.01,3032,360.0
103,207-8-burrowes-street-ascot-vale-vic-3032-16105755,10754.67,1075.36,3032,450.0
104,307-55-cumberland-drive-maribyrnong-vic-3032-16107543,11557.01,1295.03,3032,470.0
105,712-68-wests-road-maribyrnong-vic-3032-16093377,14074.33,1389.19,3032,360.0
106,704-68-wests-road-maribyrnong-vic-3032-16092164,14074.33,1389.19,3032,475.0
107,3-fortelny-way-moonee-ponds-vic-3039-16103083,12729.82,1272.51,3039,495.0
108,25-maple-walk-moonee-ponds-vic-3039-16097397,11594.92,1160.67,3039,850.0
109,10-8-eddy-strret-moonee-ponds-vic-3039-16096123,11874.2,1202.88,3039,330.0
110,12-8-10-lincoln-road-essendon-vic-3040-16091133,13749.5,1335.13,3040,750.0
111,1-8-10-lincoln-road-essendon-vic-3040-16095553,13749.5,1335.13,3040,620.0
112,6-5-winifred-essendon-vic-3040-16105691,15355.55,1380.95,3040,500.0
113,4-8-10-lincoln-road-essendon-vic-3040-16098657,13749.5,1335.13,3040,620.0
114,51-carrington-road-niddrie-vic-3042-16112270,17723.06,1625.94,3042,900.0
115,2-6-8-keogh-court-pascoe-vale-vic-3044-16099318,16390.44,1503.36,3044,450.0
116,7-55-pleasant-street-pascoe-vale-vic-3044-15507181,16167.59,1494.31,3044,400.0
117,20a-park-street-pascoe-vale-vic-3044-16100660,15363.12,1342.86,3044,480.0
118,72-austin-crescent-pascoe-vale-vic-3044-16108578,16502.68,1516.8,3044,550.0
119,1-255-derby-street-pascoe-vale-vic-3044-15378014,17306.81,1582.29,3044,440.0
120,1b-hazel-grove-pascoe-vale-vic-3044-16098940,15046.23,1363.19,3044,445.0
121,2-12-sylvester-street-oak-park-vic-3046-16105234,16780.66,1594.06,3046,525.0
122,2-14-gregory-street-oak-park-vic-3046-16095581,16650.24,1562.76,3046,550.0
123,4-19-chapman-street-north-melbourne-vic-3051-16112887,6669.79,760.03,3051,380.0
124,17-352-victoria-street-north-melbourne-vic-3051-16112376,5408.82,625.42,3051,450.0
125,494-abbotsford-street-north-melbourne-vic-3051-16093609,6736.83,733.23,3051,1295.0
126,101-96-curzon-street-north-melbourne-vic-3051-16099695,5737.35,643.88,3051,320.0
127,502-46-villiers-street-north-melbourne-vic-3051-16091326,6410.45,715.93,3051,370.0
128,27-carroll-street-north-melbourne-vic-3051-16104463,7052.09,789.44,3051,1050.0
129,109-380-queensberry-street-north-melbourne-vic-3051-14961044,5638.18,661.19,3051,550.0
130,104-16-cobden-street-north-melbourne-vic-3051-16096636,5725.55,640.8,3051,600.0
131,210-445-royal-parade-parkville-vic-3052-16105650,8313.48,913.69,3052,370.0
132,12-283-royal-parade-parkville-vic-3052-16096882,7917.37,875.38,3052,420.0
133,815-91-galada-avenue-parkville-vic-3052-16108978,9675.73,961.91,3052,480.0
134,17-228-the-avenue-parkville-vic-3052-16104553,8349.0,920.09,3052,330.0
135,21-361-royal-parade-parkville-vic-3052-16104740,8143.2,883.04,3052,380.0
136,706-111-leicester-street-carlton-vic-3053-16108027,6166.78,708.16,3053,500.0
137,37-109-lygon-street-carlton-vic-3053-16105252,6040.41,676.51,3053,250.0
138,112-124-palmerston-street-carlton-vic-3053-16103862,7416.28,834.53,3053,500.0
139,10-21-university-street-carlton-vic-3053-10308643,6760.35,758.12,3053,525.0
140,11-406-cardigan-street-carlton-vic-3053-16107251,7341.77,797.04,3053,780.0
141,108-139-143-bouverie-street-carlton-vic-3053-16100726,6202.72,698.7,3053,260.0
142,1-43-barkly-street-carlton-vic-3053-16114029,6831.12,775.08,3053,460.0
143,159-richardson-street-carlton-north-vic-3054-16096889,8369.1,924.29,3054,580.0
144,29-1066-lygon-street-carlton-north-vic-3054-16099369,8648.62,935.29,3054,750.0
145,24-macpherson-street-carlton-north-vic-3054-16092806,8743.54,961.46,3054,650.0
146,10-sutton-street-carlton-north-vic-3054-16097594,8164.81,895.15,3054,625.0
147,5-548-moreland-road-brunswick-west-vic-3055-16109592,12546.31,1100.54,3055,260.0
148,12-39-heller-street-brunswick-west-vic-3055-16112167,10550.95,1027.96,3055,325.0
149,19-552-moreland-road-brunswick-west-vic-3055-16112090,12515.58,1097.78,3055,260.0
150,2-28-millward-street-brunswick-west-vic-3055-16103927,10488.23,1027.25,3055,595.0
151,804-1-olive-york-way-brunswick-west-vic-3055-15357145,13505.39,1216.34,3055,460.0
152,1-3-guthrie-street-brunswick-west-vic-3055-16103784,10365.64,1016.97,3055,320.0
153,6-230-dawson-street-brunswick-west-vic-3055-16103397,11279.28,1115.19,3055,375.0
154,10-55-heller-street-brunswick-west-vic-3055-16099137,10356.79,1030.48,3055,330.0
155,5-490-492-moreland-road-brunswick-west-vic-3055-16091467,12500.54,1096.18,3055,395.0
156,14-116-albert-street-brunswick-vic-3056-16099340,9924.65,1047.77,3056,395.0
157,110-brunswick-road-brunswick-vic-3056-16103107,9378.93,984.16,3056,570.0
158,1-339-brunswick-road-brunswick-vic-3056-16096511,9350.11,987.26,3056,740.0
159,71-amelia-street-brunswick-vic-3056-16111322,9622.26,1014.8,3056,800.0
160,208-611-sydney-road-brunswick-vic-3056-15144017,10432.41,1137.73,3056,420.0
161,2b-donald-street-brunswick-vic-3056-16094762,11045.09,1202.22,3056,650.0
162,42-cassels-road-brunswick-vic-3056-16110238,11392.37,1266.73,3056,730.0
163,7-walters-street-brunswick-vic-3056-16101017,11367.59,1227.13,3056,700.0
164,3-allan-street-brunswick-vic-3056-16091524,9890.22,1044.75,3056,850.0
165,213-albert-street-brunswick-vic-3056-16112143,9964.74,1083.64,3056,550.0
166,2-horne-street-brunswick-vic-3056-16107121,9808.57,1040.83,3056,1050.0
167,476b-sydney-road-brunswick-vic-3056-16101831,9966.13,1081.23,3056,1100.0
168,399-brunswick-road-brunswick-vic-3056-16091358,9850.01,1033.31,3056,1200.0
169,8-jenkin-street-brunswick-vic-3056-16107288,9848.58,1056.61,3056,925.0
170,2-53-evans-street-brunswick-vic-3056-16092503,10086.22,1073.68,3056,550.0
171,4-653-park-street-brunswick-vic-3056-16109007,9241.41,971.56,3056,380.0
172,3-138-mitchell-street-brunswick-vic-3056-16104854,11200.44,1181.52,3056,350.0
173,1-80-mitchell-street-brunswick-vic-3056-16104131,11288.53,1160.14,3056,460.0
174,116-288-albert-street-brunswick-vic-3056-16113457,9835.02,1064.96,3056,350.0
175,306-267-277-lygon-street-brunswick-vic-3056-16099911,9826.27,1036.79,3056,600.0
176,306-63-lygon-street-brunswick-east-vic-3057-16104850,9085.64,980.05,3057,420.0
177,106-273-lygon-street-brunswick-east-vic-3057-16095784,9826.27,1036.79,3057,575.0
178,4-162-lygon-street-brunswick-east-vic-3057-16101848,9518.06,1013.42,3057,440.0
179,204-294-lygon-street-brunswick-east-vic-3057-15429522,9956.67,1051.86,3057,575.0
180,46-nicholson-street-brunswick-east-vic-3057-16112281,9907.34,1086.67,3057,780.0
181,101-392-lygon-street-brunswick-east-vic-3057-16095591,10323.84,1080.18,3057,400.0
182,313-1-brunswick-road-brunswick-east-vic-3057-16099118,9282.21,1018.97,3057,380.0
183,5-31-33-o-connor-street-brunswick-east-vic-3057-16109350,9790.11,1045.96,3057,900.0
184,4-31-33-o-connor-street-brunswick-east-vic-3057-16109419,9790.11,1045.96,3057,650.0
185,45-victoria-street-brunswick-east-vic-3057-16105604,10500.67,1160.33,3057,550.0
186,2-parkview-avenue-brunswick-east-vic-3057-16108388,11440.83,1199.65,3057,525.0
187,147-stewart-st-brunswick-east-vic-3057-16108585,10683.71,1119.84,3057,610.0
188,714-11-urquhart-street-coburg-vic-3058-16097143,14233.28,1489.58,3058,450.0
189,177-urquhart-street-coburg-vic-3058-16099429,13382.92,1398.34,3058,600.0
190,1-flinders-street-coburg-vic-3058-15138487,15557.25,1376.15,3058,430.0
191,4-18-loch-street-coburg-vic-3058-16092618,15200.19,1332.0,3058,540.0
192,413-11-urquhart-street-coburg-vic-3058-15467995,14233.28,1489.58,3058,450.0
193,46-mutton-road-fawkner-vic-3060-15915330,19940.34,1763.45,3060,450.0
194,27-rocco-avenue-donnybrook-vic-3064-16098102,44991.43,3006.36,3064,440.0
195,33-bell-street-fitzroy-vic-3065-16110446,6969.02,805.6,3065,1350.0
196,14-65-george-street-fitzroy-vic-3065-16109661,6576.13,789.06,3065,330.0
197,g05-237-napier-street-fitzroy-vic-3065-16099451,7034.49,884.65,3065,595.0
198,706-75-wellington-street-collingwood-vic-3066-15210408,7027.88,796.74,3066,600.0
199,207g-31-napoleon-street-collingwood-vic-3066-16108865,7866.43,891.41,3066,410.0
200,3-15-17-bendigo-street-collingwood-vic-3066-16108579,8888.3,1020.05,3066,350.0
201,207-6-mater-street-collingwood-vic-3066-16091253,8118.1,968.74,3066,550.0
202,106-35-victoria-parade-collingwood-vic-3066-16093671,6584.97,756.82,3066,500.0
203,11g-21-northumberland-street-collingwood-vic-3066-16110786,7002.51,804.29,3066,550.0
204,206-470-smith-street-collingwood-vic-3066-16095724,8056.53,949.99,3066,430.0
205,1008-68-cambridge-street-collingwood-vic-3066-16096565,6995.33,799.72,3066,500.0
206,1-127-cambridge-street-collingwood-vic-3066-16091234,7408.52,860.43,3066,900.0
207,47-bedford-street-collingwood-vic-3066-16105364,7347.11,874.24,3066,550.0
208,303-11-hoddle-street-collingwood-vic-3066-16093268,7709.76,874.65,3066,390.0
209,13-trenerry-crescent-abbotsford-vic-3067-14338216,9108.42,1016.95,3067,1080.0
210,1108-20-shamrock-street-abbotsford-vic-3067-15091677,8782.62,1020.99,3067,530.0
211,12-valiant-street-abbotsford-vic-3067-16098146,8781.39,1005.26,3067,975.0
212,114-4-acacia-place-abbotsford-vic-3067-16097009,11104.7,1027.79,3067,475.0
213,722-627-victoria-street-abbotsford-vic-3067-16102907,10938.03,1020.62,3067,400.0
214,814-4-acacia-place-abbotsford-vic-3067-16097710,11104.7,1027.79,3067,380.0
215,201a-8-grosvenor-street-abbotsford-vic-3067-16093576,8625.54,983.29,3067,410.0
216,71-84-trenerry-crescent-abbotsford-vic-3067-16110976,9327.93,1039.53,3067,550.0
217,6-241-nicholson-street-abbotsford-vic-3067-11018248,8708.18,976.86,3067,340.0
218,406-631-victoria-street-abbotsford-vic-3067-16102921,10838.17,995.73,3067,650.0
219,608-627-victoria-street-abbotsford-vic-3067-16112055,10938.03,1020.62,3067,450.0
220,114-4-acacia-place-abbotsford-vic-3067-16097009,11104.7,1027.79,3067,475.0
221,c306-11-shamrock-street-abbotsford-vic-3067-16103805,8752.05,1013.66,3067,550.0
222,15-queen-street-fitzroy-north-vic-3068-16098797,9909.14,1108.25,3068,635.0
223,103-38-nicholson-street-fitzroy-north-vic-3068-16097154,9806.57,1075.88,3068,375.0
224,g2-26-nicholson-street-fitzroy-north-vic-3068-16108768,9715.62,1065.3,3068,590.0
225,45-mckean-street-fitzroy-north-vic-3068-16092855,8756.36,1059.82,3068,550.0
226,304-38-nicholson-street-fitzroy-north-vic-3068-16098711,9806.57,1075.88,3068,550.0
227,478-wellington-street-clifton-hill-vic-3068-16105769,8861.19,1021.87,3068,480.0
228,48-clifton-avenue-clifton-hill-vic-3068-16092358,9654.91,1163.02,3068,650.0
229,108a-queens-parade-fitzroy-north-vic-3068-16113014,8556.99,1011.97,3068,650.0
230,304-11-reid-street-fitzroy-north-vic-3068-16098276,8630.39,952.33,3068,450.0
231,02-378-st-georges-road-fitzroy-north-vic-3068-16111995,9818.68,1008.15,3068,450.0
232,207-2-6-mccutcheon-street-northcote-vic-3070-15874383,11862.69,1214.0,3070,500.0
233,67-clarke-street-northcote-vic-3070-16092703,10309.32,1064.83,3070,650.0
234,6-22-french-avenue-northcote-vic-3070-16099680,12988.29,1333.42,3070,680.0
235,2-274-st-georges-road-northcote-vic-3070-16113021,11687.67,1161.59,3070,570.0
236,8-133-clarke-street-northcote-vic-3070-16091779,10517.0,1120.1,3070,340.0
237,202-2-separation-street-northcote-vic-3070-16099480,11726.5,1199.32,3070,460.0
238,g04-66-waterloo-road-northcote-vic-3070-16108577,11983.76,1325.51,3070,520.0
239,9a-spencer-street-northcote-vic-3070-16103679,11916.9,1203.75,3070,645.0
240,29-turnball-grove-northcote-vic-3070-16110278,11675.11,1208.18,3070,610.0
241,8-victoria-road-northcote-vic-3070-16093432,12177.39,1265.88,3070,680.0
242,121-5-beavers-road-northcote-vic-3070-16088994,11837.03,1229.74,3070,485.0
243,118-normanby-avenue-thornbury-vic-3071-16109205,12453.29,1221.23,3071,750.0
244,4-86-normanby-avenue-thornbury-vic-3071-16108540,12232.09,1205.31,3071,560.0
245,348-gooch-street-thornbury-vic-3071-16099884,15288.33,1526.71,3071,700.0
246,47-speight-street-thornbury-vic-3071-16094346,13487.55,1362.04,3071,730.0
247,59-comas-grove-thornbury-vic-3071-16108541,13704.28,1324.51,3071,740.0
248,13-58-clarendon-street-thornbury-vic-3071-16101018,13040.31,1326.8,3071,400.0
249,3-291-rathmines-street-thornbury-vic-3071-16091151,14087.66,1389.29,3071,680.0
250,8-52-pender-street-thornbury-vic-3071-16113012,14371.83,1412.14,3071,260.0
251,13-fenwick-street-thornbury-vic-3071-16108011,13153.76,1321.62,3071,630.0
252,16-rossmoyne-street-thornbury-vic-3071-16107643,13080.56,1275.04,3071,670.0
253,110-raglan-street-preston-vic-3072-16103893,15278.93,1439.94,3072,595.0
254,4-492-plenty-road-preston-vic-3072-16103925,15376.77,1474.11,3072,500.0
255,78-oakover-road-preston-vic-3072-16096755,13607.92,1380.82,3072,1200.0
256,19-122-high-street-preston-vic-3072-16112735,14197.33,1346.12,3072,450.0
257,2-123-cheddar-road-reservoir-vic-3073-16106073,18990.38,1782.35,3073,425.0
258,10-949-high-street-reservoir-vic-3073-15297144,17914.96,1720.06,3073,490.0
259,1-125-henty-street-reservoir-vic-3073-16113414,17321.41,1671.74,3073,450.0
260,1-24-charlton-cres-reservoir-vic-3073-16109817,18273.2,1783.09,3073,425.0
261,24-6-hensley-road-lalor-vic-3075-16093487,23564.27,2214.45,3075,450.0
262,1-150-grange-road-alphington-vic-3078-16099545,14255.23,1478.91,3078,320.0
263,3-43-gillies-street-fairfield-vic-3078-16100715,14510.5,1438.29,3078,290.0
264,23-palm-street-fairfield-vic-3078-16099457,13903.91,1445.75,3078,890.0
265,201-21-mills-boulevard-alphington-vic-3078-16094987,13359.11,1351.56,3078,540.0
266,3-91-livingstone-street-ivanhoe-vic-3079-16097930,15283.24,1505.83,3079,365.0
267,4-74-darebin-st-heidelberg-vic-3084-16113528,19670.53,1757.52,3084,450.0
268,9-182-hawdon-street-heidelberg-vic-3084-16105331,19928.79,1793.96,3084,670.0
269,level-2-5-9-martin-street-heidelberg-vic-3084-16103734,19769.8,1746.39,3084,440.0
270,g09-59-earl-street-kew-vic-3101-14910454,12727.4,1234.38,3101,395.0
271,3-1a-wimba-avenue-kew-vic-3101-16100819,14169.75,1308.34,3101,475.0
272,3-92-brougham-street-kew-vic-3101-16092388,13149.83,1254.96,3101,1200.0
273,2-grace-court-kew-vic-3101-16095943,12859.86,1258.62,3101,920.0
274,21-high-street-kew-vic-3101-16111438,11736.37,1077.99,3101,700.0
275,4-92-brougham-street-kew-vic-3101-16092405,13152.19,1255.3,3101,1100.0
276,1-12-stawell-street-kew-vic-3101-16108050,12880.04,1215.57,3101,700.0
277,9-39-studley-park-rd-kew-vic-3101-16110655,12634.64,1165.14,3101,595.0
278,9-39-studley-park-rd-kew-vic-3101-16110655,12634.64,1165.14,3101,595.0
279,5-33-parkhill-road-kew-vic-3101-16112182,14262.21,1314.82,3101,650.0
280,19-asquith-street-kew-vic-3101-16113258,13581.95,1311.61,3101,720.0
281,21-findon-crescent-kew-vic-3101-16113943,11904.3,1106.21,3101,1600.0
282,4-15-munro-st-kew-east-vic-3102-16103832,16227.97,1387.69,3102,550.0
283,46-elm-grove-kew-east-vic-3102-16099817,14674.08,1484.0,3102,720.0
284,105-18-cadow-street-kew-east-vic-3102-16104932,14981.39,1416.83,3102,475.0
285,6-8-clyde-street-kew-east-vic-3102-16106556,15063.11,1425.69,3102,400.0
286,3-17-munro-st-kew-east-vic-3102-16104263,16210.21,1385.14,3102,900.0
287,6-eyre-st-balwyn-vic-3103-16095631,15759.08,1443.83,3103,1300.0
288,128-gordon-street-balwyn-vic-3103-16091813,16767.27,1511.47,3103,1100.0
289,44-elliott-ave-balwyn-vic-3103-16105752,16838.44,1514.31,3103,590.0
290,63-monash-ave-balwyn-vic-3103-16111877,16903.5,1519.73,3103,800.0
291,2-bennett-street-deepdene-vic-3103-16104504,15688.24,1442.07,3103,1175.0
292,110-182-whitehorse-road-balwyn-vic-3103-15840276,16322.04,1468.92,3103,360.0
293,101-20-weir-street-balwyn-vic-3103-16106435,16807.28,1532.29,3103,400.0
294,23-bolinda-road-balwyn-north-vic-3104-16098242,18281.89,1599.56,3104,600.0
295,10-208-210-high-street-templestowe-lower-vic-3107-16091613,20544.85,1693.03,3107,400.0
296,717-101-tram-road-doncaster-vic-3108-16103524,22366.57,1662.19,3108,500.0
297,1-383-serpells-road-doncaster-east-vic-3109-16111336,29160.32,2086.26,3109,600.0
298,21-872-874-doncaster-road-doncaster-east-vic-3109-16093627,24747.8,1760.31,3109,365.0
299,211-7-red-hill-terrace-doncaster-east-vic-3109-16092464,29549.95,2142.09,3109,440.0
300,50-thea-grove-doncaster-east-vic-3109-16094598,25646.83,1811.02,3109,480.0
301,205-1-redhill-terrace-doncaster-east-vic-3109-16094041,29476.82,2124.55,3109,500.0
302,218-71-abinger-street-richmond-vic-3121-16094828,10143.21,901.66,3121,575.0
303,6-183-coppin-street-richmond-vic-3121-16105773,9628.73,850.72,3121,340.0
304,3-52-baker-street-richmond-vic-3121-16098254,8580.81,1003.07,3121,400.0
305,4-82-buckingham-street-richmond-vic-3121-16109770,8150.95,966.37,3121,450.0
306,98a-stawell-street-richmond-vic-3121-16104417,9465.72,840.96,3121,525.0
307,2-7-jika-place-richmond-vic-3121-16096685,6869.05,822.36,3121,540.0
308,3-17-moorhouse-street-richmond-vic-3121-13330833,6584.13,790.37,3121,650.0
309,19-canterbury-street-richmond-vic-3121-16096668,9508.27,853.2,3121,700.0
310,11-shamrock-street-richmond-vic-3121-16091440,7073.2,856.98,3121,695.0
311,308-71-canterbury-street-richmond-vic-3121-14973757,9193.84,822.78,3121,515.0
312,69-brighton-street-richmond-vic-3121-16096202,6775.43,834.58,3121,650.0
313,17-6-adam-street-richmond-vic-3121-16100713,8748.01,771.15,3121,325.0
314,21-dover-street-richmond-vic-3121-16103850,6308.63,812.57,3121,650.0
315,104-71-abinger-street-richmond-vic-3121-16096988,10143.21,901.66,3121,500.0
316,79-buckingham-street-richmond-vic-3121-16100639,8146.44,965.55,3121,850.0
