,rent_address,min_distance,min_duration,postcode,price
317,75-cutter-street-richmond-vic-3121-16105791,9465.45,858.27,3121,750.0
318,5-lightfoot-street-richmond-vic-3121-10274422,10098.3,941.57,3121,650.0
319,158-burnley-street-richmond-vic-3121-13706826,10396.03,965.16,3121,825.0
320,15-gibdon-street-burnley-vic-3121-16105787,8453.9,735.88,3121,770.0
321,402-77-abinger-street-richmond-vic-3121-16110511,10157.63,905.12,3121,640.0
322,5-4-little-buckingham-street-richmond-vic-3121-16099408,7827.75,912.97,3121,840.0
323,20-davison-street-richmond-vic-3121-6782699,8758.1,1005.71,3121,550.0
324,40-wellington-street-richmond-vic-3121-16094652,6057.84,781.42,3121,780.0
325,16-2a-brougham-street-richmond-vic-3121-16094696,7511.14,896.01,3121,420.0
326,301-27-dickmann-street-richmond-vic-3121-16112647,7060.45,845.95,3121,600.0
327,57-lord-st-richmond-vic-3121-16112934,10318.51,943.73,3121,1300.0
328,2-81-abinger-street-richmond-vic-3121-16099075,7916.2,917.5,3121,800.0
329,14-lesney-street-richmond-vic-3121-16111270,6918.77,823.18,3121,725.0
330,12-murray-street-richmond-vic-3121-16103776,10360.75,950.08,3121,640.0
331,6-44-type-street-richmond-vic-3121-16099000,9732.44,885.65,3121,330.0
332,75-neptune-street-richmond-vic-3121-16110194,9629.38,876.97,3121,650.0
333,5-19-palmer-street-richmond-vic-3121-16098868,7918.14,918.83,3121,700.0
334,94-lennox-street-richmond-vic-3121-16113257,7242.67,856.41,3121,700.0
335,304-27-dickmann-street-richmond-vic-3121-16113260,7060.45,845.95,3121,595.0
336,g01-8-carroll-street-richmond-vic-3121-16105144,5926.98,840.83,3121,465.0
337,46-73-river-street-richmond-vic-3121-16094613,10405.52,945.84,3121,425.0
338,607-253-bridge-road-richmond-vic-3121-16100906,7127.24,830.44,3121,420.0
339,18-park-grove-richmond-vic-3121-16105798,9753.0,878.48,3121,550.0
340,429-burnley-street-richmond-vic-3121-16100386,8720.65,773.36,3121,925.0
341,73-fraser-street-richmond-vic-3121-16091575,9688.81,886.31,3121,645.0
342,34-abinger-street-richmond-vic-3121-16096038,7593.55,906.41,3121,500.0
343,13a-laity-street-richmond-vic-3121-16099660,8036.21,937.55,3121,1200.0
344,57-lincoln-street-richmond-vic-3121-16092170,8208.41,965.82,3121,640.0
345,304-708-burwood-rd-hawthorn-vic-3122-16096604,12696.5,1157.24,3122,650.0
346,7-connell-street-hawthorn-vic-3122-16112571,11329.92,1069.95,3122,895.0
347,34-589-glenferrie-road-hawthorn-vic-3122-16094937,11100.77,1033.14,3122,265.0
348,20-523-burwood-road-hawthorn-vic-3122-16103788,11863.13,1088.03,3122,550.0
349,4-3-finchley-court-hawthorn-vic-3122-16104849,11163.63,1056.89,3122,450.0
350,16-197-auburn-road-hawthorn-vic-3122-16109889,11850.21,1097.22,3122,350.0
351,103-567-569-glenferrie-road-hawthorn-vic-3122-16108509,10865.41,1016.2,3122,525.0
352,109-39-riversdale-road-hawthorn-vic-3122-16109227,10202.94,968.5,3122,600.0
353,9-312-316-barkers-road-hawthorn-vic-3122-16109610,12782.02,1200.69,3122,725.0
354,8-1b-kinkora-road-hawthorn-vic-3122-16104258,11164.79,1081.57,3122,380.0
355,6-33-grove-rd-hawthorn-vic-3122-16094567,11604.41,1081.86,3122,430.0
356,5-selbourne-street-hawthorn-vic-3122-16100969,12332.87,1187.34,3122,715.0
357,4-32-power-street-hawthorn-vic-3122-16103495,11779.78,1122.78,3122,350.0
358,104-77-riversdale-road-hawthorn-vic-3122-16100086,10523.87,991.61,3122,1175.0
359,10-edlington-street-hawthorn-vic-3122-16113945,12148.69,1125.52,3122,800.0
360,2-70-power-street-hawthorn-vic-3122-16075968,10859.11,1051.78,3122,470.0
361,10-henrietta-st-hawthorn-vic-3122-16094383,10856.44,1022.49,3122,900.0
362,18-112-riversdale-road-hawthorn-vic-3122-16108055,10831.48,1013.75,3122,350.0
363,13-23-power-street-hawthorn-vic-3122-16092614,11130.04,1073.45,3122,325.0
364,5-56-58-burwood-road-hawthorn-vic-3122-16096828,10677.57,1024.24,3122,375.0
365,13-112-riversdale-road-hawthorn-vic-3122-16106515,10831.48,1013.75,3122,460.0
366,3-197-auburn-road-hawthorn-vic-3122-16096743,11850.21,1097.22,3122,310.0
367,2-21-munro-st-hawthorn-east-vic-3123-16108516,11932.97,1123.81,3123,425.0
368,107-35-camberwell-road-hawthorn-east-vic-3123-16104010,12663.72,1147.12,3123,625.0
369,11-115-victoria-rd-hawthorn-east-vic-3123-16099268,13264.32,1216.69,3123,310.0
370,23-11-auburn-gr-hawthorn-east-vic-3123-16106129,12164.02,1134.06,3123,420.0
371,26-hastings-road-hawthorn-east-vic-3123-16107338,12396.1,1136.71,3123,810.0
372,2-31-33-caroline-street-hawthorn-east-vic-3123-16109612,11910.0,1119.44,3123,370.0
373,2-119-victoria-road-hawthorn-east-vic-3123-16091571,13226.72,1218.28,3123,390.0
374,33-broomfield-road-hawthorn-east-vic-3123-16098753,11799.08,1093.04,3123,1000.0
375,12-2-freeman-street-hawthorn-east-vic-3123-16099575,13072.3,1211.65,3123,275.0
376,6-30-munro-st-hawthorn-east-vic-3123-16112646,11801.7,1093.45,3123,495.0
377,304-708-burwood-rd-hawthorn-east-vic-3123-16096604,12696.5,1157.24,3123,650.0
378,ug05c-55-camberwell-road-hawthorn-east-vic-3123-16065863,12760.32,1154.85,3123,615.0
379,8-1091-burke-road-hawthorn-east-vic-3123-16096688,14106.45,1285.43,3123,370.0
380,209-8-montrose-street-hawthorn-east-vic-3123-16109618,12377.31,1138.24,3123,400.0
381,43-cochrane-avenue-camberwell-vic-3124-16109593,14197.69,1204.59,3124,1250.0
382,202-555-burke-road-camberwell-vic-3124-16109562,13302.39,1134.74,3124,680.0
383,3-aisbett-ave-camberwell-vic-3124-16109108,16116.88,1428.95,3124,700.0
384,301-1150-toorak-road-camberwell-vic-3124-16100175,15063.08,1300.37,3124,450.0
385,4-105-wattle-valley-road-camberwell-vic-3124-16105634,15066.96,1382.53,3124,395.0
386,2-14-rowell-avenue-camberwell-vic-3124-16097609,14558.37,1228.61,3124,600.0
387,9-pine-camberwell-vic-3124-16112483,13818.78,1158.49,3124,1150.0
388,3-4-spencer-road-camberwell-vic-3124-16091161,13971.93,1319.78,3124,465.0
389,27-ellsworth-crescent-camberwell-vic-3124-16093229,16408.21,1565.93,3124,810.0
390,4-gilmour-road-camberwell-vic-3124-16106772,16948.5,1493.92,3124,900.0
391,1-3-crescent-road-camberwell-vic-3124-16096867,14891.61,1257.08,3124,495.0
392,14-thomas-st-camberwell-vic-3124-16106434,17320.76,1533.96,3124,1600.0
393,568-camberwell-road-camberwell-vic-3124-16098540,14977.29,1267.44,3124,550.0
394,g02-555-burke-road-camberwell-vic-3124-16095744,13302.39,1134.74,3124,650.0
395,54-athelstan-road-camberwell-vic-3124-16104500,14224.76,1229.92,3124,975.0
396,24-prospect-hill-road-camberwell-vic-3124-16092042,13237.55,1234.48,3124,1100.0
397,4-11-allambee-avenue-camberwell-vic-3124-16100759,14436.74,1374.8,3124,530.0
398,1a-monica-street-burwood-vic-3125-16097697,18260.26,1669.33,3125,730.0
399,2e-hopetoun-avenue-canterbury-vic-3126-16099464,15415.39,1423.97,3126,750.0
400,78-wattle-valley-rd-canterbury-vic-3126-16109321,15061.59,1381.12,3126,1100.0
401,31-rubens-grove-canterbury-vic-3126-16112358,14888.6,1382.68,3126,1400.0
402,1-969-riversdale-road-surrey-hills-vic-3127-16099850,16259.1,1470.63,3127,500.0
403,4-13-blackburn-street-surrey-hills-vic-3127-16109055,18082.21,1621.99,3127,430.0
404,12-kennealy-st-surrey-hills-vic-3127-16112779,16284.25,1525.87,3127,1500.0
405,g02-178-union-rd-surrey-hills-vic-3127-16103762,17605.31,1589.64,3127,390.0
406,206-801-whitehorse-road-mont-albert-vic-3127-16107016,19257.61,1709.1,3127,550.0
407,3-34-durham-road-surrey-hills-vic-3127-16103162,16228.69,1493.43,3127,395.0
408,201-43-zetland-road-mont-albert-vic-3127-16092749,19272.55,1733.57,3127,730.0
409,937-riversdale-road-surrey-hills-vic-3127-16095527,15976.61,1445.2,3127,550.0
410,3-1-nangnak-lane-mont-albert-vic-3127-16105157,19270.06,1718.09,3127,640.0
411,8-27-oxford-street-box-hill-vic-3128-16098733,19827.28,1774.96,3128,580.0
412,1-52-medway-street-box-hill-vic-3128-16112906,23589.91,1750.28,3128,370.0
413,205-6-8-wellington-road-box-hill-vic-3128-16110292,23487.66,1780.9,3128,400.0
414,88-surrey-road-blackburn-north-vic-3130-16112949,25418.06,1703.88,3130,600.0
415,2-11-barrina-street-blackburn-south-vic-3130-16107646,21561.36,2015.39,3130,750.0
416,2-8-rupert-street-mitcham-vic-3132-16113687,32956.67,2213.33,3132,360.0
417,229b-1-19-colombo-street-mitcham-vic-3132-16106908,30047.43,2128.8,3132,330.0
418,2-ritz-street-vermont-south-vic-3133-15960853,26230.44,2324.79,3133,520.0
419,3-20-24-dublin-road-ringwood-east-vic-3135-16112504,33788.8,2271.88,3135,425.0
420,3-1-alexandra-avenue-south-yarra-vic-3141-16103763,5095.2,658.06,3141,875.0
421,16-174-toorak-road-west-south-yarra-vic-3141-16097614,4514.15,552.41,3141,350.0
422,1601-7-claremont-street-south-yarra-vic-3141-15452608,5805.85,750.5,3141,630.0
423,1305-45-claremont-street-south-yarra-vic-3141-16097070,5567.52,710.5,3141,430.0
424,504-649-chapel-street-south-yarra-vic-3141-16097235,5734.13,688.6,3141,650.0
425,1101-77-river-street-south-yarra-vic-3141-15537769,5807.29,692.72,3141,540.0
426,106-471-malvern-road-south-yarra-vic-3141-16099095,7682.69,756.34,3141,425.0
427,505-79-river-street-south-yarra-vic-3141-16108010,5913.99,710.8,3141,470.0
428,2-55-avoca-street-south-yarra-vic-3141-16103349,5083.35,636.52,3141,630.0
429,2-31-howitt-street-south-yarra-vic-3141-16109026,7990.05,800.93,3141,320.0
430,709-12-14-claremont-street-south-yarra-vic-3141-16098801,5778.88,745.64,3141,410.0
431,510-77-river-street-south-yarra-vic-3141-16093296,5807.29,692.72,3141,395.0
432,5-90-toorak-road-west-south-yarra-vic-3141-16096683,4130.89,518.5,3141,360.0
433,1205-77-river-street-south-yarra-vic-3141-14520896,5807.29,692.72,3141,540.0
434,unit-1607-50-claremont-st-south-yarra-vic-3141-16111948,5601.63,713.74,3141,580.0
435,203-5-7-wilson-street-south-yarra-vic-3141-15197334,5914.3,713.72,3141,450.0
436,24-43-caroline-street-south-yarra-vic-3141-16105251,4816.83,597.81,3141,395.0
437,4-35-marne-street-south-yarra-vic-3141-16103633,4558.74,575.79,3141,700.0
438,1-16-18-millswyn-street-south-yarra-vic-3141-16104898,4058.91,519.2,3141,475.0
439,unit-1607-50-claremont-st-south-yarra-vic-3141-16111948,5601.63,713.74,3141,580.0
440,4-peter-st-south-yarra-vic-3141-16111285,5323.56,638.79,3141,1150.0
441,1215-7-claremont-street-south-yarra-vic-3141-16108496,5805.85,750.5,3141,550.0
442,62-hawksburn-road-south-yarra-vic-3141-16109344,6097.83,744.87,3141,1200.0
443,1-16-darling-street-south-yarra-vic-3141-16100628,5176.24,621.96,3141,410.0
444,14-acland-street-south-yarra-vic-3141-16100335,4916.38,601.72,3141,1400.0
445,402-1-chapel-mews-south-yarra-vic-3141-16108066,5825.54,692.26,3141,680.0
446,9-21-rockley-road-south-yarra-vic-3141-16109121,6025.2,731.87,3141,400.0
447,1212-35-malcolm-street-south-yarra-vic-3141-16104529,5726.56,681.1,3141,500.0
448,4-26-davis-avenue-south-yarra-vic-3141-16111137,5188.49,657.86,3141,375.0
449,22-399-toorak-rd-south-yarra-vic-3141-16103168,6136.31,732.14,3141,900.0
450,2-64-park-street-south-yarra-vic-3141-16093045,4386.71,559.07,3141,690.0
451,1311-18-claremont-street-south-yarra-vic-3141-16106506,5739.3,738.52,3141,620.0
452,3-1-alexandra-avenue-south-yarra-vic-3141-16103763,5095.2,658.06,3141,875.0
453,4-470-punt-road-south-yarra-vic-3141-16111404,4952.44,598.06,3141,430.0
454,21-palermo-street-south-yarra-vic-3141-16099286,5770.12,705.81,3141,450.0
455,1008-2-claremont-street-south-yarra-vic-3141-14225672,5275.77,661.23,3141,630.0
456,2-116-anderson-street-south-yarra-vic-3141-16100924,5138.75,630.62,3141,1150.0
457,4-mandeville-crescent-toorak-vic-3142-16099272,8833.51,876.82,3142,840.0
458,17a-clendon-road-toorak-vic-3142-16105569,8851.64,868.24,3142,1370.0
459,66-albany-road-toorak-vic-3142-16109249,7698.76,884.88,3142,770.0
460,2-424-toorak-road-toorak-vic-3142-16103422,6493.47,768.05,3142,550.0
461,4-24-lascelles-avenue-toorak-vic-3142-16111381,7174.95,848.05,3142,875.0
462,21-425-toorak-road-toorak-vic-3142-16113469,6633.04,809.09,3142,600.0
463,2-12-chastleton-avenue-toorak-vic-3142-16111165,9184.79,829.2,3142,460.0
464,685-orrong-rd-toorak-vic-3142-16111493,7187.59,843.59,3142,1800.0
465,24-723-orrong-road-toorak-vic-3142-16109865,7317.6,859.65,3142,670.0
466,5-256-williams-road-toorak-vic-3142-16098967,6428.41,756.17,3142,435.0
467,11-mell-street-toorak-vic-3142-16096375,8179.58,840.39,3142,950.0
468,1-791-malvern-road-toorak-vic-3142-16098134,9287.33,912.83,3142,475.0
469,7-burnie-street-toorak-vic-3142-16105562,7477.92,938.24,3142,865.0
470,7-2a-burnie-street-toorak-vic-3142-16108212,7253.99,891.76,3142,400.0
471,3-20-tintern-avenue-toorak-vic-3142-16096159,6477.5,788.69,3142,690.0
472,102-8a-evergreen-mews-armadale-vic-3143-16098928,8868.87,884.56,3143,800.0
473,19-60-wattletree-road-armadale-vic-3143-16109919,8616.69,841.12,3143,825.0
474,9-62-wattletree-road-armadale-vic-3143-16091210,8731.3,833.53,3143,650.0
475,8-18-mercer-road-armadale-vic-3143-16098674,9936.49,980.58,3143,530.0
476,74-sutherland-road-armadale-vic-3143-16092668,9120.82,917.57,3143,1500.0
477,13-7-sutherland-road-armadale-vic-3143-16113177,8389.49,847.16,3143,430.0
478,604-8c-evergreen-mews-armadale-vic-3143-15223873,8868.87,884.56,3143,690.0
479,17-29-kooyong-road-armadale-vic-3143-16109622,8678.89,832.41,3143,300.0
480,7-1-duncraig-avenue-armadale-vic-3143-16107324,9130.84,875.43,3143,410.0
481,6-507-dandenong-road-armadale-vic-3143-16098888,9138.07,857.46,3143,550.0
482,303-960-high-street-armadale-vic-3143-16100725,9289.91,881.7,3143,850.0
483,1-25-rose-street-armadale-vic-3143-10042843,9073.38,918.82,3143,560.0
484,49-northcote-road-armadale-vic-3143-16097996,9222.22,942.64,3143,950.0
485,16-2-armadale-street-armadale-vic-3143-16092266,8746.0,844.49,3143,350.0
486,6-164-wattletree-road-malvern-vic-3144-16100356,9484.69,899.36,3144,285.0
487,g03-1271-1273-high-street-malvern-vic-3144-16109656,10370.31,999.4,3144,800.0
488,9-164-wattletree-road-malvern-vic-3144-16100352,9484.69,899.36,3144,310.0
489,305-1200-high-street-malvern-vic-3144-15192944,9821.97,946.51,3144,450.0
490,10-1231-malvern-road-malvern-vic-3144-16097026,10942.87,1026.24,3144,575.0
491,8-260-wattletree-road-malvern-vic-3144-16098780,10515.1,985.09,3144,375.0
492,314-14-elizabeth-street-malvern-vic-3144-16110243,11559.22,1092.79,3144,650.0
493,22-ethel-street-malvern-vic-3144-16099895,12274.5,1027.7,3144,1600.0
494,7-36-johnstone-street-malvern-vic-3144-16104691,10067.06,1049.04,3144,350.0
495,2-445-glenferrie-road-malvern-vic-3144-16109767,8632.92,970.12,3144,800.0
496,1e-wilmot-street-malvern-vic-3144-16095645,12198.95,1068.54,3144,700.0
497,726-warrigal-road-malvern-east-vic-3145-16092294,18660.66,1316.13,3145,710.0
498,10-798-warrigal-road-malvern-east-vic-3145-16103154,19311.36,1382.39,3145,360.0
499,4-5-winton-road-malvern-east-vic-3145-16103745,13263.56,1195.08,3145,520.0
500,27-clynden-avenue-malvern-east-vic-3145-16105966,12595.41,1186.04,3145,420.0
501,6-1403-dandenong-road-malvern-east-vic-3145-16094655,15467.01,1423.47,3145,350.0
502,2-413a-waverley-road-malvern-east-vic-3145-16112451,12990.18,1175.5,3145,410.0
503,2-4-prior-rd-malvern-east-vic-3145-16096071,18910.97,1360.33,3145,620.0
504,4-65-paxton-street-malvern-east-vic-3145-16108869,12227.43,1141.46,3145,420.0
505,5-23-camira-street-malvern-east-vic-3145-15363345,19497.28,1408.43,3145,300.0
506,211-2a-clarence-street-malvern-east-vic-3145-16106072,10763.08,1018.98,3145,350.0
507,101-1443-dandenong-road-malvern-east-vic-3145-16113756,16067.39,1416.11,3145,495.0
508,10-2-4-baker-street-malvern-east-vic-3145-16103677,12701.74,1136.33,3145,450.0
509,402-2a-clarence-street-malvern-east-vic-3145-16095778,10763.08,1018.98,3145,350.0
510,15-2a-bates-street-malvern-east-vic-3145-16108936,11176.26,1004.54,3145,275.0
511,31-moama-road-malvern-east-vic-3145-16092594,11892.87,1080.32,3145,995.0
512,3-60-serrell-st-malvern-east-vic-3145-16107329,12909.64,1190.58,3145,630.0
513,12-abbotsford-avenue-malvern-east-vic-3145-16092573,14693.79,1339.55,3145,895.0
514,27-pepperell-lane-malvern-east-vic-3145-16109184,12307.09,1104.87,3145,780.0
515,1855-malvern-road-malvern-east-vic-3145-16103632,12001.39,1095.62,3145,1700.0
516,62-queens-avenue-caulfield-east-vic-3145-16104907,11403.62,1006.13,3145,495.0
517,12-786-warrigal-road-malvern-east-vic-3145-16105663,19210.44,1374.32,3145,360.0
518,17-watson-street-glen-iris-vic-3146-16104587,15833.34,1309.53,3146,550.0
519,5-68-edgar-street-north-glen-iris-vic-3146-16105927,13241.98,1165.99,3146,400.0
520,4-1458-high-street-glen-iris-vic-3146-16103489,11092.1,1042.18,3146,1550.0
521,15-4-wills-street-glen-iris-vic-3146-16098084,13709.1,1124.11,3146,380.0
522,4-16-wills-street-glen-iris-vic-3146-16111457,13613.69,1106.93,3146,550.0
523,28-somerset-road-glen-iris-vic-3146-16108831,15734.26,1323.71,3146,480.0
524,10-299-burke-road-glen-iris-vic-3146-16103519,13306.83,1059.67,3146,310.0
525,385-burke-road-glen-iris-vic-3146-16096642,13494.71,1085.17,3146,600.0
526,4-17-hope-street-glen-iris-vic-3146-16110227,11394.76,1071.48,3146,450.0
527,144-high-st-glen-iris-vic-3146-16092883,14129.77,1296.43,3146,670.0
528,102-4-yertchuk-avenue-ashwood-vic-3147-16095641,17608.55,1741.02,3147,495.0
529,10-katta-court-ashwood-vic-3147-16092329,16827.57,1560.85,3147,560.0
530,2-26-may-park-avenue-ashwood-vic-3147-16112429,16683.95,1537.21,3147,630.0
531,10-303-305-huntingdale-road-chadstone-vic-3148-16099550,21104.6,1546.68,3148,395.0
532,2-14-hiscock-street-chadstone-vic-3148-15363745,19687.79,1458.61,3148,650.0
533,1-20-carramar-street-chadstone-vic-3148-16100769,16541.47,1552.28,3148,600.0
534,2-23-amaroo-street-chadstone-vic-3148-15802799,16464.35,1533.77,3148,525.0
535,2-103-waverley-road-chadstone-vic-3148-16098229,19626.02,1432.48,3148,560.0
536,404-70-batesford-road-chadstone-vic-3148-16094741,15417.75,1393.67,3148,390.0
537,2-16-thurloo-street-chadstone-vic-3148-16096767,19358.32,1454.53,3148,650.0
538,33-carramar-street-chadstone-vic-3148-16096061,20096.36,1519.51,3148,650.0
539,6-hillside-road-mount-waverley-vic-3149-16099260,17755.67,1684.06,3149,580.0
540,3-112-114-huntingdale-road-mount-waverley-vic-3149-14880327,19307.6,1702.07,3149,400.0
541,3-kingsley-grove-mount-waverley-vic-3149-16098328,22939.48,1554.65,3149,650.0
542,1b-laura-grove-mount-waverley-vic-3149-16096160,27238.42,1964.49,3149,695.0
543,111-436-442-huntingdale-road-mount-waverley-vic-3149-16105315,20473.11,1504.61,3149,370.0
544,49-pascall-street-mount-waverley-vic-3149-16095717,21605.94,1989.07,3149,860.0
545,8-pindari-drive-bayswater-vic-3153-16113044,37523.08,2437.08,3153,535.0
546,201-6-station-st-caulfield-north-vic-3161-16108638,10503.26,915.52,3161,580.0
547,6-labassa-grove-caulfield-north-vic-3161-16110340,7810.44,726.51,3161,625.0
548,6-374-dandenong-road-caulfield-north-vic-3161-16111921,7795.59,755.55,3161,575.0
549,7-norwood-rd-caulfield-north-vic-3161-16111976,7713.44,765.18,3161,600.0
550,2-55-wanda-rd-caulfield-north-vic-3161-16093913,8466.33,808.64,3161,700.0
551,2-309-hawthorn-road-caulfield-north-vic-3161-16110754,10234.23,880.51,3161,700.0
552,207-6-station-st-caulfield-north-vic-3161-16108569,10503.26,915.52,3161,480.0
553,2-27-leaburn-avenue-caulfield-north-vic-3161-16099564,8439.18,772.43,3161,1200.0
554,1-41-kooyong-rd-caulfield-north-vic-3161-16113276,8255.45,774.45,3161,720.0
555,37a-bambra-road-caulfield-north-vic-3161-16098329,10192.12,891.15,3161,640.0
556,10-113-eskdale-road-caulfield-north-vic-3161-16112117,10571.25,936.8,3161,320.0
557,6-11-kooyong-road-caulfield-north-vic-3161-16035335,8209.32,775.59,3161,375.0
558,station-street-caulfield-north-vic-3161-16094214,10667.34,928.65,3161,495.0
559,3-54-kooyong-road-caulfield-north-vic-3161-16104819,8278.84,779.87,3161,550.0
560,3-681-inkerman-road-caulfield-north-vic-3161-16107828,8699.34,807.23,3161,460.0
561,3-31-wanda-road-caulfield-north-vic-3161-15230423,8592.09,833.24,3161,375.0
562,station-street-caulfield-north-vic-3161-16094214,10667.34,928.65,3161,495.0
563,108-67-77-hawthorn-road-caulfield-north-vic-3161-16113540,9182.36,811.67,3161,520.0
564,7-94-eskdale-rd-caulfield-north-vic-3161-16111066,10256.92,923.15,3161,320.0
565,11-8-tattenham-street-caulfield-vic-3162-16110783,12086.27,1063.3,3162,330.0
566,3-1-frederick-street-caulfield-south-vic-3162-16106461,13825.23,1147.85,3162,495.0
567,16-york-street-caulfield-south-vic-3162-16112581,11097.14,958.73,3162,650.0
568,3-1-freeman-street-caulfield-vic-3162-16092052,11294.69,979.0,3162,1100.0
569,201-136-murray-street-caulfield-vic-3162-10136316,10615.06,908.71,3162,430.0
570,20-sycamore-street-caulfield-south-vic-3162-16111960,10602.41,924.63,3162,895.0
571,5-1011-glen-huntly-road-caulfield-vic-3162-16111675,11760.81,995.64,3162,440.0
572,2-276-hawthorn-road-caulfield-vic-3162-16097784,10251.58,881.65,3162,485.0
573,1-142-booran-road-caulfield-south-vic-3162-16107934,12454.88,1055.7,3162,575.0
574,5-120-murray-street-caulfield-vic-3162-16098698,10893.29,951.78,3162,525.0
575,43-bent-st-caulfield-south-vic-3162-16093981,12328.01,1054.66,3162,1200.0
576,1a-marriott-street-caulfield-vic-3162-16103818,10705.45,918.02,3162,910.0
577,107-15-bond-street-caulfield-vic-3162-15367271,10469.96,914.34,3162,450.0
578,6-18-bute-st-murrumbeena-vic-3163-16112065,14849.77,1328.51,3163,290.0
579,22b-park-ave-glen-huntly-vic-3163-16094731,13504.37,1147.49,3163,780.0
580,1-velra-ave-murrumbeena-vic-3163-16091106,16922.47,1437.35,3163,750.0
581,6-1204-glen-huntly-road-glen-huntly-vic-3163-16110831,12681.56,1076.32,3163,480.0
582,5-12a-toward-street-murrumbeena-vic-3163-16099704,14429.8,1305.28,3163,295.0
583,2-17-railway-parade-murrumbeena-vic-3163-16109008,14264.18,1280.53,3163,360.0
584,1-15-melbourne-street-murrumbeena-vic-3163-16103337,14078.93,1258.4,3163,500.0
585,1140-dandenong-rd-carnegie-vic-3163-16097320,13026.01,1164.5,3163,510.0
586,12-24-dunoon-street-murrumbeena-vic-3163-16110351,14581.99,1261.74,3163,330.0
587,1-204-neerim-road-carnegie-vic-3163-15580163,12616.08,1091.3,3163,295.0
588,5-9-rosstown-road-carnegie-vic-3163-16110849,12227.11,1106.4,3163,310.0
589,209-3-elliott-ave-carnegie-vic-3163-16097314,13534.73,1183.94,3163,580.0
590,7-15-rosedale-avenue-glen-huntly-vic-3163-16095521,12793.56,1101.46,3163,400.0
591,14-13-rosedale-ave-glen-huntly-vic-3163-16103695,12742.22,1092.22,3163,285.0
592,3-brisbane-street-murrumbeena-vic-3163-16099765,13708.96,1205.53,3163,495.0
593,3-3-mackay-ave-carnegie-vic-3163-16098646,13392.44,1144.99,3163,460.0
594,3-4-beverley-street-glen-huntly-vic-3163-16109544,12618.58,1110.6,3163,450.0
595,3-10-adelaide-street-murrumbeena-vic-3163-16109631,13844.02,1213.02,3163,300.0
596,3-29-mernda-ave-carnegie-vic-3163-16103178,13458.78,1184.74,3163,330.0
597,10-5-wilson-street-murrumbeena-vic-3163-16104133,14163.26,1261.7,3163,230.0
598,4-16-toward-street-murrumbeena-vic-3163-16094879,14806.85,1302.93,3163,425.0
599,3-25-shepparson-avenue-carnegie-vic-3163-16094973,13325.34,1160.8,3163,340.0
600,6-45-coorigil-road-carnegie-vic-3163-16091052,14148.98,1231.74,3163,290.0
601,6-20-gerald-st-murrumbeena-vic-3163-16097327,14931.54,1348.14,3163,350.0
602,2-109-grange-road-glen-huntly-vic-3163-16091489,12529.77,1080.55,3163,265.0
603,82-115-neerim-road-glen-huntly-vic-3163-16095621,12000.57,1041.22,3163,350.0
604,28-lyons-street-carnegie-vic-3163-16096310,13575.7,1162.98,3163,700.0
605,203-1298-glen-huntly-road-carnegie-vic-3163-16106830,13329.09,1137.34,3163,495.0
606,19-160-grange-road-carnegie-vic-3163-16092925,13162.02,1130.82,3163,280.0
607,2-67-moonya-rd-carnegie-vic-3163-16098026,14594.32,1279.67,3163,320.0
608,257-koornang-road-carnegie-vic-3163-16108611,13931.57,1200.35,3163,670.0
609,2-45-browns-road-bentleigh-east-vic-3165-16104783,17397.22,1438.54,3165,420.0
610,310-24-becket-avenue-bentleigh-east-vic-3165-16098565,17353.07,1433.13,3165,360.0
611,1-bethwyn-street-bentleigh-east-vic-3165-16103205,16608.83,1409.31,3165,495.0
612,7a-fraser-street-bentleigh-east-vic-3165-16104506,17530.69,1561.02,3165,950.0
613,6-27-gladwyn-avenue-bentleigh-east-vic-3165-15284183,16115.26,1399.84,3165,430.0
614,103-16-malane-street-bentleigh-east-vic-3165-16098175,17043.88,1444.16,3165,380.0
615,26a-bonny-street-bentleigh-east-vic-3165-16058750,19203.43,1573.44,3165,1150.0
616,3-54-hill-street-bentleigh-east-vic-3165-16091798,17906.26,1494.34,3165,400.0
617,202-53-browns-road-bentleigh-east-vic-3165-16097230,17392.02,1437.29,3165,545.0
618,9a-9b-ludwell-crescent-bentleigh-east-vic-3165-16092784,19448.29,1678.44,3165,900.0
619,1-kadir-street-bentleigh-east-vic-3165-16110561,17510.98,1514.34,3165,420.0
620,1-45-neville-st-bentleigh-east-vic-3165-16095004,17800.91,1515.7,3165,650.0
621,6-berrima-street-oakleigh-east-vic-3166-15137796,23578.95,1625.72,3166,450.0
622,17-crown-close-oakleigh-east-vic-3166-16113552,23532.99,1629.15,3166,520.0
623,3-60-patrick-street-oakleigh-east-vic-3166-16099764,24541.23,1673.18,3166,650.0
624,2-1845-dandenong-road-oakleigh-east-vic-3166-16092807,24965.02,1730.78,3166,850.0
625,3-14-carmichael-road-oakleigh-east-vic-3166-16091410,18335.9,1661.96,3166,650.0
626,9-parer-street-oakleigh-vic-3166-16093353,19285.77,1686.54,3166,540.0
627,1-2-mill-road-oakleigh-vic-3166-15374846,16909.34,1474.34,3166,630.0
628,3-28a-carlisle-crescent-hughesdale-vic-3166-15840574,16351.05,1408.27,3166,510.0
629,3-1845-dandenong-road-oakleigh-east-vic-3166-16092754,24965.02,1730.78,3166,950.0
