rent_address,min_distance,min_duration
18-park-grove-richmond-vic-3121-16105798,9753.0,878.48
203-5-7-wilson-street-south-yarra-vic-3141-15197334,5914.3,713.72
207-8-burrowes-street-ascot-vale-vic-3032-16105755,10754.67,1075.36
2604-89-gladstone-street-south-melbourne-vic-3205-16097179,1781.86,227.45
5-19-palmer-street-richmond-vic-3121-16098868,7918.14,918.83
1-142-booran-road-caulfield-south-vic-3162-16107934,12454.88,1055.7
1-12-stawell-street-kew-vic-3101-16108050,12880.04,1215.57
6-hillside-road-mount-waverley-vic-3149-16099260,17755.67,1684.06
1101-77-river-street-south-yarra-vic-3141-15537769,5807.29,692.72
504-649-chapel-street-south-yarra-vic-3141-16097235,5734.13,688.6
25-maple-walk-moonee-ponds-vic-3039-16097397,11594.92,1160.67
12-murray-street-richmond-vic-3121-16103776,10360.75,950.08
801-8-joseph-road-footscray-vic-3011-16109999,8677.85,978.58
14-13-rosedale-ave-glen-huntly-vic-3163-16103695,12742.22,1092.22
5-32-bay-street-brighton-vic-3186-16104811,9315.88,977.81
14-rosella-road-parkdale-vic-3195-16103628,26108.71,2345.64
1-velra-ave-murrumbeena-vic-3163-16091106,16922.47,1437.35
3-outlook-drive-kalorama-vic-3766-16093096,50581.68,3696.4
202-8-blanche-street-st-kilda-vic-3182-16095573,5103.85,499.16
7-norwood-rd-caulfield-north-vic-3161-16111976,7713.44,765.18
1-3-7-sebastopol-street-st-kilda-east-vic-3183-16104975,6445.37,629.13
2-21-munro-st-hawthorn-east-vic-3123-16108516,11932.97,1123.81
g07-12-14-dickens-street-elwood-vic-3184-16098537,6285.75,646.59
4-32-power-street-hawthorn-vic-3122-16103495,11779.78,1122.78
6-labassa-grove-caulfield-north-vic-3161-16110340,7810.44,726.51
1713-25-therry-street-melbourne-vic-3000-16097001,5521.11,618.18
c306-11-shamrock-street-abbotsford-vic-3067-16103805,8752.05,1013.66
1b-hazel-grove-pascoe-vale-vic-3044-16098940,15046.23,1363.19
74-myers-parade-altona-meadows-vic-3028-16094320,23030.47,1490.28
1e-wilmot-street-malvern-vic-3144-16095645,12198.95,1068.54
1-9-poets-grove-elwood-vic-3184-16100027,7632.4,783.07
3-1845-dandenong-road-oakleigh-east-vic-3166-16092754,24965.02,1730.78
south-melbourne-vic-3205-15842582,2341.97,279.16
6-fairview-drive-cheltenham-vic-3192-16111130,20639.63,1898.79
1-8-10-lincoln-road-essendon-vic-3040-16095553,13749.5,1335.13
476b-sydney-road-brunswick-vic-3056-16101831,9966.13,1081.23
unit-1607-50-claremont-st-south-yarra-vic-3141-16111948,5601.63,713.74
4-5-winton-road-malvern-east-vic-3145-16103745,13263.56,1195.08
33-theodore-avenue-noble-park-vic-3174-16104719,37778.57,2325.69
24-macpherson-street-carlton-north-vic-3054-16092806,8743.54,961.46
801-8-joseph-road-footscray-vic-3011-16109999,8677.85,978.58
26-hastings-road-hawthorn-east-vic-3123-16107338,12396.1,1136.71
3-54-kooyong-road-caulfield-north-vic-3161-16104819,8278.84,779.87
1-5-te-arai-ave-st-kilda-east-vic-3183-16103327,7401.22,740.2
9-clapperton-street-bentleigh-vic-3204-16092512,14751.99,1228.69
348-gooch-street-thornbury-vic-3071-16099884,15288.33,1526.71
508-216-rouse-street-port-melbourne-vic-3207-16108824,1072.39,174.85
2-6-8-keogh-court-pascoe-vale-vic-3044-16099318,16390.44,1503.36
816-101-therry-st-melbourne-vic-3000-16068338,5503.84,607.52
26-cummins-road-brighton-east-vic-3187-16105212,15792.99,1406.68
30-390-queen-street-altona-meadows-vic-3028-16110953,22190.67,1378.01
16-york-street-caulfield-south-vic-3162-16112581,11097.14,958.73
19-160-grange-road-carnegie-vic-3163-16092925,13162.02,1130.82
1404-4-joseph-road-footscray-vic-3011-15362715,8623.64,972.08
808-2-joseph-road-footscray-vic-3011-15874277,8551.68,963.44
4-13-blackburn-street-surrey-hills-vic-3127-16109055,18082.21,1621.99
208-611-sydney-road-brunswick-vic-3056-15144017,10432.41,1137.73
24-prospect-hill-road-camberwell-vic-3124-16092042,13237.55,1234.48
21-findon-crescent-kew-vic-3101-16113943,11904.3,1106.21
114-4-acacia-place-abbotsford-vic-3067-16097009,11104.7,1027.79
806-296-victoria-parade-east-melbourne-vic-3002-13799976,6336.05,744.06
63-monash-ave-balwyn-vic-3103-16111877,16903.5,1519.73
3-40-glenbrook-avenue-clayton-vic-3168-16111672,24355.34,1654.06
8-1091-burke-road-hawthorn-east-vic-3123-16096688,14106.45,1285.43
g07-3-claire-street-mckinnon-vic-3204-15478778,15257.11,1291.1
2-147-lawrence-street-wodonga-vic-3690-16107639,319682.19,13021.9
1-368-graham-street-port-melbourne-vic-3207-16093260,1717.2,217.57
413-11-urquhart-street-coburg-vic-3058-15467995,14233.28,1489.58
9-40-ormond-road-elwood-vic-3184-16104855,7037.71,714.72
4-470-punt-road-south-yarra-vic-3141-16111404,4952.44,598.06
313-394-collins-street-melbourne-vic-3000-15401052,4182.16,469.29
306-267-277-lygon-street-brunswick-vic-3056-16099911,9826.27,1036.79
145a-church-street-brighton-vic-3186-16108276,11399.06,1161.2
4-19-milton-street-elwood-vic-3184-16106784,6772.93,708.45
4-92-brougham-street-kew-vic-3101-16092405,13152.19,1255.3
33-bell-street-fitzroy-vic-3065-16110446,6969.02,805.6
5-8-john-street-elwood-vic-3184-16106183,7261.55,756.97
21-high-street-kew-vic-3101-16111438,11736.37,1077.99
213-albert-street-brunswick-vic-3056-16112143,9964.74,1083.64
10-798-warrigal-road-malvern-east-vic-3145-16103154,19311.36,1382.39
3-188-bay-road-sandringham-vic-3191-16112438,17737.73,1629.6
28-somerset-road-glen-iris-vic-3146-16108831,15734.26,1323.71
6-5-winifred-essendon-vic-3040-16105691,15355.55,1380.95
2-12-chastleton-avenue-toorak-vic-3142-16111165,9184.79,829.2
42-321-chapel-street-prahran-vic-3181-16094332,6891.35,711.33
2-7-ormond-road-ormond-vic-3204-16096904,14371.53,1245.79
1215-7-claremont-street-south-yarra-vic-3141-16108496,5805.85,750.5
11-115-victoria-rd-hawthorn-east-vic-3123-16099268,13264.32,1216.69
2-6-charlotte-place-st-kilda-vic-3182-16104068,5674.64,586.21
1-16-darling-street-south-yarra-vic-3141-16100628,5176.24,621.96
208-20-station-street-highett-vic-3190-16092254,18829.11,1745.02
35-mahla-avenue-wollert-vic-3750-16092524,28677.32,2642.63
5-61-stanley-street-west-melbourne-vic-3003-16105408,4717.77,541.13
204-294-lygon-street-brunswick-east-vic-3057-15429522,9956.67,1051.86
16-rossmoyne-street-thornbury-vic-3071-16107643,13080.56,1275.04
4-peter-st-south-yarra-vic-3141-16111285,5323.56,638.79
2-17-railway-parade-murrumbeena-vic-3163-16109008,14264.18,1280.53
1-2-cunningham-place-oakleigh-south-vic-3167-16094025,23414.58,2007.44
204-27-the-avenue-windsor-vic-3181-16103482,7178.39,723.94
3-28a-carlisle-crescent-hughesdale-vic-3166-15840574,16351.05,1408.27
18-112-riversdale-road-hawthorn-vic-3122-16108055,10831.48,1013.75
511-37-39-park-street-south-melbourne-vic-3205-16111490,2753.21,366.0
5-4-little-buckingham-street-richmond-vic-3121-16099408,7827.75,912.97
1202-31-spring-street-melbourne-vic-3000-16111139,5115.81,614.32
4-49a-tennyson-street-elwood-vic-3184-16109927,7144.53,719.17
3-17-moorhouse-street-richmond-vic-3121-13330833,6584.13,790.37
1-koetong-crescent-west-wodonga-vic-3690-16112153,316076.56,12864.05
3201-245-city-road-southbank-vic-3006-16094069,2277.29,293.11
3-aisbett-ave-camberwell-vic-3124-16109108,16116.88,1428.95
33-campbell-street-brighton-vic-3186-16104223,9227.99,950.87
110-22-chatham-street-prahran-vic-3181-16104912,6785.68,702.77
43-eastbourne-street-prahran-vic-3181-16099313,6535.75,688.67
5-princes-place-port-melbourne-vic-3207-16095122,1505.31,240.11
2-1-mitchell-court-noble-park-vic-3174-16091711,33447.84,2086.29
106-35-victoria-parade-collingwood-vic-3066-16093671,6584.97,756.82
6-183-coppin-street-richmond-vic-3121-16105773,9628.73,850.72
g01-43-crisp-street-hampton-vic-3188-16104598,14936.62,1504.44
5-9-rosstown-road-carnegie-vic-3163-16110849,12227.11,1106.4
6-8-clyde-street-kew-east-vic-3102-16106556,15063.11,1425.69
114-4-acacia-place-abbotsford-vic-3067-16097009,11104.7,1027.79
135-spring-street-west-port-melbourne-vic-3207-16110342,987.82,149.88
211-7-red-hill-terrace-doncaster-east-vic-3109-16092464,29549.95,2142.09
1-540-glenhuntly-road-elsternwick-vic-3185-12838412,10022.27,907.87
937-riversdale-road-surrey-hills-vic-3127-16095527,15976.61,1445.2
108a-queens-parade-fitzroy-north-vic-3068-16113014,8556.99,1011.97
