rent_address,min_distance,min_duration
46-nicholson-street-brunswick-east-vic-3057-16112281,9907.34,1086.67
1-52-medway-street-box-hill-vic-3128-16112906,23589.91,1750.28
5-327-dandenong-road-prahran-vic-3181-16112180,7840.76,765.94
6-eyre-st-balwyn-vic-3103-16095631,15759.08,1443.83
306-198-st-kilda-road-st-kilda-vic-3182-16113646,5611.49,578.18
3-52-baker-street-richmond-vic-3121-16098254,8580.81,1003.07
6-30-munro-st-hawthorn-east-vic-3123-16112646,11801.7,1093.45
2-47-brighton-road-st-kilda-vic-3182-16103420,7551.87,722.91
1-15-melbourne-street-murrumbeena-vic-3163-16103337,14078.93,1258.4
8-grange-road-sandringham-vic-3191-15431555,16032.51,1592.72
6-507-dandenong-road-armadale-vic-3143-16098888,9138.07,857.46
304-708-burwood-rd-hawthorn-east-vic-3123-16096604,12696.5,1157.24
7-2a-burnie-street-toorak-vic-3142-16108212,7253.99,891.76
24-henderson-street-south-melbourne-vic-3205-16091414,553.33,98.23
1-20-carramar-street-chadstone-vic-3148-16100769,16541.47,1552.28
303-11-hoddle-street-collingwood-vic-3066-16093268,7709.76,874.65
502-46-villiers-street-north-melbourne-vic-3051-16091326,6410.45,715.93
201-21-mills-boulevard-alphington-vic-3078-16094987,13359.11,1351.56
8-jenkin-street-brunswick-vic-3056-16107288,9848.58,1056.61
1-kalymna-grove-st-kilda-east-vic-3183-16110858,7029.09,667.83
10-55-heller-street-brunswick-west-vic-3055-16099137,10356.79,1030.48
unit-1607-50-claremont-st-south-yarra-vic-3141-16111948,5601.63,713.74
g02-555-burke-road-camberwell-vic-3124-16095744,13302.39,1134.74
314-14-elizabeth-street-malvern-vic-3144-16110243,11559.22,1092.79
10-edlington-street-hawthorn-vic-3122-16113945,12148.69,1125.52
