rent_address,min_distance,min_duration
7-15-rosedale-avenue-glen-huntly-vic-3163-16095521,12793.56,1101.46
33-400-little-collins-street-melbourne-vic-3000-16022489,4248.62,475.59
205-211-44-barkly-street-st-kilda-vic-3182-15694325,4944.71,488.4
72b-napier-street-south-melbourne-vic-3205-16109558,2543.84,310.81
19-122-high-street-preston-vic-3072-16112735,14197.33,1346.12
10-henrietta-st-hawthorn-vic-3122-16094383,10856.44,1022.49
110-182-whitehorse-road-balwyn-vic-3103-15840276,16322.04,1468.92
148-bay-street-brighton-vic-3186-16111243,10048.63,1016.27
2-103-waverley-road-chadstone-vic-3148-16098229,19626.02,1432.48
2512-70-southbank-boulevard-southbank-vic-3006-16097066,2978.8,398.43
316b-south-road-hampton-east-vic-3188-16101248,15675.9,1513.16
1-43-barkly-street-carlton-vic-3053-16114029,6831.12,775.08
6-75-westbury-street-st-kilda-east-vic-3183-16104087,6352.74,614.56
106-471-malvern-road-south-yarra-vic-3141-16099095,7682.69,756.34
1-kadir-street-bentleigh-east-vic-3165-16110561,17510.98,1514.34
3-1-coane-street-oakleigh-east-vic-3166-16110864,20072.8,1773.7
10-5-wilson-street-murrumbeena-vic-3163-16104133,14163.26,1261.7
10-1231-malvern-road-malvern-vic-3144-16097026,10942.87,1026.24
1-125-henty-street-reservoir-vic-3073-16113414,17321.41,1671.74
2-grace-court-kew-vic-3101-16095943,12859.86,1258.62
118-normanby-avenue-thornbury-vic-3071-16109205,12453.29,1221.23
2-31-howitt-street-south-yarra-vic-3141-16109026,7990.05,800.93
62a-union-street-windsor-vic-3181-16096060,5495.28,565.19
2-55-avoca-street-south-yarra-vic-3141-16103349,5083.35,636.52
207-6-mater-street-collingwood-vic-3066-16091253,8118.1,968.74
503-147-beach-street-port-melbourne-vic-3207-16113115,2603.36,321.27
3-1a-wimba-avenue-kew-vic-3101-16100819,14169.75,1308.34
6-44-type-street-richmond-vic-3121-16099000,9732.44,885.65
p18w-189-powlett-street-east-melbourne-vic-3002-16107539,6846.18,784.7
311-39-park-street-south-melbourne-vic-3205-16109887,2731.0,364.23
3-20-24-dublin-road-ringwood-east-vic-3135-16112504,33788.8,2271.88
3-291-rathmines-street-thornbury-vic-3071-16091151,14087.66,1389.29
4-odessa-street-st-kilda-vic-3182-16094649,5556.57,578.22
205-6-8-wellington-road-box-hill-vic-3128-16110292,23487.66,1780.9
6-berrima-street-oakleigh-east-vic-3166-15137796,23578.95,1625.72
1-62-simpson-st-east-melbourne-vic-3002-16099921,6974.32,817.03
906-14-queens-road-melbourne-vic-3004-16104224,3569.69,497.92
8-victoria-road-northcote-vic-3070-16093432,12177.39,1265.88
703-500-flinders-street-melbourne-vic-3000-16102690,3727.43,429.1
310-380-bay-street-brighton-vic-3186-16097678,10751.47,1096.46
1-40-glenbrook-avenue-clayton-vic-3168-16110445,24355.34,1654.06
2-23-amaroo-street-chadstone-vic-3148-15802799,16464.35,1533.77
16-197-auburn-road-hawthorn-vic-3122-16109889,11850.21,1097.22
10-15-inkerman-street-st-kilda-vic-3182-16111511,4961.36,473.68
3-34-durham-road-surrey-hills-vic-3127-16103162,16228.69,1493.43
5-90-toorak-road-west-south-yarra-vic-3141-16096683,4130.89,518.5
9-4-normanby-street-windsor-vic-3181-16103941,7181.38,756.77
49-northcote-road-armadale-vic-3143-16097996,9222.22,942.64
12-valiant-street-abbotsford-vic-3067-16098146,8781.39,1005.26
103-38-nicholson-street-fitzroy-north-vic-3068-16097154,9806.57,1075.88
9-pine-camberwell-vic-3124-16112483,13818.78,1158.49
21-361-royal-parade-parkville-vic-3052-16104740,8143.2,883.04
27-pepperell-lane-malvern-east-vic-3145-16109184,12307.09,1104.87
312b-399-bourke-street-melbourne-vic-3000-16096996,4465.95,493.42
305-115-nott-street-port-melbourne-vic-3207-16105599,1240.0,212.93
207-6-station-st-caulfield-north-vic-3161-16108569,10503.26,915.52
9-312-316-barkers-road-hawthorn-vic-3122-16109610,12782.02,1200.69
301-27-dickmann-street-richmond-vic-3121-16112647,7060.45,845.95
37a-bambra-road-caulfield-north-vic-3161-16098329,10192.12,891.15
4-3-finchley-court-hawthorn-vic-3122-16104849,11163.63,1056.89
210-12-napier-street-footscray-vic-3011-16100855,8221.3,894.18
104-16-cobden-street-north-melbourne-vic-3051-16096636,5725.55,640.8
1-127-cambridge-street-collingwood-vic-3066-16091234,7408.52,860.43
3-22-wave-street-elwood-vic-3184-16095176,7395.71,763.59
128-gordon-street-balwyn-vic-3103-16091813,16767.27,1511.47
1806-8-joseph-road-footscray-vic-3011-16109988,8677.85,978.58
9-164-wattletree-road-malvern-vic-3144-16100352,9484.69,899.36
429-burnley-street-richmond-vic-3121-16100386,8720.65,773.36
1008-68-cambridge-street-collingwood-vic-3066-16096565,6995.33,799.72
103-567-569-glenferrie-road-hawthorn-vic-3122-16108509,10865.41,1016.2
66-albany-road-toorak-vic-3142-16109249,7698.76,884.88
6-mckay-avenue-black-rock-vic-3193-16110627,17683.21,1695.91
37-109-lygon-street-carlton-vic-3053-16105252,6040.41,676.51
209-427-hampton-street-hampton-vic-3188-16108518,13904.04,1351.08
3-529-balcombe-rd-black-rock-vic-3193-16100369,19064.62,1809.22
17-29-kooyong-road-armadale-vic-3143-16109622,8678.89,832.41
7-94-eskdale-rd-caulfield-north-vic-3161-16111066,10256.92,923.15
22-kiewa-east-road-tangambalanga-vic-3691-16101133,340657.28,14293.14
46-mutton-road-fawkner-vic-3060-15915330,19940.34,1763.45
3-17-munro-st-kew-east-vic-3102-16104263,16210.21,1385.14
24-6-hensley-road-lalor-vic-3075-16093487,23564.27,2214.45
1-20-lincoln-street-oakleigh-vic-3166-16107897,17608.47,1568.08
315-118-russell-street-melbourne-vic-3000-16108688,4972.05,577.52
1-791-malvern-road-toorak-vic-3142-16098134,9287.33,912.83
7-680-malvern-road-prahran-vic-3181-16097081,8313.4,816.49
23-milan-street-mentone-vic-3194-16094642,23494.53,2201.57
42-cassels-road-brunswick-vic-3056-16110238,11392.37,1266.73
98a-stawell-street-richmond-vic-3121-16104417,9465.72,840.96
2-29-wheeler-street-ormond-vic-3204-16107896,14476.14,1217.15
5-33-parkhill-road-kew-vic-3101-16112182,14262.21,1314.82
710-stud-road-scoresby-vic-3179-15268201,38517.11,2243.78
3-112-114-huntingdale-road-mount-waverley-vic-3149-14880327,19307.6,1702.07
66-spring-street-east-port-melbourne-vic-3207-16111770,743.26,127.17
1140-dandenong-rd-carnegie-vic-3163-16097320,13026.01,1164.5
108-139-143-bouverie-street-carlton-vic-3053-16100726,6202.72,698.7
110-brunswick-road-brunswick-vic-3056-16103107,9378.93,984.16
2-9-lillimur-road-ormond-vic-3204-16107547,14141.13,1205.73
2-melville-avenue-geelong-west-vic-3218-16090991,76551.08,3739.59
112-124-palmerston-street-carlton-vic-3053-16103862,7416.28,834.53
152-nelson-road-south-melbourne-vic-3205-16106350,843.89,149.17
3-107-park-crescent-williamstown-north-vic-3016-16108944,12464.71,1169.87
147-stewart-st-brunswick-east-vic-3057-16108585,10683.71,1119.84
6-230-dawson-street-brunswick-west-vic-3055-16103397,11279.28,1115.19
2-45-queen-street-ormond-vic-3204-16101296,13902.67,1157.76
6-4-holloway-street-ormond-vic-3204-16099235,14166.72,1213.68
2-45-browns-road-bentleigh-east-vic-3165-16104783,17397.22,1438.54
62-queens-avenue-caulfield-east-vic-3145-16104907,11403.62,1006.13
