rent_address,min_distance,min_duration
211-2a-clarence-street-malvern-east-vic-3145-16106072,10763.08,1018.98
5-68-edgar-street-north-glen-iris-vic-3146-16105927,13241.98,1165.99
2-62-screen-street-frankston-vic-3199-16094995,57580.49,3126.78
1-41-kooyong-rd-caulfield-north-vic-3161-16113276,8255.45,774.45
13-raglan-street-port-melbourne-vic-3207-16096777,845.39,150.43
312-57-spencer-street-docklands-vic-3008-16108605,3566.02,396.96
3-brisbane-street-murrumbeena-vic-3163-16099765,13708.96,1205.53
g04-66-waterloo-road-northcote-vic-3070-16108577,11983.76,1325.51
3-197-auburn-road-hawthorn-vic-3122-16096743,11850.21,1097.22
9a-rosamond-street-balaclava-vic-3183-16098659,6326.45,630.17
623-539-st-kilda-road-melbourne-vic-3000-16110078,4639.19,580.83
1108-20-shamrock-street-abbotsford-vic-3067-15091677,8782.62,1020.99
13-112-riversdale-road-hawthorn-vic-3122-16106515,10831.48,1013.75
501-243-franklin-street-melbourne-vic-3000-16098203,4968.22,568.53
206-801-whitehorse-road-mont-albert-vic-3127-16107016,19257.61,1709.1
6-33-grove-rd-hawthorn-vic-3122-16094567,11604.41,1081.86
9-21-rockley-road-south-yarra-vic-3141-16109121,6025.2,731.87
7-6-ripon-grove-elsternwick-vic-3185-16100128,8629.89,847.58
9-182-hawdon-street-heidelberg-vic-3084-16105331,19928.79,1793.96
7-162-brighton-road-ripponlea-vic-3185-16100540,8313.93,793.27
5-selbourne-street-hawthorn-vic-3122-16100969,12332.87,1187.34
14-3-balston-street-balaclava-vic-3183-16112313,6443.16,631.83
38-vermont-street-wodonga-vic-3690-16093688,318267.22,13068.67
g2-26-nicholson-street-fitzroy-north-vic-3068-16108768,9715.62,1065.3
203-120-hotham-street-st-kilda-east-vic-3183-16098448,7176.51,687.63
3-43-gillies-street-fairfield-vic-3078-16100715,14510.5,1438.29
205-1-redhill-terrace-doncaster-east-vic-3109-16094041,29476.82,2124.55
28-rimmington-way-rockbank-vic-3335-16099477,36573.54,1928.24
124-abbott-st-sandringham-vic-3191-16111338,16224.99,1565.66
15-queen-street-fitzroy-north-vic-3068-16098797,9909.14,1108.25
2-2-rae-court-prahran-vic-3181-16092519,7262.08,736.7
303-88-beaconsfield-parade-albert-park-vic-3206-16095682,1278.55,134.87
14-lesney-street-richmond-vic-3121-16111270,6918.77,823.18
147-patterson-road-bentleigh-vic-3204-16099099,17584.51,1461.62
2-4-prior-rd-malvern-east-vic-3145-16096071,18910.97,1360.33
20-davison-street-richmond-vic-3121-6782699,8758.1,1005.71
8-pindari-drive-bayswater-vic-3153-16113044,37523.08,2437.08
6-27-gladwyn-avenue-bentleigh-east-vic-3165-15284183,16115.26,1399.84
41-balgowlah-avenue-keysborough-vic-3173-16104670,38883.89,2213.55
9-parer-street-oakleigh-vic-3166-16093353,19285.77,1686.54
4-16-toward-street-murrumbeena-vic-3163-16094879,14806.85,1302.93
101-96-curzon-street-north-melbourne-vic-3051-16099695,5737.35,643.88
4-11-allambee-avenue-camberwell-vic-3124-16100759,14436.74,1374.8
206-470-smith-street-collingwood-vic-3066-16095724,8056.53,949.99
165-patterson-road-bentleigh-vic-3204-16096720,17756.61,1454.47
71-balcombe-drive-mount-martha-vic-3934-16113110,73940.58,3657.8
2b-donald-street-brunswick-vic-3056-16094762,11045.09,1202.22
3-kingsley-grove-mount-waverley-vic-3149-16098328,22939.48,1554.65
7-2-graham-street-port-melbourne-vic-3207-16107609,484.76,71.05
19-60-wattletree-road-armadale-vic-3143-16109919,8616.69,841.12
303-960-high-street-armadale-vic-3143-16100725,9289.91,881.7
4-28-banksia-street-clayton-vic-3168-16109082,19998.63,1817.34
1-150-grange-road-alphington-vic-3078-16099545,14255.23,1478.91
19-32-queens-road-melbourne-vic-3004-16099040,4012.94,521.48
3-allan-street-brunswick-vic-3056-16091524,9890.22,1044.75
9-17-st-leondards-avenue-st-kilda-vic-3182-16110829,4614.49,520.36
79-buckingham-street-richmond-vic-3121-16100639,8146.44,965.55
69-brighton-street-richmond-vic-3121-16096202,6775.43,834.58
110-raglan-street-preston-vic-3072-16103893,15278.93,1439.94
2-26-may-park-avenue-ashwood-vic-3147-16112429,16683.95,1537.21
78a-teddington-road-hampton-vic-3188-16105795,15583.08,1489.59
39-lawrence-street-wodonga-vic-3690-16114126,320257.13,13067.11
2-melville-avenue-newtown-vic-3220-16090991,76551.08,3739.59
7-1-duncraig-avenue-armadale-vic-3143-16107324,9130.84,875.43
g01-8-carroll-street-richmond-vic-3121-16105144,5926.98,840.83
27-ellsworth-crescent-camberwell-vic-3124-16093229,16408.21,1565.93
10-chucklecreek-lane-armstrong-creek-vic-3217-16110820,91971.95,4459.18
33-broomfield-road-hawthorn-east-vic-3123-16098753,11799.08,1093.04
5-548-moreland-road-brunswick-west-vic-3055-16109592,12546.31,1100.54
22-174-peel-street-windsor-vic-3181-16109077,5859.08,638.44
32-632-st-kilda-road-melbourne-vic-3004-16091641,5539.74,606.23
3-14-carmichael-road-oakleigh-east-vic-3166-16091410,18335.9,1661.96
1109-2-joseph-road-footscray-vic-3011-15421439,8551.68,963.44
2-413a-waverley-road-malvern-east-vic-3145-16112451,12990.18,1175.5
702-74-queens-road-melbourne-vic-3004-16113717,5785.15,607.65
1003-225-elizabeth-street-melbourne-vic-3000-16111540,4657.0,528.0
9-62-wattletree-road-armadale-vic-3143-16091210,8731.3,833.53
207-2-6-mccutcheon-street-northcote-vic-3070-15874383,11862.69,1214.0
72-austin-crescent-pascoe-vale-vic-3044-16108578,16502.68,1516.8
29-1066-lygon-street-carlton-north-vic-3054-16099369,8648.62,935.29
4-31-33-o-connor-street-brunswick-east-vic-3057-16109419,9790.11,1045.96
304-708-burwood-rd-hawthorn-vic-3122-16096604,12696.5,1157.24
23-11-auburn-gr-hawthorn-east-vic-3123-16106129,12164.02,1134.06
12-55-alexandra-street-st-kilda-east-vic-3183-16096796,7016.25,664.81
308-71-canterbury-street-richmond-vic-3121-14973757,9193.84,822.78
2-116-anderson-street-south-yarra-vic-3141-16100924,5138.75,630.62
304a-33-inkerman-st-st-kilda-vic-3182-16104398,5006.6,478.92
10-katta-court-ashwood-vic-3147-16092329,16827.57,1560.85
3-20-parkers-rd-parkdale-vic-3195-16096970,25140.95,2265.44
102-8a-evergreen-mews-armadale-vic-3143-16098928,8868.87,884.56
304-152-peel-street-windsor-vic-3181-16108695,6082.93,667.13
20-sycamore-street-caulfield-south-vic-3162-16111960,10602.41,924.63
27-4-wando-grove-st-kilda-east-vic-3183-16098295,7474.37,758.65
305-1200-high-street-malvern-vic-3144-15192944,9821.97,946.51
78-oakover-road-preston-vic-3072-16096755,13607.92,1380.82
3604-568-collins-street-melbourne-vic-3000-16102990,3617.04,395.58
15-gibdon-street-burnley-vic-3121-16105787,8453.9,735.88
19-552-moreland-road-brunswick-west-vic-3055-16112090,12515.58,1097.78
71-amelia-street-brunswick-vic-3056-16111322,9622.26,1014.8
4-71-esplanade-west-port-melbourne-vic-3207-16092101,368.86,56.51
