rent_address,min_distance,min_duration
304-27-dickmann-street-richmond-vic-3121-16113260,7060.45,845.95
14-acland-street-south-yarra-vic-3141-16100335,4916.38,601.72
1212-35-malcolm-street-south-yarra-vic-3141-16104529,5726.56,681.1
19-asquith-street-kew-vic-3101-16113258,13581.95,1311.61
2e-hopetoun-avenue-canterbury-vic-3126-16099464,15415.39,1423.97
7-mahla-ave-wollert-vic-3750-14803288,28561.03,2614.72
20a-burwah-avenue-brighton-east-vic-3187-16103434,14798.81,1275.4
1310-450-st-kilda-road-melbourne-vic-3004-16099990,3567.69,497.63
12-mccomb-lane-cranbourne-vic-3977-16106494,53534.84,2800.65
3-25-shepparson-avenue-carnegie-vic-3163-16094973,13325.34,1160.8
17-120-princes-street-port-melbourne-vic-3207-16101214,1338.57,209.6
607-253-bridge-road-richmond-vic-3121-16100906,7127.24,830.44
1014-22-24-jane-bell-lane-melbourne-vic-3000-16103081,5453.21,614.2
12-2-freeman-street-hawthorn-east-vic-3123-16099575,13072.3,1211.65
109-39-riversdale-road-hawthorn-vic-3122-16109227,10202.94,968.5
84-nott-street-port-melbourne-vic-3207-16112150,1226.9,211.93
604-8c-evergreen-mews-armadale-vic-3143-15223873,8868.87,884.56
310-24-becket-avenue-bentleigh-east-vic-3165-16098565,17353.07,1433.13
6-50-fitzroy-street-st-kilda-vic-3182-16096820,4333.13,402.92
3-1-alexandra-avenue-south-yarra-vic-3141-16103763,5095.2,658.06
12-24-dunoon-street-murrumbeena-vic-3163-16110351,14581.99,1261.74
385-burke-road-glen-iris-vic-3146-16096642,13494.71,1085.17
907-37-39-park-street-south-melbourne-vic-3205-15842582,2731.0,364.23
406-75-palmerston-crescent-south-melbourne-vic-3205-16093654,2964.34,382.51
34-abinger-street-richmond-vic-3121-16096038,7593.55,906.41
121-5-beavers-road-northcote-vic-3070-16088994,11837.03,1229.74
5-1011-glen-huntly-road-caulfield-vic-3162-16111675,11760.81,995.64
51-spearmint-boulevard-manor-lakes-vic-3024-13582212,38742.54,2565.23
8-9-celeste-court-st-kilda-east-vic-3183-16109885,7322.12,725.62
104-71-abinger-street-richmond-vic-3121-16096988,10143.21,901.66
2503-7-katherine-place-melbourne-vic-3000-16096811,3512.92,387.51
16-2-armadale-street-armadale-vic-3143-16092266,8746.0,844.49
1-3-7-sebastopol-street-st-kilda-vic-3182-16104975,6445.37,629.13
1701-620-collins-street-melbourne-vic-3000-16114048,3466.34,377.5
407-386-spencer-street-west-melbourne-vic-3003-16106534,4331.06,481.22
2-41-albenca-street-mentone-vic-3194-15355277,25844.66,2278.38
7-1344-dandenong-road-hughesdale-vic-3166-16112445,14864.43,1317.69
9a-spencer-street-northcote-vic-3070-16103679,11916.9,1203.75
2-horne-street-brunswick-vic-3056-16107121,9808.57,1040.83
257-koornang-road-carnegie-vic-3163-16108611,13931.57,1200.35
815-91-galada-avenue-parkville-vic-3052-16108978,9675.73,961.91
g02-178-union-rd-surrey-hills-vic-3127-16103762,17605.31,1589.64
33a-marcus-road-dingley-village-vic-3172-16097552,29556.62,2498.84
306-63-lygon-street-brunswick-east-vic-3057-16104850,9085.64,980.05
60-spring-street-east-port-melbourne-vic-3207-16113151,730.07,122.9
22-399-toorak-rd-south-yarra-vic-3141-16103168,6136.31,732.14
507-23-queens-road-melbourne-vic-3004-16098966,3847.79,514.51
20a-park-street-pascoe-vale-vic-3044-16100660,15363.12,1342.86
ug05c-55-camberwell-road-hawthorn-east-vic-3123-16065863,12760.32,1154.85
1-151-glen-huntly-rd-elwood-vic-3184-16095357,7754.54,764.74
214-15-31-batman-street-west-melbourne-vic-3003-14585741,4524.73,507.44
4-15-munro-st-kew-east-vic-3102-16103832,16227.97,1387.69
27-clynden-avenue-malvern-east-vic-3145-16105966,12595.41,1186.04
3-21-brickwood-st-brighton-vic-3186-16109290,8899.0,977.69
106-8-wells-st-southbank-vic-3006-16110505,3084.6,465.93
29-400-little-collins-street-melbourne-vic-3000-16022489,4248.62,475.59
16-2a-brougham-street-richmond-vic-3121-16094696,7511.14,896.01
05-07-lambeth-place-st-kilda-vic-3182-16111844,5459.93,563.57
23-palm-street-fairfield-vic-3078-16099457,13903.91,1445.75
7-15-hotham-st-st-kilda-east-vic-3183-16104219,6837.35,687.19
2-424-toorak-road-toorak-vic-3142-16103422,6493.47,768.05
207-2-willis-lane-hampton-east-vic-3188-16093050,14328.25,1418.73
714-11-urquhart-street-coburg-vic-3058-16097143,14233.28,1489.58
409-41-dryburgh-street-west-melbourne-vic-3003-16113705,5397.33,639.21
9-39-eildon-rd-st-kilda-vic-3182-14637707,4524.25,432.35
229b-1-19-colombo-street-mitcham-vic-3132-16106908,30047.43,2128.8
260-adderley-street-west-melbourne-vic-3003-16103206,5138.72,597.92
210-445-royal-parade-parkville-vic-3052-16105650,8313.48,913.69
1-flinders-street-coburg-vic-3058-15138487,15557.25,1376.15
3-fortelny-way-moonee-ponds-vic-3039-16103083,12729.82,1272.51
1-2-mill-road-oakleigh-vic-3166-15374846,16909.34,1474.34
3-1-alexandra-avenue-south-yarra-vic-3141-16103763,5095.2,658.06
5-16-blessington-court-st-kilda-vic-3182-16091470,5314.37,543.05
