rent_address,min_distance,min_duration
4-82-buckingham-street-richmond-vic-3121-16109770,8150.95,966.37
28-lyons-street-carnegie-vic-3163-16096310,13575.7,1162.98
685-orrong-rd-toorak-vic-3142-16111493,7187.59,843.59
3-119-mcdonald-st-mordialloc-vic-3195-16111302,27096.88,2471.93
21-palermo-street-south-yarra-vic-3141-16099286,5770.12,705.81
2-53-evans-street-brunswick-vic-3056-16092503,10086.22,1073.68
2-7-jika-place-richmond-vic-3121-16096685,6869.05,822.36
1-08-91-dow-street-port-melbourne-vic-3207-16108681,934.99,154.08
15-99-109-creswick-street-footscray-vic-3011-16105427,12135.18,1100.6
207g-31-napoleon-street-collingwood-vic-3066-16108865,7866.43,891.41
1-huntley-street-brighton-vic-3186-16110309,8047.84,823.14
144-high-st-glen-iris-vic-3146-16092883,14129.77,1296.43
43-bevan-street-albert-park-vic-3206-16109623,1463.15,176.31
4-26-davis-avenue-south-yarra-vic-3141-16111137,5188.49,657.86
3-15-leman-crescent-noble-park-vic-3174-16104774,35598.93,2143.93
62-hawksburn-road-south-yarra-vic-3141-16109344,6097.83,744.87
1-26-patty-street-mentone-vic-3194-16106737,21940.07,2056.11
3-60-patrick-street-oakleigh-east-vic-3166-16099764,24541.23,1673.18
2-1845-dandenong-road-oakleigh-east-vic-3166-16092807,24965.02,1730.78
2-22-ellesmere-road-prahran-vic-3181-16112401,7154.94,722.61
104-71-89-hobsons-road-kensington-vic-3031-16111222,8975.62,998.73
111-436-442-huntingdale-road-mount-waverley-vic-3149-16105315,20473.11,1504.61
9-39-studley-park-rd-kew-vic-3101-16110655,12634.64,1165.14
10-949-high-street-reservoir-vic-3073-15297144,17914.96,1720.06
201-26-30-waltham-street-sandringham-vic-3191-16102732,15267.79,1502.75
109-380-queensberry-street-north-melbourne-vic-3051-14961044,5638.18,661.19
49-spring-road-highett-vic-3190-16111073,17327.71,1609.01
608-627-victoria-street-abbotsford-vic-3067-16112055,10938.03,1020.62
17-352-victoria-street-north-melbourne-vic-3051-16112376,5408.82,625.42
78-allison-road-elsternwick-vic-3185-16092486,9511.48,881.6
9a-9b-ludwell-crescent-bentleigh-east-vic-3165-16092784,19448.29,1678.44
75-neptune-street-richmond-vic-3121-16110194,9629.38,876.97
4-17-colac-gr-belmont-vic-3216-15755710,85777.77,3946.72
3-54-hill-street-bentleigh-east-vic-3165-16091798,17906.26,1494.34
3511-151-city-road-southbank-vic-3006-16094411,2729.46,359.03
3-4-spencer-road-camberwell-vic-3124-16091161,13971.93,1319.78
4-8-10-lincoln-road-essendon-vic-3040-16098657,13749.5,1335.13
g03-1271-1273-high-street-malvern-vic-3144-16109656,10370.31,999.4
307-55-cumberland-drive-maribyrnong-vic-3032-16107543,11557.01,1295.03
9-39-studley-park-rd-kew-vic-3101-16110655,12634.64,1165.14
3-1-frederick-street-caulfield-south-vic-3162-16106461,13825.23,1147.85
12-kennealy-st-surrey-hills-vic-3127-16112779,16284.25,1525.87
238a-were-street-brighton-east-vic-3187-16110215,13782.72,1418.99
4-22-crimea-street-st-kilda-vic-3182-15808911,5618.03,583.21
5-48-farnham-street-flemington-vic-3031-16103716,9490.33,972.0
913-1-ascot-vale-road-flemington-vic-3031-14811213,9670.7,959.97
1-45-neville-st-bentleigh-east-vic-3165-16095004,17800.91,1515.7
30-233-235-canterbury-road-st-kilda-west-vic-3182-16108250,4153.27,383.23
1605-6-joseph-road-footscray-vic-3011-16109994,8669.32,977.56
2-9-oak-grove-ripponlea-vic-3185-16100046,7272.34,753.18
29-8-wellington-crescent-east-melbourne-vic-3002-16096702,5416.67,644.78
6-18-bute-st-murrumbeena-vic-3163-16112065,14849.77,1328.51
2b-waterloo-crescent-st-kilda-vic-3182-16103682,5247.35,506.1
10-21-university-street-carlton-vic-3053-10308643,6760.35,758.12
108-67-77-hawthorn-road-caulfield-north-vic-3161-16113540,9182.36,811.67
2-1-manatunga-street-clayton-vic-3168-16099845,25092.37,1767.09
67-clarke-street-northcote-vic-3070-16092703,10309.32,1064.83
804-1-olive-york-way-brunswick-west-vic-3055-15357145,13505.39,1216.34
10-arnold-place-wodonga-vic-3690-16109206,318270.03,13088.39
8-18-mercer-road-armadale-vic-3143-16098674,9936.49,980.58
2-9-virginia-street-springvale-vic-3171-16103573,30063.07,2205.12
43-bent-st-caulfield-south-vic-3162-16093981,12328.01,1054.66
107-7-9-cowra-street-brighton-vic-3186-16103475,11089.04,1149.13
7-connell-street-hawthorn-vic-3122-16112571,11329.92,1069.95
21-872-874-doncaster-road-doncaster-east-vic-3109-16093627,24747.8,1760.31
24-43-caroline-street-south-yarra-vic-3141-16105251,4816.83,597.81
16-42-waterloo-crescent-st-kilda-vic-3182-16112116,5237.32,510.94
17-6-adam-street-richmond-vic-3121-16100713,8748.01,771.15
701-101-therry-st-melbourne-vic-3000-16069017,5503.84,607.52
510-77-river-street-south-yarra-vic-3141-16093296,5807.29,692.72
1-107-grosvenor-street-balaclava-vic-3183-16096804,7422.25,714.86
13-7-sutherland-road-armadale-vic-3143-16113177,8389.49,847.16
2-27-leaburn-avenue-caulfield-north-vic-3161-16099564,8439.18,772.43
11-macquarie-road-wodonga-vic-3690-16100280,314363.06,12796.76
2-mayrose-crescent-brighton-east-vic-3187-16103263,12752.81,1288.89
4-18-loch-street-coburg-vic-3058-16092618,15200.19,1332.0
2-8-rupert-street-mitcham-vic-3132-16113687,32956.67,2213.33
