rent_address,mall,min_distance,min_duration
10-brooke-street-eaglemont-vic-3084-16087413,206 Bourke Street,1982.24,233.77
46-earl-street-windsor-vic-3181-16087402,Acland Court Shopping Centre,1117.49,115.49
g02-135-roden-street-west-melbourne-vic-3003-15657129,Box Hill Central,1047.37,152.49
3-31-chapel-street-st-kilda-east-vic-3183-16087349,Acland Court Shopping Centre,1566.41,149.5
19-22-somerville-road-hampton-park-vic-3976-16087306,206 Bourke Street,1417.45,217.71
121-5-beavers-road-northcote-vic-3070-16087294,206 Bourke Street,679.78,97.14
11-1062-1064-burke-road-balwyn-north-vic-3104-15337867,206 Bourke Street,3300.47,408.23
1-831-toorak-road-hawthorn-east-vic-3123-16087198,Altona Gate Shopping Centre,490.61,45.56
10a-cummins-rd-brighton-east-vic-3187-16087161,Acland Court Shopping Centre,2518.16,356.45
68-merton-street-albert-park-vic-3206-16087154,Barkly Square,3140.25,393.99
2-10-allambee-avenue-camberwell-vic-3124-16087120,206 Bourke Street,1944.09,236.43
35-108-124-union-street-brunswick-vic-3056-16087109,206 Bourke Street,951.51,90.87
103-88-tram-road-doncaster-vic-3108-14872098,Altona Gate Shopping Centre,828.41,101.32
106-1059-1061-dandenong-road-malvern-east-vic-3145-16087078,206 Bourke Street,546.43,89.85
12-cameron-street-richmond-vic-3121-14219096,Acland Court Shopping Centre,2428.28,373.86
3-53-wanda-rd-caulfield-north-vic-3161-16087035,Acland Court Shopping Centre,1596.96,194.06
10-193-fitzroy-street-st-kilda-vic-3182-16087017,206 Bourke Street,1638.09,197.98
434-elgar-road-box-hill-vic-3128-16087001,206 Bourke Street,1374.87,155.71
5-1a-lansdowne-street-st-kilda-east-vic-3183-16086953,Barrabool Hills Plaza,2546.61,283.87
107-182-barkly-street-st-kilda-vic-3182-16086941,206 Bourke Street,45.71,3.66
4-11-louise-avenue-mont-albert-vic-3127-16086905,206 Bourke Street,2485.87,264.65
1-13-ulupna-road-ormond-vic-3204-16086855,206 Bourke Street,3239.05,297.59
6-46a-corhampton-road-balwyn-north-vic-3104-16086851,Acland Court Shopping Centre,3915.6,470.07
305-439-bay-street-brighton-vic-3186-16086850,Barkly Square,5536.7,725.77
203-7-9-cowra-street-brighton-vic-3186-16086801,Barkly Square,5606.65,748.28
1112-8-mccrae-street-docklands-vic-3008-16086787,Barkly Square,684.22,149.51
12-7-alfred-square-st-kilda-vic-3182-16086740,206 Bourke Street,1002.22,126.6
19-154-164-rathmines-road-hawthorn-east-vic-3123-16086655,206 Bourke Street,1394.74,176.14
15-railway-avenue-ringwood-east-vic-3135-16086656,206 Bourke Street,2642.37,293.89
2-cassia-court-keysborough-vic-3173-16086595,Acland Court Shopping Centre,1727.04,181.56
5-64-moonya-road-carnegie-vic-3163-16086569,206 Bourke Street,1966.21,198.08
93-rowe-street-fitzroy-north-vic-3068-15629627,Belmont Village,3538.84,379.37
19-386-toorak-road-south-yarra-vic-3141-15398642,Barrabool Hills Plaza,392.88,40.41
20a-belvoir-street-doncaster-vic-3108-16086525,Acland Court Shopping Centre,3293.55,319.7
2-12-willow-glen-ct-dingley-village-vic-3172-16086455,206 Bourke Street,3329.27,295.19
27-duke-street-prahran-vic-3181-16086431,Acland Court Shopping Centre,981.5,103.92
56a-osborne-street-south-yarra-vic-3141-15943442,Bayside Shopping Centre,608.34,61.63
3-36-egan-street-richmond-vic-3121-16086330,Altona Gate Shopping Centre,2387.34,341.76
4-32-adrian-street-chadstone-vic-3148-16002735,Acland Court Shopping Centre,2509.29,254.24
61a-fifth-avenue-altona-north-vic-3025-16086328,206 Bourke Street,1612.84,188.27
11-245-williams-rd-south-yarra-vic-3141-16086320,Barrabool Hills Plaza,584.67,53.85
8-davison-place-south-yarra-vic-3141-16086287,Belmont Village,271.97,55.33
16-dundas-place-albert-park-vic-3206-16086265,Barrabool Hills Plaza,2834.14,375.76
52a-alexandra-street-st-kilda-east-vic-3183-16086233,206 Bourke Street,2598.35,238.98
104-184-186-bay-street-brighton-vic-3186-16086213,206 Bourke Street,5495.5,546.3
35-walpole-avenue-belmont-vic-3216-16086198,Acland Court Shopping Centre,2757.83,305.39
5-citron-avenue-balwyn-north-vic-3104-16086189,Altona Gate Shopping Centre,3560.69,377.1
g11-2-hobson-street-south-yarra-vic-3141-16086164,Altona Gate Shopping Centre,709.36,48.74
21-330-sydenham-road-sydenham-vic-3037-16086162,206 Bourke Street,2662.93,391.85
202-2a-royal-parade-caulfield-south-vic-3162-16086143,Acland Court Shopping Centre,3694.09,319.82
6-11-davis-street-kew-vic-3101-16020234,206 Bourke Street,2762.65,281.12
98-edgevale-road-kew-vic-3101-16086114,206 Bourke Street,3182.12,357.82
11-25-27-dunoon-street-murrumbeena-vic-3163-16086107,206 Bourke Street,1977.63,183.0
9-garland-terrace-point-cook-vic-3030-15364222,Acland Court Shopping Centre,2936.67,281.77
205-10-claremont-street-south-yarra-vic-3141-15150687,Box Hill Central,1117.44,153.87
39a-beech-st-caulfield-south-vic-3162-16085959,Acland Court Shopping Centre,4194.93,401.26
713-251-johnston-street-abbotsford-vic-3067-16085958,Bellarine Village Shopping Centre,3258.38,361.17
3b-wedd-street-cheltenham-vic-3192-16085952,Barkly Square,2597.03,373.24
2-46-orrong-cres-caulfield-north-vic-3161-16085943,Acland Court Shopping Centre,1688.92,185.32
707-435-nepean-highway-frankston-vic-3199-16085906,206 Bourke Street,342.94,66.52
g10-1-red-hill-terrace-doncaster-east-vic-3109-16085903,206 Bourke Street,938.74,127.78
1805-50-albert-road-south-melbourne-vic-3205-12112230,Bayside Shopping Centre,2426.59,279.86
7-10-nash-st-glen-iris-vic-3146-16085807,Barkly Square,2062.66,216.09
804s-227-toorak-rd-south-yarra-vic-3141-16085781,Bellpost Shopping Centre,217.04,18.33
1603-250-city-road-southbank-vic-3006-16085712,Brand Smart Premium Outlet Centre,1121.44,152.52
2-37-paxton-street-malvern-east-vic-3145-16085687,Acland Court Shopping Centre,1885.18,239.48
2-62-chapman-avenue-glenroy-vic-3046-16085659,206 Bourke Street,3286.97,391.39
6-12-phillip-street-mentone-vic-3194-13444145,Balnarring Village Shopping Centre,2019.54,339.31
9-566-glenferrie-road-hawthorn-vic-3122-16085611,206 Bourke Street,2695.24,235.92
10-633-inkerman-road-caulfield-north-vic-3161-16085522,Acland Court Shopping Centre,1599.31,189.81
6-laburnum-court-brighton-vic-3186-16085520,Balnarring Village Shopping Centre,5366.6,618.87
204-107-cambridge-street-collingwood-vic-3066-16085513,Balnarring Village Shopping Centre,2040.94,276.64
1-cassawory-place-safety-beach-vic-3936-16085503,206 Bourke Street,1478.71,200.0
5-34-bute-street-murrumbeena-vic-3163-16085475,206 Bourke Street,2344.17,271.43
130-corriedale-crescent-park-orchards-vic-3114-16040346,Altona Gate Shopping Centre,5161.93,528.2
2-melville-avenue-newtown-vic-3220-16090991,Altona Gate Shopping Centre,3170.42,309.81
5-186-bay-rd-sandringham-vic-3191-16090981,206 Bourke Street,2687.18,205.4
207-171-173-inkerman-street-st-kilda-east-vic-3183-16090952,206 Bourke Street,1165.08,143.34
2-rubens-grove-canterbury-vic-3126-16090938,206 Bourke Street,1535.04,192.0
