rent_address,mall,min_distance,min_duration
3-24-park-crescent-caulfield-north-vic-3161-16035184,Acland Court Shopping Centre,1075.58,160.25
215-253-normanby-road-south-melbourne-vic-3205-16034152,Barkly Square,900.87,167.28
11-hansens-lane-balnarring-beach-vic-3926-16017546,206 Bourke Street,2668.91,251.38
8-38-fitzroy-street-st-kilda-vic-3182-16016713,206 Bourke Street,1363.13,160.08
12-108-maribyrnong-road-moonee-ponds-vic-3039-16015441,Altona Gate Shopping Centre,1450.61,176.29
7-agnes-street-mont-albert-vic-3127-16014765,206 Bourke Street,1499.62,170.8
23a-bruce-street-toorak-vic-3142-16012345,Barkly Square,541.02,96.7
12-37-domain-street-south-yarra-vic-3141-16012333,Braybrook Shopping Centre,1832.07,194.59
10-marne-street-south-yarra-vic-3141-15981508,Brand Smart Premium Outlet Centre,1287.76,146.58
1-8-murphy-street-richmond-vic-3121-14865370,Barkly Square,1838.05,244.63
198-barkly-st-brunswick-vic-3056-16072946,206 Bourke Street,340.26,49.0
1-10-roseberry-grove-glen-huntly-vic-3163-16072245,Acland Court Shopping Centre,1747.43,190.45
4-26-wellington-street-st-kilda-vic-3182-16072089,206 Bourke Street,1721.25,201.87
11-16-kensington-road-south-yarra-vic-3141-16071890,Balnarring Village Shopping Centre,791.66,103.68
g01-39-riversdale-road-hawthorn-vic-3122-15235034,206 Bourke Street,2957.69,254.82
1715-220-spencer-street-melbourne-vic-3000-16071670,Box Hill Central,60.5,8.14
104-300-swanston-street-melbourne-vic-3000-13671355,Birallee Village Shopping Centre,531.64,94.49
2a-grant-street-oakleigh-vic-3166-16071525,Altona Gate Shopping Centre,1272.14,175.8
2-16-jenner-street-blackburn-south-vic-3130-16071370,Acland Court Shopping Centre,2775.21,331.79
314-499-st-kilda-road-melbourne-vic-3004-16071284,Belmont Village,1489.96,148.4
3-19-truganini-road-carnegie-vic-3163-16071226,206 Bourke Street,833.66,80.98
3-2-celeste-ct-st-kilda-east-vic-3183-16071218,Acland Court Shopping Centre,2211.91,236.09
46b-wingate-street-bentleigh-east-vic-3165-16071165,Altona Gate Shopping Centre,3027.21,331.42
2-6-stanhope-grove-camberwell-vic-3124-16071144,206 Bourke Street,1316.95,151.5
205-1059-1061-dandenong-road-malvern-east-vic-3145-16070994,206 Bourke Street,546.43,89.85
311-ross-street-port-melbourne-vic-3207-16070950,Barkly Square,1300.16,217.5
65-broughton-road-surrey-hills-vic-3127-16070938,206 Bourke Street,3662.06,345.67
284a-tucker-rd-ormond-vic-3204-16070662,206 Bourke Street,2800.13,269.76
4-84-ormond-road-elwood-vic-3184-16070658,206 Bourke Street,2320.54,244.96
313-110-roberts-street-west-footscray-vic-3012-16070615,Balnarring Village Shopping Centre,2673.18,259.37
12-carool-road-ashburton-vic-3147-16070361,Altona Gate Shopping Centre,2723.88,282.19
12-vale-street-east-melbourne-vic-3002-16070321,Altona Gate Shopping Centre,1890.32,316.43
4-mary-moodie-way-brunswick-east-vic-3057-16070244,206 Bourke Street,1365.02,211.85
14-98-100-carrington-road-box-hill-vic-3128-16070220,206 Bourke Street,978.22,115.7
27-elgin-street-carlton-vic-3053-16069803,Brimbank Central Shopping Centre,1915.0,239.04
704-111-parkview-road-alphington-vic-3078-16069779,206 Bourke Street,2050.38,228.71
5-8-devorgilla-ave-toorak-vic-3142-16069736,Bayside Shopping Centre,2066.21,187.43
113-436-burke-road-camberwell-vic-3124-16069716,Altona Gate Shopping Centre,994.84,94.83
3-11-stewart-street-hawthorn-east-vic-3123-16069694,206 Bourke Street,1052.55,132.41
36-beau-vorno-avenue-keysborough-vic-3173-16069684,Acland Court Shopping Centre,1305.92,140.01
47-clarke-street-newtown-vic-3220-16069677,Acland Court Shopping Centre,1967.18,302.65
1-910-burke-road-deepdene-vic-3103-16069623,206 Bourke Street,1689.3,250.03
114-clark-street-port-melbourne-vic-3207-16069584,Acland Court Shopping Centre,2489.59,390.27
7-27-avoca-street-south-yarra-vic-3141-16069516,Bourke Street Mall,861.17,104.28
31-garton-street-port-melbourne-vic-3207-16069433,Barkly Square,1583.63,245.57
24-snapshot-drive-coburg-north-vic-3058-16069368,206 Bourke Street,195.43,39.78
unit-1713-200-spencer-st-melbourne-vic-3000-16069309,Box Hill Central,247.52,29.06
48-yarra-street-abbotsford-vic-3067-16069226,Bellarine Village Shopping Centre,3079.41,342.65
48-thompson-road-upwey-vic-3158-16069181,206 Bourke Street,8729.19,885.9
40-kelvin-grove-prahran-vic-3181-16068985,Barrabool Hills Plaza,2033.41,215.9
5-17-ellesmere-road-prahran-vic-3181-16068966,Altona Gate Shopping Centre,2018.53,181.38
111-8-lygon-street-brunswick-east-vic-3057-16068888,206 Bourke Street,1103.53,139.92
4-mcpherson-street-brunswick-vic-3056-16068777,206 Bourke Street,3372.5,341.52
11-90-hambleton-street-middle-park-vic-3206-16068766,Acland Court Shopping Centre,3323.76,421.02
13-martin-street-south-melbourne-vic-3205-16068578,Barkly Square,2208.29,325.45
301-18-etna-street-glen-huntly-vic-3163-16068553,Acland Court Shopping Centre,2079.9,236.97
2-16-green-street-prahran-vic-3181-16068447,Acland Court Shopping Centre,978.83,110.71
10-86-park-street-st-kilda-west-vic-3182-16068440,206 Bourke Street,2050.01,247.25
1-lillian-street-glen-iris-vic-3146-16068377,Acland Court Shopping Centre,2769.3,299.57
1-26-redfern-road-hawthorn-east-vic-3123-16068361,206 Bourke Street,830.51,102.6
1-106-alexandra-street-st-st-kilda-east-vic-3183-16068309,Barrabool Hills Plaza,2460.83,275.08
8-16-chapel-street-st-kilda-vic-3182-16068250,206 Bourke Street,1607.12,169.93
5-hillcrest-road-beveridge-vic-3753-16068159,Acland Court Shopping Centre,18792.47,1352.82
7-gillyweed-avenue-clyde-north-vic-3978-14601307,Acland Court Shopping Centre,5676.63,664.0
102-729-sydney-road-coburg-vic-3058-16068134,206 Bourke Street,2452.66,252.6
10-wenden-grove-st-kilda-east-vic-3183-16068114,Acland Court Shopping Centre,2391.41,252.03
405-14-david-street-richmond-vic-3121-16068009,Balnarring Village Shopping Centre,1312.35,172.01
2-52-william-street-oakleigh-vic-3166-16067917,Altona Gate Shopping Centre,1434.68,145.54
3-34-mathoura-road-toorak-vic-3142-16067906,Barrabool Hills Plaza,642.27,69.1
4-317-dandenong-road-prahran-vic-3181-16067845,Acland Court Shopping Centre,1878.88,194.7
43-philipson-street-albert-park-vic-3206-16067830,Acland Court Shopping Centre,3712.25,444.38
5-69-river-street-richmond-vic-3121-16067702,Barkly Square,1895.91,239.34
805-81-queens-road-melbourne-vic-3004-16067649,206 Bourke Street,2395.19,335.04
2-6-scheele-street-surrey-hills-vic-3127-16067630,206 Bourke Street,2655.14,291.71
10-urandaline-grove-caulfield-vic-3162-16067602,Acland Court Shopping Centre,1883.37,230.46
3-1-birtles-st-balwyn-vic-3103-16067443,206 Bourke Street,3644.84,445.35
7-alexandra-street-st-kilda-east-vic-3183-16067396,206 Bourke Street,2167.94,238.57
28-gillies-street-fairfield-vic-3078-16067381,Acland Court Shopping Centre,2968.31,330.52
2-1266-toorak-road-camberwell-vic-3124-16067345,Acland Court Shopping Centre,4202.36,440.84
2-26-patricia-street-bentleigh-east-vic-3165-16067339,206 Bourke Street,3753.75,392.09
47-somerset-road-glen-iris-vic-3146-16067326,Altona Gate Shopping Centre,3092.72,315.69
2-appleton-street-richmond-vic-3121-16067294,Balnarring Village Shopping Centre,1190.19,154.47
12-30-swanston-street-mentone-vic-3194-16067279,Barkly Square,1433.22,204.35
98-johnston-st-collingwood-vic-3066-16067212,Balnarring Village Shopping Centre,2801.72,328.07
1652-dandenong-road-oakleigh-east-vic-3166-16067192,Acland Court Shopping Centre,2510.32,243.65
26-55-alexandra-st-st-kilda-east-vic-3183-16067159,Acland Court Shopping Centre,2661.02,247.64
26-victoria-grove-hawthorn-east-vic-3123-16067087,206 Bourke Street,1585.63,173.7
208-20-queen-street-blackburn-vic-3130-16067059,Balnarring Village Shopping Centre,1117.42,144.54
516-480-riversdale-road-hawthorn-east-vic-3123-16067030,206 Bourke Street,618.26,94.68
63-mcarthur-street-malvern-vic-3144-16067027,Balnarring Village Shopping Centre,1460.11,159.28
11-43-spenser-street-st-kilda-vic-3182-16067006,206 Bourke Street,819.34,132.56
