rent_address,mall,min_distance,min_duration
1201-8-joseph-road-footscray-vic-3011-16066987,206 Bourke Street,1026.36,157.92
7-reid-street-ashwood-vic-3147-16066841,Acland Court Shopping Centre,1271.59,147.63
24-spring-street-prahran-vic-3181-16066838,Barrabool Hills Plaza,1315.8,148.09
408d-615-victoria-street-abbotsford-vic-3067-16066835,Altona Gate Shopping Centre,850.06,119.72
3-57-59-brunswick-road-brunswick-east-vic-3057-16066832,206 Bourke Street,1224.53,154.79
5-airlie-street-brighton-vic-3186-16066747,206 Bourke Street,3440.32,385.14
5-14-olive-street-caulfield-south-vic-3162-16066746,Acland Court Shopping Centre,3612.51,333.47
2-3-ada-street-doncaster-vic-3108-16066714,Altona Gate Shopping Centre,1093.79,155.86
10a-mackie-road-bentleigh-east-vic-3165-16066650,206 Bourke Street,3868.55,375.34
1603-8-joseph-road-footscray-vic-3011-16066608,206 Bourke Street,1026.36,157.92
153-south-road-brighton-vic-3186-16066514,Acland Court Shopping Centre,5031.77,472.45
g43-347-camberwell-road-camberwell-vic-3124-16066506,206 Bourke Street,848.95,134.93
206-2-cedar-street-caulfield-south-vic-3162-15113111,Acland Court Shopping Centre,3434.66,301.89
205-85-maling-road-canterbury-vic-3126-16066413,206 Bourke Street,2521.91,311.04
4-13-elizabeth-street-oakleigh-east-vic-3166-16066381,Altona Gate Shopping Centre,2232.81,240.96
3-14-mccoll-court-brunswick-west-vic-3055-16066377,Acland Court Shopping Centre,2329.28,275.49
54-marriage-road-brighton-east-vic-3187-16066345,Acland Court Shopping Centre,4283.69,517.12
35-hoffman-cr-truganina-vic-3029-16066267,206 Bourke Street,3599.77,409.38
g05-523-dandenong-road-armadale-vic-3143-15178199,Acland Court Shopping Centre,827.77,108.99
11b-olive-st-hampton-vic-3188-16066090,Acland Court Shopping Centre,3546.92,363.32
27-anzac-crescent-williamstown-vic-3016-16066020,206 Bourke Street,7043.8,675.22
1007-238-flinders-st-melbourne-vic-3000-16066003,Balnarring Village Shopping Centre,578.63,73.14
207-770b-toorak-road-glen-iris-vic-3146-16065999,Altona Gate Shopping Centre,155.71,17.39
2-187-bank-street-south-melbourne-vic-3205-16065978,Brand Smart Premium Outlet Centre,1828.79,205.58
1211-260-spencer-street-melbourne-vic-3000-16065974,Box Hill Central,201.72,26.31
603-spencer-street-west-melbourne-vic-3003-16065963,Berwick Marketplace,1249.98,153.21
2-9-rennie-street-thornbury-vic-3071-16065901,Altona Gate Shopping Centre,1969.24,223.17
6-fordham-court-richmond-vic-3121-16065885,Berwick Marketplace,2279.54,294.07
1-3-colville-court-herne-hill-vic-3218-16065828,206 Bourke Street,3783.41,376.71
2-burramine-road-glen-waverley-vic-3150-16065822,Acland Court Shopping Centre,1168.56,160.77
1-11-churchill-street-doncaster-east-vic-3109-15856463,Acland Court Shopping Centre,3213.35,319.58
4-9-marlton-crescent-st-kilda-vic-3182-16065793,206 Bourke Street,2278.28,289.22
23-frank-street-eltham-vic-3095-16065746,206 Bourke Street,2300.56,299.42
16-lilian-parade-ringwood-vic-3134-16065729,Acland Court Shopping Centre,3521.02,395.04
65-francis-street-yarraville-vic-3013-16065715,Acland Court Shopping Centre,2885.07,351.39
3-6-creswick-street-glen-iris-vic-3146-16065631,Balnarring Village Shopping Centre,1452.95,152.0
2409-105-clarendon-street-southbank-vic-3006-16065583,Brand Smart Premium Outlet Centre,1101.52,128.74
222-burwood-highway-burwood-vic-3125-16065529,206 Bourke Street,4768.42,522.97
104-139-york-street-prahran-vic-3181-16065475,Balnarring Village Shopping Centre,467.01,31.99
316-330-lygon-street-brunswick-east-vic-3057-15187572,206 Bourke Street,1989.86,186.67
504-350-la-trobe-street-melbourne-vic-3000-15302782,Belmont Village,518.79,90.9
2-16-lyon-street-essendon-vic-3040-16065350,Barkly Square,2884.9,354.24
g10-43-45-the-avenue-balaclava-vic-3183-16065263,206 Bourke Street,2173.6,245.14
2-20-lyndhurst-crescent-brunswick-east-vic-3057-16065203,Acland Court Shopping Centre,2807.74,363.89
21-iona-avenue-toorak-vic-3142-16065186,Bayside Shopping Centre,1421.31,140.21
502-283-high-street-prahran-vic-3181-16065163,Altona Gate Shopping Centre,994.56,83.91
23-clyde-street-thornbury-vic-3071-16065124,206 Bourke Street,1330.32,241.15
201-323-dandenong-road-prahran-vic-3181-16065119,Acland Court Shopping Centre,1799.76,187.58
5-20-kooyong-rd-caulfield-north-vic-3161-16065046,Acland Court Shopping Centre,1018.7,125.45
34-bellevue-avenue-doncaster-east-vic-3109-16064963,Acland Court Shopping Centre,2705.09,300.7
3-8-10-james-avenue-kew-vic-3101-16064942,Acland Court Shopping Centre,3352.29,428.39
13-40-lillimur-road-ormond-vic-3204-16064832,206 Bourke Street,3139.92,287.29
6-10-lalbert-crescent-prahran-vic-3181-16064800,Acland Court Shopping Centre,2179.83,221.9
18-kingsley-st-elwood-vic-3184-16064797,206 Bourke Street,2871.65,321.67
7-1204-glen-huntly-road-glen-huntly-vic-3163-16064791,206 Bourke Street,1899.48,172.45
121-lord-street-richmond-vic-3121-16064776,Barrabool Hills Plaza,2110.12,255.87
20-ellesmere-road-burwood-east-vic-3151-14720826,206 Bourke Street,544.23,91.18
8-4-mccracken-avenue-northcote-vic-3070-16064578,Acland Court Shopping Centre,1112.97,152.68
209-20-station-street-highett-vic-3190-16064556,206 Bourke Street,324.3,57.89
8-12-may-street-elwood-vic-3184-16064495,206 Bourke Street,2120.79,246.12
4-25-cardigan-street-st-kilda-east-vic-3183-16064463,206 Bourke Street,2487.62,237.42
1b-castles-road-bentleigh-vic-3204-16064447,Acland Court Shopping Centre,1889.55,260.08
872-centre-road-bentleigh-east-vic-3165-16064305,206 Bourke Street,3847.9,393.11
283a-burnley-street-richmond-vic-3121-16064303,Barkly Square,2025.42,243.06
2a-granter-street-brighton-east-vic-3187-16064222,Barrabool Hills Plaza,4776.97,618.47
3-56-larnook-street-prahran-vic-3181-16064188,Acland Court Shopping Centre,2015.49,207.64
33-barkly-ave-armadale-vic-3143-16064100,Acland Court Shopping Centre,925.71,164.01
2-248-francis-street-yarraville-vic-3013-16063967,Altona Gate Shopping Centre,3230.48,368.77
62-sims-street-sandringham-vic-3191-16063950,206 Bourke Street,3354.45,256.12
33-landcox-street-brighton-east-vic-3187-15885544,206 Bourke Street,5890.0,530.51
24-orrong-crescent-caulfield-north-vic-3161-16063914,Acland Court Shopping Centre,1636.59,191.63
1-51-browns-rd-bentleigh-east-vic-3165-16063888,Acland Court Shopping Centre,4648.74,480.82
2-47-briggs-street-mount-waverley-vic-3149-16063868,Altona Gate Shopping Centre,2959.23,324.74
1-453-kooyong-rd-elsternwick-vic-3185-16063736,206 Bourke Street,5025.49,405.88
904-50-claremont-street-south-yarra-vic-3141-16063745,Bourke Street Mall,912.97,117.07
15-21-irving-avenue-prahran-vic-3181-15635697,Barrabool Hills Plaza,1958.4,214.36
113-350-st-kilda-road-melbourne-vic-3004-16063679,Bayside Shopping Centre,2009.36,224.1
4-29-marine-parade-st-kilda-vic-3182-16063644,206 Bourke Street,863.43,124.78
2-4-ralston-street-south-yarra-vic-3141-16063618,Box Hill Central,1234.05,141.01
511-8-garden-street-south-yarra-vic-3141-16063607,Bellarine Village Shopping Centre,344.86,52.2
6-28-ardyne-street-murrumbeena-vic-3163-16063604,206 Bourke Street,2076.18,197.57
11-plym-street-bentleigh-vic-3204-16063582,Acland Court Shopping Centre,1773.37,274.0
4-67-walsh-street-south-yarra-vic-3141-16063567,Box Hill Central,1305.98,159.92
