rent_address,mall,min_distance,min_duration
24-montalto-avenue-toorak-vic-3142-16063542,Barkly Square,657.25,105.09
3-ajana-street-balwyn-north-vic-3104-16063499,Acland Court Shopping Centre,4371.72,418.83
2-16-liddiard-street-hawthorn-vic-3122-16063478,206 Bourke Street,2887.6,279.27
10-18-gerald-street-murrumbeena-vic-3163-16063451,206 Bourke Street,2259.27,234.75
10-k7-high-street-windsor-vic-3181-16063444,Acland Court Shopping Centre,1418.22,144.3
29-70-church-street-hawthorn-vic-3122-16063437,Balnarring Village Shopping Centre,1396.91,174.45
503-9-dryburgh-street-west-melbourne-vic-3003-16063432,Bourke Street Mall,1737.52,253.38
3-79-barkly-street-st-kilda-vic-3182-16063362,206 Bourke Street,720.41,79.83
105-801-centre-road-bentleigh-east-vic-3165-16063308,Acland Court Shopping Centre,4469.53,470.56
9-106-addison-street-elwood-vic-3184-16063225,206 Bourke Street,1457.73,147.66
4-2-selwyn-avenue-elwood-vic-3184-16063201,206 Bourke Street,2198.08,223.64
3-4-orrong-road-elsternwick-vic-3185-16063179,206 Bourke Street,3906.48,403.89
4-867-883-drummond-street-carlton-north-vic-3054-16063178,Acland Court Shopping Centre,1648.24,195.4
614-5-olive-york-way-brunswick-west-vic-3055-15426148,Acland Court Shopping Centre,2520.32,282.48
53-duke-street-windsor-vic-3181-16063116,Acland Court Shopping Centre,1052.33,120.91
94-coppin-street-richmond-vic-3121-16062861,Barkly Square,2251.13,248.07
27-16-20-milton-street-elwood-vic-3184-15503430,206 Bourke Street,1563.98,185.19
508-7-balcombe-rd-mentone-vic-3194-16062820,Balnarring Village Shopping Centre,803.11,160.42
1-42-grandview-grove-prahran-vic-3181-16062555,Barrabool Hills Plaza,1882.69,252.12
4-nareeb-court-toorak-vic-3142-16044504,Bayside Shopping Centre,1892.3,179.88
1411-120-a-beckett-st-melbourne-vic-3000-16062428,Belmont Village,441.64,66.61
748-warrigal-road-malvern-east-vic-3145-14989490,206 Bourke Street,514.23,113.08
107-358-moreland-road-brunswick-west-vic-3055-16062260,Acland Court Shopping Centre,3853.88,362.33
2-74-hawthorn-rd-caulfield-north-vic-3161-16062077,Acland Court Shopping Centre,1497.22,172.26
29-loudon-road-burwood-vic-3125-16062062,Acland Court Shopping Centre,3688.91,403.63
34-97-brickworks-drive-brunswick-vic-3056-16062022,206 Bourke Street,1621.42,182.76
808-2-claremont-street-south-yarra-vic-3141-16061993,Belmont Village,566.83,72.72
403-118-cairnlea-drive-cairnlea-vic-3023-16061980,206 Bourke Street,1952.14,211.92
105-39-appleton-street-richmond-vic-3121-16061881,Balnarring Village Shopping Centre,1226.34,157.9
5-419-waverley-road-malvern-east-vic-3145-16061833,206 Bourke Street,1861.02,201.16
909-528-swanston-street-carlton-vic-3053-16061810,Bendigo Marketplace,1083.17,146.99
31a-tweed-st-highett-vic-3190-16061681,206 Bourke Street,1386.75,130.9
39-belmont-avenue-upwey-vic-3158-16061627,206 Bourke Street,8193.36,836.85
g04-12-major-street-highett-vic-3190-15263650,206 Bourke Street,298.28,37.97
2-474-glenferrie-road-hawthorn-vic-3122-16061541,Altona Gate Shopping Centre,2771.69,255.72
92-wilson-street-wodonga-vic-3690-16061441,206 Bourke Street,1505.86,221.89
206-96-ormond-road-elwood-vic-3184-16061435,206 Bourke Street,2367.67,247.69
