rent_address,mall,min_distance,min_duration
1807-2-claremont-street-south-yarra-vic-3141-16074836,Belmont Village,566.83,72.72
204-2-4-kent-road-box-hill-vic-3128-16074780,206 Bourke Street,1023.68,120.47
101-25-33-wills-street-melbourne-vic-3000-14868152,Belmont Village,712.18,127.8
2905b-11-rose-lane-melbourne-vic-3000-16074279,Box Hill Central,140.9,32.47
g03-1457-high-street-glen-iris-vic-3146-16074275,Barkly Square,2531.06,250.98
5-16-princes-street-abbotsford-vic-3067-11131595,Altona Gate Shopping Centre,1674.55,193.45
11-corsair-street-richmond-vic-3121-16074197,Barkly Square,2154.77,261.03
6-stayner-street-chelsea-vic-3196-16074195,206 Bourke Street,5691.94,609.82
24-6-8-avondale-road-armadale-vic-3143-16074178,Acland Court Shopping Centre,1580.38,211.36
3-564c-moreland-road-brunswick-west-vic-3055-16074162,Altona Gate Shopping Centre,2659.75,278.71
8-7-9-bell-street-coburg-vic-3058-16074155,206 Bourke Street,1972.79,240.72
6-103-walpole-street-kew-vic-3101-16074115,Acland Court Shopping Centre,3417.78,388.58
14-1517-malvern-road-glen-iris-vic-3146-16074097,Balnarring Village Shopping Centre,1605.03,168.71
6-14-pitt-street-brunswick-vic-3056-16074091,206 Bourke Street,1804.1,183.15
68-dover-street-caulfield-south-vic-3162-16074034,206 Bourke Street,3756.46,333.65
27-donna-buang-street-camberwell-vic-3124-15704271,Acland Court Shopping Centre,2109.57,204.97
504-2-6-duckett-street-brunswick-vic-3056-16073933,206 Bourke Street,1698.0,206.76
2-24-barunah-street-hadfield-vic-3046-16073906,Acland Court Shopping Centre,3795.92,409.67
1901-368-st-kilda-road-melbourne-vic-3000-16073890,Bayside Shopping Centre,2044.18,222.44
5-58-alexandra-st-st-kilda-east-vic-3183-16073874,206 Bourke Street,2638.36,242.18
1211-200-spencer-street-melbourne-vic-3000-16073870,Box Hill Central,247.52,29.06
2-841-toorak-road-hawthorn-east-vic-3123-16073848,Altona Gate Shopping Centre,807.52,71.56
35-stratus-street-tarneit-vic-3029-16073803,Balnarring Village Shopping Centre,4074.41,406.66
5-661-663-nepean-highway-brighton-east-vic-3187-16073805,206 Bourke Street,4030.49,539.92
33-stratus-street-tarneit-vic-3029-16073774,Balnarring Village Shopping Centre,4074.41,406.66
10-3-robin-street-altona-vic-3018-16073665,Acland Court Shopping Centre,4550.38,458.7
4-48-weir-street-balwyn-vic-3103-16073644,206 Bourke Street,4145.45,438.71
13-draconis-lane-williams-landing-vic-3027-16073635,Acland Court Shopping Centre,4236.91,458.56
2c-381-toorak-road-south-yarra-vic-3141-16073632,Bayside Shopping Centre,595.58,61.26
61-acland-street-st-kilda-vic-3182-16073629,206 Bourke Street,620.15,80.45
1-15-union-road-surrey-hills-vic-3127-16073535,206 Bourke Street,4273.87,421.37
2-5-ellis-road-glen-iris-vic-3146-16073465,Altona Gate Shopping Centre,2497.76,241.15
18e-481-st-kilda-road-melbourne-vic-3004-16073449,Bentons Square Shopping Centre,1613.94,159.21
100-clarendon-street-coburg-vic-3058-16073408,206 Bourke Street,4217.9,436.93
9-55-blackwood-street-carnegie-vic-3163-16073375,206 Bourke Street,851.49,105.21
93-chomley-street-prahran-vic-3181-16073373,Barrabool Hills Plaza,1701.05,175.02
10-11-irving-avenue-prahran-vic-3181-16073356,Acland Court Shopping Centre,2139.48,227.24
167-richardson-street-middle-park-vic-3206-16073349,206 Bourke Street,3358.31,387.68
52-hope-street-brunswick-vic-3056-16048861,206 Bourke Street,1811.09,212.62
1-11-woorigoleen-road-toorak-vic-3142-16073252,Barrabool Hills Plaza,847.04,90.71
5-26-union-street-richmond-vic-3121-16073238,Altona Gate Shopping Centre,2203.08,335.58
1-82-ashley-street-west-footscray-vic-3012-16073237,Acland Court Shopping Centre,513.96,77.34
46-alder-st-caulfield-south-vic-3162-16073205,Acland Court Shopping Centre,4035.42,356.24
807-2-joseph-road-footscray-vic-3011-16073204,206 Bourke Street,1068.53,162.98
30-edenhope-circuit-armstrong-creek-vic-3217-16073183,Altona Gate Shopping Centre,7428.52,716.44
67-weir-loop-bundoora-vic-3083-16073139,206 Bourke Street,4853.69,594.29
1-66-riddell-parade-elsternwick-vic-3185-16073001,206 Bourke Street,3841.09,428.61
6-359-balaclava-road-caulfield-north-vic-3161-16073003,Acland Court Shopping Centre,721.13,114.66
404-466-lygon-street-brunswick-vic-3056-16072893,206 Bourke Street,2566.34,228.17
1102-6-joseph-road-footscray-vic-3011-15336314,206 Bourke Street,1017.84,156.9
14-hawson-avenue-glen-huntly-vic-3163-16072886,Acland Court Shopping Centre,2576.42,270.33
16-macedon-close-caroline-springs-vic-3023-16072871,Acland Court Shopping Centre,2655.45,311.27
105-88-cambridge-street-collingwood-vic-3066-15175620,Altona Gate Shopping Centre,1856.91,243.52
604-7-king-street-prahran-vic-3181-16072835,Acland Court Shopping Centre,413.65,35.72
512-803-dandenong-road-malvern-east-vic-3145-16072805,Acland Court Shopping Centre,610.75,87.59
9-47-49-caroline-street-south-yarra-vic-3141-16072801,Bourke Street Mall,923.17,102.88
6d-9-beach-street-port-melbourne-vic-3207-16072776,Acland Court Shopping Centre,3043.55,450.32
3-20-malvern-grove-caulfield-north-vic-3161-16072766,Altona Gate Shopping Centre,1235.81,182.21
1-3-goldsmith-st-elwood-vic-3184-16072668,206 Bourke Street,1231.04,184.43
2401-14-16-the-esplanade-st-kilda-vic-3182-16072629,206 Bourke Street,951.21,115.84
601-5-olive-york-way-brunswick-west-vic-3055-15143998,Acland Court Shopping Centre,2520.32,282.48
22-davis-avenue-south-yarra-vic-3141-16072495,Birallee Village Shopping Centre,810.44,120.41
9-123-beaconsfield-parade-albert-park-vic-3206-16072484,Acland Court Shopping Centre,3673.48,431.79
301-10-12-high-street-glen-iris-vic-3146-16072393,206 Bourke Street,3500.66,345.87
3-40-northcote-avenue-caulfield-north-vic-3161-15503694,206 Bourke Street,2020.37,247.68
5-556-dandenong-rd-caulfield-north-vic-3161-16072372,Altona Gate Shopping Centre,1107.81,166.13
3-102-truganini-road-carnegie-vic-3163-15350999,206 Bourke Street,1257.9,119.58
1-1-namur-street-kew-east-vic-3102-16072307,206 Bourke Street,5427.73,545.72
8-19-21-abbott-street-sandringham-vic-3191-16072299,206 Bourke Street,3831.88,301.36
