rent_address,mall,min_distance,min_duration
2-11-mernda-road-kooyong-vic-3144-16076137,Altona Gate Shopping Centre,1461.0,211.75
5-39-nepean-highway-elsternwick-vic-3185-16076084,206 Bourke Street,3339.36,375.65
511-2-mcgoun-street-richmond-vic-3121-14233176,Acland Court Shopping Centre,2349.17,356.8
206-126-chapel-street-st-kilda-vic-3182-16076046,206 Bourke Street,1124.59,130.45
7-29-31-jersey-parade-carnegie-vic-3163-16076044,206 Bourke Street,567.51,116.91
18-pitt-street-west-footscray-vic-3012-16076032,Acland Court Shopping Centre,1069.85,136.57
9-braemar-street-mont-albert-north-vic-3129-16076030,206 Bourke Street,3131.41,304.62
43-neville-street-box-hill-south-vic-3128-16076023,206 Bourke Street,3220.73,392.5
2-47-gourlay-street-st-kilda-east-vic-3183-15663952,206 Bourke Street,2329.61,261.96
205-44-barkly-street-st-kilda-vic-3182-15694325,206 Bourke Street,1025.71,110.39
2-28-rae-street-chadstone-vic-3148-16075959,Acland Court Shopping Centre,1603.84,177.45
6-919-dandenong-road-malvern-east-vic-3145-16075854,Acland Court Shopping Centre,697.48,117.34
3-barry-street-south-yarra-vic-3141-16075851,Barkly Square,521.64,76.7
617-highbury-road-burwood-east-vic-3151-15118457,206 Bourke Street,1606.08,149.93
2201-288-spencer-street-melbourne-vic-3000-15831027,Box Hill Central,524.17,87.88
9-4-davidson-street-south-yarra-vic-3141-16075758,Bulleen Plaza,1378.83,142.71
4-14-narong-road-caulfield-north-vic-3161-16075742,Acland Court Shopping Centre,1393.29,198.92
19-valkstone-street-bentleigh-east-vic-3165-16075694,206 Bourke Street,3586.88,339.39
48-craig-hill-drive-wheelers-hill-vic-3150-16075671,206 Bourke Street,4159.25,603.74
1-07-281-tooronga-road-glen-iris-vic-3146-16075662,Balnarring Village Shopping Centre,1080.5,129.38
2-62-scoresby-road-bayswater-vic-3153-16075654,206 Bourke Street,1154.94,115.8
7-50-leura-grove-hawthorn-east-vic-3123-16075652,206 Bourke Street,1587.71,224.59
1-16-vernon-street-south-kingsville-vic-3015-16075648,206 Bourke Street,3242.96,341.19
5-111-bellarine-hwy-newcomb-vic-3219-16075640,Acland Court Shopping Centre,1589.84,117.18
3-17-pakington-street-kew-vic-3101-16075619,Acland Court Shopping Centre,2769.08,349.28
3-866-toorak-road-hawthorn-east-vic-3123-16075614,Altona Gate Shopping Centre,572.42,52.25
19-16-18-poplar-street-box-hill-vic-3128-16059601,206 Bourke Street,1156.94,168.42
6-18-joyce-street-elwood-vic-3184-16075499,206 Bourke Street,3063.69,329.94
3-27-coorigil-rd-carnegie-vic-3163-16075493,206 Bourke Street,1478.87,145.11
8-5-glenroy-road-hawthorn-vic-3122-16075466,206 Bourke Street,2735.47,256.86
86-hutton-street-thornbury-vic-3071-16075459,Balnarring Village Shopping Centre,2380.84,271.46
309-17-lynch-street-hawthorn-vic-3122-16075457,206 Bourke Street,2652.8,239.5
3-97-spray-street-elwood-vic-3184-16075450,206 Bourke Street,2133.95,229.78
24-3-herbert-street-st-kilda-vic-3182-16075447,206 Bourke Street,1135.09,177.85
312-196-st-kilda-road-st-kilda-vic-3182-16075446,206 Bourke Street,1262.12,172.36
4-60-eskdale-road-caulfield-north-vic-3161-16075441,Acland Court Shopping Centre,1559.49,179.05
3-459-glenferrie-road-kooyong-vic-3144-16075413,Altona Gate Shopping Centre,1852.25,236.58
8-13-lewisham-road-windsor-vic-3181-16075380,Altona Gate Shopping Centre,2188.57,204.25
3-17-firth-street-doncaster-vic-3108-15138255,Acland Court Shopping Centre,943.01,122.21
35-wareham-street-springvale-vic-3171-16075284,206 Bourke Street,3111.78,430.28
26-fellows-street-mitcham-vic-3132-15099580,Altona Gate Shopping Centre,536.52,107.01
13-160-coppin-street-richmond-vic-3121-16075196,Barrabool Hills Plaza,2020.14,219.06
11-maskell-court-fyansford-vic-3218-16075159,206 Bourke Street,6666.48,653.38
9-1264-glen-huntly-road-carnegie-vic-3163-16075104,206 Bourke Street,1660.47,157.4
6-36-edward-street-sandringham-vic-3191-16075086,206 Bourke Street,3841.6,299.17
4-597-orrong-road-armadale-vic-3143-16075042,Barkly Square,1669.94,154.36
41-chadstone-road-malvern-east-vic-3145-16074988,Acland Court Shopping Centre,1272.81,201.13
83-waitara-grove-norlane-vic-3214-16074961,206 Bourke Street,2182.76,220.21
108-56-myrtle-street-ivanhoe-vic-3079-16074928,Balnarring Village Shopping Centre,1504.08,186.39
36-mcdougall-street-geelong-west-vic-3218-16074920,Acland Court Shopping Centre,814.24,137.88
405-15-queens-road-melbourne-vic-3004-16074877,Berwick Marketplace,2163.41,219.0
