rent_address,mall,min_distance,min_duration
4-829-high-street-kew-east-vic-3102-16049165,Acland Court Shopping Centre,5093.83,502.25
3-20-hughenden-road-st-kilda-east-vic-3183-16048551,Acland Court Shopping Centre,2043.12,223.01
414-77-river-street-south-yarra-vic-3141-16048403,Belmont Village,175.1,20.57
rear-25-alfreida-st-st-albans-vic-3021-16048249,Acland Court Shopping Centre,2335.21,320.43
104-park-orchard-drive-pakenham-vic-3810-16047301,Acland Court Shopping Centre,4528.41,411.28
2204-250-city-road-southbank-vic-3006-16047014,Brand Smart Premium Outlet Centre,1121.44,152.52
7-13-hawksburn-road-south-yarra-vic-3141-16046810,Bayside Shopping Centre,910.08,120.22
502-27-macquarie-street-prahran-vic-3181-16042904,Acland Court Shopping Centre,880.01,100.34
8-k3-union-street-windsor-vic-3181-16042862,Acland Court Shopping Centre,1673.57,183.44
206a-14-16-the-esplanade-st-kilda-vic-3182-16042840,206 Bourke Street,951.21,115.84
14-245-williams-road-south-yarra-vic-3141-16042334,Barrabool Hills Plaza,584.67,53.85
207-120-high-street-windsor-vic-3181-16042309,Acland Court Shopping Centre,837.83,72.13
6-naila-court-cranbourne-north-vic-3977-16042045,206 Bourke Street,2770.34,301.36
302-270-centre-road-bentleigh-vic-3204-16041922,206 Bourke Street,4206.34,455.67
1-04-26-warleigh-grove-brighton-vic-3186-15879283,206 Bourke Street,5748.7,606.67
9-488-glenferrie-road-hawthorn-vic-3122-16040221,Acland Court Shopping Centre,2885.84,259.25
177-urquhart-street-coburg-vic-3058-16040113,206 Bourke Street,2147.16,261.06
33-blackburn-road-mooroolbark-vic-3138-16039819,Altona Gate Shopping Centre,4665.82,588.14
2-14-hatfield-street-balwyn-north-vic-3104-16039515,Acland Court Shopping Centre,5290.91,525.82
1-51-rochester-road-canterbury-vic-3126-16038373,206 Bourke Street,3421.39,363.91
5-lucas-street-brighton-east-vic-3187-16037643,Altona Gate Shopping Centre,6039.13,544.31
11-kawana-mews-cranbourne-vic-3977-16037155,Acland Court Shopping Centre,2774.5,319.04
3-30-the-avenue-windsor-vic-3181-16035963,Altona Gate Shopping Centre,1386.94,117.05
73-easey-street-collingwood-vic-3066-16027969,Balnarring Village Shopping Centre,2955.8,362.67
5-kawana-mews-cranbourne-vic-3977-16026932,Acland Court Shopping Centre,2774.5,319.04
202-23-maverston-street-glen-iris-vic-3146-16018321,206 Bourke Street,3818.96,378.12
204-171-173-inkerman-street-st-kilda-vic-3182-16015508,206 Bourke Street,1165.08,143.34
23a-thomas-street-brighton-east-vic-3187-16071256,206 Bourke Street,3733.96,501.53
24-euston-road-hughesdale-vic-3166-15210228,Balnarring Village Shopping Centre,1544.58,220.57
14-avenue-athol-canterbury-vic-3126-16070437,206 Bourke Street,1838.88,256.35
4-wells-street-richmond-vic-3121-16069616,Altona Gate Shopping Centre,1415.6,177.37
4-273-balaclava-rd-caulfield-north-vic-3161-16013121,Acland Court Shopping Centre,1289.11,149.51
26-219-227-auburn-road-hawthorn-vic-3122-16068411,206 Bourke Street,1899.35,187.9
38-urwin-street-yarraville-vic-3013-16068181,206 Bourke Street,3091.37,319.29
107-15-hamilton-street-bentleigh-vic-3204-15281179,206 Bourke Street,4076.26,480.05
53-hambleton-street-albert-park-vic-3206-16066946,Acland Court Shopping Centre,3116.3,374.87
119-8-lygon-street-brunswick-east-vic-3057-16066944,206 Bourke Street,1103.53,139.92
3-6-gilmour-rd-camberwell-vic-3124-16066736,Acland Court Shopping Centre,4325.95,388.2
5-2-park-avenue-glen-huntly-vic-3163-16066311,206 Bourke Street,2809.0,255.7
202-9-13-o-connell-street-north-melbourne-vic-3051-16066203,Birallee Village Shopping Centre,682.03,83.36
8-237-dandenong-road-windsor-vic-3181-16066062,Altona Gate Shopping Centre,2187.93,204.55
354b-clarendon-street-south-melbourne-vic-3205-16065911,Brand Smart Premium Outlet Centre,1931.22,224.01
31-foster-ave-glen-huntly-vic-3163-16064783,Acland Court Shopping Centre,2915.18,302.84
4-129-131-kambrook-road-caulfield-north-vic-3161-16064416,Acland Court Shopping Centre,1360.56,170.15
105-20-station-street-highett-vic-3190-16063906,206 Bourke Street,324.3,57.89
16f-54-la-scala-avenue-maribyrnong-vic-3032-14989099,Balnarring Village Shopping Centre,2001.2,242.79
1-29-the-avenue-windsor-vic-3181-16063438,Altona Gate Shopping Centre,1351.0,114.17
3-12-thea-avenue-balwyn-north-vic-3104-16062335,Acland Court Shopping Centre,3829.39,404.88
12-2a-brenbeal-street-balwyn-vic-3103-16061618,206 Bourke Street,4911.95,463.27
24-343-church-street-richmond-vic-3121-16061297,Bellpost Shopping Centre,1657.51,191.8
30-high-street-mont-albert-vic-3127-16060025,206 Bourke Street,1850.94,217.44
16-homewood-lane-highton-vic-3216-16059490,Acland Court Shopping Centre,3553.1,296.47
37-award-crescent-truganina-vic-3029-16058731,Altona Gate Shopping Centre,1672.4,226.43
55-durrant-street-brighton-vic-3186-16058681,Barkly Square,5873.11,646.22
3-24-auburn-grove-hawthorn-east-vic-3123-16058606,206 Bourke Street,1199.33,157.32
12-126-wattle-valley-road-camberwell-vic-3124-15138321,206 Bourke Street,2718.88,262.32
