rent_address,mall,min_distance,min_duration
4-162-lygon-street-brunswick-east-vic-3057-16101848,206 Bourke Street,1260.25,155.91
1311-18-claremont-street-south-yarra-vic-3141-16106506,Balnarring Village Shopping Centre,1050.65,141.85
102-4-yertchuk-avenue-ashwood-vic-3147-16095641,Acland Court Shopping Centre,3114.46,423.95
1508-6-joseph-road-footscray-vic-3011-16091829,206 Bourke Street,1017.84,156.9
27-carroll-street-north-melbourne-vic-3051-16104463,Bourke Street Mall,2649.85,277.24
g09-59-earl-street-kew-vic-3101-14910454,Acland Court Shopping Centre,3838.38,430.84
11-mell-street-toorak-vic-3142-16096375,206 Bourke Street,1239.06,155.54
82-115-neerim-road-glen-huntly-vic-3163-16095621,Acland Court Shopping Centre,1455.42,171.15
1108-81-south-wharf-drive-docklands-vic-3008-16107733,Acland Court Shopping Centre,3158.67,434.78
4-35-marne-street-south-yarra-vic-3141-16103633,Brand Smart Premium Outlet Centre,1432.36,172.6
3-15-17-bendigo-street-collingwood-vic-3066-16108579,Altona Gate Shopping Centre,3781.17,460.87
21-425-toorak-road-toorak-vic-3142-16113469,206 Bourke Street,298.17,57.35
3-15-elata-street-oakleigh-south-vic-3167-16099363,Acland Court Shopping Centre,1752.25,193.97
13-neptune-street-st-kilda-vic-3182-16108169,206 Bourke Street,948.94,126.07
88-surrey-road-blackburn-north-vic-3130-16112949,206 Bourke Street,1257.54,136.69
13-trenerry-crescent-abbotsford-vic-3067-14338216,Acland Court Shopping Centre,3388.42,365.98
4-44-clarence-street-elsternwick-vic-3185-16110408,206 Bourke Street,4311.42,403.69
8-36-blessington-street-st-kilda-vic-3182-16110703,206 Bourke Street,1043.39,155.84
station-street-caulfield-north-vic-3161-16094214,206 Bourke Street,697.73,117.13
24-723-orrong-road-toorak-vic-3142-16109865,206 Bourke Street,806.44,89.77
1108-2-joseph-road-footscray-vic-3011-16113701,206 Bourke Street,1068.53,162.98
722-627-victoria-street-abbotsford-vic-3067-16102907,206 Bourke Street,874.61,137.82
3-10-adelaide-street-murrumbeena-vic-3163-16109631,206 Bourke Street,1499.22,156.63
5-8-10-turakina-avenue-edithvale-vic-3196-16104021,206 Bourke Street,4252.27,471.09
22-ethel-street-malvern-vic-3144-16099895,206 Bourke Street,1493.58,200.28
2b-parker-st-brighton-east-vic-3187-16091552,Acland Court Shopping Centre,3991.75,501.84
31-moama-road-malvern-east-vic-3145-16092594,Acland Court Shopping Centre,1102.1,169.62
13a-laity-street-richmond-vic-3121-16099660,206 Bourke Street,1705.63,224.7
10-2-4-baker-street-malvern-east-vic-3145-16103677,206 Bourke Street,999.27,116.96
56-28-southgate-avenue-southbank-vic-3006-16107621,Barrabool Hills Plaza,2189.9,332.33
78-wattle-valley-rd-canterbury-vic-3126-16109321,206 Bourke Street,2568.47,242.7
130-stanley-road-keysborough-vic-3173-16093594,206 Bourke Street,1969.96,236.93
10-26-warleigh-grove-brighton-vic-3186-16111350,206 Bourke Street,5748.7,606.67
94-lennox-street-richmond-vic-3121-16113257,Bendigo Marketplace,2406.2,283.32
104-77-riversdale-road-hawthorn-vic-3122-16100086,206 Bourke Street,2635.97,231.65
2-81-abinger-street-richmond-vic-3121-16099075,206 Bourke Street,2032.14,253.76
12-786-warrigal-road-malvern-east-vic-3145-16105663,206 Bourke Street,760.67,116.81
5-45-grenville-street-hampton-vic-3188-16094685,Acland Court Shopping Centre,5112.89,494.93
11-shamrock-street-richmond-vic-3121-16091440,Bellpost Shopping Centre,1441.02,184.83
11g-21-northumberland-street-collingwood-vic-3066-16110786,Altona Gate Shopping Centre,1895.38,245.1
54-athelstan-road-camberwell-vic-3124-16104500,Acland Court Shopping Centre,2003.07,196.3
40-berry-avenue-edithvale-vic-3196-16105305,206 Bourke Street,5130.8,526.95
3-56-smith-street-south-melbourne-vic-3205-16105162,Barkly Square,2057.38,317.99
43-cochrane-avenue-camberwell-vic-3124-16109593,206 Bourke Street,1936.95,259.63
101-392-lygon-street-brunswick-east-vic-3057-16095591,206 Bourke Street,2275.39,215.97
201-43-zetland-road-mont-albert-vic-3127-16092749,206 Bourke Street,1712.85,234.98
1-16-18-millswyn-street-south-yarra-vic-3141-16104898,Brandon Park Shopping Centre,1574.41,164.8
56-davanzo-avenue-clarinda-vic-3169-16092173,206 Bourke Street,5721.13,817.29
12-39-heller-street-brunswick-west-vic-3055-16112167,206 Bourke Street,1429.97,141.32
1207-39-park-street-south-melbourne-vic-3205-16093617,Bayside Shopping Centre,2608.15,299.7
10-303-305-huntingdale-road-chadstone-vic-3148-16099550,Acland Court Shopping Centre,2669.26,232.73
2-67-moonya-rd-carnegie-vic-3163-16098026,206 Bourke Street,2006.94,202.97
2-44-robe-street-st-kilda-vic-3182-16100042,206 Bourke Street,891.44,110.06
9-oakley-street-mount-dandenong-vic-3767-16111799,Altona Gate Shopping Centre,10330.91,1151.54
3-91-livingstone-street-ivanhoe-vic-3079-16097930,206 Bourke Street,777.37,87.3
304-11-reid-street-fitzroy-north-vic-3068-16098276,Acland Court Shopping Centre,2372.99,270.38
6-20-gerald-st-murrumbeena-vic-3163-16097327,206 Bourke Street,2344.17,271.43
7-51-55-goldsmith-street-elwood-vic-3184-16104905,206 Bourke Street,1883.74,259.03
7-36-johnstone-street-malvern-vic-3144-16104691,206 Bourke Street,1737.61,229.43
602-71-inkerman-st-st-kilda-east-vic-3183-16091456,206 Bourke Street,2140.45,202.6
