,rent_address,mall,min_distance,min_duration,postcode,price
515,2-4-prior-rd-malvern-east-vic-3145-16096071,206 Bourke Street,578.86,116.8,3145,620.0
516,4-65-paxton-street-malvern-east-vic-3145-16108869,206 Bourke Street,1945.52,200.52,3145,420.0
517,5-23-camira-street-malvern-east-vic-3145-15363345,206 Bourke Street,847.59,138.65,3145,300.0
518,385-burke-road-glen-iris-vic-3146-16096642,206 Bourke Street,1177.01,109.82,3146,600.0
519,15-4-wills-street-glen-iris-vic-3146-16098084,206 Bourke Street,2050.92,241.45,3146,380.0
520,10-299-burke-road-glen-iris-vic-3146-16103519,206 Bourke Street,1648.65,177.01,3146,310.0
521,28-somerset-road-glen-iris-vic-3146-16108831,Altona Gate Shopping Centre,2991.13,291.31,3146,480.0
522,5-68-edgar-street-north-glen-iris-vic-3146-16105927,206 Bourke Street,1382.4,184.45,3146,400.0
523,4-17-hope-street-glen-iris-vic-3146-16110227,Acland Court Shopping Centre,2353.29,277.14,3146,450.0
524,144-high-st-glen-iris-vic-3146-16092883,Altona Gate Shopping Centre,3210.36,345.93,3146,670.0
525,17-watson-street-glen-iris-vic-3146-16104587,Altona Gate Shopping Centre,3665.86,320.34,3146,550.0
526,4-16-wills-street-glen-iris-vic-3146-16111457,206 Bourke Street,1955.51,224.28,3146,550.0
527,4-1458-high-street-glen-iris-vic-3146-16103489,Barkly Square,1917.13,215.43,3146,1550.0
528,2-26-may-park-avenue-ashwood-vic-3147-16112429,206 Bourke Street,1709.26,204.45,3147,630.0
529,10-katta-court-ashwood-vic-3147-16092329,Acland Court Shopping Centre,1852.88,228.08,3147,560.0
530,102-4-yertchuk-avenue-ashwood-vic-3147-16095641,Acland Court Shopping Centre,3114.46,423.95,3147,495.0
531,2-14-hiscock-street-chadstone-vic-3148-15363745,206 Bourke Street,1252.44,144.66,3148,650.0
532,10-303-305-huntingdale-road-chadstone-vic-3148-16099550,Acland Court Shopping Centre,2669.26,232.73,3148,395.0
533,2-16-thurloo-street-chadstone-vic-3148-16096767,206 Bourke Street,922.98,140.58,3148,650.0
534,1-20-carramar-street-chadstone-vic-3148-16100769,Acland Court Shopping Centre,1566.78,219.51,3148,600.0
535,2-23-amaroo-street-chadstone-vic-3148-15802799,206 Bourke Street,1489.66,201.0,3148,525.0
536,404-70-batesford-road-chadstone-vic-3148-16094741,206 Bourke Street,443.06,60.91,3148,390.0
537,33-carramar-street-chadstone-vic-3148-16096061,206 Bourke Street,1661.02,205.56,3148,650.0
538,2-103-waverley-road-chadstone-vic-3148-16098229,206 Bourke Street,1190.68,118.53,3148,560.0
539,111-436-442-huntingdale-road-mount-waverley-vic-3149-16105315,Acland Court Shopping Centre,2037.77,190.66,3149,370.0
540,49-pascall-street-mount-waverley-vic-3149-16095717,206 Bourke Street,2191.27,254.99,3149,860.0
541,1b-laura-grove-mount-waverley-vic-3149-16096160,206 Bourke Street,2159.59,230.3,3149,695.0
542,6-hillside-road-mount-waverley-vic-3149-16099260,Acland Court Shopping Centre,3261.58,366.99,3149,580.0
543,3-kingsley-grove-mount-waverley-vic-3149-16098328,206 Bourke Street,2310.07,266.69,3149,650.0
544,3-112-114-huntingdale-road-mount-waverley-vic-3149-14880327,206 Bourke Street,3776.7,414.94,3149,400.0
545,8-pindari-drive-bayswater-vic-3153-16113044,Acland Court Shopping Centre,2425.91,252.61,3153,535.0
546,108-67-77-hawthorn-road-caulfield-north-vic-3161-16113540,Acland Court Shopping Centre,1780.47,190.8,3161,520.0
547,6-labassa-grove-caulfield-north-vic-3161-16110340,206 Bourke Street,2361.64,247.14,3161,625.0
548,1-41-kooyong-rd-caulfield-north-vic-3161-16113276,206 Bourke Street,1424.12,159.81,3161,720.0
549,201-6-station-st-caulfield-north-vic-3161-16108638,206 Bourke Street,861.67,130.24,3161,580.0
550,7-norwood-rd-caulfield-north-vic-3161-16111976,206 Bourke Street,1916.15,221.61,3161,600.0
551,3-54-kooyong-road-caulfield-north-vic-3161-16104819,206 Bourke Street,1445.11,165.04,3161,550.0
552,7-94-eskdale-rd-caulfield-north-vic-3161-16111066,206 Bourke Street,1160.58,182.83,3161,320.0
553,10-113-eskdale-road-caulfield-north-vic-3161-16112117,206 Bourke Street,1080.37,163.58,3161,320.0
554,2-27-leaburn-avenue-caulfield-north-vic-3161-16099564,Acland Court Shopping Centre,1931.04,239.85,3161,1200.0
555,2-309-hawthorn-road-caulfield-north-vic-3161-16110754,Acland Court Shopping Centre,2832.34,259.64,3161,700.0
556,3-31-wanda-road-caulfield-north-vic-3161-15230423,206 Bourke Street,1661.11,203.05,3161,375.0
557,37a-bambra-road-caulfield-north-vic-3161-16098329,Acland Court Shopping Centre,1702.61,189.97,3161,640.0
558,station-street-caulfield-north-vic-3161-16094214,206 Bourke Street,697.73,117.13,3161,495.0
559,station-street-caulfield-north-vic-3161-16094221,206 Bourke Street,697.73,117.13,3161,640.0
560,6-374-dandenong-road-caulfield-north-vic-3161-16111921,206 Bourke Street,1777.08,189.58,3161,575.0
561,3-681-inkerman-road-caulfield-north-vic-3161-16107828,206 Bourke Street,1436.67,168.75,3161,460.0
562,2-55-wanda-rd-caulfield-north-vic-3161-16093913,206 Bourke Street,1429.71,177.57,3161,700.0
563,6-11-kooyong-road-caulfield-north-vic-3161-16035335,206 Bourke Street,1054.95,130.28,3161,375.0
564,207-6-station-st-caulfield-north-vic-3161-16108569,206 Bourke Street,861.67,130.24,3161,480.0
565,16-york-street-caulfield-south-vic-3162-16112581,Acland Court Shopping Centre,4475.97,414.14,3162,650.0
566,20-sycamore-street-caulfield-south-vic-3162-16111960,Acland Court Shopping Centre,3981.24,380.04,3162,895.0
567,5-120-murray-street-caulfield-vic-3162-16098698,Acland Court Shopping Centre,3491.4,330.91,3162,525.0
568,3-1-frederick-street-caulfield-south-vic-3162-16106461,Acland Court Shopping Centre,3883.04,388.16,3162,495.0
569,1-142-booran-road-caulfield-south-vic-3162-16107934,Acland Court Shopping Centre,2348.89,246.28,3162,575.0
570,5-1011-glen-huntly-road-caulfield-vic-3162-16111675,Acland Court Shopping Centre,2350.63,241.88,3162,440.0
571,43-bent-st-caulfield-south-vic-3162-16093981,Acland Court Shopping Centre,2943.48,308.35,3162,1200.0
572,2-276-hawthorn-road-caulfield-vic-3162-16097784,Acland Court Shopping Centre,2849.69,260.78,3162,485.0
573,107-15-bond-street-caulfield-vic-3162-15367271,206 Bourke Street,800.96,134.37,3162,450.0
574,11-8-tattenham-street-caulfield-vic-3162-16110783,206 Bourke Street,1295.5,152.6,3162,330.0
575,3-1-freeman-street-caulfield-vic-3162-16092052,Acland Court Shopping Centre,2799.81,284.84,3162,1100.0
576,201-136-murray-street-caulfield-vic-3162-10136316,Acland Court Shopping Centre,3213.17,287.84,3162,430.0
577,1a-marriott-street-caulfield-vic-3162-16103818,Acland Court Shopping Centre,2210.57,223.86,3162,910.0
578,6-18-bute-st-murrumbeena-vic-3163-16112065,206 Bourke Street,2262.39,251.81,3163,290.0
579,3-brisbane-street-murrumbeena-vic-3163-16099765,206 Bourke Street,1364.15,149.14,3163,495.0
580,12-24-dunoon-street-murrumbeena-vic-3163-16110351,206 Bourke Street,1994.61,185.04,3163,330.0
581,10-5-wilson-street-murrumbeena-vic-3163-16104133,206 Bourke Street,1971.56,362.71,3163,230.0
582,1140-dandenong-rd-carnegie-vic-3163-16097320,206 Bourke Street,681.2,108.11,3163,510.0
583,6-20-gerald-st-murrumbeena-vic-3163-16097327,206 Bourke Street,2344.17,271.43,3163,350.0
584,5-9-rosstown-road-carnegie-vic-3163-16110849,206 Bourke Street,754.84,156.7,3163,310.0
585,6-45-coorigil-road-carnegie-vic-3163-16091052,206 Bourke Street,1561.6,155.03,3163,290.0
586,2-17-railway-parade-murrumbeena-vic-3163-16109008,206 Bourke Street,1676.81,203.82,3163,360.0
587,19-160-grange-road-carnegie-vic-3163-16092925,206 Bourke Street,2256.15,209.13,3163,280.0
588,3-3-mackay-ave-carnegie-vic-3163-16098646,206 Bourke Street,2886.17,269.58,3163,460.0
589,2-67-moonya-rd-carnegie-vic-3163-16098026,206 Bourke Street,2006.94,202.97,3163,320.0
590,203-1298-glen-huntly-road-carnegie-vic-3163-16106830,206 Bourke Street,1311.55,132.58,3163,495.0
591,3-29-mernda-ave-carnegie-vic-3163-16103178,206 Bourke Street,1854.77,210.68,3163,330.0
592,2-109-grange-road-glen-huntly-vic-3163-16091489,206 Bourke Street,1763.26,155.48,3163,265.0
593,28-lyons-street-carnegie-vic-3163-16096310,206 Bourke Street,1914.47,193.98,3163,700.0
594,3-25-shepparson-avenue-carnegie-vic-3163-16094973,206 Bourke Street,737.97,84.1,3163,340.0
595,4-16-toward-street-murrumbeena-vic-3163-16094879,206 Bourke Street,2219.48,226.22,3163,425.0
596,1-velra-ave-murrumbeena-vic-3163-16091106,Balnarring Village Shopping Centre,2676.92,302.73,3163,750.0
597,1-204-neerim-road-carnegie-vic-3163-15580163,206 Bourke Street,1227.12,112.35,3163,295.0
598,209-3-elliott-ave-carnegie-vic-3163-16097314,206 Bourke Street,947.35,107.23,3163,580.0
599,5-12a-toward-street-murrumbeena-vic-3163-16099704,206 Bourke Street,1842.42,228.58,3163,295.0
600,6-1204-glen-huntly-road-glen-huntly-vic-3163-16110831,206 Bourke Street,1899.48,172.45,3163,480.0
601,3-4-beverley-street-glen-huntly-vic-3163-16109544,Acland Court Shopping Centre,2300.23,294.16,3163,450.0
602,22b-park-ave-glen-huntly-vic-3163-16094731,206 Bourke Street,2598.5,225.8,3163,780.0
603,257-koornang-road-carnegie-vic-3163-16108611,206 Bourke Street,1344.2,123.64,3163,670.0
604,14-13-rosedale-ave-glen-huntly-vic-3163-16103695,206 Bourke Street,2100.19,207.66,3163,285.0
605,7-15-rosedale-avenue-glen-huntly-vic-3163-16095521,206 Bourke Street,2048.83,198.41,3163,400.0
606,1-15-melbourne-street-murrumbeena-vic-3163-16103337,206 Bourke Street,1734.12,202.01,3163,500.0
607,82-115-neerim-road-glen-huntly-vic-3163-16095621,Acland Court Shopping Centre,1455.42,171.15,3163,350.0
608,3-10-adelaide-street-murrumbeena-vic-3163-16109631,206 Bourke Street,1499.22,156.63,3163,300.0
609,26a-bonny-street-bentleigh-east-vic-3165-16058750,Acland Court Shopping Centre,3610.36,429.07,3165,1150.0
610,1-bethwyn-street-bentleigh-east-vic-3165-16103205,206 Bourke Street,3734.46,339.33,3165,495.0
611,3-54-hill-street-bentleigh-east-vic-3165-16091798,Acland Court Shopping Centre,4498.19,492.55,3165,400.0
612,202-53-browns-road-bentleigh-east-vic-3165-16097230,Acland Court Shopping Centre,4593.13,476.69,3165,545.0
613,7a-fraser-street-bentleigh-east-vic-3165-16104506,Acland Court Shopping Centre,4661.6,524.83,3165,950.0
614,2-45-browns-road-bentleigh-east-vic-3165-16104783,Acland Court Shopping Centre,4598.33,477.94,3165,420.0
615,1-45-neville-st-bentleigh-east-vic-3165-16095004,Acland Court Shopping Centre,4169.15,506.84,3165,650.0
616,9a-9b-ludwell-crescent-bentleigh-east-vic-3165-16092784,206 Bourke Street,4186.7,480.76,3165,900.0
617,6-27-gladwyn-avenue-bentleigh-east-vic-3165-15284183,206 Bourke Street,3240.9,329.86,3165,430.0
618,103-16-malane-street-bentleigh-east-vic-3165-16098175,206 Bourke Street,4678.43,494.13,3165,380.0
619,310-24-becket-avenue-bentleigh-east-vic-3165-16098565,Acland Court Shopping Centre,4554.18,472.53,3165,360.0
620,1-kadir-street-bentleigh-east-vic-3165-16110561,Altona Gate Shopping Centre,2173.18,276.61,3165,420.0
621,1-10-keith-street-oakleigh-east-vic-3166-16099635,206 Bourke Street,3106.01,310.08,3166,405.0
622,3-14-carmichael-road-oakleigh-east-vic-3166-16091410,Acland Court Shopping Centre,2891.68,314.11,3166,650.0
623,3-60-patrick-street-oakleigh-east-vic-3166-16099764,Acland Court Shopping Centre,3912.97,383.86,3166,650.0
624,1-2-mill-road-oakleigh-vic-3166-15374846,206 Bourke Street,989.68,181.2,3166,630.0
625,6-berrima-street-oakleigh-east-vic-3166-15137796,206 Bourke Street,2949.55,337.75,3166,450.0
626,17-crown-close-oakleigh-east-vic-3166-16113552,206 Bourke Street,2903.58,341.18,3166,520.0
627,2-1845-dandenong-road-oakleigh-east-vic-3166-16092807,206 Bourke Street,3558.93,338.22,3166,850.0
628,203-59-63-warrigal-road-hughesdale-vic-3166-13009899,206 Bourke Street,406.82,79.76,3166,480.0
629,7-1344-dandenong-road-hughesdale-vic-3166-16112445,206 Bourke Street,1084.25,213.46,3166,390.0
630,3-1-coane-street-oakleigh-east-vic-3166-16110864,206 Bourke Street,3891.27,349.21,3166,400.0
631,9-parer-street-oakleigh-vic-3166-16093353,206 Bourke Street,2199.1,248.16,3166,540.0
632,3-1845-dandenong-road-oakleigh-east-vic-3166-16092754,206 Bourke Street,3558.93,338.22,3166,950.0
633,3-28a-carlisle-crescent-hughesdale-vic-3166-15840574,206 Bourke Street,1642.5,220.11,3166,510.0
634,1-20-lincoln-street-oakleigh-vic-3166-16107897,206 Bourke Street,1193.01,138.69,3166,550.0
635,16-silvan-street-oakleigh-south-vic-3167-15400067,Barkly Square,5065.18,557.82,3167,575.0
636,1-2-cunningham-place-oakleigh-south-vic-3167-16094025,206 Bourke Street,5930.81,672.42,3167,460.0
637,3-15-elata-street-oakleigh-south-vic-3167-16099363,Acland Court Shopping Centre,1752.25,193.97,3167,430.0
638,20-2-greenfield-drive-clayton-vic-3168-15740628,206 Bourke Street,3419.9,481.12,3168,360.0
639,2-1-manatunga-street-clayton-vic-3168-16099845,Acland Court Shopping Centre,3471.33,422.94,3168,650.0
640,1-3-jaguar-drive-clayton-vic-3168-16022646,Acland Court Shopping Centre,3333.84,436.9,3168,695.0
641,2-40-glenbrook-avenue-clayton-vic-3168-16110582,206 Bourke Street,3727.08,364.74,3168,550.0
642,118-864-blackburn-road-clayton-vic-3168-16103508,206 Bourke Street,1638.67,241.12,3168,380.0
643,4-28-banksia-street-clayton-vic-3168-16109082,Altona Gate Shopping Centre,3957.52,509.65,3168,420.0
644,1-40-glenbrook-avenue-clayton-vic-3168-16110445,206 Bourke Street,3727.08,364.74,3168,775.0
645,3-40-glenbrook-avenue-clayton-vic-3168-16111672,206 Bourke Street,3727.08,364.74,3168,895.0
646,17-wandoo-avenue-clarinda-vic-3169-16108397,206 Bourke Street,4884.05,473.67,3169,495.0
647,56-davanzo-avenue-clarinda-vic-3169-16092173,206 Bourke Street,5721.13,817.29,3169,460.0
648,1-4-6-mallawa-street-clayton-south-vic-3169-16092812,206 Bourke Street,3766.53,504.2,3169,380.0
649,11-regent-avenue-springvale-vic-3171-16110391,206 Bourke Street,3961.79,505.25,3171,450.0
650,2-9-virginia-street-springvale-vic-3171-16103573,206 Bourke Street,3663.1,502.46,3171,495.0
651,33a-marcus-road-dingley-village-vic-3172-16097552,206 Bourke Street,246.91,20.16,3172,650.0
652,1-69-centre-dandenong-road-dingley-village-vic-3172-16099840,206 Bourke Street,246.95,18.45,3172,540.0
653,11-ridder-court-dingley-village-vic-3172-16104299,Acland Court Shopping Centre,2032.06,224.53,3172,470.0
654,130-stanley-road-keysborough-vic-3173-16093594,206 Bourke Street,1969.96,236.93,3173,850.0
655,20-greenside-cres-keysborough-vic-3173-16110634,206 Bourke Street,3834.75,439.09,3173,850.0
656,41-balgowlah-avenue-keysborough-vic-3173-16104670,206 Bourke Street,1057.23,131.42,3173,480.0
657,2-1-mitchell-court-noble-park-vic-3174-16091711,206 Bourke Street,4042.28,435.58,3174,290.0
658,33-theodore-avenue-noble-park-vic-3174-16104719,206 Bourke Street,3229.66,313.08,3174,420.0
659,3-15-leman-crescent-noble-park-vic-3174-16104774,206 Bourke Street,4064.8,412.77,3174,550.0
660,24-kleine-street-noble-park-vic-3174-16102906,206 Bourke Street,3587.0,333.07,3174,530.0
661,710-stud-road-scoresby-vic-3179-15268201,206 Bourke Street,3437.81,387.48,3179,485.0
662,2-2-rae-court-prahran-vic-3181-16092519,206 Bourke Street,1875.5,177.81,3181,450.0
663,16-spring-street-prahran-vic-3181-16109263,Acland Court Shopping Centre,1340.42,151.64,3181,550.0
664,304-152-peel-street-windsor-vic-3181-16108695,206 Bourke Street,1337.69,139.96,3181,495.0
665,62a-union-street-windsor-vic-3181-16096060,206 Bourke Street,1488.29,164.38,3181,1000.0
666,4-2-4-jessamine-avenue-prahran-vic-3181-16096629,Barrabool Hills Plaza,2186.43,263.32,3181,430.0
667,22-174-peel-street-windsor-vic-3181-16109077,206 Bourke Street,1237.33,116.74,3181,570.0
668,5-327-dandenong-road-prahran-vic-3181-16112180,Acland Court Shopping Centre,1753.1,183.38,3181,585.0
669,502-201-high-street-prahran-vic-3181-16108215,206 Bourke Street,726.31,60.66,3181,380.0
670,9-4-normanby-street-windsor-vic-3181-16103941,206 Bourke Street,1385.37,132.68,3181,330.0
671,23-66-murray-street-prahran-vic-3181-16093824,206 Bourke Street,1213.99,99.71,3181,400.0
672,24-300-high-street-prahran-vic-3181-16092833,206 Bourke Street,1002.14,84.69,3181,595.0
673,1c-lewisham-road-windsor-vic-3181-16104364,Altona Gate Shopping Centre,2238.54,216.24,3181,750.0
674,72-perth-street-prahran-vic-3181-16108083,206 Bourke Street,595.63,64.73,3181,875.0
675,204-27-the-avenue-windsor-vic-3181-16103482,206 Bourke Street,1416.65,123.77,3181,425.0
676,43-eastbourne-street-prahran-vic-3181-16099313,206 Bourke Street,962.25,86.43,3181,800.0
677,110-22-chatham-street-prahran-vic-3181-16104912,206 Bourke Street,344.82,31.15,3181,360.0
678,g04-652-high-street-prahran-vic-3181-16111416,Barrabool Hills Plaza,1731.94,168.47,3181,625.0
679,1-1-ellesmere-road-windsor-vic-3181-16107246,Altona Gate Shopping Centre,2116.38,193.12,3181,330.0
680,2-abeckett-street-prahran-vic-3181-16095838,206 Bourke Street,1155.04,118.29,3181,1200.0
681,42-321-chapel-street-prahran-vic-3181-16094332,206 Bourke Street,167.49,17.06,3181,495.0
682,7-680-malvern-road-prahran-vic-3181-16097081,206 Bourke Street,1068.17,108.85,3181,500.0
683,2-22-ellesmere-road-prahran-vic-3181-16112401,Altona Gate Shopping Centre,1994.83,178.54,3181,500.0
684,306-198-st-kilda-road-st-kilda-vic-3182-16113646,206 Bourke Street,1262.12,172.36,3182,350.0
685,3505-14-16-the-esplanadr-st-kilda-vic-3182-16106828,206 Bourke Street,951.21,115.84,3182,1600.0
686,13-343-beaconsfield-parade-st-kilda-west-vic-3182-16108716,206 Bourke Street,1798.67,240.76,3182,385.0
687,35-233-canterbury-road-st-kilda-west-vic-3182-16109040,206 Bourke Street,1343.48,152.99,3182,360.0
688,1-2-2-woodstock-street-st-kilda-vic-3182-16093793,206 Bourke Street,1483.07,180.17,3182,375.0
689,4-22-crimea-street-st-kilda-vic-3182-15808911,206 Bourke Street,1669.37,212.44,3182,300.0
690,49-64-fitzroy-street-st-kilda-vic-3182-16095131,206 Bourke Street,1296.36,144.42,3182,430.0
691,13-47-brighton-road-st-kilda-vic-3182-16099504,206 Bourke Street,1012.57,116.21,3182,440.0
692,2-16-vale-st-st-kilda-vic-3182-16108973,206 Bourke Street,1367.75,153.31,3182,320.0
693,1-3-7-sebastopol-street-st-kilda-vic-3182-16104975,206 Bourke Street,2095.2,208.72,3182,330.0
694,304a-33-inkerman-st-st-kilda-vic-3182-16104398,206 Bourke Street,657.24,73.1,3182,470.0
695,207-11-13-jackson-street-st-kilda-vic-3182-16103822,206 Bourke Street,1526.72,204.6,3182,700.0
696,2-44-robe-street-st-kilda-vic-3182-16100042,206 Bourke Street,891.44,110.06,3182,420.0
697,10-15-inkerman-street-st-kilda-vic-3182-16111511,206 Bourke Street,612.0,67.86,3182,630.0
698,15-18-princes-street-st-kilda-vic-3182-16027235,206 Bourke Street,1173.16,138.58,3182,495.0
699,69-chapel-street-st-kilda-vic-3182-16107526,206 Bourke Street,1530.43,158.68,3182,650.0
700,2-47-brighton-road-st-kilda-vic-3182-16103420,206 Bourke Street,2512.65,240.39,3182,400.0
701,15-39-41-wellington-street-st-kilda-vic-3182-16110681,206 Bourke Street,1856.8,230.76,3182,550.0
702,39-220-barkly-street-st-kilda-vic-3182-14537180,206 Bourke Street,209.51,20.62,3182,800.0
703,30-233-235-canterbury-road-st-kilda-west-vic-3182-16108250,206 Bourke Street,1343.48,152.99,3182,310.0
704,13-2a-robe-street-st-kilda-vic-3182-16113609,206 Bourke Street,807.29,104.84,3182,675.0
705,13-neptune-street-st-kilda-vic-3182-16108169,206 Bourke Street,948.94,126.07,3182,580.0
706,05-07-lambeth-place-st-kilda-vic-3182-16111844,206 Bourke Street,1540.93,185.55,3182,345.0
707,139-chapel-street-st-kilda-vic-3182-16110151,206 Bourke Street,1131.95,130.3,3182,640.0
708,18-11-17-park-street-st-kilda-west-vic-3182-16099197,206 Bourke Street,1585.09,188.33,3182,450.0
709,8-36-blessington-street-st-kilda-vic-3182-16110703,206 Bourke Street,1043.39,155.84,3182,345.0
710,17-1-acland-street-st-kilda-vic-3182-16108171,206 Bourke Street,1446.0,187.0,3182,280.0
711,9-17-st-leondards-avenue-st-kilda-vic-3182-16110829,206 Bourke Street,1070.27,177.22,3182,590.0
712,1-2a-robe-street-st-kilda-vic-3182-16095963,206 Bourke Street,807.29,104.84,3182,595.0
713,6-50-fitzroy-street-st-kilda-vic-3182-16096820,206 Bourke Street,1268.94,147.55,3182,360.0
714,8-31-charnwood-road-st-kilda-vic-3182-16111421,206 Bourke Street,1710.96,219.73,3182,420.0
715,1-116-inkerman-road-st-kilda-vic-3182-15926395,206 Bourke Street,1024.98,132.86,3182,280.0
716,2b-waterloo-crescent-st-kilda-vic-3182-16103682,206 Bourke Street,897.98,100.27,3182,995.0
717,16-42-waterloo-crescent-st-kilda-vic-3182-16112116,206 Bourke Street,887.95,105.12,3182,250.0
718,4-30-mitford-street-st-kilda-vic-3182-16099536,206 Bourke Street,467.07,89.92,3182,395.0
719,202-8-blanche-street-st-kilda-vic-3182-16095573,206 Bourke Street,491.09,62.19,3182,600.0
720,9-26-loch-street-st-kilda-west-vic-3182-16108504,206 Bourke Street,1805.77,200.42,3182,495.0
721,4-odessa-street-st-kilda-vic-3182-16094649,206 Bourke Street,1637.57,200.21,3182,770.0
722,8-16-marine-parade-st-kilda-vic-3182-16107202,206 Bourke Street,997.48,130.25,3182,400.0
723,3-16-eildon-road-st-kilda-vic-3182-16110741,206 Bourke Street,1432.39,188.2,3182,575.0
724,2-6-charlotte-place-st-kilda-vic-3182-16104068,206 Bourke Street,2344.19,292.82,3182,690.0
725,10-11-marine-parade-st-kilda-vic-3182-16091874,206 Bourke Street,1066.51,135.22,3182,360.0
726,205-211-44-barkly-street-st-kilda-vic-3182-15694325,206 Bourke Street,1025.71,110.39,3182,260.0
727,9-39-eildon-rd-st-kilda-vic-3182-14637707,206 Bourke Street,1021.97,117.3,3182,400.0
728,5-16-blessington-court-st-kilda-vic-3182-16091470,206 Bourke Street,832.87,135.81,3182,300.0
729,203-120-hotham-street-st-kilda-east-vic-3183-16098448,206 Bourke Street,2137.12,237.53,3183,690.0
730,14-3-balston-street-balaclava-vic-3183-16112313,206 Bourke Street,2092.99,211.42,3183,320.0
731,12-rosamond-street-balaclava-vic-3183-16113271,206 Bourke Street,1261.46,152.82,3183,695.0
732,1-3-7-sebastopol-street-st-kilda-east-vic-3183-16104975,206 Bourke Street,2095.2,208.72,3183,330.0
733,1-kalymna-grove-st-kilda-east-vic-3183-16110858,206 Bourke Street,2678.92,247.42,3183,800.0
734,8-9-celeste-court-st-kilda-east-vic-3183-16109885,Acland Court Shopping Centre,2109.04,220.75,3183,300.0
735,7-15-hotham-st-st-kilda-east-vic-3183-16104219,Altona Gate Shopping Centre,2277.93,221.97,3183,445.0
736,1-107-grosvenor-street-balaclava-vic-3183-16096804,206 Bourke Street,2382.85,264.75,3183,495.0
737,301-2a-nelson-street-balaclava-vic-3183-16104630,206 Bourke Street,1587.98,213.79,3183,530.0
738,102-190-alma-rd-st-kilda-east-vic-3183-16098637,Acland Court Shopping Centre,2239.46,217.1,3183,550.0
739,1-5-te-arai-ave-st-kilda-east-vic-3183-16103327,Acland Court Shopping Centre,2140.94,236.01,3183,525.0
740,6-75-westbury-street-st-kilda-east-vic-3183-16104087,206 Bourke Street,2002.57,194.15,3183,430.0
741,9a-rosamond-street-balaclava-vic-3183-16098659,206 Bourke Street,1287.47,154.65,3183,780.0
742,8-8-cardigan-street-st-kilda-east-vic-3183-16094608,206 Bourke Street,2401.54,227.09,3183,380.0
743,12-203-alma-rd-st-kilda-east-vic-3183-16097827,Acland Court Shopping Centre,2314.77,221.31,3183,440.0
744,602-71-inkerman-st-st-kilda-east-vic-3183-16091456,206 Bourke Street,2140.45,202.6,3183,690.0
745,1-296-inkerman-st-st-kilda-east-vic-3183-16106154,206 Bourke Street,2255.88,211.59,3183,385.0
746,12-55-alexandra-street-st-kilda-east-vic-3183-16096796,Acland Court Shopping Centre,2661.02,247.64,3183,430.0
747,10-4a-wando-grove-st-kilda-east-vic-3183-16099165,Acland Court Shopping Centre,2149.02,247.17,3183,475.0
748,27-4-wando-grove-st-kilda-east-vic-3183-16098295,Acland Court Shopping Centre,2144.76,246.14,3183,290.0
749,3-24-26-burns-street-elwood-vic-3184-16092084,206 Bourke Street,2555.35,252.39,3184,480.0
750,5-48-spray-street-elwood-vic-3184-16092133,206 Bourke Street,2456.25,280.44,3184,390.0
751,89b-ruskin-street-elwood-vic-3184-16092997,206 Bourke Street,1370.96,186.2,3184,1200.0
752,7-54-tennyson-street-elwood-vic-3184-16106407,206 Bourke Street,1725.1,223.86,3184,400.0
753,3-46-foam-street-elwood-vic-3184-16109685,206 Bourke Street,2808.51,299.19,3184,490.0
754,6-59-61-ormond-esplanade-elwood-vic-3184-16110347,206 Bourke Street,2262.39,238.57,3184,770.0
755,1-1-ruskin-street-elwood-vic-3184-16106092,206 Bourke Street,753.97,90.3,3184,595.0
756,7-51-55-goldsmith-street-elwood-vic-3184-16104905,206 Bourke Street,1883.74,259.03,3184,1450.0
757,1-151-glen-huntly-rd-elwood-vic-3184-16095357,206 Bourke Street,2705.9,266.43,3184,400.0
758,4-19-milton-street-elwood-vic-3184-16106784,206 Bourke Street,1733.7,225.92,3184,550.0
759,1-9-poets-grove-elwood-vic-3184-16100027,206 Bourke Street,2593.17,300.55,3184,590.0
760,9-40-ormond-road-elwood-vic-3184-16104855,206 Bourke Street,2098.53,213.84,3184,330.0
761,g07-12-14-dickens-street-elwood-vic-3184-16098537,206 Bourke Street,1246.52,164.07,3184,425.0
762,5-111-ruskin-street-elwood-vic-3184-16104155,206 Bourke Street,1571.65,184.13,3184,800.0
763,13-47-brighton-road-elwood-vic-3184-16099504,206 Bourke Street,1012.57,116.21,3184,440.0
764,1-9-robert-st-elwood-vic-3184-16108685,206 Bourke Street,2139.77,245.95,3184,325.0
765,3-483-st-kilda-street-elwood-vic-3184-16094510,206 Bourke Street,3049.41,305.1,3184,825.0
766,4-49a-tennyson-street-elwood-vic-3184-16109927,206 Bourke Street,2105.31,236.65,3184,415.0
767,6-25-dickens-street-elwood-vic-3184-16099687,206 Bourke Street,774.9,163.79,3184,490.0
768,3-22-wave-street-elwood-vic-3184-16095176,206 Bourke Street,2456.53,262.71,3184,620.0
769,5-8-john-street-elwood-vic-3184-16106183,206 Bourke Street,2222.32,274.45,3184,420.0
770,3-487-kooyong-road-elsternwick-vic-3185-16105411,Balnarring Village Shopping Centre,4699.85,420.84,3185,295.0
771,7-162-brighton-road-ripponlea-vic-3185-16100540,206 Bourke Street,2915.47,313.08,3185,395.0
772,76-allison-road-elsternwick-vic-3185-16105190,Acland Court Shopping Centre,3370.5,337.67,3185,1200.0
