rent_address,mall,min_distance,min_duration
1-12-stawell-street-kew-vic-3101-16108050,206 Bourke Street,2557.86,286.67
6-hillside-road-mount-waverley-vic-3149-16099260,Acland Court Shopping Centre,3261.58,366.99
1101-77-river-street-south-yarra-vic-3141-15537769,Altona Gate Shopping Centre,175.1,20.57
504-649-chapel-street-south-yarra-vic-3141-16097235,Balnarring Village Shopping Centre,106.08,16.75
25-maple-walk-moonee-ponds-vic-3039-16097397,206 Bourke Street,477.45,79.61
12-murray-street-richmond-vic-3121-16103776,206 Bourke Street,2207.73,292.11
801-8-joseph-road-footscray-vic-3011-16109999,206 Bourke Street,1026.36,157.92
14-13-rosedale-ave-glen-huntly-vic-3163-16103695,206 Bourke Street,2100.19,207.66
5-32-bay-street-brighton-vic-3186-16104811,206 Bourke Street,4641.23,499.66
14-rosella-road-parkdale-vic-3195-16103628,206 Bourke Street,1237.12,160.27
1-velra-ave-murrumbeena-vic-3163-16091106,Balnarring Village Shopping Centre,2676.92,302.73
3-outlook-drive-kalorama-vic-3766-16093096,206 Bourke Street,11123.82,965.46
202-8-blanche-street-st-kilda-vic-3182-16095573,206 Bourke Street,491.09,62.19
7-norwood-rd-caulfield-north-vic-3161-16111976,206 Bourke Street,1916.15,221.61
1-3-7-sebastopol-street-st-kilda-east-vic-3183-16104975,206 Bourke Street,2095.2,208.72
2-21-munro-st-hawthorn-east-vic-3123-16108516,206 Bourke Street,1566.27,187.74
g07-12-14-dickens-street-elwood-vic-3184-16098537,206 Bourke Street,1246.52,164.07
4-32-power-street-hawthorn-vic-3122-16103495,Altona Gate Shopping Centre,1807.98,240.12
6-labassa-grove-caulfield-north-vic-3161-16110340,206 Bourke Street,2361.64,247.14
1713-25-therry-street-melbourne-vic-3000-16097001,Barrabool Hills Plaza,689.9,98.3
c306-11-shamrock-street-abbotsford-vic-3067-16103805,206 Bourke Street,1094.32,164.11
1b-hazel-grove-pascoe-vale-vic-3044-16098940,Balnarring Village Shopping Centre,4630.16,495.35
74-myers-parade-altona-meadows-vic-3028-16094320,206 Bourke Street,698.33,108.48
1e-wilmot-street-malvern-vic-3144-16095645,206 Bourke Street,749.78,80.06
1-9-poets-grove-elwood-vic-3184-16100027,206 Bourke Street,2593.17,300.55
3-1845-dandenong-road-oakleigh-east-vic-3166-16092754,206 Bourke Street,3558.93,338.22
south-melbourne-vic-3205-15842582,Brandon Park Shopping Centre,2230.02,237.84
6-fairview-drive-cheltenham-vic-3192-16111130,Altona Gate Shopping Centre,1732.83,344.62
1-8-10-lincoln-road-essendon-vic-3040-16095553,Barkly Square,2302.34,254.76
476b-sydney-road-brunswick-vic-3056-16101831,206 Bourke Street,1159.19,142.28
unit-1607-50-claremont-st-south-yarra-vic-3141-16111948,Altona Gate Shopping Centre,912.97,117.07
4-5-winton-road-malvern-east-vic-3145-16103745,206 Bourke Street,1941.65,202.05
33-theodore-avenue-noble-park-vic-3174-16104719,206 Bourke Street,3229.66,313.08
24-macpherson-street-carlton-north-vic-3054-16092806,Acland Court Shopping Centre,2468.99,271.46
1205-8-joseph-road-footscray-vic-3011-16096365,206 Bourke Street,1026.36,157.92
26-hastings-road-hawthorn-east-vic-3123-16107338,206 Bourke Street,1193.4,138.11
3-54-kooyong-road-caulfield-north-vic-3161-16104819,206 Bourke Street,1445.11,165.04
1-5-te-arai-ave-st-kilda-east-vic-3183-16103327,Acland Court Shopping Centre,2140.94,236.01
9-clapperton-street-bentleigh-vic-3204-16092512,206 Bourke Street,4906.77,513.03
348-gooch-street-thornbury-vic-3071-16099884,Balnarring Village Shopping Centre,2957.98,370.95
508-216-rouse-street-port-melbourne-vic-3207-16108824,Balnarring Village Shopping Centre,2862.96,415.94
2-6-8-keogh-court-pascoe-vale-vic-3044-16099318,Balnarring Village Shopping Centre,5062.0,526.23
816-101-therry-st-melbourne-vic-3000-16068338,Barrabool Hills Plaza,672.63,87.63
26-cummins-road-brighton-east-vic-3187-16105212,Acland Court Shopping Centre,2648.26,364.97
30-390-queen-street-altona-meadows-vic-3028-16110953,206 Bourke Street,289.53,45.58
16-york-street-caulfield-south-vic-3162-16112581,Acland Court Shopping Centre,4475.97,414.14
19-160-grange-road-carnegie-vic-3163-16092925,206 Bourke Street,2256.15,209.13
1404-4-joseph-road-footscray-vic-3011-15362715,206 Bourke Street,996.57,154.35
808-2-joseph-road-footscray-vic-3011-15874277,206 Bourke Street,1068.53,162.98
4-13-blackburn-street-surrey-hills-vic-3127-16109055,206 Bourke Street,2994.52,299.87
208-611-sydney-road-brunswick-vic-3056-15144017,206 Bourke Street,1625.47,198.78
24-prospect-hill-road-camberwell-vic-3124-16092042,206 Bourke Street,325.74,62.59
21-findon-crescent-kew-vic-3101-16113943,206 Bourke Street,1201.59,155.9
114-4-acacia-place-abbotsford-vic-3067-16097009,206 Bourke Street,401.99,77.48
806-296-victoria-parade-east-melbourne-vic-3002-13799976,206 Bourke Street,1226.75,164.06
63-monash-ave-balwyn-vic-3103-16111877,206 Bourke Street,4095.47,452.31
3-40-glenbrook-avenue-clayton-vic-3168-16111672,206 Bourke Street,3727.08,364.74
8-1091-burke-road-hawthorn-east-vic-3123-16096688,206 Bourke Street,1305.28,184.54
g07-3-claire-street-mckinnon-vic-3204-15478778,206 Bourke Street,4439.33,401.92
2-147-lawrence-street-wodonga-vic-3690-16107639,206 Bourke Street,1248.52,169.14
1-368-graham-street-port-melbourne-vic-3207-16093260,Acland Court Shopping Centre,2262.08,344.96
413-11-urquhart-street-coburg-vic-3058-15467995,206 Bourke Street,2948.5,332.66
9-40-ormond-road-elwood-vic-3184-16104855,206 Bourke Street,2098.53,213.84
4-470-punt-road-south-yarra-vic-3141-16111404,206 Bourke Street,1304.64,140.36
313-394-collins-street-melbourne-vic-3000-15401052,Altona Gate Shopping Centre,446.34,54.29
306-267-277-lygon-street-brunswick-vic-3056-16099911,206 Bourke Street,1777.82,172.58
145a-church-street-brighton-vic-3186-16108276,Balnarring Village Shopping Centre,5949.85,704.23
4-19-milton-street-elwood-vic-3184-16106784,206 Bourke Street,1733.7,225.92
4-92-brougham-street-kew-vic-3101-16092405,Acland Court Shopping Centre,2840.2,348.93
33-bell-street-fitzroy-vic-3065-16110446,Braybrook Shopping Centre,1653.64,221.7
5-8-john-street-elwood-vic-3184-16106183,206 Bourke Street,2222.32,274.45
21-high-street-kew-vic-3101-16111438,Altona Gate Shopping Centre,1424.39,171.62
213-albert-street-brunswick-vic-3056-16112143,206 Bourke Street,1157.8,144.7
10-798-warrigal-road-malvern-east-vic-3145-16103154,206 Bourke Street,809.63,124.46
