rent_address,stop_name,min_distance,min_duration
30-beluga-street-mount-eliza-vic-3930-16104711,NULL,NULL,NULL
107-35-camberwell-road-hawthorn-east-vic-3123-16104010,Southern Cross Railway Station (Melbourne City),9908.17,1055.45
8-16-marine-parade-st-kilda-vic-3182-16107202,Southern Cross Railway Station (Melbourne City),7955.07,789.48
1-1-ellesmere-road-windsor-vic-3181-16107246,Southern Cross Railway Station (Melbourne City),9017.76,906.61
8-52-pender-street-thornbury-vic-3071-16113012,Southern Cross Railway Station (Melbourne City),12082.74,1143.13
12-203-alma-rd-st-kilda-east-vic-3183-16097827,Southern Cross Railway Station (Melbourne City),8687.99,853.75
49-pascall-street-mount-waverley-vic-3149-16095717,Southern Cross Railway Station (Melbourne City),20822.85,1929.43
02-378-st-georges-road-fitzroy-north-vic-3068-16111995,Southern Cross Railway Station (Melbourne City),7529.6,739.14
513-118-franklin-street-melbourne-vic-3000-15397839,Southern Cross Railway Station (Melbourne City),2791.46,335.95
6-164-wattletree-road-malvern-vic-3144-16100356,Southern Cross Railway Station (Melbourne City),11225.97,1068.78
4-653-park-street-brunswick-vic-3056-16109007,Southern Cross Railway Station (Melbourne City),6014.67,644.46
4-25-melrose-drive-wodonga-vic-3690-12527064,Wodonga Railway Station (Wodonga),1833.27,305.9
5-lightfoot-street-richmond-vic-3121-10274422,Southern Cross Railway Station (Melbourne City),6828.44,814.31
11-regent-avenue-springvale-vic-3171-16110391,Southern Cross Railway Station (Melbourne City),29073.3,2096.04
4-cirrus-close-hampton-park-vic-3976-16112856,Nar Nar Goon Railway Station (Nar Nar Goon),30036.18,2073.7
3-138-mitchell-street-brunswick-vic-3056-16104854,Southern Cross Railway Station (Melbourne City),8522.5,903.4
406-631-victoria-street-abbotsford-vic-3067-16102921,Southern Cross Railway Station (Melbourne City),6584.36,776.05
101-67-well-street-brighton-vic-3186-16091137,Southern Cross Railway Station (Melbourne City),13893.75,1398.45
2-14-hiscock-street-chadstone-vic-3148-15363745,Southern Cross Railway Station (Melbourne City),18904.69,1398.97
20-523-burwood-road-hawthorn-vic-3122-16103788,Southern Cross Railway Station (Melbourne City),9107.59,996.35
4-17-hope-street-glen-iris-vic-3146-16110227,Southern Cross Railway Station (Melbourne City),13699.19,1120.19
3-1-nangnak-lane-mont-albert-vic-3127-16105157,Southern Cross Railway Station (Melbourne City),21500.55,1560.14
1-25-rose-street-armadale-vic-3143-10042843,Southern Cross Railway Station (Melbourne City),8831.54,965.06
209-3-elliott-ave-carnegie-vic-3163-16097314,Southern Cross Railway Station (Melbourne City),15276.0,1353.35
207-11-13-jackson-street-st-kilda-vic-3182-16103822,Southern Cross Railway Station (Melbourne City),6597.03,655.2
46-73-river-street-richmond-vic-3121-16094613,Southern Cross Railway Station (Melbourne City),6740.12,774.96
8-260-wattletree-road-malvern-vic-3144-16098780,Southern Cross Railway Station (Melbourne City),12256.37,1154.51
3-46-foam-street-elwood-vic-3184-16109685,Southern Cross Railway Station (Melbourne City),10001.23,995.52
10-299-burke-road-glen-iris-vic-3146-16103519,Southern Cross Railway Station (Melbourne City),12523.74,1000.02
34-589-glenferrie-road-hawthorn-vic-3122-16094937,Southern Cross Railway Station (Melbourne City),10317.68,973.49
5-490-492-moreland-road-brunswick-west-vic-3055-16091467,Southern Cross Railway Station (Melbourne City),8731.85,696.23
10-11-marine-parade-st-kilda-vic-3182-16091874,Southern Cross Railway Station (Melbourne City),8024.1,794.45
5-12a-toward-street-murrumbeena-vic-3163-16099704,Southern Cross Railway Station (Melbourne City),16171.07,1474.7
4-105-wattle-valley-road-camberwell-vic-3124-16105634,Southern Cross Railway Station (Melbourne City),14283.86,1322.89
3-100-coventry-street-southbank-vic-3006-16111756,Southern Cross Railway Station (Melbourne City),3050.13,395.51
1-204-neerim-road-carnegie-vic-3163-15580163,Southern Cross Railway Station (Melbourne City),14357.36,1260.71
1-116-inkerman-road-st-kilda-vic-3182-15926395,Southern Cross Railway Station (Melbourne City),7115.62,708.1
1-2a-robe-street-st-kilda-vic-3182-16095963,Southern Cross Railway Station (Melbourne City),7021.75,695.38
1-69-centre-dandenong-road-dingley-village-vic-3172-16099840,Southern Cross Railway Station (Melbourne City),41107.88,2457.14
10-talliver-terrace-truganina-vic-3029-16111383,Tarneit Railway Station (Tarneit),3868.89,396.89
