rent_address,stop_name,min_distance,min_duration
148-bay-street-brighton-vic-3186-16111243,Southern Cross Railway Station (Melbourne City),12310.51,1197.65
2-103-waverley-road-chadstone-vic-3148-16098229,Southern Cross Railway Station (Melbourne City),18842.93,1372.84
2512-70-southbank-boulevard-southbank-vic-3006-16097066,Southern Cross Railway Station (Melbourne City),2265.0,318.12
316b-south-road-hampton-east-vic-3188-16101248,Southern Cross Railway Station (Melbourne City),18281.23,1689.81
1-43-barkly-street-carlton-vic-3053-16114029,Southern Cross Railway Station (Melbourne City),4152.19,500.9
6-75-westbury-street-st-kilda-east-vic-3183-16104087,Southern Cross Railway Station (Melbourne City),8094.02,783.97
106-471-malvern-road-south-yarra-vic-3141-16099095,Southern Cross Railway Station (Melbourne City),7440.86,802.58
1-kadir-street-bentleigh-east-vic-3165-16110561,Southern Cross Railway Station (Melbourne City),21177.02,1624.7
3-1-coane-street-oakleigh-east-vic-3166-16110864,Southern Cross Railway Station (Melbourne City),22971.81,1732.18
10-5-wilson-street-murrumbeena-vic-3163-16104133,Southern Cross Railway Station (Melbourne City),15904.53,1431.12
10-1231-malvern-road-malvern-vic-3144-16097026,Southern Cross Railway Station (Melbourne City),12100.43,1039.06
1-125-henty-street-reservoir-vic-3073-16113414,Southern Cross Railway Station (Melbourne City),15032.33,1402.73
2-grace-court-kew-vic-3101-16095943,Southern Cross Railway Station (Melbourne City),10508.13,1021.62
118-normanby-avenue-thornbury-vic-3071-16109205,Southern Cross Railway Station (Melbourne City),10164.21,952.23
2-31-howitt-street-south-yarra-vic-3141-16109026,Southern Cross Railway Station (Melbourne City),7748.21,847.17
62a-union-street-windsor-vic-3181-16096060,Southern Cross Railway Station (Melbourne City),7236.56,734.61
2-55-avoca-street-south-yarra-vic-3141-16103349,Southern Cross Railway Station (Melbourne City),5794.54,667.49
207-6-mater-street-collingwood-vic-3066-16091253,Southern Cross Railway Station (Melbourne City),5764.2,710.92
503-147-beach-street-port-melbourne-vic-3207-16113115,Southern Cross Railway Station (Melbourne City),5258.38,629.67
3-1a-wimba-avenue-kew-vic-3101-16100819,Southern Cross Railway Station (Melbourne City),10671.9,1159.7
6-44-type-street-richmond-vic-3121-16099000,Southern Cross Railway Station (Melbourne City),6500.07,750.53
p18w-189-powlett-street-east-melbourne-vic-3002-16107539,Southern Cross Railway Station (Melbourne City),4494.45,547.7
311-39-park-street-south-melbourne-vic-3205-16109887,Southern Cross Railway Station (Melbourne City),3224.36,407.58
3-20-24-dublin-road-ringwood-east-vic-3135-16112504,Southern Cross Railway Station (Melbourne City),31437.08,2034.88
