rent_address,stop_name,min_distance,min_duration
2-62-screen-street-frankston-vic-3199-16094995,NULL,NULL,NULL
8-pindari-drive-bayswater-vic-3153-16113044,NULL,NULL,NULL
71-balcombe-drive-mount-martha-vic-3934-16113110,NULL,NULL,NULL
211-2a-clarence-street-malvern-east-vic-3145-16106072,Southern Cross Railway Station (Melbourne City),12504.36,1188.4
5-68-edgar-street-north-glen-iris-vic-3146-16105927,Southern Cross Railway Station (Melbourne City),12458.89,1106.34
1-41-kooyong-rd-caulfield-north-vic-3161-16113276,Southern Cross Railway Station (Melbourne City),9996.73,943.87
13-raglan-street-port-melbourne-vic-3207-16096777,Southern Cross Railway Station (Melbourne City),3458.74,371.6
312-57-spencer-street-docklands-vic-3008-16108605,Southern Cross Railway Station (Melbourne City),1148.76,116.34
3-brisbane-street-murrumbeena-vic-3163-16099765,Southern Cross Railway Station (Melbourne City),15450.24,1374.95
g04-66-waterloo-road-northcote-vic-3070-16108577,Southern Cross Railway Station (Melbourne City),9694.68,1056.5
3-197-auburn-road-hawthorn-vic-3122-16096743,Southern Cross Railway Station (Melbourne City),11067.11,1037.58
9a-rosamond-street-balaclava-vic-3183-16098659,Southern Cross Railway Station (Melbourne City),8067.72,799.58
623-539-st-kilda-road-melbourne-vic-3000-16110078,Southern Cross Railway Station (Melbourne City),5132.56,624.18
1108-20-shamrock-street-abbotsford-vic-3067-15091677,Southern Cross Railway Station (Melbourne City),6430.9,783.99
13-112-riversdale-road-hawthorn-vic-3122-16106515,Southern Cross Railway Station (Melbourne City),10048.39,954.11
501-243-franklin-street-melbourne-vic-3000-16098203,Southern Cross Railway Station (Melbourne City),2359.44,276.82
206-801-whitehorse-road-mont-albert-vic-3127-16107016,Southern Cross Railway Station (Melbourne City),21370.14,1543.42
6-33-grove-rd-hawthorn-vic-3122-16094567,Southern Cross Railway Station (Melbourne City),7939.02,910.98
9-21-rockley-road-south-yarra-vic-3141-16109121,Southern Cross Railway Station (Melbourne City),6518.56,775.22
7-6-ripon-grove-elsternwick-vic-3185-16100128,Southern Cross Railway Station (Melbourne City),10371.16,1016.99
9-182-hawdon-street-heidelberg-vic-3084-16105331,Southern Cross Railway Station (Melbourne City),17577.06,1556.96
7-162-brighton-road-ripponlea-vic-3185-16100540,Southern Cross Railway Station (Melbourne City),10055.21,962.68
5-selbourne-street-hawthorn-vic-3122-16100969,Southern Cross Railway Station (Melbourne City),9577.33,1095.66
14-3-balston-street-balaclava-vic-3183-16112313,Southern Cross Railway Station (Melbourne City),8184.43,801.25
38-vermont-street-wodonga-vic-3690-16093688,Wodonga Railway Station (Wodonga),4312.23,531.76
g2-26-nicholson-street-fitzroy-north-vic-3068-16108768,Southern Cross Railway Station (Melbourne City),7426.53,796.29
203-120-hotham-street-st-kilda-east-vic-3183-16098448,Southern Cross Railway Station (Melbourne City),8917.78,857.05
3-43-gillies-street-fairfield-vic-3078-16100715,Southern Cross Railway Station (Melbourne City),12221.42,1169.28
205-1-redhill-terrace-doncaster-east-vic-3109-16094041,Southern Cross Railway Station (Melbourne City),27125.1,1887.55
28-rimmington-way-rockbank-vic-3335-16099477,Rockbank Railway Station (Rockbank),4196.97,315.19
124-abbott-st-sandringham-vic-3191-16111338,Southern Cross Railway Station (Melbourne City),18486.88,1747.04
15-queen-street-fitzroy-north-vic-3068-16098797,Southern Cross Railway Station (Melbourne City),7620.06,839.24
2-2-rae-court-prahran-vic-3181-16092519,Southern Cross Railway Station (Melbourne City),9003.36,906.12
303-88-beaconsfield-parade-albert-park-vic-3206-16095682,Southern Cross Railway Station (Melbourne City),4527.05,475.74
14-lesney-street-richmond-vic-3121-16111270,Southern Cross Railway Station (Melbourne City),5967.37,724.27
147-patterson-road-bentleigh-vic-3204-16099099,Southern Cross Railway Station (Melbourne City),19325.79,1631.04
2-4-prior-rd-malvern-east-vic-3145-16096071,Southern Cross Railway Station (Melbourne City),18127.88,1300.69
20-davison-street-richmond-vic-3121-6782699,Southern Cross Railway Station (Melbourne City),6406.38,768.71
6-27-gladwyn-avenue-bentleigh-east-vic-3165-15284183,Southern Cross Railway Station (Melbourne City),17856.54,1569.26
41-balgowlah-avenue-keysborough-vic-3173-16104670,Southern Cross Railway Station (Melbourne City),38100.8,2153.91
9-parer-street-oakleigh-vic-3166-16093353,Southern Cross Railway Station (Melbourne City),22170.5,1718.04
4-16-toward-street-murrumbeena-vic-3163-16094879,Southern Cross Railway Station (Melbourne City),16548.13,1472.34
101-96-curzon-street-north-melbourne-vic-3051-16099695,Southern Cross Railway Station (Melbourne City),2386.34,285.74
4-11-allambee-avenue-camberwell-vic-3124-16100759,Southern Cross Railway Station (Melbourne City),13653.64,1315.15
206-470-smith-street-collingwood-vic-3066-16095724,Southern Cross Railway Station (Melbourne City),5702.63,692.17
165-patterson-road-bentleigh-vic-3204-16096720,Southern Cross Railway Station (Melbourne City),19497.89,1623.89
2b-donald-street-brunswick-vic-3056-16094762,Southern Cross Railway Station (Melbourne City),7818.35,875.12
3-kingsley-grove-mount-waverley-vic-3149-16098328,Southern Cross Railway Station (Melbourne City),22156.39,1495.01
7-2-graham-street-port-melbourne-vic-3207-16107609,Southern Cross Railway Station (Melbourne City),4205.36,481.47
19-60-wattletree-road-armadale-vic-3143-16109919,Southern Cross Railway Station (Melbourne City),10357.96,1010.54
303-960-high-street-armadale-vic-3143-16100725,Southern Cross Railway Station (Melbourne City),9649.06,1010.69
4-28-banksia-street-clayton-vic-3168-16109082,Southern Cross Railway Station (Melbourne City),22897.64,1775.82
1-150-grange-road-alphington-vic-3078-16099545,Southern Cross Railway Station (Melbourne City),11966.15,1209.9
19-32-queens-road-melbourne-vic-3004-16099040,Southern Cross Railway Station (Melbourne City),4506.31,564.84
3-allan-street-brunswick-vic-3056-16091524,Southern Cross Railway Station (Melbourne City),6912.78,751.65
9-17-st-leondards-avenue-st-kilda-vic-3182-16110829,Southern Cross Railway Station (Melbourne City),6996.59,737.08
79-buckingham-street-richmond-vic-3121-16100639,Southern Cross Railway Station (Melbourne City),6264.73,757.55
69-brighton-street-richmond-vic-3121-16096202,Southern Cross Railway Station (Melbourne City),6266.35,775.75
110-raglan-street-preston-vic-3072-16103893,Southern Cross Railway Station (Melbourne City),12989.85,1170.93
2-26-may-park-avenue-ashwood-vic-3147-16112429,Southern Cross Railway Station (Melbourne City),17188.1,1513.85
78a-teddington-road-hampton-vic-3188-16105795,Southern Cross Railway Station (Melbourne City),17844.96,1670.97
39-lawrence-street-wodonga-vic-3690-16114126,Wodonga Railway Station (Wodonga),5478.28,532.65
2-melville-avenue-newtown-vic-3220-16090991,Geelong Railway Station (Geelong),3448.95,406.34
7-1-duncraig-avenue-armadale-vic-3143-16107324,Southern Cross Railway Station (Melbourne City),10872.12,1044.85
g01-8-carroll-street-richmond-vic-3121-16105144,Southern Cross Railway Station (Melbourne City),5553.08,664.87
27-ellsworth-crescent-camberwell-vic-3124-16093229,Southern Cross Railway Station (Melbourne City),15625.11,1506.29
10-chucklecreek-lane-armstrong-creek-vic-3217-16110820,Marshall Railway Station (Marshall),5180.32,390.38
33-broomfield-road-hawthorn-east-vic-3123-16098753,Southern Cross Railway Station (Melbourne City),11015.99,1033.39
5-548-moreland-road-brunswick-west-vic-3055-16109592,Southern Cross Railway Station (Melbourne City),8777.63,700.59
22-174-peel-street-windsor-vic-3181-16109077,Southern Cross Railway Station (Melbourne City),7600.36,807.86
32-632-st-kilda-road-melbourne-vic-3004-16091641,Southern Cross Railway Station (Melbourne City),6231.21,723.63
3-14-carmichael-road-oakleigh-east-vic-3166-16091410,Southern Cross Railway Station (Melbourne City),23570.86,1608.75
1109-2-joseph-road-footscray-vic-3011-15421439,Southern Cross Railway Station (Melbourne City),4892.63,514.1
2-413a-waverley-road-malvern-east-vic-3145-16112451,Southern Cross Railway Station (Melbourne City),14731.46,1344.92
702-74-queens-road-melbourne-vic-3004-16113717,Southern Cross Railway Station (Melbourne City),5739.78,688.5
1003-225-elizabeth-street-melbourne-vic-3000-16111540,Southern Cross Railway Station (Melbourne City),2303.1,270.18
9-62-wattletree-road-armadale-vic-3143-16091210,Southern Cross Railway Station (Melbourne City),10472.57,1002.94
207-2-6-mccutcheon-street-northcote-vic-3070-15874383,Southern Cross Railway Station (Melbourne City),9573.61,944.99
72-austin-crescent-pascoe-vale-vic-3044-16108578,Southern Cross Railway Station (Melbourne City),12734.0,1116.85
29-1066-lygon-street-carlton-north-vic-3054-16099369,Southern Cross Railway Station (Melbourne City),5970.68,657.16
4-31-33-o-connor-street-brunswick-east-vic-3057-16109419,Southern Cross Railway Station (Melbourne City),7112.17,767.83
304-708-burwood-rd-hawthorn-vic-3122-16096604,Southern Cross Railway Station (Melbourne City),9940.96,1065.56
23-11-auburn-gr-hawthorn-east-vic-3123-16106129,Southern Cross Railway Station (Melbourne City),9747.18,1055.45
12-55-alexandra-street-st-kilda-east-vic-3183-16096796,Southern Cross Railway Station (Melbourne City),8757.52,834.23
308-71-canterbury-street-richmond-vic-3121-14973757,Southern Cross Railway Station (Melbourne City),8410.74,763.13
2-116-anderson-street-south-yarra-vic-3141-16100924,Southern Cross Railway Station (Melbourne City),4556.76,597.93
304a-33-inkerman-st-st-kilda-vic-3182-16104398,Southern Cross Railway Station (Melbourne City),6747.88,648.34
10-katta-court-ashwood-vic-3147-16092329,Southern Cross Railway Station (Melbourne City),20116.44,1550.82
3-20-parkers-rd-parkdale-vic-3195-16096970,Southern Cross Railway Station (Melbourne City),27402.83,2446.82
102-8a-evergreen-mews-armadale-vic-3143-16098928,Southern Cross Railway Station (Melbourne City),8777.63,943.03
304-152-peel-street-windsor-vic-3181-16108695,Southern Cross Railway Station (Melbourne City),7824.21,836.54
20-sycamore-street-caulfield-south-vic-3162-16111960,Southern Cross Railway Station (Melbourne City),12343.69,1094.04
27-4-wando-grove-st-kilda-east-vic-3183-16098295,Southern Cross Railway Station (Melbourne City),9215.64,928.06
305-1200-high-street-malvern-vic-3144-15192944,Southern Cross Railway Station (Melbourne City),11851.14,1065.17
78-oakover-road-preston-vic-3072-16096755,Southern Cross Railway Station (Melbourne City),11318.83,1111.81
3604-568-collins-street-melbourne-vic-3000-16102990,Southern Cross Railway Station (Melbourne City),1263.14,137.77
15-gibdon-street-burnley-vic-3121-16105787,Southern Cross Railway Station (Melbourne City),7670.8,676.24
19-552-moreland-road-brunswick-west-vic-3055-16112090,Southern Cross Railway Station (Melbourne City),8746.9,697.82
71-amelia-street-brunswick-vic-3056-16111322,Southern Cross Railway Station (Melbourne City),6395.52,687.7
4-71-esplanade-west-port-melbourne-vic-3207-16092101,Southern Cross Railway Station (Melbourne City),4059.76,448.48
