rent_address,stop_name,min_distance,min_duration
12-mccomb-lane-cranbourne-vic-3977-16106494,NULL,NULL,NULL
304-27-dickmann-street-richmond-vic-3121-16113260,Southern Cross Railway Station (Melbourne City),5779.34,700.73
14-acland-street-south-yarra-vic-3141-16100335,Southern Cross Railway Station (Melbourne City),5350.15,607.52
1212-35-malcolm-street-south-yarra-vic-3141-16104529,Southern Cross Railway Station (Melbourne City),6219.93,724.46
19-asquith-street-kew-vic-3101-16113258,Southern Cross Railway Station (Melbourne City),11230.22,1074.61
2e-hopetoun-avenue-canterbury-vic-3126-16099464,Southern Cross Railway Station (Melbourne City),12659.85,1332.3
7-mahla-ave-wollert-vic-3750-14803288,Donnybrook Railway Station (Donnybrook),15365.32,719.23
20a-burwah-avenue-brighton-east-vic-3187-16103434,Southern Cross Railway Station (Melbourne City),16540.09,1444.82
1310-450-st-kilda-road-melbourne-vic-3004-16099990,Southern Cross Railway Station (Melbourne City),4061.06,540.98
3-25-shepparson-avenue-carnegie-vic-3163-16094973,Southern Cross Railway Station (Melbourne City),15066.62,1330.22
17-120-princes-street-port-melbourne-vic-3207-16101214,Southern Cross Railway Station (Melbourne City),4158.96,491.65
607-253-bridge-road-richmond-vic-3121-16100906,Southern Cross Railway Station (Melbourne City),5245.53,622.44
1014-22-24-jane-bell-lane-melbourne-vic-3000-16103081,Southern Cross Railway Station (Melbourne City),3099.31,356.38
12-2-freeman-street-hawthorn-east-vic-3123-16099575,Southern Cross Railway Station (Melbourne City),10316.76,1119.97
109-39-riversdale-road-hawthorn-vic-3122-16109227,Southern Cross Railway Station (Melbourne City),9419.85,908.86
84-nott-street-port-melbourne-vic-3207-16112150,Southern Cross Railway Station (Melbourne City),4419.02,505.98
604-8c-evergreen-mews-armadale-vic-3143-15223873,Southern Cross Railway Station (Melbourne City),8777.63,943.03
310-24-becket-avenue-bentleigh-east-vic-3165-16098565,Southern Cross Railway Station (Melbourne City),19094.34,1602.54
6-50-fitzroy-street-st-kilda-vic-3182-16096820,Southern Cross Railway Station (Melbourne City),6074.4,572.34
3-1-alexandra-avenue-south-yarra-vic-3141-16103763,Southern Cross Railway Station (Melbourne City),4381.4,577.75
12-24-dunoon-street-murrumbeena-vic-3163-16110351,Southern Cross Railway Station (Melbourne City),16323.26,1431.16
385-burke-road-glen-iris-vic-3146-16096642,Southern Cross Railway Station (Melbourne City),12711.62,1025.52
907-37-39-park-street-south-melbourne-vic-3205-15842582,Southern Cross Railway Station (Melbourne City),3224.36,407.58
