rent_address,stop_name,min_distance,min_duration
1-1204-glen-huntly-road-glen-huntly-vic-3163-16083529,NULL,NULL,NULL
7-23-bendigo-avenue-elwood-vic-3184-16085426,St Kilda (Brookes Jetty),2189.8,229.06
1-12-omar-street-caulfield-south-vic-3162-16085399,Middle Brighton Pier and Breakwater,5275.73,515.32
602-250-city-road-southbank-vic-3006-16085393,Albert Park,1887.4,311.58
26-william-street-dromana-vic-3936-16085361,Port Phillip Bay Coastal Reserve (COM),575.61,78.07
2-14-binns-street-montmorency-vic-3094-16085351,Eltham Bushland Reserve,3331.88,366.18
603-101-river-street-south-yarra-vic-3141-16085330,Parks Victoria Depot - Barkly Ave Park,2759.88,261.08
80a-waverley-street-moonee-ponds-vic-3039-16085329,"Pipemakers, Burndap and Footscay Park Parklands (COM)",2665.59,334.73
12-174-george-street-east-melbourne-vic-3002-14217723,Lower Yarra River land,2269.9,310.97
1-15-tintern-avenue-toorak-vic-3142-16085299,Herring Island,2915.56,354.06
210-26-warleigh-grove-brighton-vic-3186-15226300,Middle Brighton Pier and Breakwater,2129.52,270.97
205-95-ormond-road-elwood-vic-3184-16085196,St Kilda (Brookes Jetty),2403.05,253.7
15-64-auburn-rd-hawthorn-vic-3122-16085195,Lower Yarra River land,3238.52,324.64
609-14-david-street-richmond-vic-3121-16085191,Lower Yarra River land,419.77,89.56
409-108-bay-street-port-melbourne-vic-3207-16085177,Kerford Road and Lagoon Piers,937.17,98.08
107k-211-powlett-street-east-melbourne-vic-3002-16085151,Lower Yarra River land,1624.92,202.91
44-francis-cres-glen-iris-vic-3146-16085112,Wattle Park,6984.81,643.13
4-52-lyndhurst-street-richmond-vic-3121-16085100,Lower Yarra River land,1569.73,178.7
203-highfield-road-camberwell-vic-3124-16085093,Wattle Park,3033.67,283.06
6-6-denbigh-road-armadale-vic-3143-16085067,Albert Park,4095.55,442.14
17-king-street-richmond-vic-3121-16085050,Princes Warf,2389.57,401.81
1105-162-albert-street-east-melbourne-vic-3002-16084999,Lower Yarra River land,1783.3,234.63
10-5-allard-street-brunswick-west-vic-3055-16084995,Lower Maribyrnong River land,5330.57,542.96
eg07-11-flockhart-street-abbotsford-vic-3067-16084992,Lower Yarra River land (addition) Park,125.09,30.02
11a-131-lonsdale-sreet-melbourne-vic-3000-16084984,Carlton Court House Historic Reserve,1984.06,265.17
7-1a-hughenden-road-st-kilda-east-vic-3183-16084967,Albert Park,2971.77,325.15
28-wilson-street-highett-vic-3190-16084920,Sandringham Jetty and Breakwater,3812.02,348.21
6-bass-street-flinders-vic-3929-16084910,Flinders Jetty,445.81,75.39
g06-81-cemetery-road-carlton-vic-3053-16084878,Carlton Court House Historic Reserve,1045.16,120.6
4-4-6-wilson-street-wodonga-vic-3690-16084871,Wodonga Bushland Reserve,2822.9,344.52
