rent_address,stop_name,min_distance,min_duration
1-10-roseberry-grove-glen-huntly-vic-3163-16072245,NULL,NULL,NULL
301-18-etna-street-glen-huntly-vic-3163-16068553,NULL,NULL,NULL
206-126-carlisle-street-st-kilda-vic-3182-16041005,St Kilda (Brookes Jetty),1728.66,242.7
517-74-queens-road-melbourne-vic-3004-16040056,Albert Reserve,930.13,128.01
16-glyndebourne-avenue-toorak-vic-3142-16037962,Herring Island,3230.11,434.69
7b-carr-street-brighton-east-vic-3187-16037629,Sandringham Jetty and Breakwater,4931.75,492.45
2104-38-rose-lane-melbourne-vic-3000-16035456,Carlton Court House Historic Reserve,2940.35,356.57
3-24-park-crescent-caulfield-north-vic-3161-16035184,Herring Island,7756.16,734.53
215-253-normanby-road-south-melbourne-vic-3205-16034152,Kerford Road and Lagoon Piers,2594.85,285.26
11-hansens-lane-balnarring-beach-vic-3926-16017546,Flinders - Somers Coastal Reserve,258.16,35.18
8-38-fitzroy-street-st-kilda-vic-3182-16016713,Albert Park,330.35,47.98
12-108-maribyrnong-road-moonee-ponds-vic-3039-16015441,"Pipemakers, Burndap and Footscay Park Parklands (COM)",2515.62,287.1
7-agnes-street-mont-albert-vic-3127-16014765,Wattle Park,3251.43,364.12
23a-bruce-street-toorak-vic-3142-16012345,Herring Island,2241.66,285.98
12-37-domain-street-south-yarra-vic-3141-16012333,Albert Park,950.34,173.31
10-marne-street-south-yarra-vic-3141-15981508,Albert Park,1362.94,196.77
1-8-murphy-street-richmond-vic-3121-14865370,Lower Yarra River land,1128.06,143.36
198-barkly-st-brunswick-vic-3056-16072946,Carlton Court House Historic Reserve,2959.62,320.77
4-26-wellington-street-st-kilda-vic-3182-16072089,Albert Park,752.14,97.07
11-16-kensington-road-south-yarra-vic-3141-16071890,Albert Park,3006.09,396.45
g01-39-riversdale-road-hawthorn-vic-3122-15235034,Lower Yarra River land,2222.59,289.95
1715-220-spencer-street-melbourne-vic-3000-16071670,Albert Park,3050.63,417.47
104-300-swanston-street-melbourne-vic-3000-13671355,Carlton Court House Historic Reserve,1762.4,237.26
2a-grant-street-oakleigh-vic-3166-16071525,Karkarook Park (water authority land),5940.52,663.56
314-499-st-kilda-road-melbourne-vic-3004-16071284,Albert Reserve,682.44,94.6
3-19-truganini-road-carnegie-vic-3163-16071226,Wattle Park,9577.55,920.8
3-2-celeste-ct-st-kilda-east-vic-3183-16071218,Albert Park,3125.42,342.76
46b-wingate-street-bentleigh-east-vic-3165-16071165,Karkarook Park (water authority land),1845.71,249.06
205-1059-1061-dandenong-road-malvern-east-vic-3145-16070994,Wattle Park,8999.88,893.0
311-ross-street-port-melbourne-vic-3207-16070950,Kerford Road and Lagoon Piers,2288.04,285.81
65-broughton-road-surrey-hills-vic-3127-16070938,Wattle Park,1244.42,190.61
284a-tucker-rd-ormond-vic-3204-16070662,Karkarook Park (water authority land),5978.71,583.54
4-84-ormond-road-elwood-vic-3184-16070658,St Kilda (Brookes Jetty),2371.8,252.6
313-110-roberts-street-west-footscray-vic-3012-16070615,"Williamstown Workshop, Piers & Stony Creek Backwash",4204.49,444.3
12-carool-road-ashburton-vic-3147-16070361,Wattle Park,4819.59,514.4
12-vale-street-east-melbourne-vic-3002-16070321,Lower Yarra River land,2399.89,342.14
4-mary-moodie-way-brunswick-east-vic-3057-16070244,Carlton Court House Historic Reserve,3044.0,352.54
14-98-100-carrington-road-box-hill-vic-3128-16070220,Wattle Park,3545.92,385.16
27-elgin-street-carlton-vic-3053-16069803,Carlton Court House Historic Reserve,531.51,72.24
