rent_address,stop_name,min_distance,min_duration
221-378-390-saint-georges-road-fitzroy-north-vic-3068-16052965,Yarra Bend Park,3200.79,347.04
207-720-queensberry-street-north-melbourne-vic-3051-16052939,Carlton Court House Historic Reserve,3046.48,335.54
22-109-nimmo-street-middle-park-vic-3206-16052918,Kerford Road and Lagoon Piers,993.15,101.95
3a-maltarra-street-clayton-south-vic-3169-16052876,Karkarook Park (water authority land),4934.6,508.85
1-david-lane-windsor-vic-3181-15900527,Albert Park,1508.83,214.29
12-yates-lane-parkville-vic-3052-15148071,Lower Maribyrnong River land,3258.12,424.0
12-1325-high-street-malvern-vic-3144-16052711,Herring Island,6358.96,571.68
74-barrett-street-albert-park-vic-3206-16052698,Kerford Road and Lagoon Piers,736.05,92.65
4-45-st-elmo-road-ivanhoe-vic-3079-16052693,Darebin Creek Land,2262.36,263.01
21-32-darling-street-south-yarra-vic-3141-16052677,Albert Park,2217.0,276.33
19-73-queens-road-melbourne-vic-3004-16052308,Albert Reserve,896.17,123.12
4-111-ruskin-street-elwood-vic-3184-16052249,St Kilda (Brookes Jetty),1769.72,229.23
1559-heatherton-road-dandenong-north-vic-3175-16051481,Dandenong Police Paddocks Reserve,3319.11,408.04
40a-macedon-parade-wollert-vic-3750-15280632,Craigieburn Grassland Nature Conservation Reserve,8380.56,575.88
11-170-albion-street-brunswick-vic-3056-16051288,Carlton Court House Historic Reserve,4820.61,448.07
1-803-whitehorse-road-mont-albert-vic-3127-16051285,Wattle Park,4208.87,395.96
715-5-olive-york-way-brunswick-west-vic-3055-16051260,Lower Maribyrnong River land,6155.89,651.84
19-amreli-st-deanside-vic-3336-15176030,Clarke Road Streamside Reserve,3204.94,329.42
4-31-bayview-crescent-black-rock-vic-3193-16051099,Black Rock Jetty,753.07,115.52
15-31-barnsbury-road-deepdene-vic-3103-16051009,Yarra Bend Park,4703.25,520.29
