rent_address,stop_name,min_distance,min_duration
12-70-edgar-street-north-glen-iris-vic-3146-16082708,Herring Island,5900.58,558.84
208-34-union-street-brunswick-vic-3056-16082673,Carlton Court House Historic Reserve,3845.79,410.38
509a-1-acacia-place-abbotsford-vic-3067-16082671,Lower Yarra River land,18.59,4.46
2-49-osborne-avenue-glen-iris-vic-3146-16082650,Herring Island,6633.51,519.16
64-ferguson-street-upwey-vic-3158-16082642,Dandenong Ranges National Park,2175.46,455.1
1a-ogilvie-st-essendon-vic-3040-16082587,Lower Maribyrnong River land,742.27,85.77
602-118-franklin-street-melbourne-vic-3000-16082578,Carlton Court House Historic Reserve,1963.17,241.45
g01-97-beach-road-mentone-vic-3194-16082520,Mordialloc Pier,3324.67,332.05
14-grosvenor-road-glen-iris-vic-3146-16082500,Herring Island,5603.57,497.44
336-70-batesford-road-chadstone-vic-3148-15375409,Wattle Park,5367.54,573.75
34c-rose-street-armadale-vic-3143-16082480,Herring Island,3888.11,430.57
1-29-arthur-street-coburg-north-vic-3058-16082466,Merri Creek Land (368 Mahoneys Rd),9365.46,830.47
14-park-street-fitzroy-north-vic-3068-16082451,Lower Yarra River land,3167.71,461.13
22l-378-390-st-georges-road-fitzroy-north-vic-3068-16082386,Yarra Bend Park,3200.79,347.04
15-10-davies-street-brunswick-vic-3056-16082384,Carlton Court House Historic Reserve,5703.62,538.29
67-florizel-street-glen-iris-vic-3146-16082373,Wattle Park,5197.35,488.85
1112-333-351-exhibition-street-melbourne-vic-3000-16082372,Carlton Court House Historic Reserve,1469.6,181.27
508-839-dandenong-road-malvern-east-vic-3145-16082365,Herring Island,8355.63,743.26
4-360-carlisle-street-balaclava-vic-3183-16082332,St Kilda (Brookes Jetty),2675.2,356.76
22l-378-390-st-georges-road-fitzroy-north-vic-3068-16082386,Yarra Bend Park,3200.79,347.04
14-21-marine-parade-st-kilda-vic-3182-16082302,St Kilda (Brookes Jetty),424.53,33.72
3-4-stillman-street-richmond-vic-3121-16082280,Lower Yarra River land,1126.82,135.7
7-larnook-street-prahran-vic-3181-16082241,Albert Park,3783.07,467.08
10-nicholson-street-south-yarra-vic-3141-16082198,Albert Reserve,1748.89,208.03
5-2-kipling-street-st-kilda-vic-3182-16082197,Albert Park,1809.0,218.69
2-4-anne-street-wodonga-vic-3690-16082183,Proposed Murray River Park (part),2744.24,347.95
1703-89-103-gladstone-street-south-melbourne-vic-3205-16082171,Albert Park,2724.75,337.9
512-77-river-street-south-yarra-vic-3141-16082119,Albert Park,2756.08,339.73
15a-the-avenue-windsor-vic-3181-16082070,Albert Park,2775.9,318.47
11-turner-street-abbotsford-vic-3067-16082069,Lower Yarra River land,609.45,73.57
7-21-dawson-avenue-brighton-vic-3186-16082004,Middle Brighton Pier and Breakwater,2140.19,235.9
242-chandler-road-keysborough-vic-3173-16081963,Braeside Park,5059.3,548.1
3002-288-spencer-st-melbourne-vic-3000-16081949,Carlton Court House Historic Reserve,3149.05,403.14
113-2-hobson-street-south-yarra-vic-3141-16068562,Albert Reserve,2768.76,268.02
130-471-malvern-road-south-yarra-vic-3141-16068569,Albert Reserve,2815.18,265.11
880-swanston-street-carlton-vic-3053-16081935,Carlton Court House Historic Reserve,673.04,106.62
1507-12-queens-rd-melbourne-vic-3004-16081919,Albert Park,622.54,119.42
1-333-coventry-street-south-melbourne-vic-3205-16081898,Albert Park,1939.41,287.85
9-491-south-road-bentleigh-vic-3204-16081842,Karkarook Park (water authority land),3844.37,547.4
3-76-glen-iris-road-glen-iris-vic-3146-16081785,Wattle Park,5153.03,509.42
1-30-swindon-road-hughesdale-vic-3166-16081742,Karkarook Park (water authority land),4897.13,594.91
108-326-328-burwood-highway-burwood-vic-3125-16081726,Wattle Park,3722.7,395.98
8-62-hawthorn-road-caulfield-north-vic-3161-16081715,Albert Park,4641.23,442.56
34-donald-st-highett-vic-3190-16081654,Sandringham Jetty and Breakwater,4783.24,409.83
4-84-rochester-rd-balwyn-vic-3103-16081633,Wattle Park,4435.14,412.01
127-willow-bend-bulleen-vic-3105-16081615,Yarra Valley Parklands (COM),3909.91,342.28
1292-north-road-oakleigh-south-vic-3167-16081578,Karkarook Park (water authority land),4832.09,491.39
3-1-john-street-box-hill-vic-3128-16081572,Wattle Park,4128.26,430.66
1-118-brighton-street-richmond-vic-3121-16081521,Parks Victoria Depot - Barkly Ave Park,2204.12,204.68
1-128-moriah-street-clayton-vic-3168-16081488,Karkarook Park (water authority land),6373.85,646.91
2-33-frank-avenue-clayton-vic-3168-14995545,Karkarook Park (water authority land),5083.02,522.92
1-26-adrian-street-chadstone-vic-3148-16081445,Wattle Park,8526.3,814.38
15-fintonia-street-hughesdale-vic-3166-16081433,Karkarook Park (water authority land),5185.86,540.38
41-bishop-street-oakleigh-vic-3166-16081385,Karkarook Park (water authority land),4366.27,478.39
78-palmerston-crescent-south-melbourne-vic-3205-16081321,Albert Park,503.69,105.37
10-2-johnson-street-northcote-vic-3070-16081202,Yarra Bend Park,4374.42,391.37
310-770b-toorak-road-road-glen-iris-vic-3146-16081171,Herring Island,4889.35,425.59
9-63-millswyn-street-south-yarra-vic-3141-16081143,Albert Park,1143.35,190.62
