rent_address,stop_name,min_distance,min_duration
303-79-81-asling-street-brighton-vic-3186-16089433,Middle Brighton Pier and Breakwater,2686.04,263.58
18-41-northcote-ave-caulfield-north-vic-3161-16089431,Middle Brighton Pier and Breakwater,7070.54,644.37
11-91-mathoura-road-toorak-vic-3142-16089349,Herring Island,2861.8,321.45
57-243-collins-street-melbourne-vic-3000-16089287,Carlton Court House Historic Reserve,2798.59,327.69
6-58-leila-road-carnegie-vic-3163-16089254,Karkarook Park (water authority land),7178.56,682.76
2311-601-little-lonsdale-street-melbourne-vic-3000-16089250,Carlton Court House Historic Reserve,3004.24,371.13
212-363-beaconsfield-parade-st-kilda-west-vic-3182-16089242,St Kilda Pier and Breakwater,612.77,93.1
504-1-danks-street-west-port-melbourne-vic-3207-16089226,Kerford Road and Lagoon Piers,453.04,55.24
1-59-chapman-street-north-melbourne-vic-3051-16089219,Carlton Court House Historic Reserve,2992.89,370.94
108-14-david-street-richmond-vic-3121-16089176,Lower Yarra River land,419.77,89.56
219-528-swanston-street-carlton-vic-3053-16089175,Carlton Court House Historic Reserve,1301.67,156.18
204-55-wellington-street-st-kilda-vic-3182-16089144,Albert Park,893.98,111.65
804-50-claremont-street-south-yarra-vic-3141-16089126,Albert Park,2550.43,360.75
5-washington-drive-oakleigh-south-vic-3167-16089108,Karkarook Park (water authority land),1664.23,257.75
6-jaques-grove-forest-hill-vic-3131-16089098,Davy Lane Reserve,1345.94,207.21
1-263-lennox-street-richmond-vic-3121-16089089,Lower Yarra River land,2395.71,230.94
9-600-station-street-carlton-north-vic-3054-16089028,Carlton Court House Historic Reserve,2430.18,264.23
115b-collins-street-thornbury-vic-3071-16089002,Yarra Bend Park,3983.27,355.87
41-haines-street-hawthorn-vic-3122-16089000,Lower Yarra River land,2784.11,299.95
18-570-glenferrie-road-hawthorn-vic-3122-16088949,Lower Yarra River land,2471.69,261.94
2-ashby-court-chadstone-vic-3148-16088924,Wattle Park,7850.19,753.54
52-sutherland-street-brunswick-vic-3056-16088853,Carlton Court House Historic Reserve,5862.98,535.3
108-10-bromham-place-richmond-vic-3121-16088846,Lower Yarra River land (addition) Park,1689.03,216.21
3-50-magnolia-road-gardenvale-vic-3185-16088805,Middle Brighton Pier and Breakwater,3517.45,380.05
1-77-darling-rd-malvern-east-vic-3145-16088796,Wattle Park,7795.04,726.51
17-677-park-street-brunswick-vic-3056-16088786,Carlton Court House Historic Reserve,3127.94,326.69
2-39-morrah-st-parkville-vic-3052-15056186,Carlton Court House Historic Reserve,2413.78,316.28
53-hillside-street-springvale-vic-3171-16088757,Dandenong Valley Parklands,9268.88,936.38
4-73-edgar-st-north-glen-iris-vic-3146-16088705,Herring Island,5795.15,524.96
724-inkerman-road-caulfield-north-vic-3161-16088678,Albert Park,4949.67,468.75
