rent_address,stop_name,min_distance,min_duration
8-27-beena-avenue-carnegie-vic-3163-16069094,NULL,NULL,NULL
18-214-kambrook-road-caulfield-vic-3162-16065771,NULL,NULL,NULL
104-226-waverley-road-malvern-east-vic-3145-16064029,NULL,NULL,NULL
307-1c-michael-street-brunswick-vic-3056-16069494,Carlton Court House Historic Reserve,3738.99,397.1
8-1512-malvern-road-glen-iris-vic-3146-16069445,Herring Island,6333.64,488.18
205-2a-clarence-street-malvern-east-vic-3145-16069391,Herring Island,8262.65,730.42
11-290-south-road-hampton-east-vic-3188-16069282,Sandringham Jetty and Breakwater,4595.02,455.79
24-brooklyn-avenue-caulfield-south-vic-3162-16069207,Middle Brighton Pier and Breakwater,5007.3,514.23
6-645-malvern-road-toorak-vic-3142-16069122,Albert Reserve,3378.39,319.86
9-139-melbourne-avenue-glenroy-vic-3046-16069112,Lower Maribyrnong River land,11899.94,990.08
705-8-joseph-road-footscray-vic-3011-16069015,Lower Maribyrnong River land,805.35,104.57
705-8-joseph-road-footscray-vic-3011-16069015,Lower Maribyrnong River land,805.35,104.57
311-75-wellington-st-collingwood-vic-3066-16068804,Lower Yarra River land,1380.03,163.87
705-8-joseph-road-footscray-vic-3011-16069015,Lower Maribyrnong River land,805.35,104.57
4-73-alma-road-st-kilda-vic-3182-16068784,Albert Park,1251.09,166.95
803-597-sydney-road-brunswick-vic-3056-16068732,Carlton Court House Historic Reserve,4878.02,464.94
11-326-plenty-road-preston-vic-3072-16068669,Gresswell Forest (part a) Nature Conservation Reserve,6324.9,734.76
101-439-bay-street-brighton-vic-3186-16068532,Middle Brighton Pier and Breakwater,2286.9,261.28
8-182-barkly-street-fitzroy-north-vic-3068-16068469,Carlton Court House Historic Reserve,3443.26,304.93
303-250-st-kilda-road-melbourne-vic-3004-16068286,Princes Warf,1686.26,273.33
46-loyola-grove-richmond-vic-3121-16068071,Herring Island,1166.7,122.05
25-chestnut-street-richmond-vic-3121-16068056,Parks Victoria Depot - Barkly Ave Park,2222.91,215.87
