rent_address,stop_name,min_distance,min_duration
206-96-ormond-road-elwood-vic-3184-16061435,St Kilda (Brookes Jetty),2418.93,255.33
5-310-beach-road-black-rock-vic-3193-16061407,Black Rock Jetty,1208.75,148.21
101-17-murrumbeena-road-murrumbeena-vic-3163-16061406,Wattle Park,8172.0,827.86
417-11-urquhart-street-coburg-vic-3058-16061379,Yarra Bend Park,9575.41,841.62
38-400-victoria-parade-east-melbourne-vic-3002-12863768,Lower Yarra River land,1955.93,227.21
1-watson-street-armadale-vic-3143-16061315,Herring Island,3769.34,399.44
37-taylor-street-fitzroy-north-vic-3068-16061269,Carlton Court House Historic Reserve,3418.36,378.81
3764-point-nepean-road-portsea-vic-3944-16061261,Portsea Pier,36.1,8.66
p08p-191-powlett-street-east-melbourne-vic-3002-16061199,Lower Yarra River land,1667.66,213.17
10-gellibrand-street-williamstown-vic-3016-16061167,Point Gellibrand Heritage Park,1676.33,185.42
1-27-venus-st-caulfield-south-vic-3162-16061113,Middle Brighton Pier and Breakwater,4175.61,430.35
402-1399-dandenong-road-malvern-east-vic-3145-16060867,Karkarook Park (water authority land),5869.37,710.95
107-795-toorak-road-hawthorn-east-vic-3123-16060859,Herring Island,4847.86,424.68
4-13-lillimur-road-ormond-vic-3204-16060820,Karkarook Park (water authority land),7796.59,751.47
6-headland-drive-leopold-vic-3224-16060771,Lake Connewarre Wildlife Reserve (hunting),3498.12,418.39
5-12-wyuna-rd-caulfield-north-vic-3161-16060765,Herring Island,7923.33,729.74
2-11-therese-avenue-mount-waverley-vic-3149-16060186,Karkarook Park (water authority land),8098.64,848.87
4-lucerne-avenue-mornington-vic-3931-16060040,Port Phillip Bay Coastal Reserve (COM),1661.32,163.33
5-265-clayton-road-clayton-vic-3168-16059981,Karkarook Park (water authority land),6081.15,632.75
505-25-nott-street-port-melbourne-vic-3207-16059890,Kerford Road and Lagoon Piers,830.26,103.44
12-45-marine-parade-st-kilda-vic-3182-16059741,St Kilda (Brookes Jetty),805.74,73.88
3-23-cavendish-drive-heatherton-vic-3202-16087838,Karkarook Park (water authority land),2626.47,396.96
3-23-cavendish-drive-heatherton-vic-3202-16087838,Karkarook Park (water authority land),2626.47,396.96
1002-1-acacia-place-abbotsford-vic-3067-16087823,Lower Yarra River land,18.59,4.46
203-33-cliveden-close-east-melbourne-vic-3002-16087803,Princes Warf,2550.14,370.62
16-1-3-carre-street-elsternwick-vic-3185-16087759,St Kilda (Brookes Jetty),3873.16,410.96
301-99-palmerston-crescent-south-melbourne-vic-3205-16087718,Albert Park,605.57,123.71
103-35-43-high-street-glen-iris-vic-3146-16087710,Wattle Park,6485.91,592.66
1a-chivers-road-templestowe-vic-3106-16087683,Yarra Valley Parklands,3929.29,423.11
60-neptune-street-richmond-vic-3121-16087614,Lower Yarra River land,1016.54,143.14
9-322-albert-street-east-melbourne-vic-3002-16087584,Lower Yarra River land,2257.75,273.92
703-6-acacia-place-abbotsford-vic-3067-16087573,Lower Yarra River land,0.0,0.0
4-102-moreland-road-brunswick-vic-3056-16087543,Carlton Court House Historic Reserve,5283.19,509.45
7-2-kipling-st-st-kilda-vic-3182-16087516,Albert Park,1809.0,218.69
4-12-vale-street-st-kilda-vic-3182-16087511,Albert Park,1106.66,142.6
711-422-collins-street-melbourne-vic-3000-16087505,Albert Park,2824.64,405.28
1-71-mathoura-road-toorak-vic-3142-16087504,Herring Island,3027.91,342.33
1b-milroy-street-brighton-east-vic-3187-16087492,Middle Brighton Pier and Breakwater,3180.98,376.46
6-8-10-lincoln-road-essendon-vic-3040-16087456,Lower Maribyrnong River land,2283.72,193.65
1-97-charles-street-prahran-vic-3181-16087452,Albert Reserve,1833.7,221.64
10-98-barkly-street-st-kilda-vic-3182-16087425,Albert Park,844.87,106.35
2-70-williams-road-prahran-vic-3181-16087414,Albert Park,3334.12,375.43
10-brooke-street-eaglemont-vic-3084-16087413,Yarra Valley Parklands (COM),1275.9,222.86
46-earl-street-windsor-vic-3181-16087402,Albert Park,2391.43,319.54
g02-135-roden-street-west-melbourne-vic-3003-15657129,Carlton Court House Historic Reserve,3156.97,381.37
3-31-chapel-street-st-kilda-east-vic-3183-16087349,Albert Park,1604.55,194.46
19-22-somerville-road-hampton-park-vic-3976-16087306,Cranbourne Wetlands Nature Conservation Reserve,5533.68,582.49
121-5-beavers-road-northcote-vic-3070-16087294,Yarra Bend Park,3699.05,375.41
1-831-toorak-road-hawthorn-east-vic-3123-16087198,Herring Island,5346.68,467.66
10a-cummins-rd-brighton-east-vic-3187-16087161,Sandringham Jetty and Breakwater,4494.51,445.66
68-merton-street-albert-park-vic-3206-16087154,Kerford Road and Lagoon Piers,926.85,136.69
2-10-allambee-avenue-camberwell-vic-3124-16087120,Wattle Park,3032.37,309.33
35-108-124-union-street-brunswick-vic-3056-16087109,Carlton Court House Historic Reserve,4223.31,432.56
103-88-tram-road-doncaster-vic-3108-14872098,Yarra Valley Parklands,4902.41,552.68
106-1059-1061-dandenong-road-malvern-east-vic-3145-16087078,Wattle Park,8999.88,893.0
12-cameron-street-richmond-vic-3121-14219096,Lower Yarra River land (addition) Park,1805.38,217.84
3-53-wanda-rd-caulfield-north-vic-3161-16087035,Albert Park,4365.59,434.28
10-193-fitzroy-street-st-kilda-vic-3182-16087017,Albert Park,668.98,93.18
434-elgar-road-box-hill-vic-3128-16087001,Wattle Park,3404.1,383.48
5-1a-lansdowne-street-st-kilda-east-vic-3183-16086953,Albert Park,3152.35,336.82
107-182-barkly-street-st-kilda-vic-3182-16086941,St Kilda (Brookes Jetty),944.17,144.58
4-11-louise-avenue-mont-albert-vic-3127-16086905,Wattle Park,2838.24,324.66
1-13-ulupna-road-ormond-vic-3204-16086855,Karkarook Park (water authority land),7492.92,733.91
6-46a-corhampton-road-balwyn-north-vic-3104-16086851,Part Yarra Valley Parklands,3575.06,379.39
