rent_address,stop_name,min_distance,min_duration
8-24-melbourne-street-murrumbeena-vic-3163-16078538,Wattle Park,8379.42,834.32
10-304-tooronga-road-glen-iris-vic-3146-16078526,Herring Island,5417.6,473.98
5-9-marlton-crescent-st-kilda-vic-3182-16078497,Albert Park,1309.17,184.43
5-8-10-turakina-avenue-edithvale-vic-3196-16078476,Mordialloc Pier,3995.28,396.62
57-bent-street-northcote-vic-3070-16078474,Yarra Bend Park,3959.62,418.92
3-24-elster-avenue-elsternwick-vic-3185-16078453,Middle Brighton Pier and Breakwater,3423.26,384.67
2-44-rosstown-road-carnegie-vic-3163-16078450,Wattle Park,9206.0,926.26
39-comer-street-brighton-east-vic-3187-16078421,Sandringham Jetty and Breakwater,3859.3,395.82
18-mclean-street-thornhill-park-vic-3335-15604969,Melbourne Strategic Assessment Reserve,6405.88,610.36
40-atkinson-street-chadstone-vic-3148-16078388,Wattle Park,6958.57,741.48
15-21-tintern-avenue-toorak-vic-3142-16078352,Herring Island,3037.33,369.63
5-19-kireep-road-balwyn-vic-3103-16078337,Wattle Park,4523.06,456.49
2-3-jessie-street-northcote-vic-3070-16078331,Yarra Bend Park,1537.14,140.78
1-128-male-street-brighton-vic-3186-16078323,Middle Brighton Pier and Breakwater,2344.19,285.59
105-field-street-clifton-hill-vic-3068-16078319,Lower Yarra River land,1172.57,175.63
5-55-may-street-fitzroy-north-vic-3068-16078317,Yarra Bend Park,3394.0,389.77
902-133-russell-st-melbourne-vic-3004-16078264,Carlton Court House Historic Reserve,1967.18,243.24
2-11-firth-street-doncaster-vic-3108-16078255,Yarra Valley Parklands,4761.2,565.44
2c-21-the-esplanade-st-kilda-vic-3182-16078204,St Kilda (Brookes Jetty),1089.65,115.22
1505-250-elizabeth-street-melbourne-vic-3000-16078181,Carlton Court House Historic Reserve,2340.32,275.3
122-hope-street-south-yarra-vic-3141-16078147,Albert Park,1205.34,210.88
309-77-queens-road-melbourne-vic-3004-15339268,Albert Reserve,985.81,136.03
25-francis-street-coburg-vic-3058-16078116,Merri Creek Land (368 Mahoneys Rd),7579.89,619.62
310-350-victoria-street-north-melbourne-vic-3051-16078102,Carlton Court House Historic Reserve,2198.55,247.31
30-233-235-canterbury-road-st-kilda-west-vic-3182-16078085,Albert Park,310.7,40.88
11-taro-walk-rockbank-vic-3335-14953968,Mount Cottrell Nature Conservation Reserve,3850.32,436.1
2-15-karen-street-highett-vic-3190-16078074,Karkarook Park,4378.95,477.02
112-1-danks-street-port-melbourne-vic-3207-16078056,Kerford Road and Lagoon Piers,453.04,55.24
unit-13p-189-powlett-st-east-melbourne-vic-3002-16078040,Lower Yarra River land,1703.35,221.73
12-7-raglan-street-st-kilda-east-vic-3183-15298094,Albert Park,1827.61,214.61
16-30-swindon-road-oakleigh-vic-3166-16078014,Karkarook Park (water authority land),4897.13,594.91
1306-285-city-road-southbank-vic-3006-16077906,Albert Park,2008.43,270.31
1-262-beaconsfield-parade-middle-park-vic-3206-16077829,St Kilda Pier and Breakwater,978.79,103.34
15-harrison-drive-noble-park-vic-3174-16077811,Braeside Park,7175.79,707.98
31-bryson-street-canterbury-vic-3126-16077796,Wattle Park,3052.4,302.02
250a-stewart-street-brunswick-east-vic-3057-16053880,Carlton Court House Historic Reserve,4716.13,459.9
208-5-union-street-brunswick-vic-3056-16077779,Carlton Court House Historic Reserve,3674.98,388.7
19-somerset-drive-keysborough-vic-3173-16077778,Braeside Park,5051.04,574.86
6-23-lansdowne-rd-st-kilda-east-vic-3183-16077748,Albert Park,2801.58,301.74
4-woodward-street-springvale-vic-3171-16077724,Braeside Park,5576.63,679.74
3402-61-haig-street-southbank-vic-3006-15171750,Albert Park,2211.17,311.3
26-agnew-st-brighton-east-vic-3187-16077710,Middle Brighton Pier and Breakwater,3221.63,360.62
2-227-chapel-street-prahran-vic-3181-16077707,Albert Reserve,2194.3,256.64
1-thurso-st-malvern-east-vic-3145-16077651,Wattle Park,6259.97,685.78
5-20-anzac-street-carnegie-vic-3163-16077592,Wattle Park,8376.93,852.49
12-1-rex-avenue-alphington-vic-3078-16077577,Yarra Bend Park,945.05,132.61
6-146-riversdale-road-hawthorn-vic-3122-16077570,Lower Yarra River land,3141.01,310.36
805-288-albert-street-brunswick-vic-3056-16077559,Carlton Court House Historic Reserve,4298.17,427.9
402-49-beach-street-port-melbourne-vic-3207-16077546,Kerford Road and Lagoon Piers,886.83,119.99
5-whitehorse-road-deepdene-vic-3103-16077539,Yarra Bend Park,4306.88,475.36
222-138-glen-eira-road-elsternwick-vic-3185-16077536,St Kilda (Brookes Jetty),3208.38,406.02
