rent_address,school_name,min_distance,min_duration
1006-1-clara-street-south-yarra-vic-3141-16069801,Grovedale Primary School,591.62,93.01
118-clark-street-port-melbourne-vic-3207-14198116,Avenel Primary School,874.27,170.81
55-great-valley-road-glen-iris-vic-3146-16069673,St Andrews Primary School,1136.94,135.41
5-47-mary-street-richmond-vic-3121-16069592,Newport Lakes Primary School,575.0,99.43
105-10-porter-street-prahran-vic-3181-16069578,Newport Lakes Primary School,224.78,38.83
107-lyons-street-port-melbourne-vic-3207-16069564,Warrandyte Primary School,373.15,76.45
107-801-whitehorse-road-mont-albert-vic-3127-16069503,Belmont Primary School,1074.16,123.71
307-1c-michael-street-brunswick-vic-3056-16069494,Hallam Primary School,369.2,46.79
8-1512-malvern-road-glen-iris-vic-3146-16069445,Warrnambool West Primary School,693.96,77.42
1-20-kent-avenue-brighton-vic-3186-16069407,Berwick Primary School,1271.37,190.68
205-2a-clarence-street-malvern-east-vic-3145-16069391,Avoca Primary School,623.74,69.79
11-290-south-road-hampton-east-vic-3188-16069282,Hallam Primary School,1020.41,115.91
24-brooklyn-avenue-caulfield-south-vic-3162-16069207,Hamilton (Gray Street) Primary School,571.35,109.58
6-645-malvern-road-toorak-vic-3142-16069122,Wandiligong Primary School,617.55,74.03
9-139-melbourne-avenue-glenroy-vic-3046-16069112,Warrnambool West Primary School,252.0,40.0
8-27-beena-avenue-carnegie-vic-3163-16069094,Warrandyte Primary School,1007.84,109.77
701-101-therry-st-melbourne-vic-3000-16069017,Bellbrae Primary School,619.91,78.53
705-8-joseph-road-footscray-vic-3011-16069015,Campbells Creek Primary School,568.21,77.66
1305-8-joseph-road-footscray-vic-3011-16068917,Campbells Creek Primary School,568.21,77.66
311-75-wellington-st-collingwood-vic-3066-16068804,Dromana Primary School,244.24,36.43
1202-8-joseph-road-footscray-vic-3011-16068802,Campbells Creek Primary School,568.21,77.66
4-73-alma-road-st-kilda-vic-3182-16068784,Hawthorn West Primary School,276.33,19.9
803-597-sydney-road-brunswick-vic-3056-16068732,Eltham Primary School,763.14,93.91
11-326-plenty-road-preston-vic-3072-16068669,Dromana Primary School,666.23,84.89
101-439-bay-street-brighton-vic-3186-16068532,Castlemaine Primary School,1062.74,153.38
22-falcon-street-armstrong-creek-vic-3217-16068482,Avoca Primary School,793.47,122.52
8-182-barkly-street-fitzroy-north-vic-3068-16068469,Heidelberg Primary School,300.27,43.24
816-101-therry-st-melbourne-vic-3000-16068338,Bellbrae Primary School,619.91,78.53
303-250-st-kilda-road-melbourne-vic-3004-16068286,Castlemaine Primary School,784.76,169.58
3-89-surrey-road-blackburn-north-vic-3130-16068104,Doncaster Primary School,776.98,99.65
46-loyola-grove-richmond-vic-3121-16068071,Heathcote Primary School,1586.57,255.27
25-chestnut-street-richmond-vic-3121-16068056,Beaufort Primary School,511.02,118.62
6-770-malvern-road-armadale-vic-3143-16067956,Sandringham Primary School,343.64,61.15
188b-kerferd-road-albert-park-vic-3206-16067878,Beaufort Primary School,811.41,133.17
3-34-leslie-street-richmond-vic-3121-16067868,Cudgee Primary School,369.12,80.09
20-12-dundas-street-thornbury-vic-3071-15981310,Eaglehawk Primary School,580.18,78.93
8-46-the-grove-coburg-vic-3058-16067821,Footscray Primary School,687.03,100.59
31-magnolia-avenue-bentleigh-east-vic-3165-16067616,Colac Primary School,1091.25,126.37
25-hull-street-richmond-vic-3121-16067586,Newport Lakes Primary School,710.21,85.74
2-32-caroline-street-aberfeldie-vic-3040-16067388,Doncaster Primary School,734.79,129.19
4-3-park-avenue-glen-huntly-vic-3163-16067217,Warrandyte Primary School,446.05,63.88
46-princes-st-carlton-north-vic-3054-16067211,Allansford and District Primary School,457.07,96.57
1306v-296-victoria-parade-east-melbourne-vic-3002-16067034,Dromana Primary School,775.67,118.84
15-40-harold-street-hawthorn-east-vic-3123-16066989,Romsey Primary School,399.83,67.99
102-21-riversdale-road-hawthorn-vic-3122-16066891,Heidelberg Primary School,514.86,59.22
1608-8-joseph-road-footscray-vic-3011-16066840,Campbells Creek Primary School,568.21,77.66
1402-8-joseph-road-footscray-vic-3011-16066763,Campbells Creek Primary School,568.21,77.66
25-mimosa-avenue-oakleigh-south-vic-3167-14978035,Ballarat Primary School (Dana Street),1248.67,164.96
2-257-barkly-street-st-kilda-vic-3182-16066559,Hallam Primary School,629.31,144.05
97-stafford-street-abbotsford-vic-3067-16066490,Grovedale Primary School,874.8,126.52
26-thomas-street-south-windsor-vic-3181-16066356,Colac Primary School,611.26,89.94
104-88-tram-road-doncaster-vic-3108-14825508,Alberton Primary School,701.55,103.3
421-528-swanston-street-carlton-vic-3053-16066152,Highton Primary School,820.31,92.88
3-22b-south-road-brighton-vic-3186-16065921,Avoca Primary School,969.7,123.55
ug05-708-burwood-road-hawthorn-east-vic-3123-16065863,Berwick Primary School,879.25,72.52
21-elm-grove-brighton-vic-3186-16065852,Newport Lakes Primary School,694.49,125.02
14-henderson-street-south-melbourne-vic-3205-16065791,Warrandyte Primary School,773.59,172.55
18-214-kambrook-road-caulfield-vic-3162-16065771,Colac Primary School,651.9,61.11
25-wolseley-parade-kensington-vic-3031-16065752,Echuca Primary School,339.31,65.43
78-marriage-rd-brighton-east-vic-3187-16065745,Newport Lakes Primary School,162.13,12.97
202-4-chapel-mews-south-yarra-vic-3141-16065573,Cudgee Primary School,282.68,32.49
3-5-greig-court-elwood-vic-3184-16065526,Ballarat Primary School (Dana Street),583.91,140.13
4-90-clowes-street-south-yarra-vic-3141-16065476,Hallam Primary School,183.63,27.19
13-86-hotham-street-east-melbourne-vic-3002-16065438,Berwick Primary School,936.68,136.61
6-percy-place-prahran-vic-3181-16047983,Newport Lakes Primary School,313.13,60.03
201-356-carlisle-street-balaclava-vic-3183-16065312,Gisborne Primary School,459.69,65.61
817-132-commercial-road-prahran-vic-3181-16065154,Cavendish Primary School,765.98,75.74
62-clauscen-street-fitzroy-north-vic-3068-16065136,Bellbrae Primary School,296.34,45.5
1-8-princes-close-prahran-vic-3181-16065129,Cavendish Primary School,653.27,68.58
4-121-wellington-st-flemington-vic-3031-16065041,Doncaster Primary School,323.49,52.53
15-85-caroline-street-south-yarra-vic-3141-16064912,Doncaster Primary School,651.71,85.9
8-merry-street-ringwood-east-vic-3135-16064353,Avoca Primary School,903.73,110.07
2-372-orrong-road-caulfield-north-vic-3161-16064315,Huntly Primary School,511.94,58.6
48-321-chapel-street-prahran-vic-3181-16064313,Cavendish Primary School,712.01,68.98
203-72-high-street-prahran-vic-3181-16064123,Newport Lakes Primary School,268.44,35.62
104-226-waverley-road-malvern-east-vic-3145-16064029,St Andrews Primary School,433.51,61.03
5401-464-collins-street-melbourne-vic-3000-16063884,Heathcote Primary School,452.01,57.32
2-61-little-oxford-street-collingwood-vic-3066-16061683,Elphinstone Primary School,837.17,163.11
2-17-sarton-road-clayton-vic-3168-14970451,Newport Lakes Primary School,1961.1,203.38
4-151-canterbury-road-toorak-vic-3142-16063497,Wodonga Primary School,1194.96,116.53
