rent_address,school_name,min_distance,min_duration
4-48-william-street-glenroy-vic-3046-16077047,Warrandyte Primary School,444.87,72.31
6-batt-avenue-wodonga-vic-3690-16077045,Bacchus Marsh Primary School,453.68,62.39
18-viewpoint-road-balwyn-north-vic-3104-16077031,Ballarat Primary School (Dana Street),873.42,125.53
2-48-station-street-burwood-vic-3125-16077011,Beaufort Primary School,945.83,116.09
2-45-cornell-street-camberwell-vic-3124-16077007,Warrandyte Primary School,767.48,90.32
64-little-charles-street-abbotsford-vic-3067-16077006,Belmont Primary School,847.54,137.73
19-balmoral-place-south-yarra-vic-3141-16077000,Colac Primary School,930.24,112.16
1811-8-marmion-pl-docklands-vic-3008-16076987,Cudgee Primary School,319.53,66.79
8-66-bent-street-mckinnon-vic-3204-16076976,Campbells Creek Primary School,909.65,83.09
89-elizabeth-street-richmond-vic-3121-16076960,Berwick Primary School,268.97,27.66
99-grange-road-toorak-vic-3142-16076958,Hamilton (Gray Street) Primary School,1554.69,237.99
4-209-domain-road-south-yarra-vic-3141-16076900,Doncaster Primary School,361.52,51.99
2205-22-24-jane-bell-lane-melbourne-vic-3000-16076879,Wandiligong Primary School,585.41,86.18
7-213-219-brunswick-road-brunswick-vic-3056-16076842,Eaglehawk Primary School,1041.37,132.54
2-12-oxford-street-box-hill-vic-3128-16076810,St Andrews Primary School,1145.62,154.69
9-15-rankins-lane-melbourne-vic-3000-16076773,Chiltern Primary School,783.18,112.83
2-42-hopetoun-avenue-canterbury-vic-3126-16076732,Allansford and District Primary School,945.55,79.32
562-waterdale-rd-heidelberg-heights-vic-3081-16076688,Dromana Primary School,1242.56,120.06
9-harold-street-thornbury-vic-3071-16076652,Gisborne Primary School,234.42,45.2
14a-geel-street-bentleigh-vic-3204-16076602,Eaglehawk Primary School,570.81,58.73
2-24-power-street-dandenong-vic-3175-15185470,Cudgee Primary School,253.18,45.52
14-harcourt-ave-caulfield-vic-3162-16076560,Hallam Primary School,934.48,82.13
1209-8-pearl-river-rd-docklands-vic-3008-16076547,Beaufort Primary School,555.83,88.81
2-230-ferrars-street-south-melbourne-vic-3205-16076498,Campbells Creek Primary School,460.14,58.42
3510-442-elizabeth-st-melbourne-vic-3000-16076491,Romsey Primary School,725.97,85.92
7-woolert-street-ashwood-vic-3147-16076375,Cheltenham Primary School,903.53,102.86
2-24-tennyson-street-elwood-vic-3184-16076374,Footscray Primary School,388.47,93.23
8-grey-street-coburg-vic-3058-16076345,Warrandyte Primary School,355.2,68.71
