rent_address,school_name,min_distance,min_duration
3-206-alma-rd-st-kilda-east-vic-3183-16078582,Huntly Primary School,812.57,81.7
4-34-clarke-street-prahran-vic-3181-16078572,Eaglehawk Primary School,1378.81,145.83
11-64-auburn-rd-hawthorn-vic-3122-16076131,Warrandyte Primary School,476.92,40.02
7-237-balaclava-road-caulfield-north-vic-3161-16078540,Ballarat Primary School (Dana Street),451.89,29.58
34-garrisson-drive-glen-waverley-vic-3150-16078539,Allansford and District Primary School,774.33,115.22
8-24-melbourne-street-murrumbeena-vic-3163-16078538,Warrandyte Primary School,658.01,71.83
10-304-tooronga-road-glen-iris-vic-3146-16078526,Gisborne Primary School,1120.67,125.01
3-22-roseberry-grove-glen-huntly-vic-3163-16078525,Colac Primary School,316.23,29.07
5-9-marlton-crescent-st-kilda-vic-3182-16078497,Hamilton (Gray Street) Primary School,893.77,131.62
5-8-10-turakina-avenue-edithvale-vic-3196-16078476,Allansford and District Primary School,651.93,100.54
57-bent-street-northcote-vic-3070-16078474,Warrandyte Primary School,918.43,157.4
3-24-elster-avenue-elsternwick-vic-3185-16078453,Gisborne Primary School,568.96,101.69
2-44-rosstown-road-carnegie-vic-3163-16078450,Avenel Primary School,710.57,106.89
39-comer-street-brighton-east-vic-3187-16078421,Cheltenham Primary School,1301.12,139.39
18-mclean-street-thornhill-park-vic-3335-15604969,Alberton Primary School,8595.36,718.91
40-atkinson-street-chadstone-vic-3148-16078388,Creswick Primary School,1215.25,106.75
15-21-tintern-avenue-toorak-vic-3142-16078352,Bellbrae Primary School,1234.05,174.72
5-19-kireep-road-balwyn-vic-3103-16078337,Flemington Primary School,521.47,83.93
2-3-jessie-street-northcote-vic-3070-16078331,Dromana Primary School,1568.7,178.73
1-128-male-street-brighton-vic-3186-16078323,Colac Primary School,1120.03,177.69
105-field-street-clifton-hill-vic-3068-16078319,Cheltenham Primary School,953.45,161.12
5-55-may-street-fitzroy-north-vic-3068-16078317,Beaufort Primary School,110.54,16.88
902-133-russell-st-melbourne-vic-3004-16078264,Hawthorn West Primary School,378.38,57.73
2-11-firth-street-doncaster-vic-3108-16078255,Alberton Primary School,954.56,157.03
7-165-power-street-hawthorn-vic-3122-16078252,Gisborne Primary School,269.69,21.57
2c-21-the-esplanade-st-kilda-vic-3182-16078204,Warrandyte Primary School,1349.71,191.74
1505-250-elizabeth-street-melbourne-vic-3000-16078181,Kyneton Primary School,866.52,101.11
122-hope-street-south-yarra-vic-3141-16078147,Grovedale Primary School,493.93,58.7
309-77-queens-road-melbourne-vic-3004-15339268,Ballarat Primary School (Dana Street),500.32,86.98
25-francis-street-coburg-vic-3058-16078116,Cheltenham Primary School,368.43,51.09
310-350-victoria-street-north-melbourne-vic-3051-16078102,Highton Primary School,95.0,12.61
30-233-235-canterbury-road-st-kilda-west-vic-3182-16078085,Warrandyte Primary School,416.21,66.24
11-taro-walk-rockbank-vic-3335-14953968,Alberton Primary School,370.12,62.74
2-15-karen-street-highett-vic-3190-16078074,Cavendish Primary School,1360.98,262.45
112-1-danks-street-port-melbourne-vic-3207-16078056,Berwick Primary School,406.74,58.57
unit-13p-189-powlett-st-east-melbourne-vic-3002-16078040,California Gully Primary School,593.84,87.81
12-7-raglan-street-st-kilda-east-vic-3183-15298094,Highton Primary School,503.67,42.42
16-30-swindon-road-oakleigh-vic-3166-16078014,Alberton Primary School,408.59,40.24
1306-285-city-road-southbank-vic-3006-16077906,Beaufort Primary School,785.62,104.33
27-fellows-street-weir-views-vic-3338-15148214,Bacchus Marsh Primary School,2061.64,210.68
1-262-beaconsfield-parade-middle-park-vic-3206-16077829,Belmont Primary School,1350.08,122.49
15-harrison-drive-noble-park-vic-3174-16077811,Colac Primary School,1771.37,235.26
31-bryson-street-canterbury-vic-3126-16077796,California Gully Primary School,215.63,35.29
250a-stewart-street-brunswick-east-vic-3057-16053880,Cudgee Primary School,188.97,29.68
208-5-union-street-brunswick-vic-3056-16077779,Elphinstone Primary School,592.14,67.9
19-somerset-drive-keysborough-vic-3173-16077778,Ballarat Primary School (Dana Street),954.54,125.24
6-23-lansdowne-rd-st-kilda-east-vic-3183-16077748,Highton Primary School,988.74,98.87
4-woodward-street-springvale-vic-3171-16077724,Avenel Primary School,650.15,121.8
3402-61-haig-street-southbank-vic-3006-15171750,Beaufort Primary School,703.28,112.52
26-agnew-st-brighton-east-vic-3187-16077710,Alberton Primary School,1329.9,161.95
2-227-chapel-street-prahran-vic-3181-16077707,Newport Lakes Primary School,354.63,36.4
1-thurso-st-malvern-east-vic-3145-16077651,Eltham Primary School,2636.83,380.51
5-20-anzac-street-carnegie-vic-3163-16077592,Warrandyte Primary School,639.78,114.8
12-1-rex-avenue-alphington-vic-3078-16077577,Doncaster Primary School,1112.55,153.94
6-146-riversdale-road-hawthorn-vic-3122-16077570,Colac Primary School,706.98,51.13
805-288-albert-street-brunswick-vic-3056-16077559,Elphinstone Primary School,191.68,23.82
3-9-eddy-street-camberwell-vic-3124-13411639,Wodonga Primary School,1058.24,103.59
402-49-beach-street-port-melbourne-vic-3207-16077546,Warrandyte Primary School,1088.71,195.62
5-whitehorse-road-deepdene-vic-3103-16077539,Flemington Primary School,197.51,23.14
222-138-glen-eira-road-elsternwick-vic-3185-16077536,Colac Primary School,576.31,45.52
716-15-clifton-street-prahran-vic-3181-16077503,Cudgee Primary School,614.26,92.59
7-38a-kensington-road-south-yarra-vic-3141-16077489,Hawthorn West Primary School,998.71,179.84
7-717-toorak-road-kooyong-vic-3144-16077474,Hawthorn West Primary School,971.49,126.87
101-567-glenferrie-road-hawthorn-vic-3122-16077459,Castlemaine Primary School,27.8,2.0
3-16-oakleigh-road-carnegie-vic-3163-16077422,Warrandyte Primary School,624.28,50.06
3-74-cutter-street-richmond-vic-3121-16077345,Highton Primary School,1262.7,169.87
353-neerim-rd-carnegie-vic-3163-16077333,Avenel Primary School,864.57,102.21
17-charles-street-st-kilda-vic-3182-14025729,Avenel Primary School,1233.68,183.23
6-emerald-street-south-melbourne-vic-3205-16077214,Campbells Creek Primary School,430.65,66.87
401-269-stewart-street-brunswick-east-vic-3057-16077186,Cudgee Primary School,284.58,49.37
2003-7-yarra-street-south-yarra-vic-3141-16077173,Newport Lakes Primary School,734.34,82.66
2-52-alma-road-st-kilda-vic-3182-16077137,Hawthorn West Primary School,483.05,34.78
