rent_address,school_name,min_distance,min_duration
17-201-graham-street-port-melbourne-vic-3207-16052558,Avenel Primary School,679.99,59.3
8-21-irving-avenue-prahran-vic-3181-16051850,Gisborne Primary School,902.38,127.96
14-durrant-street-brighton-vic-3186-16051810,Newport Lakes Primary School,676.95,102.56
27-352-canterbury-road-st-kilda-vic-3182-16050504,Warrandyte Primary School,335.71,55.32
8-108-george-street-east-melbourne-vic-3002-16049735,Grovedale Primary School,1027.14,145.33
1802-7-claremont-street-south-yarra-vic-3141-16047399,Newport Lakes Primary School,1192.89,164.58
410-9-13-o-connell-street-north-melbourne-vic-3051-16043326,Bellbrae Primary School,599.65,85.89
5-972-riversdale-road-surrey-hills-vic-3127-16042769,Avenel Primary School,801.01,68.79
3-9-moule-street-brunswick-west-vic-3055-16042300,Cheltenham Primary School,451.21,64.97
802-181-fitzroy-st-st-kilda-vic-3182-15915050,Warrandyte Primary School,355.79,64.02
215-56-nicholson-street-abbotsford-vic-3067-13682400,Belmont Primary School,618.92,75.47
412-5-olive-york-way-brunswick-west-vic-3055-16041470,Newport Lakes Primary School,640.63,77.53
19-parkdale-avenue-balwyn-vic-3103-16041468,Hallam Primary School,941.87,103.7
206-126-carlisle-street-st-kilda-vic-3182-16041005,Allansford and District Primary School,344.64,46.89
8-union-street-windsor-vic-3181-12040015,Bacchus Marsh Primary School,747.34,105.68
517-74-queens-road-melbourne-vic-3004-16040056,Ballarat Primary School (Dana Street),444.64,78.96
16-glyndebourne-avenue-toorak-vic-3142-16037962,Eaglehawk Primary School,647.77,114.95
7b-carr-street-brighton-east-vic-3187-16037629,Footscray Primary School,1357.14,152.57
2104-38-rose-lane-melbourne-vic-3000-16035456,Footscray Primary School,422.08,62.18
3-24-park-crescent-caulfield-north-vic-3161-16035184,Newport Lakes Primary School,179.38,36.45
215-253-normanby-road-south-melbourne-vic-3205-16034152,Avoca Primary School,432.17,43.12
11-hansens-lane-balnarring-beach-vic-3926-16017546,Alberton Primary School,3009.07,376.43
8-38-fitzroy-street-st-kilda-vic-3182-16016713,Warrandyte Primary School,435.86,73.33
12-108-maribyrnong-road-moonee-ponds-vic-3039-16015441,Hallam Primary School,636.27,102.01
7-agnes-street-mont-albert-vic-3127-16014765,Doncaster Primary School,1326.53,158.39
23a-bruce-street-toorak-vic-3142-16012345,Huntly Primary School,1481.67,197.16
12-37-domain-street-south-yarra-vic-3141-16012333,Sandringham Primary School,471.34,70.88
10-marne-street-south-yarra-vic-3141-15981508,Dromana Primary School,523.91,71.95
1-8-murphy-street-richmond-vic-3121-14865370,Cudgee Primary School,368.03,51.87
198-barkly-st-brunswick-vic-3056-16072946,Bacchus Marsh Primary School,953.1,106.78
1-10-roseberry-grove-glen-huntly-vic-3163-16072245,Colac Primary School,416.71,41.13
4-26-wellington-street-st-kilda-vic-3182-16072089,Avenel Primary School,722.79,109.82
11-16-kensington-road-south-yarra-vic-3141-16071890,Hawthorn West Primary School,758.51,122.19
g01-39-riversdale-road-hawthorn-vic-3122-15235034,Heidelberg Primary School,354.18,47.65
1715-220-spencer-street-melbourne-vic-3000-16071670,Flemington Primary School,717.34,104.58
104-300-swanston-street-melbourne-vic-3000-13671355,Wandiligong Primary School,738.7,122.97
2a-grant-street-oakleigh-vic-3166-16071525,Allansford and District Primary School,1169.1,136.85
2-16-jenner-street-blackburn-south-vic-3130-16071370,Wodonga Primary School,1369.52,237.6
314-499-st-kilda-road-melbourne-vic-3004-16071284,California Gully Primary School,714.01,63.79
3-19-truganini-road-carnegie-vic-3163-16071226,Avoca Primary School,310.79,41.28
3-2-celeste-ct-st-kilda-east-vic-3183-16071218,Huntly Primary School,740.18,86.31
46b-wingate-street-bentleigh-east-vic-3165-16071165,Wodonga Primary School,767.54,133.17
2-6-stanhope-grove-camberwell-vic-3124-16071144,Castlemaine Primary School,554.51,107.19
205-1059-1061-dandenong-road-malvern-east-vic-3145-16070994,Flemington Primary School,1191.43,130.84
311-ross-street-port-melbourne-vic-3207-16070950,Warrandyte Primary School,768.29,121.29
65-broughton-road-surrey-hills-vic-3127-16070938,Allansford and District Primary School,1101.52,108.29
284a-tucker-rd-ormond-vic-3204-16070662,Ballarat Primary School (Dana Street),59.8,4.78
4-84-ormond-road-elwood-vic-3184-16070658,Campbells Creek Primary School,640.89,89.23
313-110-roberts-street-west-footscray-vic-3012-16070615,Campbells Creek Primary School,419.56,70.93
12-carool-road-ashburton-vic-3147-16070361,Wodonga Primary School,106.74,13.41
12-vale-street-east-melbourne-vic-3002-16070321,Heidelberg Primary School,809.24,136.68
4-mary-moodie-way-brunswick-east-vic-3057-16070244,Hawthorn West Primary School,281.29,47.89
14-98-100-carrington-road-box-hill-vic-3128-16070220,Campbells Creek Primary School,1329.03,168.42
27-elgin-street-carlton-vic-3053-16069803,Cheltenham Primary School,529.66,58.72
704-111-parkview-road-alphington-vic-3078-16069779,Bacchus Marsh Primary School,622.5,73.14
5-8-devorgilla-ave-toorak-vic-3142-16069736,Dromana Primary School,664.0,64.42
113-436-burke-road-camberwell-vic-3124-16069716,Beaufort Primary School,1189.77,110.28
3-11-stewart-street-hawthorn-east-vic-3123-16069694,Warrandyte Primary School,629.45,75.86
36-beau-vorno-avenue-keysborough-vic-3173-16069684,Cavendish Primary School,300.32,53.69
47-clarke-street-newtown-vic-3220-16069677,Avenel Primary School,439.46,73.58
1-910-burke-road-deepdene-vic-3103-16069623,Sandringham Primary School,364.52,63.49
114-clark-street-port-melbourne-vic-3207-16069584,Avenel Primary School,872.46,170.37
7-27-avoca-street-south-yarra-vic-3141-16069516,Echuca Primary School,563.42,85.5
31-garton-street-port-melbourne-vic-3207-16069433,Belmont Primary School,877.15,128.5
24-snapshot-drive-coburg-north-vic-3058-16069368,Berwick Primary School,255.21,61.25
unit-1713-200-spencer-st-melbourne-vic-3000-16069309,Grovedale Primary School,777.07,107.94
48-yarra-street-abbotsford-vic-3067-16069226,Campbells Creek Primary School,936.13,161.53
48-thompson-road-upwey-vic-3158-16069181,Belmont Primary School,1128.43,194.06
40-kelvin-grove-prahran-vic-3181-16068985,Huntly Primary School,282.79,36.28
5-17-ellesmere-road-prahran-vic-3181-16068966,California Gully Primary School,643.02,75.16
111-8-lygon-street-brunswick-east-vic-3057-16068888,Berwick Primary School,379.56,56.35
4-mcpherson-street-brunswick-vic-3056-16068777,Footscray Primary School,588.26,80.78
11-90-hambleton-street-middle-park-vic-3206-16068766,Belmont Primary School,395.53,74.16
13-martin-street-south-melbourne-vic-3205-16068578,Creswick Primary School,499.29,89.08
301-18-etna-street-glen-huntly-vic-3163-16068553,Castlemaine Primary School,749.42,87.01
2-16-green-street-prahran-vic-3181-16068447,Colac Primary School,608.49,89.44
10-86-park-street-st-kilda-west-vic-3182-16068440,Warrandyte Primary School,1122.74,160.5
1-lillian-street-glen-iris-vic-3146-16068377,St Andrews Primary School,1191.9,152.98
1-26-redfern-road-hawthorn-east-vic-3123-16068361,Chiltern Primary School,219.64,32.29
1-106-alexandra-street-st-st-kilda-east-vic-3183-16068309,Heathcote Primary School,1033.57,104.26
8-16-chapel-street-st-kilda-vic-3182-16068250,Highton Primary School,359.03,31.57
5-hillcrest-road-beveridge-vic-3753-16068159,Alberton Primary School,3684.54,510.41
7-gillyweed-avenue-clyde-north-vic-3978-14601307,Avenel Primary School,1160.28,208.05
102-729-sydney-road-coburg-vic-3058-16068134,Hallam Primary School,240.4,23.75
10-wenden-grove-st-kilda-east-vic-3183-16068114,Highton Primary School,1095.4,127.4
405-14-david-street-richmond-vic-3121-16068009,Cheltenham Primary School,480.63,66.52
2-52-william-street-oakleigh-vic-3166-16067917,Beaufort Primary School,1086.0,142.01
3-34-mathoura-road-toorak-vic-3142-16067906,Wodonga Primary School,452.48,84.95
4-317-dandenong-road-prahran-vic-3181-16067845,Huntly Primary School,403.83,34.3
43-philipson-street-albert-park-vic-3206-16067830,Avenel Primary School,806.89,110.23
