rent_address,school_name,min_distance,min_duration
4-23-albert-street-east-melbourne-vic-3002-16083380,Heathcote Primary School,543.1,73.36
2-36-crisp-st-hampton-vic-3188-16083355,Warrandyte Primary School,1096.27,176.88
13-warburton-road-camberwell-vic-3124-16083344,Campbells Creek Primary School,655.5,127.89
1-salford-avenue-balwyn-vic-3103-16083324,Allansford and District Primary School,555.51,44.61
612-30-burnley-street-richmond-vic-3121-16083288,Cudgee Primary School,545.46,60.02
314-284-highett-rd-highett-vic-3190-16083284,Avoca Primary School,873.17,151.07
2-610-neerim-road-hughesdale-vic-3166-15940344,Eaglehawk Primary School,527.11,51.04
92-brunswick-road-brunswick-vic-3056-16083215,Ballarat Primary School (Dana Street),790.23,80.62
2-22-carr-street-brighton-east-vic-3187-16083096,Footscray Primary School,1464.23,178.27
902-627-victoria-street-abbotsford-vic-3067-16083095,Cheltenham Primary School,751.19,104.17
133-ramsden-street-clifton-hill-vic-3068-16083078,Cheltenham Primary School,793.58,146.31
3-47-wellington-street-geelong-west-vic-3218-16082980,Alberton Primary School,254.78,49.39
3-113-osborne-street-south-yarra-vic-3141-16082959,Allansford and District Primary School,798.36,132.54
514-6-acacia-place-abbotsford-vic-3067-16082921,Cheltenham Primary School,918.07,111.39
4-165-clarke-street-northcote-vic-3070-16082860,Elphinstone Primary School,471.4,65.45
112a-bluff-road-black-rock-vic-3193-16082856,Avoca Primary School,398.06,91.6
47-gilbert-road-preston-vic-3072-16082846,Newport Lakes Primary School,447.27,69.7
10-10-larbert-road-noble-park-vic-3174-16082810,Colac Primary School,1692.66,253.54
410-92-maroondah-highway-ringwood-vic-3134-16082788,Newport Lakes Primary School,1135.03,153.62
390-duke-street-sunshine-north-vic-3020-15333130,Beaufort Primary School,1174.62,96.6
26-huon-street-wodonga-vic-3690-16082752,Bacchus Marsh Primary School,348.23,62.68
12-70-edgar-street-north-glen-iris-vic-3146-16082708,Elphinstone Primary School,1329.36,207.71
208-34-union-street-brunswick-vic-3056-16082673,Hallam Primary School,634.14,79.41
509a-1-acacia-place-abbotsford-vic-3067-16082671,Cheltenham Primary School,899.47,106.93
136-richardson-street-albert-park-vic-3206-16082666,Alberton Primary School,549.19,65.33
2-49-osborne-avenue-glen-iris-vic-3146-16082650,Echuca Primary School,993.84,108.4
64-ferguson-street-upwey-vic-3158-16082642,Warrandyte Primary School,1072.32,120.55
1a-ogilvie-st-essendon-vic-3040-16082587,Doncaster Primary School,636.83,52.01
602-118-franklin-street-melbourne-vic-3000-16082578,Bellbrae Primary School,828.84,98.91
g01-97-beach-road-mentone-vic-3194-16082520,Creswick Primary School,444.95,58.49
14-grosvenor-road-glen-iris-vic-3146-16082500,Sandringham Primary School,1105.71,123.89
336-70-batesford-road-chadstone-vic-3148-15375409,Dromana Primary School,1110.82,169.73
34c-rose-street-armadale-vic-3143-16082480,Belmont Primary School,316.36,75.92
1-29-arthur-street-coburg-north-vic-3058-16082466,Wodonga Primary School,1137.81,168.05
14-park-street-fitzroy-north-vic-3068-16082451,Doncaster Primary School,516.64,81.19
2-28-milton-street-canterbury-vic-3126-15364268,Warrnambool West Primary School,610.87,96.02
22l-378-390-st-georges-road-fitzroy-north-vic-3068-16082386,Berwick Primary School,268.23,37.99
15-10-davies-street-brunswick-vic-3056-16082384,Avenel Primary School,368.2,54.34
67-florizel-street-glen-iris-vic-3146-16082373,Eltham Primary School,929.31,112.24
1112-333-351-exhibition-street-melbourne-vic-3000-16082372,Wandiligong Primary School,684.39,101.74
