,rent_address,school_name,min_distance,min_duration,postcode,price
806,2-28-shepparson-avenue-carnegie-vic-3163-16088563,Avoca Primary School,692.12,87.81,3163,385.0
807,1-1204-glen-huntly-road-glen-huntly-vic-3163-16083529,St Andrews Primary School,486.18,52.51,3163,450.0
808,14-hawson-avenue-glen-huntly-vic-3163-16072886,Castlemaine Primary School,927.9,95.58,3163,540.0
809,11-25-27-dunoon-street-murrumbeena-vic-3163-16086107,Dromana Primary School,1241.82,129.93,3163,420.0
810,7-1204-glen-huntly-road-glen-huntly-vic-3163-16064791,St Andrews Primary School,486.18,52.51,3163,495.0
811,10-18-gerald-street-murrumbeena-vic-3163-16063451,St Andrews Primary School,1249.33,131.85,3163,310.0
812,2-5-gilsland-road-murrumbeena-vic-3163-16088625,Avenel Primary School,1200.4,160.26,3163,500.0
813,8-27-beena-avenue-carnegie-vic-3163-16069094,Warrandyte Primary School,1007.84,109.77,3163,360.0
814,7-29-31-jersey-parade-carnegie-vic-3163-16076044,Avenel Primary School,983.8,122.96,3163,850.0
815,76b-oakleigh-road-carnegie-vic-3163-16053547,Warrandyte Primary School,1185.45,94.96,3163,900.0
816,1-10-roseberry-grove-glen-huntly-vic-3163-16072245,Colac Primary School,416.71,41.13,3163,375.0
817,11-2-belsize-avenue-carnegie-vic-3163-16055916,Avenel Primary School,826.14,106.08,3163,495.0
818,7-21-dunoon-st-murrumbeena-vic-3163-16090776,Avenel Primary School,1115.99,135.38,3163,400.0
819,8-24-melbourne-street-murrumbeena-vic-3163-16078538,Warrandyte Primary School,658.01,71.83,3163,270.0
820,3-22-roseberry-grove-glen-huntly-vic-3163-16078525,Colac Primary School,316.23,29.07,3163,335.0
821,6-19-sydney-street-murrumbeena-vic-3163-16079700,Warrandyte Primary School,643.66,68.39,3163,300.0
822,r-1134-dandenong-road-carnegie-vic-3163-16038868,Bacchus Marsh Primary School,1118.08,128.33,3163,215.0
823,3-19-truganini-road-carnegie-vic-3163-16071226,Avoca Primary School,310.79,41.28,3163,420.0
824,9-1264-glen-huntly-road-carnegie-vic-3163-16075104,Warrnambool West Primary School,445.37,51.72,3163,340.0
825,301-18-etna-street-glen-huntly-vic-3163-16068553,Castlemaine Primary School,749.42,87.01,3163,460.0
826,4-3-park-avenue-glen-huntly-vic-3163-16067217,Warrandyte Primary School,446.05,63.88,3163,550.0
827,13-25-royal-avenue-glen-huntly-vic-3163-16087887,Warrandyte Primary School,581.12,60.73,3163,320.0
828,3-102-truganini-road-carnegie-vic-3163-15350999,Allansford and District Primary School,263.89,22.67,3163,375.0
829,5-20-anzac-street-carnegie-vic-3163-16077592,Warrandyte Primary School,639.78,114.8,3163,320.0
830,31-foster-ave-glen-huntly-vic-3163-16064783,St Andrews Primary School,633.44,87.71,3163,880.0
831,5-34-bute-street-murrumbeena-vic-3163-16085475,Echuca Primary School,1537.48,254.18,3163,340.0
832,10a-mackie-road-bentleigh-east-vic-3165-16066650,Bacchus Marsh Primary School,188.84,13.6,3165,950.0
833,73a-castlewood-street-bentleigh-east-vic-3165-16089696,Bacchus Marsh Primary School,641.15,87.99,3165,850.0
834,872-centre-road-bentleigh-east-vic-3165-16064305,Campbells Creek Primary School,344.38,42.51,3165,750.0
835,31-magnolia-avenue-bentleigh-east-vic-3165-16067616,Colac Primary School,1091.25,126.37,3165,815.0
836,16-neville-street-bentleigh-east-vic-3165-16061303,Castlemaine Primary School,943.92,113.07,3165,620.0
837,19-valkstone-street-bentleigh-east-vic-3165-16075694,Cheltenham Primary School,275.05,35.37,3165,780.0
838,1-51-browns-rd-bentleigh-east-vic-3165-16063888,Campbells Creek Primary School,1190.82,116.69,3165,520.0
839,2-26-patricia-street-bentleigh-east-vic-3165-16067339,Castlemaine Primary School,678.07,72.28,3165,595.0
840,105-801-centre-road-bentleigh-east-vic-3165-16063308,Campbells Creek Primary School,909.44,78.09,3165,440.0
841,46b-wingate-street-bentleigh-east-vic-3165-16071165,Wodonga Primary School,767.54,133.17,3165,825.0
842,1-14-bletchley-road-hughesdale-vic-3166-16071580,Eaglehawk Primary School,268.52,33.6,3166,475.0
843,24-euston-road-hughesdale-vic-3166-15210228,Eltham Primary School,511.34,67.49,3166,675.0
844,2-52-william-street-oakleigh-vic-3166-16067917,Beaufort Primary School,1086.0,142.01,3166,495.0
845,15-fintonia-street-hughesdale-vic-3166-16081433,Warrandyte Primary School,361.94,69.79,3166,680.0
846,41-bishop-street-oakleigh-vic-3166-16081385,California Gully Primary School,1187.32,147.68,3166,650.0
847,5-158-kangaroo-road-hughesdale-vic-3166-16059918,Doncaster Primary School,842.55,97.8,3166,400.0
848,2-67-euston-road-hughesdale-vic-3166-16060352,Alberton Primary School,225.5,23.35,3166,500.0
849,1-22-clapham-road-hughesdale-vic-3166-15657634,Doncaster Primary School,113.13,11.64,3166,410.0
850,2a-grant-street-oakleigh-vic-3166-16071525,Allansford and District Primary School,1169.1,136.85,3166,545.0
851,26-austin-street-hughesdale-vic-3166-13441918,Warrandyte Primary School,471.75,68.06,3166,550.0
852,1-30-swindon-road-hughesdale-vic-3166-16081742,Alberton Primary School,408.59,40.24,3166,420.0
853,4-13-elizabeth-street-oakleigh-east-vic-3166-16066381,St Andrews Primary School,391.38,48.64,3166,615.0
854,1652-dandenong-road-oakleigh-east-vic-3166-16067192,Berwick Primary School,1468.17,164.64,3166,475.0
855,109-6-dalgety-street-oakleigh-vic-3166-16079810,Alberton Primary School,468.85,72.25,3166,500.0
856,3-13-state-street-oakleigh-east-vic-3166-16054316,Wodonga Primary School,97.04,11.65,3166,600.0
857,16-30-swindon-road-oakleigh-vic-3166-16078014,Alberton Primary School,408.59,40.24,3166,570.0
858,2-610-neerim-road-hughesdale-vic-3166-15940344,Eaglehawk Primary School,527.11,51.04,3166,695.0
859,1292-north-road-oakleigh-south-vic-3167-16081578,Bacchus Marsh Primary School,783.55,123.63,3167,450.0
860,25-mimosa-avenue-oakleigh-south-vic-3167-14978035,Ballarat Primary School (Dana Street),1248.67,164.96,3167,560.0
861,5-washington-drive-oakleigh-south-vic-3167-16089108,Castlemaine Primary School,2490.96,340.87,3167,650.0
862,2-30-clarendon-avenue-oakleigh-south-vic-3167-16060050,Bacchus Marsh Primary School,328.55,74.3,3167,520.0
863,2-34-westerfield-drive-notting-hill-vic-3168-16072082,Dromana Primary School,1201.42,173.19,3168,750.0
864,2-33-frank-avenue-clayton-vic-3168-14995545,Newport Lakes Primary School,1179.71,184.93,3168,550.0
865,5-265-clayton-road-clayton-vic-3168-16059981,Beaufort Primary School,560.62,85.26,3168,400.0
866,4-10-12-lillian-street-clayton-vic-3168-15234232,Cudgee Primary School,651.88,85.34,3168,620.0
867,1-128-moriah-street-clayton-vic-3168-16081488,Cudgee Primary School,1495.38,179.54,3168,530.0
868,2-17-sarton-road-clayton-vic-3168-14970451,Newport Lakes Primary School,1961.1,203.38,3168,595.0
869,4-main-road-clayton-south-vic-3169-16057923,Cheltenham Primary School,1255.41,168.17,3169,595.0
870,3a-maltarra-street-clayton-south-vic-3169-16052876,Newport Lakes Primary School,1287.81,189.84,3169,460.0
871,5-bemboka-avenue-clayton-south-vic-3169-16060995,Cudgee Primary School,902.54,206.18,3169,540.0
872,39a-wattle-grove-mulgrave-vic-3170-16080168,Campbells Creek Primary School,611.96,140.77,3170,630.0
873,53-hillside-street-springvale-vic-3171-16088757,Cheltenham Primary School,464.88,52.42,3171,410.0
874,35-wareham-street-springvale-vic-3171-16075284,Ballarat Primary School (Dana Street),53.67,6.44,3171,650.0
875,3-27-royal-avenue-springvale-vic-3171-16069826,Newport Lakes Primary School,607.14,119.81,3171,440.0
876,3-16-blissington-street-springvale-vic-3171-16090463,Campbells Creek Primary School,1008.03,168.04,3171,500.0
877,4-woodward-street-springvale-vic-3171-16077724,Avenel Primary School,650.15,121.8,3171,700.0
878,2-vella-court-springvale-south-vic-3172-16079155,Berwick Primary School,1016.03,138.64,3172,500.0
879,2-12-willow-glen-ct-dingley-village-vic-3172-16086455,Wodonga Primary School,869.61,131.48,3172,450.0
880,2-cassia-court-keysborough-vic-3173-16086595,Newport Lakes Primary School,1107.29,128.22,3173,550.0
881,19-somerset-drive-keysborough-vic-3173-16077778,Ballarat Primary School (Dana Street),954.54,125.24,3173,430.0
882,36-beau-vorno-avenue-keysborough-vic-3173-16069684,Cavendish Primary School,300.32,53.69,3173,570.0
883,242-chandler-road-keysborough-vic-3173-16081963,Ballarat Primary School (Dana Street),962.8,98.48,3173,490.0
884,10-10-larbert-road-noble-park-vic-3174-16082810,Colac Primary School,1692.66,253.54,3174,240.0
885,44-chandler-road-noble-park-vic-3174-16080368,Campbells Creek Primary School,845.13,144.12,3174,525.0
886,32-jeffers-street-noble-park-vic-3174-16088597,Belmont Primary School,878.4,169.75,3174,395.0
887,15-harrison-drive-noble-park-vic-3174-16077811,Colac Primary School,1771.37,235.26,3174,525.0
888,1559-heatherton-road-dandenong-north-vic-3175-16051481,Belmont Primary School,1166.74,99.3,3175,380.0
889,2-24-power-street-dandenong-vic-3175-15185470,Cudgee Primary School,253.18,45.52,3175,399.0
890,1-47-oakwood-avenue-dandenong-north-vic-3175-16089665,Cavendish Primary School,458.66,47.17,3175,400.0
891,7-larnook-street-prahran-vic-3181-16082241,Gisborne Primary School,553.76,82.69,3181,920.0
892,15-21-irving-avenue-prahran-vic-3181-15635697,Gisborne Primary School,902.38,127.96,3181,440.0
893,105-10-porter-street-prahran-vic-3181-16069578,Newport Lakes Primary School,224.78,38.83,3181,410.0
894,2-227-chapel-street-prahran-vic-3181-16077707,Newport Lakes Primary School,354.63,36.4,3181,430.0
895,604-7-king-street-prahran-vic-3181-16072835,Cavendish Primary School,508.38,51.65,3181,510.0
896,2-70-williams-road-prahran-vic-3181-16087414,Flemington Primary School,853.06,117.08,3181,450.0
897,1-97-charles-street-prahran-vic-3181-16087452,Cavendish Primary School,1014.01,120.76,3181,620.0
898,26-thomas-street-south-windsor-vic-3181-16066356,Colac Primary School,611.26,89.94,3181,750.0
899,203-152-peel-street-windsor-vic-3181-16090148,California Gully Primary School,513.78,92.36,3181,400.0
900,3-51-james-street-prahran-vic-3181-16090001,Avoca Primary School,308.78,47.92,3181,875.0
901,716-15-clifton-street-prahran-vic-3181-16077503,Cudgee Primary School,614.26,92.59,3181,500.0
902,6-percy-place-prahran-vic-3181-16047983,Newport Lakes Primary School,313.13,60.03,3181,715.0
903,15a-the-avenue-windsor-vic-3181-16082070,California Gully Primary School,543.63,58.73,3181,850.0
904,817-132-commercial-road-prahran-vic-3181-16065154,Cavendish Primary School,765.98,75.74,3181,450.0
905,1-8-princes-close-prahran-vic-3181-16065129,Cavendish Primary School,653.27,68.58,3181,620.0
906,27-duke-street-prahran-vic-3181-16086431,Colac Primary School,611.16,82.65,3181,700.0
907,48-321-chapel-street-prahran-vic-3181-16064313,Cavendish Primary School,712.01,68.98,3181,450.0
908,1-42-grandview-grove-prahran-vic-3181-16062555,Gisborne Primary School,478.31,86.76,3181,800.0
909,203-72-high-street-prahran-vic-3181-16064123,Newport Lakes Primary School,268.44,35.62,3181,360.0
910,53-duke-street-windsor-vic-3181-16063116,Avoca Primary School,507.35,83.4,3181,520.0
911,10-k7-high-street-windsor-vic-3181-16063444,Bacchus Marsh Primary School,116.04,15.17,3181,350.0
912,46-earl-street-windsor-vic-3181-16087402,Avoca Primary School,506.4,80.01,3181,460.0
913,11-york-street-prahran-vic-3181-15901403,Newport Lakes Primary School,725.37,89.49,3181,690.0
914,3-56-larnook-street-prahran-vic-3181-16064188,Huntly Primary School,132.12,14.58,3181,1100.0
916,439-111-punt-road-windsor-vic-3181-16055654,Bacchus Marsh Primary School,249.29,39.51,3181,550.0
917,51-thomas-street-windsor-vic-3181-16088312,Cavendish Primary School,343.14,67.23,3181,1000.0
918,49-highbury-grove-prahran-vic-3181-16056833,Sandringham Primary School,548.65,79.23,3181,1050.0
919,3-30-the-avenue-windsor-vic-3181-16035963,Avoca Primary School,457.87,82.87,3181,595.0
920,2-anchor-place-prahran-vic-3181-16079263,Newport Lakes Primary School,695.71,112.14,3181,1100.0
921,101-6-percy-place-prahran-vic-3181-16076172,Newport Lakes Primary School,313.13,60.03,3181,490.0
922,8-13-lewisham-road-windsor-vic-3181-16075380,California Gully Primary School,812.67,93.38,3181,475.0
923,207-120-high-street-windsor-vic-3181-16042309,Cavendish Primary School,48.77,7.8,3181,400.0
924,8b-highbury-grove-prahran-vic-3181-15809710,Sandringham Primary School,444.0,67.63,3181,760.0
925,12-30-james-street-windsor-vic-3181-16083970,Avoca Primary School,355.83,59.21,3181,270.0
926,401-high-street-prahran-vic-3181-16088024,Elphinstone Primary School,814.51,105.37,3181,675.0
927,4-317-dandenong-road-prahran-vic-3181-16067845,Huntly Primary School,403.83,34.3,3181,430.0
928,310-22-chatham-street-prahran-vic-3181-16079412,Cavendish Primary School,485.92,58.11,3181,450.0
929,8-k3-union-street-windsor-vic-3181-16042862,Bacchus Marsh Primary School,747.34,105.68,3181,400.0
930,502-27-macquarie-street-prahran-vic-3181-16042904,Cavendish Primary School,297.7,57.27,3181,440.0
931,24-union-street-windsor-vic-3181-16055616,Bacchus Marsh Primary School,808.88,112.01,3181,800.0
932,2-16-green-street-prahran-vic-3181-16068447,Colac Primary School,608.49,89.44,3181,740.0
933,42-commercial-road-prahran-vic-3181-16050172,Campbells Creek Primary School,708.62,70.6,3181,560.0
934,5-17-ellesmere-road-prahran-vic-3181-16068966,California Gully Primary School,643.02,75.16,3181,415.0
935,40-kelvin-grove-prahran-vic-3181-16068985,Huntly Primary School,282.79,36.28,3181,815.0
936,g3-2a-henry-street-windsor-vic-3181-16088449,Avenel Primary School,882.85,148.48,3181,390.0
937,93-chomley-street-prahran-vic-3181-16073373,Sandringham Primary School,645.03,88.61,3181,685.0
938,24-spring-street-prahran-vic-3181-16066838,Hallam Primary School,934.18,111.39,3181,610.0
939,502-283-high-street-prahran-vic-3181-16065163,Newport Lakes Primary School,611.23,65.64,3181,1200.0
940,510-42-porter-street-prahran-vic-3181-16078605,Cavendish Primary School,1018.5,133.35,3181,260.0
941,1-29-the-avenue-windsor-vic-3181-16063438,Avoca Primary School,493.64,85.73,3181,500.0
942,8-237-dandenong-road-windsor-vic-3181-16066062,St Andrews Primary School,554.97,69.03,3181,455.0
943,4-34-clarke-street-prahran-vic-3181-16078572,Eaglehawk Primary School,1378.81,145.83,3181,360.0
944,27-4-victoria-street-windsor-vic-3181-11761425,Avoca Primary School,778.51,135.46,3181,550.0
945,306-25-clifton-street-prahran-vic-3181-16078928,Cudgee Primary School,548.45,76.8,3181,425.0
946,12-28-the-avenue-windsor-vic-3181-16078988,Avoca Primary School,471.92,83.99,3181,550.0
947,6-10-lalbert-crescent-prahran-vic-3181-16064800,Bellbrae Primary School,296.45,28.84,3181,1100.0
948,201-323-dandenong-road-prahran-vic-3181-16065119,Bellbrae Primary School,324.71,27.18,3181,525.0
949,10-11-irving-avenue-prahran-vic-3181-16073356,Huntly Primary School,664.9,60.64,3181,540.0
950,1-david-lane-windsor-vic-3181-15900527,Colac Primary School,511.24,97.87,3181,1400.0
951,22-union-street-windsor-vic-3181-16059839,Bacchus Marsh Primary School,798.53,110.94,3181,880.0
952,29-10-clifton-street-prahran-vic-3181-16050826,Cudgee Primary School,642.24,99.31,3181,540.0
953,8-21-irving-avenue-prahran-vic-3181-16051850,Gisborne Primary School,902.38,127.96,3181,400.0
954,16-174-peel-street-windsor-vic-3181-16080532,California Gully Primary School,413.43,72.52,3181,385.0
955,104-139-york-street-prahran-vic-3181-16065475,Newport Lakes Primary School,1214.58,100.15,3181,410.0
956,312-196-st-kilda-road-st-kilda-vic-3182-16075446,Hawthorn West Primary School,969.32,111.35,3182,450.0
957,318-181-fitzroy-street-st-kilda-vic-3182-16056356,Warrandyte Primary School,355.79,64.02,3182,580.0
958,1-27-eildon-road-st-kilda-vic-3182-16056185,Warrandyte Primary School,646.07,117.42,3182,625.0
959,12-7-alfred-square-st-kilda-vic-3182-16086740,Warrandyte Primary School,1293.78,198.32,3182,350.0
960,4-73-alma-road-st-kilda-vic-3182-16068784,Hawthorn West Primary School,276.33,19.9,3182,425.0
961,2-257-barkly-street-st-kilda-vic-3182-16066559,Hallam Primary School,629.31,144.05,3182,280.0
962,17-charles-street-st-kilda-vic-3182-14025729,Avenel Primary School,1233.68,183.23,3182,650.0
963,7-2-kipling-st-st-kilda-vic-3182-16087516,Hamilton (Gray Street) Primary School,485.06,46.49,3182,370.0
964,4-12-vale-street-st-kilda-vic-3182-16087511,Avoca Primary School,876.58,143.66,3182,375.0
965,21-313-beaconsfield-parade-st-kilda-west-vic-3182-16056043,Warrandyte Primary School,1519.33,204.36,3182,450.0
966,1-64-fitzroy-street-st-kilda-west-vic-3182-16090436,Warrandyte Primary School,204.44,43.16,3182,650.0
967,802-181-fitzroy-st-st-kilda-vic-3182-15915050,Warrandyte Primary School,355.79,64.02,3182,1975.0
968,10-98-barkly-street-st-kilda-vic-3182-16087425,Warrandyte Primary School,950.38,131.7,3182,795.0
969,10-193-fitzroy-street-st-kilda-vic-3182-16087017,Warrandyte Primary School,639.62,105.94,3182,470.0
970,2-52-alma-road-st-kilda-vic-3182-16077137,Hawthorn West Primary School,483.05,34.78,3182,330.0
971,7-50-carlisle-street-st-kilda-vic-3182-15751006,Allansford and District Primary School,717.16,105.4,3182,300.0
972,204-171-173-inkerman-street-st-kilda-vic-3182-16015508,Hawthorn West Primary School,733.71,56.4,3182,370.0
973,206a-14-16-the-esplanade-st-kilda-vic-3182-16042840,Warrandyte Primary School,1242.77,187.56,3182,750.0
975,27-352-canterbury-road-st-kilda-vic-3182-16050504,Warrandyte Primary School,335.71,55.32,3182,500.0
976,5-2-kipling-street-st-kilda-vic-3182-16082197,Hamilton (Gray Street) Primary School,485.06,46.49,3182,325.0
977,4-26-wellington-street-st-kilda-vic-3182-16072089,Avenel Primary School,722.79,109.82,3182,500.0
978,107-182-barkly-street-st-kilda-vic-3182-16086941,Wandiligong Primary School,664.18,129.91,3182,420.0
979,8-38-fitzroy-street-st-kilda-vic-3182-16016713,Warrandyte Primary School,435.86,73.33,3182,495.0
980,9-76-carlisle-street-st-kilda-vic-3182-16054050,Allansford and District Primary School,493.86,83.48,3182,650.0
981,24-3-herbert-street-st-kilda-vic-3182-16075447,Gisborne Primary School,370.05,88.81,3182,350.0
982,206-126-carlisle-street-st-kilda-vic-3182-16041005,Allansford and District Primary School,344.64,46.89,3182,495.0
983,14-21-marine-parade-st-kilda-vic-3182-16082302,Elphinstone Primary School,1039.5,188.89,3182,1300.0
984,3-79-barkly-street-st-kilda-vic-3182-16063362,Warrandyte Primary School,855.04,125.57,3182,400.0
985,11-43-spenser-street-st-kilda-vic-3182-16067006,Eaglehawk Primary School,927.2,195.95,3182,250.0
986,25-10-tennyson-street-st-kilda-vic-3182-16088206,Sandringham Primary School,524.9,125.97,3182,640.0
987,1-38-alma-rd-st-kilda-vic-3182-16080210,Hawthorn West Primary School,595.36,42.86,3182,450.0
988,13-9-fitzroy-street-st-kilda-vic-3182-16057589,Warrandyte Primary School,1146.5,182.35,3182,430.0
990,803-6-st-kilda-road-st-kilda-vic-3182-16088439,Avenel Primary School,620.06,97.23,3182,410.0
991,4-9-marlton-crescent-st-kilda-vic-3182-16065793,Hamilton (Gray Street) Primary School,893.77,131.62,3182,390.0
992,2-36-barkly-street-st-kilda-vic-3182-16088568,Avenel Primary School,690.13,111.69,3182,400.0
993,4c-21-the-esplanade-st-kilda-vic-3182-16088109,Warrandyte Primary School,1349.71,191.74,3182,450.0
994,212-363-beaconsfield-parade-st-kilda-west-vic-3182-16089242,Warrandyte Primary School,768.13,126.4,3182,320.0
995,204-55-wellington-street-st-kilda-vic-3182-16089144,Avenel Primary School,864.62,124.41,3182,700.0
996,206-126-chapel-street-st-kilda-vic-3182-16076046,Allansford and District Primary School,639.04,75.56,3182,450.0
997,205-44-barkly-street-st-kilda-vic-3182-15694325,Avenel Primary School,615.79,102.97,3182,260.0
998,205-16-18-grey-street-st-kilda-vic-3182-16089700,Warrandyte Primary School,356.83,69.81,3182,390.0
999,61-acland-street-st-kilda-vic-3182-16073629,Footscray Primary School,1238.62,206.7,3182,780.0
1000,10-86-park-street-st-kilda-west-vic-3182-16068440,Warrandyte Primary School,1122.74,160.5,3182,350.0
1001,2c-21-the-esplanade-st-kilda-vic-3182-16078204,Warrandyte Primary School,1349.71,191.74,3182,395.0
1002,5-9-marlton-crescent-st-kilda-vic-3182-16078497,Hamilton (Gray Street) Primary School,893.77,131.62,3182,520.0
1003,4-29-marine-parade-st-kilda-vic-3182-16063644,Eaglehawk Primary School,971.29,188.16,3182,450.0
1004,12-45-marine-parade-st-kilda-vic-3182-16059741,Eltham Primary School,756.75,179.86,3182,790.0
1005,4-260-st-kilda-road-st-kilda-vic-3182-16051315,Hawthorn West Primary School,955.23,107.96,3182,450.0
1006,30-233-235-canterbury-road-st-kilda-west-vic-3182-16078085,Warrandyte Primary School,416.21,66.24,3182,310.0
1007,2705-14-16-the-esplanade-st-kilda-vic-3182-16072154,Warrandyte Primary School,1242.77,187.56,3182,1300.0
1008,8-16-chapel-street-st-kilda-vic-3182-16068250,Highton Primary School,359.03,31.57,3182,395.0
1009,207-171-173-inkerman-street-st-kilda-east-vic-3183-16090952,Hawthorn West Primary School,733.71,56.4,3183,350.0
1010,3-206-alma-rd-st-kilda-east-vic-3183-16078582,Huntly Primary School,812.57,81.7,3183,250.0
1011,4-nightingale-street-balaclava-vic-3183-16078992,Allansford and District Primary School,801.38,89.56,3183,1050.0
1012,52a-alexandra-street-st-kilda-east-vic-3183-16086233,Grovedale Primary School,663.07,59.31,3183,1150.0
1013,4-360-carlisle-street-balaclava-vic-3183-16082332,Gisborne Primary School,448.9,63.67,3183,650.0
1014,6-leslie-street-st-kilda-east-vic-3183-16079147,Sandringham Primary School,607.48,76.41,3183,850.0
1015,9-65-westbury-street-st-kilda-east-vic-3183-16088571,Campbells Creek Primary School,450.49,39.09,3183,495.0
1016,31-55-hotham-street-st-kilda-east-vic-3183-16083388,Sandringham Primary School,408.65,54.54,3183,550.0
1017,g10-43-45-the-avenue-balaclava-vic-3183-16065263,Flemington Primary School,540.35,62.44,3183,570.0
1018,12-7-raglan-street-st-kilda-east-vic-3183-15298094,Highton Primary School,503.67,42.42,3183,290.0
1019,4-25-cardigan-street-st-kilda-east-vic-3183-16064463,Wandiligong Primary School,571.3,74.85,3183,450.0
1020,1-28-wilgah-street-st-kilda-east-vic-3183-16083469,Heidelberg Primary School,770.57,74.6,3183,495.0
1021,5-1a-lansdowne-street-st-kilda-east-vic-3183-16086953,Highton Primary School,899.16,106.26,3183,650.0
1022,5-1a-lansdowne-road-st-kilda-east-vic-3183-16086953,Highton Primary School,899.16,106.26,3183,650.0
1023,1-106-alexandra-street-st-st-kilda-east-vic-3183-16068309,Heathcote Primary School,1033.57,104.26,3183,335.0
1024,3-20-hughenden-road-st-kilda-east-vic-3183-16048551,Huntly Primary School,568.06,62.61,3183,600.0
1025,3-2-celeste-ct-st-kilda-east-vic-3183-16071218,Huntly Primary School,740.18,86.31,3183,395.0
1026,10-wenden-grove-st-kilda-east-vic-3183-16068114,Highton Primary School,1095.4,127.4,3183,900.0
1027,3-31-chapel-street-st-kilda-east-vic-3183-16087349,Hamilton (Gray Street) Primary School,77.25,7.62,3183,275.0
1028,5-58-alexandra-st-st-kilda-east-vic-3183-16073874,Grovedale Primary School,703.08,62.51,3183,560.0
1029,7-alexandra-street-st-kilda-east-vic-3183-16067396,Wandiligong Primary School,232.7,24.88,3183,850.0
1030,6-23-lansdowne-rd-st-kilda-east-vic-3183-16077748,Highton Primary School,988.74,98.87,3183,350.0
1031,3-16-malakoff-street-st-kilda-east-vic-3183-16090509,Sandringham Primary School,645.1,77.86,3183,330.0
1032,7-1a-hughenden-road-st-kilda-east-vic-3183-16084967,Huntly Primary School,690.47,77.17,3183,340.0
1033,3-45-westbury-st-st-kilda-east-vic-3183-16071948,Campbells Creek Primary School,240.79,21.67,3183,320.0
1034,26-55-alexandra-st-st-kilda-east-vic-3183-16067159,Grovedale Primary School,730.79,64.72,3183,330.0
1035,8-7-cardigan-street-st-kilda-east-vic-3183-16090197,Sandringham Primary School,409.17,62.72,3183,330.0
1036,2-47-gourlay-street-st-kilda-east-vic-3183-15663952,Flemington Primary School,696.36,79.26,3183,345.0
1037,201-356-carlisle-street-balaclava-vic-3183-16065312,Gisborne Primary School,459.69,65.61,3183,375.0
1038,7-13-hughenden-road-st-kilda-east-vic-3183-16055120,Bellbrae Primary School,512.78,55.98,3183,460.0
1039,2-kurrajong-avenue-st-kilda-east-vic-3183-16084549,Hamilton (Gray Street) Primary School,839.21,86.64,3183,720.0
1040,1-12-avoca-ave-elwood-vic-3184-16090201,Footscray Primary School,446.23,107.09,3184,430.0
1042,4-111-ruskin-street-elwood-vic-3184-16052249,Castlemaine Primary School,401.89,81.65,3184,670.0
1043,6-18-joyce-street-elwood-vic-3184-16075499,Avoca Primary School,930.97,147.52,3184,850.0
1044,2-24-tennyson-street-elwood-vic-3184-16076374,Footscray Primary School,388.47,93.23,3184,420.0
1045,7-10-austin-avenue-elwood-vic-3184-16088641,Bacchus Marsh Primary School,497.54,105.2,3184,480.0
1046,205-95-ormond-road-elwood-vic-3184-16085196,Campbells Creek Primary School,672.13,90.33,3184,410.0
1047,1-3-goldsmith-st-elwood-vic-3184-16072668,Flemington Primary School,593.9,142.53,3184,425.0
1048,3-97-spray-street-elwood-vic-3184-16075450,Wodonga Primary School,124.53,27.06,3184,450.0
1049,14-193-brighton-road-elwood-vic-3184-16088112,Wodonga Primary School,927.02,151.12,3184,350.0
1050,6-20-pine-avenue-elwood-vic-3184-16090586,Castlemaine Primary School,978.24,134.38,3184,380.0
1051,5-141-glenhuntly-road-elwood-vic-3184-16090615,Berwick Primary School,536.44,43.21,3184,350.0
1052,4-5-southey-court-elwood-vic-3184-16083693,Footscray Primary School,708.79,170.1,3184,575.0
1053,2-117-tennyson-street-elwood-vic-3184-16083454,Ballarat Primary School (Dana Street),512.54,120.84,3184,560.0
1054,3-27-ruskin-street-elwood-vic-3184-16084771,Hallam Primary School,438.3,105.18,3184,550.0
1055,7-23-bendigo-avenue-elwood-vic-3184-16085426,Castlemaine Primary School,643.16,98.49,3184,240.0
1056,206-96-ormond-road-elwood-vic-3184-16061435,Campbells Creek Primary School,688.02,91.96,3184,425.0
1057,3-38-mitford-street-elwood-vic-3184-16053235,Flemington Primary School,297.36,71.36,3184,340.0
1058,4-84-ormond-road-elwood-vic-3184-16070658,Campbells Creek Primary School,640.89,89.23,3184,565.0
1059,18-kingsley-st-elwood-vic-3184-16064797,Avoca Primary School,1130.34,171.33,3184,630.0
1060,8-12-may-street-elwood-vic-3184-16064495,Wodonga Primary School,677.49,106.07,3184,320.0
1061,3-2a-vautier-street-elwood-vic-3184-16079224,Campbells Creek Primary School,699.83,98.16,3184,1000.0
1062,9-106-addison-street-elwood-vic-3184-16063225,Castlemaine Primary School,394.73,56.46,3184,530.0
1063,6-30-docker-street-elwood-vic-3184-16080165,Castlemaine Primary School,1017.73,130.21,3184,470.0
1064,3-5-greig-court-elwood-vic-3184-16065526,Ballarat Primary School (Dana Street),583.91,140.13,3184,410.0
1065,27-16-20-milton-street-elwood-vic-3184-15503430,Footscray Primary School,826.47,198.35,3184,675.0
1066,4-2-selwyn-avenue-elwood-vic-3184-16063201,Castlemaine Primary School,518.42,67.91,3184,265.0
1067,613b-455-glen-huntly-road-elsternwick-vic-3185-16072040,Flemington Primary School,291.83,59.69,3185,470.0
1068,806-18-mccombie-st-elsternwick-vic-3185-16073253,Elphinstone Primary School,547.93,94.2,3185,520.0
