rent_address,school_name,min_distance,min_duration
4-lucerne-avenue-mornington-vic-3931-16060040,Avoca Primary School,942.07,144.11
5-265-clayton-road-clayton-vic-3168-16059981,Beaufort Primary School,560.62,85.26
505-25-nott-street-port-melbourne-vic-3207-16059890,Warrandyte Primary School,1028.83,178.28
12-45-marine-parade-st-kilda-vic-3182-16059741,Eltham Primary School,756.75,179.86
3-23-cavendish-drive-heatherton-vic-3202-16087838,Cheltenham Primary School,1638.21,226.06
8-23-27-cavendish-drive-heatherton-vic-3202-16087837,Cheltenham Primary School,1638.21,226.06
1002-1-acacia-place-abbotsford-vic-3067-16087823,Cheltenham Primary School,899.47,106.93
203-33-cliveden-close-east-melbourne-vic-3002-16087803,Grovedale Primary School,1061.73,158.01
16-1-3-carre-street-elsternwick-vic-3185-16087759,Hallam Primary School,573.27,67.33
301-99-palmerston-crescent-south-melbourne-vic-3205-16087718,Sandringham Primary School,225.15,46.95
103-35-43-high-street-glen-iris-vic-3146-16087710,Allansford and District Primary School,176.61,14.85
1a-chivers-road-templestowe-vic-3106-16087683,Cheltenham Primary School,1469.75,130.4
60-neptune-street-richmond-vic-3121-16087614,Hawthorn West Primary School,740.98,119.77
9-322-albert-street-east-melbourne-vic-3002-16087584,Echuca Primary School,671.88,99.34
703-6-acacia-place-abbotsford-vic-3067-16087573,Cheltenham Primary School,918.07,111.39
4-102-moreland-road-brunswick-vic-3056-16087543,Warrandyte Primary School,527.45,53.3
7-2-kipling-st-st-kilda-vic-3182-16087516,Hamilton (Gray Street) Primary School,485.06,46.49
4-12-vale-street-st-kilda-vic-3182-16087511,Avoca Primary School,876.58,143.66
711-422-collins-street-melbourne-vic-3000-16087505,Highton Primary School,773.98,93.67
1-71-mathoura-road-toorak-vic-3142-16087504,Wodonga Primary School,1063.81,120.47
1b-milroy-street-brighton-east-vic-3187-16087492,Bacchus Marsh Primary School,449.45,74.85
6-8-10-lincoln-road-essendon-vic-3040-16087456,Elphinstone Primary School,421.32,53.99
1-97-charles-street-prahran-vic-3181-16087452,Cavendish Primary School,1014.01,120.76
10-98-barkly-street-st-kilda-vic-3182-16087425,Warrandyte Primary School,950.38,131.7
2-70-williams-road-prahran-vic-3181-16087414,Flemington Primary School,853.06,117.08
10-brooke-street-eaglemont-vic-3084-16087413,Belmont Primary School,1139.0,147.52
46-earl-street-windsor-vic-3181-16087402,Avoca Primary School,506.4,80.01
g02-135-roden-street-west-melbourne-vic-3003-15657129,Dromana Primary School,911.56,126.13
3-31-chapel-street-st-kilda-east-vic-3183-16087349,Hamilton (Gray Street) Primary School,77.25,7.62
19-22-somerville-road-hampton-park-vic-3976-16087306,Allansford and District Primary School,164.12,31.33
121-5-beavers-road-northcote-vic-3070-16087294,Wandiligong Primary School,664.42,82.76
11-1062-1064-burke-road-balwyn-north-vic-3104-15337867,Castlemaine Primary School,609.2,58.67
1-831-toorak-road-hawthorn-east-vic-3123-16087198,Grovedale Primary School,848.82,94.1
10a-cummins-rd-brighton-east-vic-3187-16087161,Elphinstone Primary School,919.9,105.78
68-merton-street-albert-park-vic-3206-16087154,Alberton Primary School,356.6,49.19
2-10-allambee-avenue-camberwell-vic-3124-16087120,Sandringham Primary School,850.41,90.47
35-108-124-union-street-brunswick-vic-3056-16087109,Elphinstone Primary School,339.6,46.76
103-88-tram-road-doncaster-vic-3108-14872098,Alberton Primary School,701.55,103.3
106-1059-1061-dandenong-road-malvern-east-vic-3145-16087078,Flemington Primary School,1191.43,130.84
12-cameron-street-richmond-vic-3121-14219096,Beaufort Primary School,584.71,92.15
3-53-wanda-rd-caulfield-north-vic-3161-16087035,Ballarat Primary School (Dana Street),959.67,118.64
10-193-fitzroy-street-st-kilda-vic-3182-16087017,Warrandyte Primary School,639.62,105.94
434-elgar-road-box-hill-vic-3128-16087001,Cheltenham Primary School,1433.97,226.72
5-1a-lansdowne-street-st-kilda-east-vic-3183-16086953,Highton Primary School,899.16,106.26
107-182-barkly-street-st-kilda-vic-3182-16086941,Wandiligong Primary School,664.18,129.91
4-11-louise-avenue-mont-albert-vic-3127-16086905,Creswick Primary School,507.0,47.74
1-13-ulupna-road-ormond-vic-3204-16086855,Beaufort Primary School,160.4,31.14
6-46a-corhampton-road-balwyn-north-vic-3104-16086851,Cavendish Primary School,619.69,54.96
305-439-bay-street-brighton-vic-3186-16086850,Castlemaine Primary School,1062.74,153.38
203-7-9-cowra-street-brighton-vic-3186-16086801,Belmont Primary School,1159.07,186.8
1112-8-mccrae-street-docklands-vic-3008-16086787,Warrandyte Primary School,1283.73,236.68
12-7-alfred-square-st-kilda-vic-3182-16086740,Warrandyte Primary School,1293.78,198.32
19-154-164-rathmines-road-hawthorn-east-vic-3123-16086655,Warrandyte Primary School,287.86,20.73
15-railway-avenue-ringwood-east-vic-3135-16086656,Avoca Primary School,1362.83,175.24
2-cassia-court-keysborough-vic-3173-16086595,Newport Lakes Primary School,1107.29,128.22
5-64-moonya-road-carnegie-vic-3163-16086569,Eltham Primary School,825.5,90.76
93-rowe-street-fitzroy-north-vic-3068-15629627,Doncaster Primary School,338.91,63.78
19-386-toorak-road-south-yarra-vic-3141-15398642,Hamilton (Gray Street) Primary School,819.94,102.26
20a-belvoir-street-doncaster-vic-3108-16086525,Cudgee Primary School,874.95,120.89
2-12-willow-glen-ct-dingley-village-vic-3172-16086455,Wodonga Primary School,869.61,131.48
27-duke-street-prahran-vic-3181-16086431,Colac Primary School,611.16,82.65
56a-osborne-street-south-yarra-vic-3141-15943442,Allansford and District Primary School,760.9,121.06
3-36-egan-street-richmond-vic-3121-16086330,Beaufort Primary School,382.67,49.99
4-32-adrian-street-chadstone-vic-3148-16002735,Ballarat Primary School (Dana Street),793.27,136.14
61a-fifth-avenue-altona-north-vic-3025-16086328,Bacchus Marsh Primary School,350.76,62.18
11-245-williams-rd-south-yarra-vic-3141-16086320,Highton Primary School,1177.86,132.78
8-davison-place-south-yarra-vic-3141-16086287,Cavendish Primary School,695.14,76.84
16-dundas-place-albert-park-vic-3206-16086265,Allansford and District Primary School,495.69,76.39
52a-alexandra-street-st-kilda-east-vic-3183-16086233,Grovedale Primary School,663.07,59.31
104-184-186-bay-street-brighton-vic-3186-16086213,Newport Lakes Primary School,291.69,63.63
35-walpole-avenue-belmont-vic-3216-16086198,Ballarat Primary School (Dana Street),926.9,222.45
5-citron-avenue-balwyn-north-vic-3104-16086189,Warrnambool West Primary School,405.04,79.61
g11-2-hobson-street-south-yarra-vic-3141-16086164,Eaglehawk Primary School,1159.91,140.15
21-330-sydenham-road-sydenham-vic-3037-16086162,Newport Lakes Primary School,928.73,136.42
202-2a-royal-parade-caulfield-south-vic-3162-16086143,Newport Lakes Primary School,496.31,63.5
6-11-davis-street-kew-vic-3101-16020234,Doncaster Primary School,626.07,94.78
98-edgevale-road-kew-vic-3101-16086114,Colac Primary School,779.79,91.37
11-25-27-dunoon-street-murrumbeena-vic-3163-16086107,Dromana Primary School,1241.82,129.93
9-garland-terrace-point-cook-vic-3030-15364222,Bacchus Marsh Primary School,660.75,97.83
205-10-claremont-street-south-yarra-vic-3141-15150687,Newport Lakes Primary School,1193.13,164.62
39a-beech-st-caulfield-south-vic-3162-16085959,Grovedale Primary School,547.1,117.05
713-251-johnston-street-abbotsford-vic-3067-16085958,Hawthorn West Primary School,975.14,139.52
3b-wedd-street-cheltenham-vic-3192-16085952,Doncaster Primary School,1098.28,209.14
2-46-orrong-cres-caulfield-north-vic-3161-16085943,Heathcote Primary School,1306.14,126.43
