rent_address,school_name,min_distance,min_duration
508-7-balcombe-rd-mentone-vic-3194-16062820,Avoca Primary School,331.51,70.26
1-42-grandview-grove-prahran-vic-3181-16062555,Gisborne Primary School,478.31,86.76
4-nareeb-court-toorak-vic-3142-16044504,Doncaster Primary School,749.41,77.61
1411-120-a-beckett-st-melbourne-vic-3000-16062428,Hamilton (Gray Street) Primary School,779.59,108.64
748-warrigal-road-malvern-east-vic-3145-14989490,Allansford and District Primary School,932.35,129.81
107-358-moreland-road-brunswick-west-vic-3055-16062260,Footscray Primary School,813.52,81.02
2-74-hawthorn-rd-caulfield-north-vic-3161-16062077,Wodonga Primary School,497.12,32.54
29-loudon-road-burwood-vic-3125-16062062,Creswick Primary School,270.2,40.04
34-97-brickworks-drive-brunswick-vic-3056-16062022,Eaglehawk Primary School,433.22,58.59
808-2-claremont-street-south-yarra-vic-3141-16061993,Newport Lakes Primary School,746.13,90.93
403-118-cairnlea-drive-cairnlea-vic-3023-16061980,Alberton Primary School,970.28,104.42
105-39-appleton-street-richmond-vic-3121-16061881,Beaufort Primary School,394.62,52.41
5-419-waverley-road-malvern-east-vic-3145-16061833,Eaglehawk Primary School,928.54,114.11
909-528-swanston-street-carlton-vic-3053-16061810,Highton Primary School,820.31,92.88
31a-tweed-st-highett-vic-3190-16061681,Doncaster Primary School,416.14,61.31
39-belmont-avenue-upwey-vic-3158-16061627,Avenel Primary School,1128.64,192.26
g04-12-major-street-highett-vic-3190-15263650,Avoca Primary School,951.6,159.13
2-474-glenferrie-road-hawthorn-vic-3122-16061541,Eltham Primary School,197.39,23.65
92-wilson-street-wodonga-vic-3690-16061441,Wodonga Primary School,679.1,95.47
206-96-ormond-road-elwood-vic-3184-16061435,Campbells Creek Primary School,688.02,91.96
5-310-beach-road-black-rock-vic-3193-16061407,Wodonga Primary School,844.88,94.98
101-17-murrumbeena-road-murrumbeena-vic-3163-16061406,Warrandyte Primary School,450.59,65.37
417-11-urquhart-street-coburg-vic-3058-16061379,Alberton Primary School,360.01,50.68
38-400-victoria-parade-east-melbourne-vic-3002-12863768,Warrnambool West Primary School,370.06,52.63
1-watson-street-armadale-vic-3143-16061315,Footscray Primary School,328.63,59.56
37-taylor-street-fitzroy-north-vic-3068-16061269,Hawthorn West Primary School,415.26,58.72
3764-point-nepean-road-portsea-vic-3944-16061261,Allansford and District Primary School,3799.37,339.88
p08p-191-powlett-street-east-melbourne-vic-3002-16061199,St Andrews Primary School,558.16,79.25
10-gellibrand-street-williamstown-vic-3016-16061167,Ballarat Primary School (Dana Street),1355.32,160.43
1-27-venus-st-caulfield-south-vic-3162-16061113,Hawthorn West Primary School,998.41,109.12
402-1399-dandenong-road-malvern-east-vic-3145-16060867,Alberton Primary School,732.97,92.01
107-795-toorak-road-hawthorn-east-vic-3123-16060859,Hamilton (Gray Street) Primary School,382.22,46.5
4-13-lillimur-road-ormond-vic-3204-16060820,Berwick Primary School,33.41,4.01
6-headland-drive-leopold-vic-3224-16060771,Alberton Primary School,3195.11,268.3
5-12-wyuna-rd-caulfield-north-vic-3161-16060765,Newport Lakes Primary School,497.2,52.35
2-11-therese-avenue-mount-waverley-vic-3149-16060186,Belmont Primary School,833.78,111.6
