rent_address,school_name,min_distance,min_duration
5-69-river-street-richmond-vic-3121-16067702,Castlemaine Primary School,694.0,83.13
805-81-queens-road-melbourne-vic-3004-16067649,Bacchus Marsh Primary School,910.92,121.82
2-6-scheele-street-surrey-hills-vic-3127-16067630,Warrandyte Primary School,727.96,116.72
10-urandaline-grove-caulfield-vic-3162-16067602,Cavendish Primary School,1019.61,104.18
3-1-birtles-st-balwyn-vic-3103-16067443,Castlemaine Primary School,1106.89,97.22
7-alexandra-street-st-kilda-east-vic-3183-16067396,Wandiligong Primary School,232.7,24.88
28-gillies-street-fairfield-vic-3078-16067381,Hallam Primary School,845.27,104.85
2-1266-toorak-road-camberwell-vic-3124-16067345,Belmont Primary School,219.04,49.73
2-26-patricia-street-bentleigh-east-vic-3165-16067339,Castlemaine Primary School,678.07,72.28
47-somerset-road-glen-iris-vic-3146-16067326,Warrnambool West Primary School,1199.22,151.21
2-appleton-street-richmond-vic-3121-16067294,Hamilton (Gray Street) Primary School,217.01,34.37
12-30-swanston-street-mentone-vic-3194-16067279,Avoca Primary School,807.41,95.68
98-johnston-st-collingwood-vic-3066-16067212,Flemington Primary School,655.82,95.32
1652-dandenong-road-oakleigh-east-vic-3166-16067192,Berwick Primary School,1468.17,164.64
26-55-alexandra-st-st-kilda-east-vic-3183-16067159,Grovedale Primary School,730.79,64.72
26-victoria-grove-hawthorn-east-vic-3123-16067087,Avenel Primary School,310.53,57.08
208-20-queen-street-blackburn-vic-3130-16067059,Doncaster Primary School,924.58,130.71
516-480-riversdale-road-hawthorn-east-vic-3123-16067030,Shelford Primary School,232.57,39.0
63-mcarthur-street-malvern-vic-3144-16067027,Avenel Primary School,949.23,151.64
11-43-spenser-street-st-kilda-vic-3182-16067006,Eaglehawk Primary School,927.2,195.95
1201-8-joseph-road-footscray-vic-3011-16066987,Campbells Creek Primary School,568.21,77.66
7-reid-street-ashwood-vic-3147-16066841,Cudgee Primary School,1259.65,147.21
24-spring-street-prahran-vic-3181-16066838,Hallam Primary School,934.18,111.39
408d-615-victoria-street-abbotsford-vic-3067-16066835,Cheltenham Primary School,726.64,86.07
3-57-59-brunswick-road-brunswick-east-vic-3057-16066832,Ballarat Primary School (Dana Street),150.74,21.75
5-airlie-street-brighton-vic-3186-16066747,Avoca Primary School,833.45,159.06
5-14-olive-street-caulfield-south-vic-3162-16066746,Cheltenham Primary School,280.47,67.31
2-3-ada-street-doncaster-vic-3108-16066714,Alberton Primary School,993.05,163.73
10a-mackie-road-bentleigh-east-vic-3165-16066650,Bacchus Marsh Primary School,188.84,13.6
1603-8-joseph-road-footscray-vic-3011-16066608,Campbells Creek Primary School,568.21,77.66
153-south-road-brighton-vic-3186-16066514,Newport Lakes Primary School,1133.93,122.47
g43-347-camberwell-road-camberwell-vic-3124-16066506,Alberton Primary School,269.12,29.16
206-2-cedar-street-caulfield-south-vic-3162-15113111,Cheltenham Primary School,199.34,38.82
205-85-maling-road-canterbury-vic-3126-16066413,Dromana Primary School,671.63,124.06
4-13-elizabeth-street-oakleigh-east-vic-3166-16066381,St Andrews Primary School,391.38,48.64
3-14-mccoll-court-brunswick-west-vic-3055-16066377,Cheltenham Primary School,1277.58,148.73
54-marriage-road-brighton-east-vic-3187-16066345,Cudgee Primary School,520.21,42.78
35-hoffman-cr-truganina-vic-3029-16066267,Alberton Primary School,2999.23,283.35
g05-523-dandenong-road-armadale-vic-3143-15178199,Echuca Primary School,1578.06,237.21
11b-olive-st-hampton-vic-3188-16066090,Elphinstone Primary School,972.82,80.38
27-anzac-crescent-williamstown-vic-3016-16066020,Belmont Primary School,735.37,117.16
1007-238-flinders-st-melbourne-vic-3000-16066003,Bellbrae Primary School,1293.22,155.69
207-770b-toorak-road-glen-iris-vic-3146-16065999,Heidelberg Primary School,564.07,67.78
2-187-bank-street-south-melbourne-vic-3205-16065978,Flemington Primary School,888.98,100.79
1211-260-spencer-street-melbourne-vic-3000-16065974,Flemington Primary School,587.48,83.94
603-spencer-street-west-melbourne-vic-3003-16065963,Dromana Primary School,885.1,119.82
2-9-rennie-street-thornbury-vic-3071-16065901,Cavendish Primary School,634.09,87.41
6-fordham-court-richmond-vic-3121-16065885,Highton Primary School,545.95,97.52
1-3-colville-court-herne-hill-vic-3218-16065828,Avenel Primary School,991.25,163.77
2-burramine-road-glen-waverley-vic-3150-16065822,Avoca Primary School,849.56,125.07
1-11-churchill-street-doncaster-east-vic-3109-15856463,Ballarat Primary School (Dana Street),619.29,135.53
4-9-marlton-crescent-st-kilda-vic-3182-16065793,Hamilton (Gray Street) Primary School,893.77,131.62
23-frank-street-eltham-vic-3095-16065746,Avenel Primary School,1328.73,180.72
16-lilian-parade-ringwood-vic-3134-16065729,Wodonga Primary School,778.64,135.38
65-francis-street-yarraville-vic-3013-16065715,Berwick Primary School,1091.08,131.31
3-6-creswick-street-glen-iris-vic-3146-16065631,Eltham Primary School,1212.24,121.1
2409-105-clarendon-street-southbank-vic-3006-16065583,Beaufort Primary School,783.74,102.9
222-burwood-highway-burwood-vic-3125-16065529,Creswick Primary School,704.65,96.84
104-139-york-street-prahran-vic-3181-16065475,Newport Lakes Primary School,1214.58,100.15
316-330-lygon-street-brunswick-east-vic-3057-15187572,Berwick Primary School,1068.43,114.39
504-350-la-trobe-street-melbourne-vic-3000-15302782,Heidelberg Primary School,601.61,100.8
2-16-lyon-street-essendon-vic-3040-16065350,Eltham Primary School,768.75,116.01
g10-43-45-the-avenue-balaclava-vic-3183-16065263,Flemington Primary School,540.35,62.44
2-20-lyndhurst-crescent-brunswick-east-vic-3057-16065203,Beaufort Primary School,662.15,91.23
