rent_address,school_name,min_distance,min_duration
21-iona-avenue-toorak-vic-3142-16065186,Gisborne Primary School,282.18,47.27
502-283-high-street-prahran-vic-3181-16065163,Newport Lakes Primary School,611.23,65.64
23-clyde-street-thornbury-vic-3071-16065124,Belmont Primary School,166.49,19.98
201-323-dandenong-road-prahran-vic-3181-16065119,Bellbrae Primary School,324.71,27.18
5-20-kooyong-rd-caulfield-north-vic-3161-16065046,Hamilton (Gray Street) Primary School,1230.03,108.21
34-bellevue-avenue-doncaster-east-vic-3109-16064963,Belmont Primary School,763.28,183.18
3-8-10-james-avenue-kew-vic-3101-16064942,Sandringham Primary School,832.33,130.75
13-40-lillimur-road-ormond-vic-3204-16064832,Doncaster Primary School,240.87,27.54
6-10-lalbert-crescent-prahran-vic-3181-16064800,Bellbrae Primary School,296.45,28.84
18-kingsley-st-elwood-vic-3184-16064797,Avoca Primary School,1130.34,171.33
7-1204-glen-huntly-road-glen-huntly-vic-3163-16064791,St Andrews Primary School,486.18,52.51
121-lord-street-richmond-vic-3121-16064776,Castlemaine Primary School,886.24,130.37
20-ellesmere-road-burwood-east-vic-3151-14720826,Alberton Primary School,1014.93,116.94
8-4-mccracken-avenue-northcote-vic-3070-16064578,Warrnambool West Primary School,841.05,83.32
209-20-station-street-highett-vic-3190-16064556,Eltham Primary School,1318.13,169.79
8-12-may-street-elwood-vic-3184-16064495,Wodonga Primary School,677.49,106.07
4-25-cardigan-street-st-kilda-east-vic-3183-16064463,Wandiligong Primary School,571.3,74.85
1b-castles-road-bentleigh-vic-3204-16064447,Eaglehawk Primary School,674.84,58.06
872-centre-road-bentleigh-east-vic-3165-16064305,Campbells Creek Primary School,344.38,42.51
283a-burnley-street-richmond-vic-3121-16064303,Highton Primary School,826.52,99.83
2a-granter-street-brighton-east-vic-3187-16064222,Echuca Primary School,932.99,126.97
3-56-larnook-street-prahran-vic-3181-16064188,Huntly Primary School,132.12,14.58
33-barkly-ave-armadale-vic-3143-16064100,Dromana Primary School,759.76,172.78
2-248-francis-street-yarraville-vic-3013-16063967,Wodonga Primary School,601.46,72.65
62-sims-street-sandringham-vic-3191-16063950,Beaufort Primary School,762.9,94.52
33-landcox-street-brighton-east-vic-3187-15885544,Belmont Primary School,60.16,14.44
24-orrong-crescent-caulfield-north-vic-3161-16063914,Wodonga Primary School,1051.11,131.65
1-51-browns-rd-bentleigh-east-vic-3165-16063888,Campbells Creek Primary School,1190.82,116.69
2-47-briggs-street-mount-waverley-vic-3149-16063868,St Andrews Primary School,951.54,108.57
1-453-kooyong-rd-elsternwick-vic-3185-16063736,Hawthorn West Primary School,1194.74,120.06
904-50-claremont-street-south-yarra-vic-3141-16063745,Newport Lakes Primary School,988.67,127.82
15-21-irving-avenue-prahran-vic-3181-15635697,Gisborne Primary School,902.38,127.96
113-350-st-kilda-road-melbourne-vic-3004-16063679,Colac Primary School,1323.18,196.61
4-29-marine-parade-st-kilda-vic-3182-16063644,Eaglehawk Primary School,971.29,188.16
2-4-ralston-street-south-yarra-vic-3141-16063618,Alberton Primary School,189.08,27.46
511-8-garden-street-south-yarra-vic-3141-16063607,Newport Lakes Primary School,768.02,73.71
6-28-ardyne-street-murrumbeena-vic-3163-16063604,Warrnambool West Primary School,1340.36,144.5
11-plym-street-bentleigh-vic-3204-16063582,Cavendish Primary School,506.3,109.2
4-67-walsh-street-south-yarra-vic-3141-16063567,Doncaster Primary School,542.13,85.29
24-montalto-avenue-toorak-vic-3142-16063542,Wodonga Primary School,761.34,85.87
3-ajana-street-balwyn-north-vic-3104-16063499,Ballarat Primary School (Dana Street),370.79,35.01
2-16-liddiard-street-hawthorn-vic-3122-16063478,Avenel Primary School,833.66,95.77
10-18-gerald-street-murrumbeena-vic-3163-16063451,St Andrews Primary School,1249.33,131.85
10-k7-high-street-windsor-vic-3181-16063444,Bacchus Marsh Primary School,116.04,15.17
29-70-church-street-hawthorn-vic-3122-16063437,Alberton Primary School,703.53,71.45
503-9-dryburgh-street-west-melbourne-vic-3003-16063432,Warrnambool West Primary School,1377.36,186.49
3-79-barkly-street-st-kilda-vic-3182-16063362,Warrandyte Primary School,855.04,125.57
105-801-centre-road-bentleigh-east-vic-3165-16063308,Campbells Creek Primary School,909.44,78.09
9-106-addison-street-elwood-vic-3184-16063225,Castlemaine Primary School,394.73,56.46
4-2-selwyn-avenue-elwood-vic-3184-16063201,Castlemaine Primary School,518.42,67.91
3-4-orrong-road-elsternwick-vic-3185-16063179,Eltham Primary School,1117.35,141.13
4-867-883-drummond-street-carlton-north-vic-3054-16063178,Beaufort Primary School,613.36,87.1
614-5-olive-york-way-brunswick-west-vic-3055-15426148,Newport Lakes Primary School,640.63,77.53
53-duke-street-windsor-vic-3181-16063116,Avoca Primary School,507.35,83.4
94-coppin-street-richmond-vic-3121-16062861,Newport Lakes Primary School,463.34,61.94
27-16-20-milton-street-elwood-vic-3184-15503430,Footscray Primary School,826.47,198.35
