rent_address,school_name,min_distance,min_duration
101-25-33-wills-street-melbourne-vic-3000-14868152,Hawthorn West Primary School,673.46,104.39
2905b-11-rose-lane-melbourne-vic-3000-16074279,Flemington Primary School,797.74,128.92
g03-1457-high-street-glen-iris-vic-3146-16074275,Doncaster Primary School,349.78,39.33
5-16-princes-street-abbotsford-vic-3067-11131595,Belmont Primary School,437.74,66.31
11-corsair-street-richmond-vic-3121-16074197,Campbells Creek Primary School,856.11,110.78
6-stayner-street-chelsea-vic-3196-16074195,Ballarat Primary School (Dana Street),1761.22,201.36
24-6-8-avondale-road-armadale-vic-3143-16074178,Flemington Primary School,930.5,137.17
3-564c-moreland-road-brunswick-west-vic-3055-16074162,Colac Primary School,1280.76,159.45
8-7-9-bell-street-coburg-vic-3058-16074155,California Gully Primary School,878.7,91.96
6-103-walpole-street-kew-vic-3101-16074115,Grovedale Primary School,704.38,57.91
14-1517-malvern-road-glen-iris-vic-3146-16074097,Doncaster Primary School,1095.5,118.45
6-14-pitt-street-brunswick-vic-3056-16074091,Bacchus Marsh Primary School,1267.19,116.55
68-dover-street-caulfield-south-vic-3162-16074034,Beaufort Primary School,454.72,47.26
27-donna-buang-street-camberwell-vic-3124-15704271,Ballarat Primary School (Dana Street),694.04,96.2
504-2-6-duckett-street-brunswick-vic-3056-16073933,Eltham Primary School,861.6,104.56
2-24-barunah-street-hadfield-vic-3046-16073906,Cheltenham Primary School,681.37,109.72
1901-368-st-kilda-road-melbourne-vic-3000-16073890,Colac Primary School,1358.0,194.95
5-58-alexandra-st-st-kilda-east-vic-3183-16073874,Grovedale Primary School,703.08,62.51
1211-200-spencer-street-melbourne-vic-3000-16073870,Grovedale Primary School,777.07,107.94
2-841-toorak-road-hawthorn-east-vic-3123-16073848,Heidelberg Primary School,754.38,98.76
35-stratus-street-tarneit-vic-3029-16073803,Avenel Primary School,3411.55,363.55
5-661-663-nepean-highway-brighton-east-vic-3187-16073805,Echuca Primary School,235.84,57.53
33-stratus-street-tarneit-vic-3029-16073774,Avenel Primary School,3411.55,363.55
10-3-robin-street-altona-vic-3018-16073665,Bacchus Marsh Primary School,1069.71,135.88
4-48-weir-street-balwyn-vic-3103-16073644,Footscray Primary School,405.6,48.48
13-draconis-lane-williams-landing-vic-3027-16073635,Cheltenham Primary School,3196.04,420.72
2c-381-toorak-road-south-yarra-vic-3141-16073632,Hawthorn West Primary School,617.4,81.43
61-acland-street-st-kilda-vic-3182-16073629,Footscray Primary School,1238.62,206.7
1-15-union-road-surrey-hills-vic-3127-16073535,Avenel Primary School,1153.74,98.82
2-5-ellis-road-glen-iris-vic-3146-16073465,Eltham Primary School,915.92,96.32
18e-481-st-kilda-road-melbourne-vic-3004-16073449,California Gully Primary School,837.98,74.6
100-clarendon-street-coburg-vic-3058-16073408,Echuca Primary School,415.86,53.43
9-55-blackwood-street-carnegie-vic-3163-16073375,Belmont Primary School,921.0,104.68
93-chomley-street-prahran-vic-3181-16073373,Sandringham Primary School,645.03,88.61
10-11-irving-avenue-prahran-vic-3181-16073356,Huntly Primary School,664.9,60.64
167-richardson-street-middle-park-vic-3206-16073349,Belmont Primary School,298.03,50.76
52-hope-street-brunswick-vic-3056-16048861,Dromana Primary School,974.69,110.42
1-11-woorigoleen-road-toorak-vic-3142-16073252,Gisborne Primary School,824.82,142.07
5-26-union-street-richmond-vic-3121-16073238,Hawthorn West Primary School,578.41,88.93
1-82-ashley-street-west-footscray-vic-3012-16073237,St Andrews Primary School,614.61,106.65
46-alder-st-caulfield-south-vic-3162-16073205,Cudgee Primary School,371.33,89.12
807-2-joseph-road-footscray-vic-3011-16073204,Campbells Creek Primary School,610.37,82.72
30-edenhope-circuit-armstrong-creek-vic-3217-16073183,Cheltenham Primary School,1265.28,192.71
67-weir-loop-bundoora-vic-3083-16073139,Colac Primary School,769.69,133.09
1-66-riddell-parade-elsternwick-vic-3185-16073001,Doncaster Primary School,1017.79,158.44
6-359-balaclava-road-caulfield-north-vic-3161-16073003,Newport Lakes Primary School,309.66,22.58
404-466-lygon-street-brunswick-vic-3056-16072893,Berwick Primary School,912.34,91.49
1102-6-joseph-road-footscray-vic-3011-15336314,Campbells Creek Primary School,559.68,76.64
14-hawson-avenue-glen-huntly-vic-3163-16072886,Castlemaine Primary School,927.9,95.58
16-macedon-close-caroline-springs-vic-3023-16072871,Avoca Primary School,744.75,109.36
105-88-cambridge-street-collingwood-vic-3066-15175620,Dromana Primary School,188.5,33.93
604-7-king-street-prahran-vic-3181-16072835,Cavendish Primary School,508.38,51.65
512-803-dandenong-road-malvern-east-vic-3145-16072805,Avoca Primary School,646.87,83.75
9-47-49-caroline-street-south-yarra-vic-3141-16072801,Dromana Primary School,434.94,64.51
6d-9-beach-street-port-melbourne-vic-3207-16072776,Wodonga Primary School,821.74,107.15
3-20-malvern-grove-caulfield-north-vic-3161-16072766,Bacchus Marsh Primary School,1142.33,85.79
1-3-goldsmith-st-elwood-vic-3184-16072668,Flemington Primary School,593.9,142.53
