rent_address,school_name,min_distance,min_duration
604-8-burnley-street-richmond-vic-3121-16076303,Cudgee Primary School,654.98,83.04
201-65-dudley-street-west-melbourne-vic-3003-16076288,Gisborne Primary School,643.08,89.26
104-150-clarendon-street-east-melbourne-vic-3002-16076278,Dromana Primary School,635.23,91.48
2-peter-street-doncaster-east-vic-3109-16076246,Doncaster Primary School,1121.03,260.64
315-188-peel-street-north-melbourne-vic-3051-16076223,Heathcote Primary School,204.0,31.64
1-17-sebastopol-street-caulfield-north-vic-3161-16076196,Ballarat Primary School (Dana Street),340.66,62.49
5-1-st-georges-road-toorak-vic-3142-16076186,Footscray Primary School,739.12,132.58
101-6-percy-place-prahran-vic-3181-16076172,Newport Lakes Primary School,313.13,60.03
16-667-glenhuntly-road-caulfield-vic-3162-15930196,Newport Lakes Primary School,553.94,66.37
2004-288-spencer-street-melbourne-vic-3000-16076141,Flemington Primary School,414.76,85.82
2-11-mernda-road-kooyong-vic-3144-16076137,Dromana Primary School,1253.3,116.12
5-39-nepean-highway-elsternwick-vic-3185-16076084,Hallam Primary School,809.47,148.31
511-2-mcgoun-street-richmond-vic-3121-14233176,Berwick Primary School,667.44,112.13
206-126-chapel-street-st-kilda-vic-3182-16076046,Allansford and District Primary School,639.04,75.56
7-29-31-jersey-parade-carnegie-vic-3163-16076044,Avenel Primary School,983.8,122.96
18-pitt-street-west-footscray-vic-3012-16076032,Avoca Primary School,1002.1,104.71
9-braemar-street-mont-albert-north-vic-3129-16076030,Newport Lakes Primary School,283.42,68.02
43-neville-street-box-hill-south-vic-3128-16076023,Berwick Primary School,1576.45,234.39
2-47-gourlay-street-st-kilda-east-vic-3183-15663952,Flemington Primary School,696.36,79.26
205-44-barkly-street-st-kilda-vic-3182-15694325,Avenel Primary School,615.79,102.97
2-28-rae-street-chadstone-vic-3148-16075959,California Gully Primary School,1282.46,121.54
6-919-dandenong-road-malvern-east-vic-3145-16075854,Warrnambool West Primary School,875.6,116.06
3-barry-street-south-yarra-vic-3141-16075851,Cavendish Primary School,1099.75,126.1
617-highbury-road-burwood-east-vic-3151-15118457,Alberton Primary School,753.81,56.89
2201-288-spencer-street-melbourne-vic-3000-15831027,Flemington Primary School,414.76,85.82
9-4-davidson-street-south-yarra-vic-3141-16075758,Elphinstone Primary School,723.64,108.73
4-14-narong-road-caulfield-north-vic-3161-16075742,Ballarat Primary School (Dana Street),1015.61,88.88
19-valkstone-street-bentleigh-east-vic-3165-16075694,Cheltenham Primary School,275.05,35.37
48-craig-hill-drive-wheelers-hill-vic-3150-16075671,Cudgee Primary School,1428.4,291.25
1-07-281-tooronga-road-glen-iris-vic-3146-16075662,Gisborne Primary School,1171.94,142.0
2-62-scoresby-road-bayswater-vic-3153-16075654,Cavendish Primary School,657.95,92.4
7-50-leura-grove-hawthorn-east-vic-3123-16075652,Wodonga Primary School,779.19,81.21
1-16-vernon-street-south-kingsville-vic-3015-16075648,Colac Primary School,1360.51,234.11
5-111-bellarine-hwy-newcomb-vic-3219-16075640,Warrandyte Primary School,1306.86,107.79
3-17-pakington-street-kew-vic-3101-16075619,Grovedale Primary School,384.41,55.75
3-866-toorak-road-hawthorn-east-vic-3123-16075614,Wandiligong Primary School,930.63,100.79
19-16-18-poplar-street-box-hill-vic-3128-16059601,Cudgee Primary School,1342.27,230.72
6-18-joyce-street-elwood-vic-3184-16075499,Avoca Primary School,930.97,147.52
3-27-coorigil-rd-carnegie-vic-3163-16075493,Avoca Primary School,828.82,81.52
8-5-glenroy-road-hawthorn-vic-3122-16075466,Castlemaine Primary School,471.23,51.97
86-hutton-street-thornbury-vic-3071-16075459,Newport Lakes Primary School,580.96,109.7
309-17-lynch-street-hawthorn-vic-3122-16075457,Avenel Primary School,598.87,56.01
3-97-spray-street-elwood-vic-3184-16075450,Wodonga Primary School,124.53,27.06
24-3-herbert-street-st-kilda-vic-3182-16075447,Gisborne Primary School,370.05,88.81
312-196-st-kilda-road-st-kilda-vic-3182-16075446,Hawthorn West Primary School,969.32,111.35
4-60-eskdale-road-caulfield-north-vic-3161-16075441,Cudgee Primary School,587.7,50.31
3-459-glenferrie-road-kooyong-vic-3144-16075413,Dromana Primary School,946.82,81.29
8-13-lewisham-road-windsor-vic-3181-16075380,California Gully Primary School,812.67,93.38
3-17-firth-street-doncaster-vic-3108-15138255,Alberton Primary School,842.28,130.08
35-wareham-street-springvale-vic-3171-16075284,Ballarat Primary School (Dana Street),53.67,6.44
26-fellows-street-mitcham-vic-3132-15099580,Cudgee Primary School,654.37,87.08
13-160-coppin-street-richmond-vic-3121-16075196,Cavendish Primary School,733.62,83.36
11-maskell-court-fyansford-vic-3218-16075159,Colac Primary School,2653.4,264.12
9-1264-glen-huntly-road-carnegie-vic-3163-16075104,Warrnambool West Primary School,445.37,51.72
6-36-edward-street-sandringham-vic-3191-16075086,Belmont Primary School,1169.14,126.96
4-597-orrong-road-armadale-vic-3143-16075042,Wandiligong Primary School,290.78,30.89
41-chadstone-road-malvern-east-vic-3145-16074988,Berwick Primary School,493.72,57.73
83-waitara-grove-norlane-vic-3214-16074961,Bacchus Marsh Primary School,1334.13,320.18
108-56-myrtle-street-ivanhoe-vic-3079-16074928,Avenel Primary School,631.85,112.65
36-mcdougall-street-geelong-west-vic-3218-16074920,Alberton Primary School,731.3,110.66
405-15-queens-road-melbourne-vic-3004-16074877,Cavendish Primary School,545.4,75.0
1807-2-claremont-street-south-yarra-vic-3141-16074836,Newport Lakes Primary School,746.13,90.93
204-2-4-kent-road-box-hill-vic-3128-16074780,California Gully Primary School,1173.59,138.95
