rent_address,school_name,min_distance,min_duration
2-1-baden-powell-place-mount-eliza-vic-3930-16079935,Warrandyte Primary School,95.94,19.73
4-15-howe-street-murrumbeena-vic-3163-16079909,Echuca Primary School,1149.03,176.67
806-18-mccombie-st-elsternwick-vic-3185-16073253,Elphinstone Primary School,547.93,94.2
14-forbes-grove-oak-park-vic-3046-16079887,Doncaster Primary School,858.72,164.09
12-vine-street-moonee-ponds-vic-3039-16079832,Warrandyte Primary School,971.45,147.62
1-buckland-court-wodonga-vic-3690-16079819,Bacchus Marsh Primary School,1728.84,216.49
19-tivoli-road-south-yarra-vic-3141-16079814,Wandiligong Primary School,334.46,50.01
109-6-dalgety-street-oakleigh-vic-3166-16079810,Alberton Primary School,468.85,72.25
24-wertheim-street-richmond-vic-3121-16079802,California Gully Primary School,1024.05,169.64
1a-clarendon-avenue-wodonga-vic-3690-16079795,Berwick Primary School,2408.13,303.62
612-408-lonsdale-street-melbourne-vic-3000-16079773,Kyneton Primary School,803.16,97.51
14-58-62-mary-street-kew-vic-3101-16079756,Hallam Primary School,369.64,37.5
6-19-sydney-street-murrumbeena-vic-3163-16079700,Warrandyte Primary School,643.66,68.39
203-333-ferrars-street-south-melbourne-vic-3205-16079686,Campbells Creek Primary School,538.87,61.2
103-5-7-nepean-highway-elsternwick-vic-3185-16079664,Elphinstone Primary School,614.09,113.15
g-04-567-glenferrie-road-hawthorn-vic-3122-16079647,Castlemaine Primary School,27.8,2.0
72-oban-street-south-yarra-vic-3141-16079620,Heathcote Primary School,1476.42,192.71
8-49-patterson-street-middle-park-vic-3206-16079493,Warrandyte Primary School,1587.22,213.85
701-57-bay-street-port-melbourne-vic-3207-16079490,Warrandyte Primary School,740.69,118.35
4-132-mitcham-road-donvale-vic-3111-16079428,Ballarat Primary School (Dana Street),1102.76,148.93
310-22-chatham-street-prahran-vic-3181-16079412,Cavendish Primary School,485.92,58.11
11-evans-street-chadstone-vic-3148-16079398,Campbells Creek Primary School,867.74,72.93
286a-balcombe-rd-beaumaris-vic-3193-16079394,Cudgee Primary School,246.88,17.47
3-25-barkly-street-mordialloc-vic-3195-16079387,Alberton Primary School,558.89,84.06
7a-los-angeles-court-ripponlea-vic-3185-16079275,Wodonga Primary School,1332.45,206.64
565-heidelberg-road-alphington-vic-3078-16079269,Warrnambool West Primary School,650.62,98.0
2-anchor-place-prahran-vic-3181-16079263,Newport Lakes Primary School,695.71,112.14
3-2a-vautier-street-elwood-vic-3184-16079224,Campbells Creek Primary School,699.83,98.16
11-binalong-ave-chadstone-vic-3148-16079197,California Gully Primary School,1040.35,177.61
75a-watts-street-box-hill-north-vic-3129-16079176,California Gully Primary School,1406.22,159.47
616-14-david-street-richmond-vic-3121-16079171,Cheltenham Primary School,480.63,66.52
2-vella-court-springvale-south-vic-3172-16079155,Berwick Primary School,1016.03,138.64
6-leslie-street-st-kilda-east-vic-3183-16079147,Sandringham Primary School,607.48,76.41
4-7-vale-street-pascoe-vale-vic-3044-16079115,Eltham Primary School,985.83,145.03
3-798-warrigal-road-malvern-east-vic-3145-16079041,Alberton Primary School,803.47,99.61
4-nightingale-street-balaclava-vic-3183-16078992,Allansford and District Primary School,801.38,89.56
12-28-the-avenue-windsor-vic-3181-16078988,Avoca Primary School,471.92,83.99
4-2-waxman-parade-brunswick-west-vic-3055-16078957,Beaufort Primary School,1030.33,113.13
78-hope-street-brunswick-vic-3056-16078953,Berwick Primary School,1130.87,108.17
173-spensley-street-clifton-hill-vic-3068-16078951,Beaufort Primary School,171.71,30.74
306-25-clifton-street-prahran-vic-3181-16078928,Cudgee Primary School,548.45,76.8
11-8-lamin-lane-toorak-vic-3142-16078927,Wodonga Primary School,1194.96,116.53
1009-338-kings-way-south-melbourne-vic-3205-16078854,Heathcote Primary School,571.36,113.52
2003-8-joseph-road-footscray-vic-3011-16078798,Campbells Creek Primary School,568.21,77.66
53-elster-avenue-gardenvale-vic-3185-16078745,Hallam Primary School,386.62,64.72
90-edgevale-road-kew-vic-3101-16078740,Colac Primary School,821.25,98.83
2-94-buckingham-street-richmond-vic-3121-14830817,Cheltenham Primary School,417.75,84.09
402-20-garden-street-south-yarra-vic-3141-16078689,Newport Lakes Primary School,828.33,88.19
2108-288-spencer-street-melbourne-vic-3000-15572564,Flemington Primary School,414.76,85.82
510-42-porter-street-prahran-vic-3181-16078605,Cavendish Primary School,1018.5,133.35
