rent_address,school_name,min_distance,min_duration
1105-162-albert-street-east-melbourne-vic-3002-16084999,St Andrews Primary School,673.8,100.71
10-5-allard-street-brunswick-west-vic-3055-16084995,Beaufort Primary School,352.09,51.95
eg07-11-flockhart-street-abbotsford-vic-3067-16084992,Cheltenham Primary School,957.65,127.28
11a-131-lonsdale-sreet-melbourne-vic-3000-16084984,Wandiligong Primary School,581.62,96.74
7-1a-hughenden-road-st-kilda-east-vic-3183-16084967,Huntly Primary School,690.47,77.17
28-wilson-street-highett-vic-3190-16084920,Allansford and District Primary School,781.31,163.71
6-bass-street-flinders-vic-3929-16084910,Allansford and District Primary School,15222.71,675.2
g06-81-cemetery-road-carlton-vic-3053-16084878,Allansford and District Primary School,936.45,123.33
4-4-6-wilson-street-wodonga-vic-3690-16084871,Belmont Primary School,517.53,81.7
3-402-toorak-road-toorak-vic-3142-16084857,Huntly Primary School,1038.03,127.92
303-81-riversdale-road-hawthorn-vic-3122-16084849,Castlemaine Primary School,326.27,23.49
204-378-390-st-george-road-fitzroy-north-vic-3068-16084845,Berwick Primary School,268.23,37.99
37-margot-street-chadstone-vic-3148-16084833,California Gully Primary School,594.2,97.77
16-teal-court-wodonga-vic-3690-16084825,Avoca Primary School,913.46,166.82
4-5-bell-court-wodonga-vic-3690-16084806,Alberton Primary School,1072.65,110.79
40-daintree-way-wodonga-vic-3690-16084804,Warrandyte Primary School,667.68,83.34
3-27-ruskin-street-elwood-vic-3184-16084771,Hallam Primary School,438.3,105.18
3-23-auburn-grove-hawthorn-vic-3122-16084647,Cheltenham Primary School,801.46,79.1
911-408-lonsdale-street-melbourne-vic-3000-16084620,Kyneton Primary School,803.16,97.51
9-huon-street-wodonga-vic-3690-16084603,Belmont Primary School,648.09,118.56
