rent_address,school_name,min_distance,min_duration
508-839-dandenong-road-malvern-east-vic-3145-16082365,Avoca Primary School,716.71,82.63
9-ruyton-street-camberwell-vic-3124-15797618,Belmont Primary School,698.41,66.11
4-360-carlisle-street-balaclava-vic-3183-16082332,Gisborne Primary School,448.9,63.67
111l-378-390-st-georges-road-fitzroy-north-vic-3068-16082319,Berwick Primary School,268.23,37.99
713-32-bray-street-south-yarra-vic-3141-16082306,Cudgee Primary School,911.93,90.44
14-21-marine-parade-st-kilda-vic-3182-16082302,Elphinstone Primary School,1039.5,188.89
3-4-stillman-street-richmond-vic-3121-16082280,Heathcote Primary School,851.27,112.33
7-larnook-street-prahran-vic-3181-16082241,Gisborne Primary School,553.76,82.69
10-nicholson-street-south-yarra-vic-3141-16082198,Alberton Primary School,212.91,24.41
5-2-kipling-street-st-kilda-vic-3182-16082197,Hamilton (Gray Street) Primary School,485.06,46.49
2-4-anne-street-wodonga-vic-3690-16082183,Alberton Primary School,572.03,74.08
1703-89-103-gladstone-street-south-melbourne-vic-3205-16082171,Avenel Primary School,129.06,20.61
512-77-river-street-south-yarra-vic-3141-16082119,Wandiligong Primary School,81.54,13.59
15a-the-avenue-windsor-vic-3181-16082070,California Gully Primary School,543.63,58.73
11-turner-street-abbotsford-vic-3067-16082069,Wandiligong Primary School,954.23,133.26
7-21-dawson-avenue-brighton-vic-3186-16082004,Avenel Primary School,1026.61,141.39
242-chandler-road-keysborough-vic-3173-16081963,Ballarat Primary School (Dana Street),962.8,98.48
3002-288-spencer-st-melbourne-vic-3000-16081949,Flemington Primary School,414.76,85.82
113-2-hobson-street-south-yarra-vic-3141-16068562,Eaglehawk Primary School,1159.91,140.15
130-471-malvern-road-south-yarra-vic-3141-16068569,Eltham Primary School,1050.48,127.89
880-swanston-street-carlton-vic-3053-16081935,Beaufort Primary School,873.77,110.56
1507-12-queens-rd-melbourne-vic-3004-16081919,Colac Primary School,457.89,78.21
1-333-coventry-street-south-melbourne-vic-3205-16081898,Wodonga Primary School,571.85,96.46
9-491-south-road-bentleigh-vic-3204-16081842,Cavendish Primary School,568.87,110.47
3-76-glen-iris-road-glen-iris-vic-3146-16081785,Dromana Primary School,383.75,37.71
1-30-swindon-road-hughesdale-vic-3166-16081742,Alberton Primary School,408.59,40.24
108-326-328-burwood-highway-burwood-vic-3125-16081726,Echuca Primary School,1359.56,98.06
8-62-hawthorn-road-caulfield-north-vic-3161-16081715,Wodonga Primary School,655.69,43.11
34-donald-st-highett-vic-3190-16081654,Avoca Primary School,895.0,152.34
4-84-rochester-rd-balwyn-vic-3103-16081633,Allansford and District Primary School,605.09,50.65
