rent_address,school_name,min_distance,min_duration
76b-oakleigh-road-carnegie-vic-3163-16053547,Warrandyte Primary School,1185.45,94.96
1701a-60-dorcas-street-southbank-vic-3006-16053477,Cavendish Primary School,738.57,135.53
3-38-mitford-street-elwood-vic-3184-16053235,Flemington Primary School,297.36,71.36
2-9-bertram-street-elsternwick-vic-3185-13756533,Gisborne Primary School,1200.37,175.65
2-2-melville-avenue-newtown-vic-3220-16052733,Campbells Creek Primary School,590.79,78.09
g09-22-nicholson-street-fitzroy-north-vic-3068-16052600,Hawthorn West Primary School,256.07,27.97
3606-45-clarke-street-southbank-vic-3006-16052560,Beaufort Primary School,931.7,129.89
29-melview-drive-ringwood-north-vic-3134-16052408,Allansford and District Primary School,459.19,60.54
57-lang-street-south-yarra-vic-3141-16052404,Alberton Primary School,280.72,34.57
1-28-ormond-road-ascot-vale-vic-3032-16052047,Warrandyte Primary School,568.0,94.6
2-48-magnolia-road-gardenvale-vic-3185-16051707,Wandiligong Primary School,1000.41,131.99
4-260-st-kilda-road-st-kilda-vic-3182-16051315,Hawthorn West Primary School,955.23,107.96
5-5-luckie-street-nunawading-vic-3131-16050936,California Gully Primary School,1274.64,234.95
29-10-clifton-street-prahran-vic-3181-16050826,Cudgee Primary School,642.24,99.31
329-howe-parade-port-melbourne-vic-3207-16050374,Avenel Primary School,1212.62,195.6
42-commercial-road-prahran-vic-3181-16050172,Campbells Creek Primary School,708.62,70.6
2-gateway-close-chadstone-vic-3148-15228933,Bacchus Marsh Primary School,1161.58,206.04
4-829-high-street-kew-east-vic-3102-16049165,Campbells Creek Primary School,468.33,54.24
3-20-hughenden-road-st-kilda-east-vic-3183-16048551,Huntly Primary School,568.06,62.61
414-77-river-street-south-yarra-vic-3141-16048403,Wandiligong Primary School,81.54,13.59
rear-25-alfreida-st-st-albans-vic-3021-16048249,Eltham Primary School,660.57,116.08
104-park-orchard-drive-pakenham-vic-3810-16047301,Bacchus Marsh Primary School,543.06,75.33
2204-250-city-road-southbank-vic-3006-16047014,Beaufort Primary School,1348.24,174.32
7-13-hawksburn-road-south-yarra-vic-3141-16046810,Heidelberg Primary School,988.95,163.2
502-27-macquarie-street-prahran-vic-3181-16042904,Cavendish Primary School,297.7,57.27
8-k3-union-street-windsor-vic-3181-16042862,Bacchus Marsh Primary School,747.34,105.68
206a-14-16-the-esplanade-st-kilda-vic-3182-16042840,Warrandyte Primary School,1242.77,187.56
14-245-williams-road-south-yarra-vic-3141-16042334,Highton Primary School,1177.86,132.78
207-120-high-street-windsor-vic-3181-16042309,Cavendish Primary School,48.77,7.8
6-naila-court-cranbourne-north-vic-3977-16042045,Ballarat Primary School (Dana Street),1431.83,206.78
302-270-centre-road-bentleigh-vic-3204-16041922,Ballarat Primary School (Dana Street),775.11,77.11
1-04-26-warleigh-grove-brighton-vic-3186-15879283,Colac Primary School,905.36,163.07
9-488-glenferrie-road-hawthorn-vic-3122-16040221,Eaglehawk Primary School,199.1,17.06
177-urquhart-street-coburg-vic-3058-16040113,Campbells Creek Primary School,855.2,125.27
33-blackburn-road-mooroolbark-vic-3138-16039819,Ballarat Primary School (Dana Street),786.14,168.96
2-14-hatfield-street-balwyn-north-vic-3104-16039515,Cavendish Primary School,465.97,43.06
1-51-rochester-road-canterbury-vic-3126-16038373,Allansford and District Primary School,650.25,49.61
5-lucas-street-brighton-east-vic-3187-16037643,Colac Primary School,946.64,105.8
11-kawana-mews-cranbourne-vic-3977-16037155,Bacchus Marsh Primary School,1106.49,163.1
3-30-the-avenue-windsor-vic-3181-16035963,Avoca Primary School,457.87,82.87
73-easey-street-collingwood-vic-3066-16027969,Flemington Primary School,809.9,129.93
5-kawana-mews-cranbourne-vic-3977-16026932,Bacchus Marsh Primary School,1106.49,163.1
202-23-maverston-street-glen-iris-vic-3146-16018321,Belmont Primary School,1388.67,154.29
204-171-173-inkerman-street-st-kilda-vic-3182-16015508,Hawthorn West Primary School,733.71,56.4
23a-thomas-street-brighton-east-vic-3187-16071256,Eltham Primary School,627.77,100.85
24-euston-road-hughesdale-vic-3166-15210228,Eltham Primary School,511.34,67.49
14-avenue-athol-canterbury-vic-3126-16070437,Creswick Primary School,470.19,107.39
4-wells-street-richmond-vic-3121-16069616,Bacchus Marsh Primary School,814.26,115.72
4-273-balaclava-rd-caulfield-north-vic-3161-16013121,Cudgee Primary School,317.32,20.77
26-219-227-auburn-road-hawthorn-vic-3122-16068411,Beaufort Primary School,854.38,72.15
38-urwin-street-yarraville-vic-3013-16068181,Wodonga Primary School,1168.07,126.12
107-15-hamilton-street-bentleigh-vic-3204-15281179,Eltham Primary School,1231.17,138.53
53-hambleton-street-albert-park-vic-3206-16066946,Warrandyte Primary School,227.33,28.53
