rent_address,school_name,min_distance,min_duration
3-16-malakoff-street-st-kilda-east-vic-3183-16090509,Sandringham Primary School,645.1,77.86
12-45-collins-street-thornbury-vic-3071-16090482,Elphinstone Primary School,610.83,96.14
3-16-blissington-street-springvale-vic-3171-16090463,Campbells Creek Primary School,1008.03,168.04
1-64-fitzroy-street-st-kilda-west-vic-3182-16090436,Warrandyte Primary School,204.44,43.16
23-parer-street-burwood-vic-3125-16090404,Cheltenham Primary School,642.55,100.99
209-92-96-albert-street-brunswick-east-vic-3057-16090378,Footscray Primary School,1211.66,150.25
552-drummond-street-carlton-vic-3053-16090356,Allansford and District Primary School,540.51,78.01
2-69-darling-road-malvern-east-vic-3145-16090331,Sandringham Primary School,256.35,28.94
3-55-johnston-street-port-melbourne-vic-3207-16090322,Berwick Primary School,396.01,57.02
1-27-mcbain-st-altona-vic-3018-16090275,Alberton Primary School,579.19,60.56
18-bell-street-seddon-vic-3011-16090272,Avoca Primary School,643.59,93.45
110-clark-street-port-melbourne-vic-3207-16090219,Avenel Primary School,870.75,169.96
1-12-avoca-ave-elwood-vic-3184-16090201,Footscray Primary School,446.23,107.09
8-7-cardigan-street-st-kilda-east-vic-3183-16090197,Sandringham Primary School,409.17,62.72
8-mary-moodie-way-brunswick-east-vic-3057-16090196,Grovedale Primary School,267.29,47.37
3-bell-street-hawthorn-vic-3122-16090187,Colac Primary School,689.56,95.6
9-hillcrest-avenue-chadstone-vic-3148-16090183,Ballarat Primary School (Dana Street),840.62,95.77
1-53-woolton-avenue-thornbury-vic-3071-16090180,California Gully Primary School,997.96,127.62
26b-raymond-street-ashwood-vic-3147-16090168,Echuca Primary School,57.64,8.99
203-152-peel-street-windsor-vic-3181-16090148,California Gully Primary School,513.78,92.36
401-52-nott-street-port-melbourne-vic-3207-16090119,Avenel Primary School,875.34,99.42
903-93-dow-street-port-melbourne-vic-3207-16090117,Warrandyte Primary School,828.49,134.34
26-yolanda-street-bonshaw-vic-3352-15313845,Avoca Primary School,2195.3,241.03
15-foundry-circuit-beveridge-vic-3753-14484858,Alberton Primary School,2736.75,296.07
1413-610-st-kilda-rd-melbourne-vic-3004-16090064,Ballarat Primary School (Dana Street),443.79,78.84
5-masefield-avenue-sandringham-vic-3191-16090053,Beaufort Primary School,1060.81,124.13
202a-441-lonsdale-street-melbourne-vic-3000-16090002,Kyneton Primary School,663.88,93.05
3-51-james-street-prahran-vic-3181-16090001,Avoca Primary School,308.78,47.92
1510-1-freshwater-place-southbank-vic-3006-16089972,Campbells Creek Primary School,1135.5,182.94
4-21-rosebank-avenue-ringwood-north-vic-3134-16089933,Berwick Primary School,820.64,112.61
304-2-6-duckett-street-brunswick-vic-3056-16089922,Eltham Primary School,861.6,104.56
2-21-rosebank-avenue-ringwood-north-vic-3134-16089919,Berwick Primary School,820.64,112.61
3-21-rosebank-avenue-ringwood-north-vic-3134-16089894,Berwick Primary School,820.64,112.61
113-392-st-georges-road-fitzroy-north-vic-3068-16089889,Berwick Primary School,240.92,35.09
3-84-winfield-road-balwyn-north-vic-3104-16089860,Warrnambool West Primary School,635.77,86.86
503-75-wellington-street-collingwood-vic-3066-16089857,Dromana Primary School,244.24,36.43
1-21-rosebank-avenue-ringwood-north-vic-3134-16089852,Berwick Primary School,820.64,112.61
1701-18-claremont-street-south-yarra-vic-3141-16089739,Newport Lakes Primary School,1126.34,152.6
205-16-18-grey-street-st-kilda-vic-3182-16089700,Warrandyte Primary School,356.83,69.81
24-spencer-rd-camberwell-vic-3124-16089697,Cavendish Primary School,235.48,27.34
73a-castlewood-street-bentleigh-east-vic-3165-16089696,Bacchus Marsh Primary School,641.15,87.99
8-2-murray-street-thornbury-vic-3071-16089692,Cavendish Primary School,353.11,77.94
1-47-oakwood-avenue-dandenong-north-vic-3175-16089665,Cavendish Primary School,458.66,47.17
7-11-truganini-road-carnegie-vic-3163-16089644,Avoca Primary School,375.98,46.5
51-duke-street-richmond-vic-3121-16089558,Berwick Primary School,949.53,170.82
605-70-stanley-street-collingwood-vic-3066-16089493,Flemington Primary School,624.9,106.04
804-7-evergreen-mews-armadale-vic-3143-16089480,Footscray Primary School,511.22,74.04
128-thomas-mitchell-drive-wodonga-vic-3690-16089463,Avenel Primary School,1556.07,183.66
4-16-18-shaftesbury-avenue-malvern-vic-3144-16089440,Avoca Primary School,610.07,145.84
303-79-81-asling-street-brighton-vic-3186-16089433,Cavendish Primary School,533.48,87.63
18-41-northcote-ave-caulfield-north-vic-3161-16089431,Cavendish Primary School,989.03,104.64
11-91-mathoura-road-toorak-vic-3142-16089349,Wodonga Primary School,1132.09,123.7
57-243-collins-street-melbourne-vic-3000-16089287,Bellbrae Primary School,1085.74,129.92
6-58-leila-road-carnegie-vic-3163-16089254,Echuca Primary School,901.62,80.65
2311-601-little-lonsdale-street-melbourne-vic-3000-16089250,Flemington Primary School,268.75,50.78
212-363-beaconsfield-parade-st-kilda-west-vic-3182-16089242,Warrandyte Primary School,768.13,126.4
504-1-danks-street-west-port-melbourne-vic-3207-16089226,Berwick Primary School,406.74,58.57
1-59-chapman-street-north-melbourne-vic-3051-16089219,Doncaster Primary School,477.97,68.54
108-14-david-street-richmond-vic-3121-16089176,Cheltenham Primary School,480.63,66.52
219-528-swanston-street-carlton-vic-3053-16089175,Highton Primary School,820.31,92.88
204-55-wellington-street-st-kilda-vic-3182-16089144,Avenel Primary School,864.62,124.41
804-50-claremont-street-south-yarra-vic-3141-16089126,Newport Lakes Primary School,988.67,127.82
5-washington-drive-oakleigh-south-vic-3167-16089108,Castlemaine Primary School,2490.96,340.87
6-jaques-grove-forest-hill-vic-3131-16089098,Ballarat Primary School (Dana Street),1307.98,159.68
1-263-lennox-street-richmond-vic-3121-16089089,Hawthorn West Primary School,677.04,103.63
9-600-station-street-carlton-north-vic-3054-16089028,Hawthorn West Primary School,868.64,104.71
115b-collins-street-thornbury-vic-3071-16089002,Beaufort Primary School,90.25,8.12
41-haines-street-hawthorn-vic-3122-16089000,Colac Primary School,609.42,83.29
18-570-glenferrie-road-hawthorn-vic-3122-16088949,Castlemaine Primary School,37.49,2.7
2-ashby-court-chadstone-vic-3148-16088924,Bacchus Marsh Primary School,876.82,151.15
52-sutherland-street-brunswick-vic-3056-16088853,Berwick Primary School,554.28,58.34
108-10-bromham-place-richmond-vic-3121-16088846,Cavendish Primary School,695.93,88.64
3-50-magnolia-road-gardenvale-vic-3185-16088805,Wandiligong Primary School,1024.32,134.86
1-77-darling-rd-malvern-east-vic-3145-16088796,Elphinstone Primary School,613.3,45.06
17-677-park-street-brunswick-vic-3056-16088786,Dromana Primary School,1037.45,155.92
2-39-morrah-st-parkville-vic-3052-15056186,California Gully Primary School,435.57,97.76
53-hillside-street-springvale-vic-3171-16088757,Cheltenham Primary School,464.88,52.42
4-73-edgar-st-north-glen-iris-vic-3146-16088705,Elphinstone Primary School,1355.64,192.8
6-51-ruskin-street-elwood-vic-3184-16088690,Flemington Primary School,651.04,148.16
724-inkerman-road-caulfield-north-vic-3161-16088678,Bacchus Marsh Primary School,905.08,65.05
27-4-victoria-street-windsor-vic-3181-11761425,Avoca Primary School,778.51,135.46
7-10-austin-avenue-elwood-vic-3184-16088641,Bacchus Marsh Primary School,497.54,105.2
2-5-gilsland-road-murrumbeena-vic-3163-16088625,Avenel Primary School,1200.4,160.26
1-22-clapham-road-hughesdale-vic-3166-15657634,Doncaster Primary School,113.13,11.64
32-jeffers-street-noble-park-vic-3174-16088597,Belmont Primary School,878.4,169.75
11-52-pender-street-thornbury-vic-3071-16088581,Berwick Primary School,556.7,85.85
9-65-westbury-street-st-kilda-east-vic-3183-16088571,Campbells Creek Primary School,450.49,39.09
2-36-barkly-street-st-kilda-vic-3182-16088568,Avenel Primary School,690.13,111.69
2-28-shepparson-avenue-carnegie-vic-3163-16088563,Avoca Primary School,692.12,87.81
