rent_address,min_distance,min_duration
27-hawthorn-road-northcote-vic-3070-16051293,10944.27,1127.58
6-65-clarence-street-elsternwick-vic-3185-16039179,10915.87,930.82
r-1134-dandenong-road-carnegie-vic-3163-16038868,12993.19,1150.69
1-42a-hawthorn-grove-hawthorn-vic-3122-16057366,11682.14,1150.9
405-442-st-kilda-road-melbourne-vic-3004-16057221,3802.53,502.99
76-manooka-road-brookfield-vic-3338-16056949,47678.07,2502.94
10-mercer-way-armadale-vic-3143-16056859,9856.04,961.28
49-highbury-grove-prahran-vic-3181-16056833,7914.97,845.09
4-4-essex-street-pascoe-vale-vic-3044-16056699,16386.94,1465.22
2-361-st-kilda-st-brighton-vic-3186-16056674,8834.53,940.92
38-262-heidelberg-road-fairfield-vic-3078-16056607,10857.61,1271.16
38-argo-street-south-yarra-vic-3141-16056584,5385.22,659.72
703-75-wellington-st-collingwood-vic-3066-16054467,7027.88,796.74
318-181-fitzroy-street-st-kilda-vic-3182-16056356,4684.72,449.46
609-2-joseph-road-footscray-vic-3011-15372330,8551.68,963.44
915-528-swanston-street-carlton-vic-3053-16056312,5914.38,666.88
1-27-eildon-road-st-kilda-vic-3182-16056185,4637.53,459.54
21-313-beaconsfield-parade-st-kilda-west-vic-3182-16056043,3268.66,327.51
543-pascoe-vale-road-pascoe-vale-vic-3044-16056030,15509.59,1355.91
9-26-auburn-grove-hawthorn-east-vic-3123-16056022,12333.41,1166.17
2s-378-390-st-georges-road-fitzroy-north-vic-3068-16055926,9818.68,1008.15
11-2-belsize-avenue-carnegie-vic-3163-16055916,13475.21,1180.98
3-83-fewster-road-hampton-vic-3188-16055794,16103.53,1528.34
207-107-beach-street-port-melbourne-vic-3207-16055713,1862.45,251.69
24-union-street-windsor-vic-3181-16055616,5371.61,552.47
1-12-darling-street-south-yarra-vic-3141-16055432,5140.53,619.11
8b-highbury-grove-prahran-vic-3181-15809710,7701.65,822.32
3-flinders-avenue-lara-vic-3212-16055309,60005.56,2995.36
2-airedale-avenue-hawthorn-east-vic-3123-16029073,12671.85,1054.15
10-3-boston-road-balwyn-vic-3103-16055201,16074.56,1470.94
3108-500-elizabeth-st-melbourne-vic-3000-16055187,5396.44,592.09
7-13-hughenden-road-st-kilda-east-vic-3183-16055120,7449.03,744.67
217-339-swanston-st-melbourne-vic-3000-16055041,5247.31,597.9
104-12-queens-road-melbourne-vic-3004-16055021,3522.8,493.77
7-56-kooyong-road-caulfield-north-vic-3161-16054643,8344.55,793.39
7-161-victoria-road-hawthorn-east-vic-3123-16054548,13501.46,1255.62
3-30-logan-street-hamlyn-heights-vic-3215-16054463,74374.03,3496.84
108-best-street-fitzroy-north-vic-3068-16054451,9416.71,1017.07
11-13-tibbles-street-beaumaris-vic-3193-16054347,19845.43,1852.53
220-631-victoria-street-abbotsford-vic-3067-16054340,10838.17,995.73
7-8-10-james-avenue-kew-vic-3101-16054256,13664.27,1334.76
25-living-cres-point-cook-vic-3030-16054167,29013.69,1887.91
9-76-carlisle-street-st-kilda-vic-3182-16054050,5585.77,535.73
102-9-village-avenue-brunswick-east-vic-3057-15220991,10015.63,1110.06
1-rotorua-street-caulfield-south-vic-3162-16053690,12747.51,1073.77
270-langridge-street-abbotsford-vic-3067-15242733,7867.91,892.17
2-91-beach-road-sandringham-vic-3191-16053597,14762.38,1452.47
1312-35-albert-rd-melbourne-vic-3004-16053245,3062.93,413.91
3-21-tibrockney-street-highett-vic-3190-16053078,18511.02,1704.29
41b-arkaringa-crescent-black-rock-vic-3193-16052986,18078.89,1720.25
2s-378-390-st-georges-road-fitzroy-north-vic-3068-16055926,9818.68,1008.15
207-720-queensberry-street-north-melbourne-vic-3051-16052939,5744.75,678.64
22-109-nimmo-street-middle-park-vic-3206-16052918,2561.33,261.45
3a-maltarra-street-clayton-south-vic-3169-16052876,22793.53,1930.58
1-david-lane-windsor-vic-3181-15900527,5808.4,612.49
12-yates-lane-parkville-vic-3052-15148071,8626.94,860.62
12-1325-high-street-malvern-vic-3144-16052711,10899.61,1034.09
74-barrett-street-albert-park-vic-3206-16052698,970.35,113.04
4-45-st-elmo-road-ivanhoe-vic-3079-16052693,16982.59,1698.88
21-32-darling-street-south-yarra-vic-3141-16052677,5268.2,629.32
19-73-queens-road-melbourne-vic-3004-16052308,5751.18,602.76
4-111-ruskin-street-elwood-vic-3184-16052249,7023.1,711.04
1559-heatherton-road-dandenong-north-vic-3175-16051481,34943.57,2005.68
40a-macedon-parade-wollert-vic-3750-15280632,39685.5,2740.73
11-170-albion-street-brunswick-vic-3056-16051288,11399.44,1164.9
1-803-whitehorse-road-mont-albert-vic-3127-16051285,19293.72,1711.46
715-5-olive-york-way-brunswick-west-vic-3055-16051260,13560.28,1225.68
19-amreli-st-deanside-vic-3336-15176030,31172.13,1739.96
4-31-bayview-crescent-black-rock-vic-3193-16051099,17792.45,1705.68
15-31-barnsbury-road-deepdene-vic-3103-16051009,15544.95,1431.68
