rent_address,min_distance,min_duration
104-139-york-street-prahran-vic-3181-16065475,7393.92,742.49
316-330-lygon-street-brunswick-east-vic-3057-15187572,10038.31,1050.88
504-350-la-trobe-street-melbourne-vic-3000-15302782,4888.81,552.34
2-16-lyon-street-essendon-vic-3040-16065350,14197.04,1420.45
g10-43-45-the-avenue-balaclava-vic-3183-16065263,7212.99,695.24
2-20-lyndhurst-crescent-brunswick-east-vic-3057-16065203,11326.94,1192.6
502-283-high-street-prahran-vic-3181-16065163,6790.57,707.99
23-clyde-street-thornbury-vic-3071-16065124,13372.65,1377.3
201-323-dandenong-road-prahran-vic-3181-16065119,7887.42,770.14
5-20-kooyong-rd-caulfield-north-vic-3161-16065046,8308.78,789.69
3-8-10-james-avenue-kew-vic-3101-16064942,13664.27,1334.76
13-40-lillimur-road-ormond-vic-3204-16064832,13898.49,1179.45
6-10-lalbert-crescent-prahran-vic-3181-16064800,8267.49,804.46
18-kingsley-st-elwood-vic-3184-16064797,7810.83,822.54
7-1204-glen-huntly-road-glen-huntly-vic-3163-16064791,12681.56,1076.32
121-lord-street-richmond-vic-3121-16064776,9578.87,870.53
8-4-mccracken-avenue-northcote-vic-3070-16064578,10950.3,1114.94
209-20-station-street-highett-vic-3190-16064556,18829.11,1745.02
8-12-may-street-elwood-vic-3184-16064495,7160.02,728.64
4-25-cardigan-street-st-kilda-east-vic-3183-16064463,6837.79,657.83
1b-castles-road-bentleigh-vic-3204-16064447,17539.59,1454.08
872-centre-road-bentleigh-east-vic-3165-16064305,19034.02,1585.36
283a-burnley-street-richmond-vic-3121-16064303,9429.93,835.66
2a-granter-street-brighton-east-vic-3187-16064222,13299.45,1109.09
