rent_address,min_distance,min_duration
g10-1-red-hill-terrace-doncaster-east-vic-3109-16085903,29476.82,2124.55
1805-50-albert-road-south-melbourne-vic-3205-12112230,3028.67,410.03
7-10-nash-st-glen-iris-vic-3146-16085807,13887.68,1139.81
804s-227-toorak-rd-south-yarra-vic-3141-16085781,5307.39,646.06
1603-250-city-road-southbank-vic-3006-16085712,3030.24,332.41
2-62-chapman-avenue-glenroy-vic-3046-16085659,17818.36,1566.45
6-12-phillip-street-mentone-vic-3194-13444145,22100.25,2040.58
9-566-glenferrie-road-hawthorn-vic-3122-16085611,10824.42,1013.24
10-633-inkerman-road-caulfield-north-vic-3161-16085522,8219.91,772.72
6-laburnum-court-brighton-vic-3186-16085520,11985.89,1253.15
204-107-cambridge-street-collingwood-vic-3066-16085513,7303.41,841.52
1-cassawory-place-safety-beach-vic-3936-16085503,84835.16,3988.18
5-34-bute-street-murrumbeena-vic-3163-16085475,14931.54,1348.14
130-corriedale-crescent-park-orchards-vic-3114-16040346,32140.66,2378.45
5-186-bay-rd-sandringham-vic-3191-16090981,16860.79,1636.4
207-171-173-inkerman-street-st-kilda-east-vic-3183-16090952,5514.44,549.16
2-rubens-grove-canterbury-vic-3126-16090938,14502.63,1340.03
4-11-tooronga-road-malvern-east-vic-3145-16090865,10283.73,959.59
1402-229-toorak-road-south-yarra-vic-3141-16090852,5313.76,670.35
35-clifton-street-aberfeldie-vic-3040-16090841,14402.27,1437.95
4-10-12-lillian-street-clayton-vic-3168-15234232,25988.25,1849.5
7-21-dunoon-st-murrumbeena-vic-3163-16090776,14290.47,1261.7
37-hoddle-way-altona-meadows-vic-3028-16090729,24505.91,1587.76
5-141-glenhuntly-road-elwood-vic-3184-16090615,7518.59,749.22
6-20-pine-avenue-elwood-vic-3184-16090586,7563.73,789.71
188-park-street-fitzroy-north-vic-3068-16090583,9524.41,1027.72
502-118-russell-street-melbourne-vic-3000-16090549,4972.05,577.52
3-16-malakoff-street-st-kilda-east-vic-3183-16090509,6444.69,627.23
12-45-collins-street-thornbury-vic-3071-16090482,13590.83,1346.19
3-16-blissington-street-springvale-vic-3171-16090463,28597.8,1997.72
1-64-fitzroy-street-st-kilda-west-vic-3182-16090436,4427.02,421.13
23-parer-street-burwood-vic-3125-16090404,17859.42,1578.81
209-92-96-albert-street-brunswick-east-vic-3057-16090378,10036.8,1062.15
552-drummond-street-carlton-vic-3053-16090356,7748.24,848.57
