rent_address,min_distance,min_duration
2-69-darling-road-malvern-east-vic-3145-16090331,12401.95,1117.58
3-55-johnston-street-port-melbourne-vic-3207-16090322,679.38,92.99
1-27-mcbain-st-altona-vic-3018-16090275,17457.96,1502.53
18-bell-street-seddon-vic-3011-16090272,9472.6,1064.52
110-clark-street-port-melbourne-vic-3207-16090219,1547.36,187.41
1-12-avoca-ave-elwood-vic-3184-16090201,6294.09,706.97
8-7-cardigan-street-st-kilda-east-vic-3183-16090197,6675.67,645.7
8-mary-moodie-way-brunswick-east-vic-3057-16090196,9631.69,1071.49
3-bell-street-hawthorn-vic-3122-16090187,12326.18,1206.41
9-hillcrest-avenue-chadstone-vic-3148-16090183,21404.36,1606.36
1-53-woolton-avenue-thornbury-vic-3071-16090180,12003.91,1203.95
26b-raymond-street-ashwood-vic-3147-16090168,17265.09,1648.52
203-152-peel-street-windsor-vic-3181-16090148,6082.93,667.13
401-52-nott-street-port-melbourne-vic-3207-16090119,1101.65,181.88
903-93-dow-street-port-melbourne-vic-3207-16090117,902.81,145.2
1413-610-st-kilda-rd-melbourne-vic-3004-16090064,5784.29,607.53
5-masefield-avenue-sandringham-vic-3191-16090053,16275.25,1576.1
202a-441-lonsdale-street-melbourne-vic-3000-16090002,4561.68,516.04
3-51-james-street-prahran-vic-3181-16090001,6401.34,725.37
1510-1-freshwater-place-southbank-vic-3006-16089972,3106.74,429.77
304-2-6-duckett-street-brunswick-vic-3056-16089922,10504.94,1145.7
113-392-st-georges-road-fitzroy-north-vic-3068-16089889,9845.99,1011.05
3-84-winfield-road-balwyn-north-vic-3104-16089860,20556.71,1573.08
503-75-wellington-street-collingwood-vic-3066-16089857,7027.88,796.74
1701-18-claremont-street-south-yarra-vic-3141-16089739,5739.3,738.52
205-16-18-grey-street-st-kilda-vic-3182-16089700,4348.29,411.94
24-spencer-rd-camberwell-vic-3124-16089697,14204.84,1314.15
73a-castlewood-street-bentleigh-east-vic-3165-16089696,18005.98,1556.05
8-2-murray-street-thornbury-vic-3071-16089692,12719.43,1254.15
1-47-oakwood-avenue-dandenong-north-vic-3175-16089665,35583.41,2073.14
7-11-truganini-road-carnegie-vic-3163-16089644,13183.12,1136.55
51-duke-street-richmond-vic-3121-16089558,9581.03,878.58
605-70-stanley-street-collingwood-vic-3066-16089493,7584.43,861.61
804-7-evergreen-mews-armadale-vic-3143-16089480,8868.87,884.56
128-thomas-mitchell-drive-wodonga-vic-3690-16089463,321059.72,13133.12
4-16-18-shaftesbury-avenue-malvern-vic-3144-16089440,11470.84,1085.58
303-79-81-asling-street-brighton-vic-3186-16089433,9433.44,981.48
18-41-northcote-ave-caulfield-north-vic-3161-16089431,10450.33,934.57
11-91-mathoura-road-toorak-vic-3142-16089349,6763.29,795.8
57-243-collins-street-melbourne-vic-3000-16089287,4521.92,512.52
6-58-leila-road-carnegie-vic-3163-16089254,14434.44,1222.01
2311-601-little-lonsdale-street-melbourne-vic-3000-16089250,4314.35,492.51
212-363-beaconsfield-parade-st-kilda-west-vic-3182-16089242,4005.18,393.02
504-1-danks-street-west-port-melbourne-vic-3207-16089226,690.11,94.53
1-59-chapman-street-north-melbourne-vic-3051-16089219,6547.55,742.42
108-14-david-street-richmond-vic-3121-16089176,10667.46,982.97
219-528-swanston-street-carlton-vic-3053-16089175,5914.38,666.88
204-55-wellington-street-st-kilda-vic-3182-16089144,5193.54,509.85
804-50-claremont-street-south-yarra-vic-3141-16089126,5601.63,713.74
5-washington-drive-oakleigh-south-vic-3167-16089108,21298.19,1894.43
6-jaques-grove-forest-hill-vic-3131-16089098,24637.4,2271.88
1-263-lennox-street-richmond-vic-3121-16089089,5911.63,837.52
9-600-station-street-carlton-north-vic-3054-16089028,8887.69,975.93
115b-collins-street-thornbury-vic-3071-16089002,14422.42,1424.38
41-haines-street-hawthorn-vic-3122-16089000,12420.79,1194.3
18-570-glenferrie-road-hawthorn-vic-3122-16088949,10858.14,1015.67
2-ashby-court-chadstone-vic-3148-16088924,20781.37,1550.95
52-sutherland-street-brunswick-vic-3056-16088853,11283.08,1225.55
108-10-bromham-place-richmond-vic-3121-16088846,7551.73,904.92
3-50-magnolia-road-gardenvale-vic-3185-16088805,11563.46,1007.38
1-77-darling-rd-malvern-east-vic-3145-16088796,13076.45,1165.52
17-677-park-street-brunswick-vic-3056-16088786,9214.0,965.12
2-39-morrah-st-parkville-vic-3052-15056186,6970.83,808.61
53-hillside-street-springvale-vic-3171-16088757,32349.25,2007.25
4-73-edgar-st-north-glen-iris-vic-3146-16088705,13160.78,1136.46
724-inkerman-road-caulfield-north-vic-3161-16088678,9046.64,836.23
27-4-victoria-street-windsor-vic-3181-11761425,6874.67,760.44
7-10-austin-avenue-elwood-vic-3184-16088641,7533.93,766.42
2-5-gilsland-road-murrumbeena-vic-3163-16088625,14694.36,1294.01
1-22-clapham-road-hughesdale-vic-3166-15657634,15763.42,1366.56
32-jeffers-street-noble-park-vic-3174-16088597,34378.13,1977.64
11-52-pender-street-thornbury-vic-3071-16088581,14371.83,1412.14
9-65-westbury-street-st-kilda-east-vic-3183-16088571,6455.29,622.76
2-36-barkly-street-st-kilda-vic-3182-16088568,5019.05,497.13
2-28-shepparson-avenue-carnegie-vic-3163-16088563,13341.18,1162.7
106-119-turner-street-abbotsford-vic-3067-16088557,9109.12,1019.62
104-285-city-road-southbank-vic-3006-16088546,2162.03,274.79
408-5-union-street-brunswick-vic-3056-16088527,9206.48,985.66
7-53-59-millswyn-street-south-yarra-vic-3141-16088496,4166.06,538.48
501-14-20-nicholson-street-coburg-vic-3058-16088479,11550.26,1199.91
8-32-34-adams-street-south-yarra-vic-3141-16088477,3925.04,520.27
g3-2a-henry-street-windsor-vic-3181-16088449,5211.77,533.91
32-fourth-street-parkdale-vic-3195-16088448,24417.27,2198.84
po9p-191-powlett-street-east-melbourne-vic-3002-16088441,6812.55,776.63
803-6-st-kilda-road-st-kilda-vic-3182-16088439,4948.98,482.67
1102a-glen-huntly-road-glen-huntly-vic-3163-16088434,12316.77,1040.11
2-15-parring-road-balwyn-vic-3103-16088426,17848.15,1612.93
48-183-city-road-southbank-vic-3006-16088421,2558.46,338.06
11-lowerson-way-wodonga-vic-3690-16088390,322273.22,13333.86
33-swanson-crescent-chadstone-vic-3148-16088383,20373.09,1518.58
8-39-heller-street-brunswick-west-vic-3055-16088313,10550.95,1027.96
51-thomas-street-windsor-vic-3181-16088312,6117.74,669.06
15-everest-cres-olinda-vic-3788-16088310,53445.18,3674.31
75-noble-street-newtown-vic-3220-16088286,77882.3,3789.18
18-37-39-carroll-crescent-glen-iris-vic-3146-16088255,13067.44,1134.57
818-sydney-rd-coburg-north-vic-3058-16088235,15367.15,1574.12
68-yarra-boulevard-richmond-vic-3121-12659355,10181.89,936.16
87-canning-street-carlton-vic-3053-12678308,7469.44,838.59
25-10-tennyson-street-st-kilda-vic-3182-16088206,6037.32,627.49
106-34-princeton-terrace-bundoora-vic-3083-16088123,25372.5,2302.99
505-139-bouverie-street-carlton-vic-3053-14377358,6224.55,703.94
14-193-brighton-road-elwood-vic-3184-16088112,7046.25,686.51
4c-21-the-esplanade-st-kilda-vic-3182-16088109,4700.34,486.56
11-51-53-grange-road-toorak-vic-3142-16088102,9223.29,820.69
2-12-brennand-street-fitzroy-north-vic-3068-14628144,10402.81,1149.37
108-3-11-hoddle-street-collingwood-vic-3066-16088068,7723.93,875.78
605-369-high-street-kew-vic-3101-16088032,13292.48,1245.08
401-high-street-prahran-vic-3181-16088024,7199.92,756.04
38-highett-street-richmond-vic-3121-16087992,6983.96,845.16
10-illawara-drive-mickleham-vic-3064-16087933,47118.76,2947.26
3-133-glenlyon-road-brunswick-vic-3056-16087910,9723.09,1029.38
24-whites-rd-mount-duneed-vic-3217-16087894,89696.95,4299.02
97-collier-crescent-brunswick-west-vic-3055-16087893,10914.23,1098.78
13-25-royal-avenue-glen-huntly-vic-3163-16087887,12974.97,1098.56
5-1a-lansdowne-road-st-kilda-east-vic-3183-16086953,7451.91,735.02
4-82-trenerry-crescent-abbotsford-vic-3067-16057111,9308.7,1037.55
